,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Tudor Baluta,"£ 89,808","£ 4,670,000","£ 4,670,000",M,20,Romania,Brighton,Premier League,2019-2020
1,Pascal Groß,"£ 50,000","£ 2,600,000","£ 2,600,000",M,28,Germany,Brighton,Premier League,2019-2020
2,Martín Montoya,"£ 50,000","£ 2,600,000","£ 2,600,000",D,28,Spain,Brighton,Premier League,2019-2020
3,Alireza Jahanbakhsh,"£ 50,000","£ 2,600,000","£ 2,600,000",F,26,Iran,Brighton,Premier League,2019-2020
4,Davy Pröpper,"£ 45,000","£ 2,340,000","£ 2,340,000",M,28,Netherlands,Brighton,Premier League,2019-2020
5,Lewis Dunk,"£ 45,000","£ 2,340,000","£ 2,340,000",D,28,England,Brighton,Premier League,2019-2020
6,José Izquierdo,"£ 45,000","£ 2,340,000","£ 2,340,000",F,27,Colombia,Brighton,Premier League,2019-2020
7,Leandro Trossard,"£ 42,500","£ 2,210,000","£ 2,210,000",F,25,Belgium,Brighton,Premier League,2019-2020
8,Shane Duffy,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,Ireland,Brighton,Premier League,2019-2020
9,Aaron Mooy,"£ 38,462","£ 2,000,000","£ 2,000,000",M,29,Australia,Brighton,Premier League,2019-2020
10,Mathew Ryan,"£ 35,000","£ 1,820,000","£ 1,820,000",K,27,Australia,Brighton,Premier League,2019-2020
11,Adam Webster,"£ 35,000","£ 1,820,000","£ 1,820,000",D,25,England,Brighton,Premier League,2019-2020
12,Neal Maupay,"£ 32,500","£ 1,690,000","£ 1,690,000",F,23,France,Brighton,Premier League,2019-2020
13,Ezequiel Schelotto,"£ 31,923","£ 1,660,000","£ 1,660,000",D,30,Italy,Brighton,Premier League,2019-2020
14,Solly March,"£ 30,000","£ 1,560,000","£ 1,560,000",M,25,England,Brighton,Premier League,2019-2020
15,Dale Stephens,"£ 30,000","£ 1,560,000","£ 1,560,000",M,30,England,Brighton,Premier League,2019-2020
16,Glenn Murray,"£ 30,000","£ 1,560,000","£ 1,560,000",F,36,England,Brighton,Premier League,2019-2020
17,Yves Bissouma,"£ 25,000","£ 1,300,000","£ 1,300,000",M,23,Mali,Brighton,Premier League,2019-2020
18,Bernardo,"£ 25,000","£ 1,300,000","£ 1,300,000",D,24,Brazil,Brighton,Premier League,2019-2020
19,Beram Kayal,"£ 25,000","£ 1,300,000","£ 1,300,000",M,31,Israel,Brighton,Premier League,2019-2020
20,Gaëtan Bong,"£ 20,192","£ 1,050,000","£ 1,050,000",D,31,Cameroon,Brighton,Premier League,2019-2020
21,Leon Balogun,"£ 18,077","£ 940,000","£ 940,000",D,31,Nigeria,Brighton,Premier League,2019-2020
22,Jason Steele,"£ 15,962","£ 830,000","£ 830,000",K,29,England,Brighton,Premier League,2019-2020
23,Dan Burn,"£ 15,962","£ 830,000","£ 830,000",D,27,England,Brighton,Premier League,2019-2020
24,David Button,"£ 15,962","£ 830,000","£ 830,000",K,30,England,Brighton,Premier League,2019-2020
25,Steven Alzate,"£ 15,000","£ 780,000","£ 780,000",F,21,Colombia,Brighton,Premier League,2019-2020
26,Alexis Mac Allister,"£ 10,000","£ 520,000","£ 520,000",F,21,Argentina,Brighton,Premier League,2019-2020
27,Aaron Connolly,"£ 7,500","£ 390,000","£ 390,000",F,20,Ireland,Brighton,Premier League,2019-2020
28,Tariq Lamptey,"£ 5,000","£ 260,000","£ 260,000",D,19,England,Brighton,Premier League,2019-2020
29,Andrew Crofts,£ 577,"£ 30,000","£ 30,000",M,35,Wales,Brighton,Premier League,2019-2020
