,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Bernard,"£ 120,000","£ 6,240,000","£ 6,240,000",F,27,Brazil,Everton,Premier League,2019-2020
1,Yerry Mina,"£ 120,000","£ 6,240,000","£ 6,240,000",D,25,Colombia,Everton,Premier League,2019-2020
2,André Gomes,"£ 112,308","£ 5,840,000","£ 5,840,000",M,26,Portugal,Everton,Premier League,2019-2020
3,Morgan Schneiderlin,"£ 100,000","£ 5,200,000","£ 5,200,000",M,30,France,Everton,Premier League,2019-2020
4,Theo Walcott,"£ 100,000","£ 5,200,000","£ 5,200,000",F,30,England,Everton,Premier League,2019-2020
5,Jordan Pickford,"£ 100,000","£ 5,200,000","£ 5,200,000",K,25,England,Everton,Premier League,2019-2020
6,Gylfi Sigurdsson,"£ 100,000","£ 5,200,000","£ 5,200,000",F,30,Iceland,Everton,Premier League,2019-2020
7,Lucas Digne,"£ 90,000","£ 4,680,000","£ 4,680,000",D,26,France,Everton,Premier League,2019-2020
8,Richarlison,"£ 90,000","£ 4,680,000","£ 4,680,000",F,22,Brazil,Everton,Premier League,2019-2020
9,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,160,000",M,30,England,Everton,Premier League,2019-2020
10,Jean-Philippe Gbamin,"£ 75,000","£ 3,900,000","£ 3,900,000",M,24,Cote d'Ivoire,Everton,Premier League,2019-2020
11,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,640,000",D,31,Ireland,Everton,Premier League,2019-2020
12,Leighton Baines,"£ 65,000","£ 3,380,000","£ 3,380,000",D,35,England,Everton,Premier League,2019-2020
13,Michael Keane,"£ 65,000","£ 3,380,000","£ 3,380,000",D,27,England,Everton,Premier League,2019-2020
14,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,120,000",F,28,Turkey,Everton,Premier League,2019-2020
15,Oumar Niasse,"£ 55,000","£ 2,860,000","£ 2,860,000",F,29,Senegal,Everton,Premier League,2019-2020
16,Moise Kean,"£ 53,077","£ 2,760,000","£ 2,760,000",F,19,Italy,Everton,Premier League,2019-2020
17,Alex Iwobi,"£ 50,000","£ 2,600,000","£ 2,600,000",F,23,Nigeria,Everton,Premier League,2019-2020
18,Cuco Martina,"£ 35,000","£ 1,820,000","£ 1,820,000",D,30,Curacao,Everton,Premier League,2019-2020
19,Maarten Stekelenburg,"£ 32,500","£ 1,690,000","£ 1,690,000",K,37,Netherlands,Everton,Premier League,2019-2020
20,Jonas Lössl,"£ 28,077","£ 1,460,000","£ 1,460,000",K,30,Denmark,Everton,Premier League,2019-2020
21,Mason Holgate,"£ 25,000","£ 1,300,000","£ 1,300,000",D,23,England,Everton,Premier League,2019-2020
22,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,300,000",M,21,England,Everton,Premier League,2019-2020
23,Dominic Calvert-Lewin,"£ 20,000","£ 1,040,000","£ 1,040,000",F,22,England,Everton,Premier League,2019-2020
24,Djibril Sidibé,"£ 11,923","£ 620,000","£ 620,000",D,27,France,Everton,Premier League,2019-2020
25,Beni Baningime,"£ 8,077","£ 420,000","£ 420,000",M,21,Democratic Republic of the Congo,Everton,Premier League,2019-2020
