club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Renato Sanches,18,Central Midfield,Benfica,£31.50m,in,Summer,31.5,1 Bundesliga,2016,2016/2017
Bayern Munich,Mats Hummels,27,Centre-Back,Bor. Dortmund,£31.50m,in,Summer,31.5,1 Bundesliga,2016,2016/2017
Bayern Munich,Niklas Dorsch,18,Defensive Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayern Munich,Fabian Benko,18,Attacking Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayern Munich,Pierre-Emile Höjbjerg,20,Central Midfield,FC Schalke 04,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayern Munich,Mario Götze,24,Attacking Midfield,Bor. Dortmund,£19.80m,out,Summer,19.8,1 Bundesliga,2016,2016/2017
Bayern Munich,Pierre-Emile Höjbjerg,20,Central Midfield,Southampton,£13.50m,out,Summer,13.5,1 Bundesliga,2016,2016/2017
Bayern Munich,Sebastian Rode,25,Central Midfield,Bor. Dortmund,£10.80m,out,Summer,10.8,1 Bundesliga,2016,2016/2017
Bayern Munich,Medhi Benatia,29,Centre-Back,Juventus,Loan fee:£2.70m,out,Summer,2.7,1 Bundesliga,2016,2016/2017
Bayern Munich,Ivan Lucic,21,Goalkeeper,Bristol City,?,out,Summer,NA,1 Bundesliga,2016,2016/2017
Bayern Munich,Serdar Tasci,29,Centre-Back,Spartak Moscow,"End of loanJun 30, 2016",out,Summer,0,1 Bundesliga,2016,2016/2017
Borussia Dortmund,André Schürrle,25,Left Winger,VfL Wolfsburg,£27.00m,in,Summer,27,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Mario Götze,24,Attacking Midfield,Bayern Munich,£19.80m,in,Summer,19.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Ousmane Dembélé,19,Right Winger,Stade Rennais,£13.50m,in,Summer,13.5,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Sebastian Rode,25,Central Midfield,Bayern Munich,£10.80m,in,Summer,10.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Raphaël Guerreiro,22,Left Midfield,FC Lorient,£10.80m,in,Summer,10.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Emre Mor,18,Right Winger,Nordsjaelland,£8.78m,in,Summer,8.78,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Marc Bartra,25,Centre-Back,FC Barcelona,£7.20m,in,Summer,7.2,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Mikel Merino,20,Central Midfield,CA Osasuna,£3.38m,in,Summer,3.38,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Dzenis Burnic,18,Defensive Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Jannik Bandowski,22,Left-Back,1860 Munich,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Jakub Blaszczykowski,30,Right Winger,Fiorentina,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Henrikh Mkhitaryan,27,Attacking Midfield,Man Utd,£37.80m,out,Summer,37.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Mats Hummels,27,Centre-Back,Bayern Munich,£31.50m,out,Summer,31.5,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Ilkay Gündogan,25,Central Midfield,Man City,£24.30m,out,Summer,24.3,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Jakub Blaszczykowski,30,Right Winger,VfL Wolfsburg,£4.50m,out,Summer,4.5,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Moritz Leitner,23,Central Midfield,Lazio,£1.35m,out,Summer,1.35,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Jannik Bandowski,22,Left-Back,VfL Bochum,Free transfer,out,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Aleksandar Dragovic,25,Centre-Back,Dynamo Kyiv,£18.90m,in,Summer,18.9,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Kevin Volland,23,Centre-Forward,TSG Hoffenheim,£18.00m,in,Summer,18,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Julian Baumgartlinger,28,Defensive Midfield,1.FSV Mainz 05,£3.60m,in,Summer,3.6,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Jonas Meffert,21,Defensive Midfield,Karlsruher SC,£540Th.,in,Summer,0.54,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Danny da Costa,22,Right-Back,FC Ingolstadt,£450Th.,in,Summer,0.45,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Ramazan Özcan,32,Goalkeeper,FC Ingolstadt,£450Th.,in,Summer,0.45,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Andrejs Ciganiks,19,Left Winger,Leverkusen U19,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Patrik Dzalto,19,Attacking Midfield,Leverkusen U19,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Kai Havertz,17,Attacking Midfield,Leverkusen U17,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Joel Abu Hanna,18,Centre-Back,Leverkusen U19,-,in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Malcolm Cacutalua,21,Centre-Back,VfL Bochum,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Levin Öztunali,20,Right Midfield,Werder Bremen,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Niklas Lomb,22,Goalkeeper,Preußen Münster,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Maximilian Wagener,21,Central Midfield,FSV Mainz 05 II,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Marc Brasnic,19,Centre-Forward,SC Paderborn,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Seung-woo Ryu,22,Attacking Midfield,Arm. Bielefeld,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Joel Pohjanpalo,21,Centre-Forward,F. Düsseldorf,"End of loanJun 30, 2016",in,Summer,0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Christoph Kramer,25,Defensive Midfield,Bor. M'gladbach,£13.50m,out,Summer,13.5,1 Bundesliga,2016,2016/2017
