club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Hamburger SV,Anthony Yeboah,31,Centre-Forward,Leeds,£1.94m,in,Summer,1.94,1 Bundesliga,1997,1997/1998
Hamburger SV,Rodolfo Cardoso,28,Attacking Midfield,Werder Bremen,£1.35m,in,Summer,1.35,1 Bundesliga,1997,1997/1998
Hamburger SV,Jacek Dembiński,27,Right Winger,Widzew Lodz,£900Th.,in,Summer,0.9,1 Bundesliga,1997,1997/1998
Hamburger SV,Soner Uysal,19,Centre-Forward,Waldh. Mannheim,£495Th.,in,Summer,0.495,1 Bundesliga,1997,1997/1998
Hamburger SV,Michael Molata,24,Centre-Back,Arm. Bielefeld,£360Th.,in,Summer,0.36,1 Bundesliga,1997,1997/1998
Hamburger SV,Stefan Böger,31,Right-Back,FC Gütersloh,£293Th.,in,Summer,0.293,1 Bundesliga,1997,1997/1998
Hamburger SV,Andrej Panadic,28,Centre-Back,KFC Uerdingen,£270Th.,in,Summer,0.27,1 Bundesliga,1997,1997/1998
Hamburger SV,Martin Zafirov,23,Right-Back,Lok. Sofia,£270Th.,in,Summer,0.27,1 Bundesliga,1997,1997/1998
Hamburger SV,Sasa Ilic,26,Goalkeeper,Pusan Daewoo,£180Th.,in,Summer,0.18,1 Bundesliga,1997,1997/1998
Hamburger SV,Thomas Gravesen,21,Defensive Midfield,Vejle BK,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Thomas Vogel,30,Centre-Back,SC Freiburg,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Matthias Reincke,25,Centre-Forward,SC Concordia,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Allan Jepsen,19,Left Midfield,Aarhus GF,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Hans Jörg Butt,23,Goalkeeper,VfB Oldenburg,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Ingo Hertzsch,19,Centre-Back,Chemnitzer FC,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Andreas Zeyer,29,Defensive Midfield,SC Freiburg,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Christof Babatz,22,Defensive Midfield,Hannover 96,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Marek Trejgis,22,Right Winger,Hamburger SV II,-,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Dirk Weetendorf,24,Centre-Forward,Hamburger SV II,-,in,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Stéphane Henchoz,22,Centre-Back,Blackburn,£2.70m,out,Summer,2.7,1 Bundesliga,1997,1997/1998
Hamburger SV,Holger Hiemann,29,Goalkeeper,VfL Wolfsburg,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Marco Kostmann,31,Goalkeeper,SC Norderstedt,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Jürgen Hartmann,34,Defensive Midfield,FC Basel,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Tibor Nadj,23,Attacking Midfield,SC Norderstedt,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Valdas Ivanauskas,30,Centre-Forward,Wüstenrot Sbg,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Matthias Rose,26,Centre-Back,SV Meppen,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Michael Mason,26,Right Midfield,FC St. Pauli,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Jochen Seitz,20,Left Winger,Unterhaching,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Marijan Kovacevic,23,Centre-Back,VfL Wolfsburg,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Tobias Homp,33,Defensive Midfield,Hamburger SV II,-,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Marko Riegel,22,Centre-Back,Hamburger SV II,-,out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Marek Saganowski,18,Centre-Forward,LKS Lodz,"End of loanJun 30, 1997",out,Summer,0,1 Bundesliga,1997,1997/1998
Hamburger SV,Rodolfo Cardoso,28,Attacking Midfield,Werder Bremen,"End of loanJun 30, 1997",out,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Raphael Wicky,20,Defensive Midfield,FC Sion,£1.35m,in,Summer,1.35,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Bernhard Trares,31,Defensive Midfield,1860 Munich,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Sven Benken,27,Centre-Back,Energie Cottbus,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Dieter Frey,24,Defensive Midfield,SC Freiburg,?,in,Summer,NA,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Sören Seidel,24,Central Midfield,Blumenthaler SV,?,in,Summer,NA,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Dr. Uwe Harttgen,32,Attacking Midfield,W. Bremen II,-,in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Jens Lellek,29,Defender,W. Bremen II,-,in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Matthias Plump,18,Left Midfield,W. Bremen II,-,in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Rodolfo Cardoso,28,Attacking Midfield,Hamburger SV,"End of loanJun 30, 1997",in,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Rodolfo Cardoso,28,Attacking Midfield,Hamburger SV,£1.35m,out,Summer,1.35,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Bernd Hobsch,29,Centre-Forward,Stade Rennais,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Lars Unger,24,Defensive Midfield,F. Düsseldorf,Free transfer,out,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Hans-Jürgen Gundelach,33,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,1997,1997/1998
SV Werder Bremen,Michael Schulz,35,Centre-Back,Retired,-,out,Summer,0,1 Bundesliga,1997,1997/1998
VfL Wolfsburg,Claudio Reyna,23,Central Midfield,Bay. Leverkusen,£675Th.,in,Summer,0.675,1 Bundesliga,1997,1997/1998
VfL Wolfsburg,Holger Hiemann,29,Goalkeeper,Hamburger SV,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
VfL Wolfsburg,Marijan Kovacevic,23,Centre-Back,Hamburger SV,Free transfer,in,Summer,0,1 Bundesliga,1997,1997/1998
