club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Borussia Dortmund,Márcio Amoroso,26,Centre-Forward,AC Parma,£22.95m,in,Summer,22.95,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Jan Koller,28,Centre-Forward,RSC Anderlecht,£9.45m,in,Summer,9.45,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Ewerthon,20,Centre-Forward,Corinthians,£6.39m,in,Summer,6.39,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Evanilson,25,Right-Back,AC Parma,Loan fee:£2.70m,in,Summer,2.7,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Guy Demel,20,Right-Back,Arsenal,£270Th.,in,Summer,0.27,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Ahmed Madouni,20,Centre-Back,Montpellier,Free transfer,in,Summer,0,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Léandro,24,Left Midfield,Atlético-MG,Loan,in,Summer,0,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Florian Kringe,18,Central Midfield,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Evanilson,25,Right-Back,AC Parma,£13.50m,out,Summer,13.5,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Christian Nerlinger,28,Defensive Midfield,Rangers,£2.70m,out,Summer,2.7,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Victor Ikpeba,28,Centre-Forward,Real Betis,Loan fee:£405Th.,out,Summer,0.405,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Conor Casey,20,Centre-Forward,Hannover 96,Loan fee:£180Th.,out,Summer,0.18,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Alfred Nijhuis,35,Centre-Back,Retired,-,out,Summer,0,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Wolfgang de Beer,37,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,2001,2001/2002
Borussia Dortmund,Sead Kapetanovic,29,Right Midfield,Without Club,-,out,Summer,0,1 Bundesliga,2001,2001/2002
Bayern Munich,Claudio Pizarro,22,Centre-Forward,Werder Bremen,£6.79m,in,Summer,6.79,1 Bundesliga,2001,2001/2002
