Rank,Club,Country,Level,Elo,From,To
None,Dunav Ruse,BUL,1,1141.06188965,2016-07-01,2016-07-07
None,Dunav Ruse,BUL,1,1140.7409668,2016-07-08,2016-07-13
None,Dunav Ruse,BUL,1,1142.20593262,2016-07-14,2016-07-14
None,Dunav Ruse,BUL,1,1140.8963623,2016-07-15,2016-07-19
None,Dunav Ruse,BUL,1,1142.01013184,2016-07-20,2016-07-21
None,Dunav Ruse,BUL,1,1130.65441895,2016-07-22,2016-07-26
None,Dunav Ruse,BUL,1,1126.68835449,2016-07-27,2016-07-30
None,Dunav Ruse,BUL,1,1124.23181152,2016-07-31,2016-08-02
None,Dunav Ruse,BUL,1,1133.23034668,2016-08-03,2016-08-05
None,Dunav Ruse,BUL,1,1143.73742676,2016-08-06,2016-08-12
None,Dunav Ruse,BUL,1,1148.25280762,2016-08-13,2016-08-17
None,Dunav Ruse,BUL,1,1156.96984863,2016-08-18,2016-08-19
None,Dunav Ruse,BUL,1,1170.59179688,2016-08-20,2016-08-23
None,Dunav Ruse,BUL,1,1177.9074707,2016-08-24,2016-08-27
None,Dunav Ruse,BUL,1,1190.63391113,2016-08-28,2016-09-11
None,Dunav Ruse,BUL,1,1198.35583496,2016-09-12,2016-09-13
None,Dunav Ruse,BUL,1,1202.78039551,2016-09-14,2016-09-18
None,Dunav Ruse,BUL,1,1209.00317383,2016-09-19,2016-09-24
None,Dunav Ruse,BUL,1,1198.27453613,2016-09-25,2016-09-28
None,Dunav Ruse,BUL,1,1196.28662109,2016-09-29,2016-10-02
None,Dunav Ruse,BUL,1,1192.74963379,2016-10-03,2016-10-16
None,Dunav Ruse,BUL,1,1186.51318359,2016-10-17,2016-10-19
None,Dunav Ruse,BUL,1,1185.27062988,2016-10-20,2016-10-21
None,Dunav Ruse,BUL,1,1188.93273926,2016-10-22,2016-10-28
None,Dunav Ruse,BUL,1,1184.54174805,2016-10-29,2016-11-01
None,Dunav Ruse,BUL,1,1183.17053223,2016-11-02,2016-11-02
None,Dunav Ruse,BUL,1,1199.2878418,2016-11-03,2016-11-19
None,Dunav Ruse,BUL,1,1192.26416016,2016-11-20,2016-11-23
None,Dunav Ruse,BUL,1,1193.9119873,2016-11-24,2016-11-27
None,Dunav Ruse,BUL,1,1201.6640625,2016-11-28,2016-11-30
None,Dunav Ruse,BUL,1,1186.95007324,2016-12-01,2016-12-03
None,Dunav Ruse,BUL,1,1191.7902832,2016-12-04,2016-12-06
None,Dunav Ruse,BUL,1,1196.99584961,2016-12-07,2016-12-11
None,Dunav Ruse,BUL,1,1192.10412598,2016-12-12,2016-12-16
None,Dunav Ruse,BUL,1,1183.41796875,2016-12-17,2017-02-16
None,Dunav Ruse,BUL,1,1179.99475098,2017-02-17,2017-02-17
None,Dunav Ruse,BUL,1,1163.76452637,2017-02-18,2017-02-23
None,Dunav Ruse,BUL,1,1163.96557617,2017-02-24,2017-02-24
None,Dunav Ruse,BUL,1,1179.7388916,2017-02-25,2017-02-28
None,Dunav Ruse,BUL,1,1182.41931152,2017-03-01,2017-03-04
None,Dunav Ruse,BUL,1,1188.76525879,2017-03-05,2017-03-10
None,Dunav Ruse,BUL,1,1188.16052246,2017-03-11,2017-03-18
None,Dunav Ruse,BUL,1,1196.625,2017-03-19,2017-04-02
None,Dunav Ruse,BUL,1,1193.47290039,2017-04-03,2017-04-09
None,Dunav Ruse,BUL,1,1209.85241699,2017-04-10,2017-04-15
None,Dunav Ruse,BUL,1,1216.58679199,2017-04-16,2017-04-21
None,Dunav Ruse,BUL,1,1222.5057373,2017-04-22,2017-04-28
None,Dunav Ruse,BUL,1,1212.28210449,2017-04-29,2017-05-07
None,Dunav Ruse,BUL,1,1206.39929199,2017-05-08,2017-05-12
None,Dunav Ruse,BUL,1,1211.96887207,2017-05-13,2017-05-17
None,Dunav Ruse,BUL,1,1222.72509766,2017-05-18,2017-05-21
None,Dunav Ruse,BUL,1,1215.06738281,2017-05-22,2017-05-28
None,Dunav Ruse,BUL,1,1226.20629883,2017-05-29,2017-05-31
