market_value,club,date,tm_id,league_code,season
50000,RCD Espanyol B,"Aug 1, 2016",448344,ES1,2017
200000,RCD Espanyol B,"Oct 27, 2016",448344,ES1,2017
400000,RCD Espanyol B,"Feb 2, 2017",448344,ES1,2017
500000,RCD Espanyol B,"Jun 5, 2017",448344,ES1,2017
600000,RCD Espanyol Barcelona,"Jan 1, 2018",448344,ES1,2017
1000000,RCD Espanyol Barcelona,"May 30, 2018",448344,ES1,2017
1500000,RCD Espanyol Barcelona,"Dec 21, 2018",448344,ES1,2017
3000000,RCD Espanyol Barcelona,"Feb 28, 2019",448344,ES1,2017
10000000,RCD Espanyol Barcelona,"Jun 11, 2019",448344,ES1,2017
7500000,RCD Espanyol Barcelona,"Dec 20, 2019",448344,ES1,2017
6000000,RCD Espanyol Barcelona,"Apr 8, 2020",448344,ES1,2017
4500000,RCD Espanyol Barcelona,"Oct 8, 2020",448344,ES1,2017
4000000,RCD Espanyol Barcelona,"Jan 8, 2021",448344,ES1,2017
4000000,RCD Espanyol Barcelona,"Mar 19, 2021",448344,ES1,2017
3500000,RCD Espanyol Barcelona,"Jun 24, 2021",448344,ES1,2017
50000,Real Madrid Castilla,"Oct 26, 2006",44065,ES1,2017
100000,Real Madrid,"Jul 26, 2007",44065,ES1,2017
500000,Getafe CF,"Oct 15, 2007",44065,ES1,2017
1000000,Getafe CF,"Feb 4, 2008",44065,ES1,2017
1600000,Getafe CF,"Mar 19, 2008",44065,ES1,2017
4000000,Real Madrid,"Jul 8, 2008",44065,ES1,2017
5000000,Getafe CF,"Jan 24, 2009",44065,ES1,2017
8000000,Real Madrid,"Jul 22, 2009",44065,ES1,2017
9000000,Real Madrid,"Dec 3, 2009",44065,ES1,2017
10000000,Real Madrid,"Apr 12, 2010",44065,ES1,2017
7000000,Real Madrid,"Aug 27, 2010",44065,ES1,2017
7000000,Real Madrid,"Feb 4, 2011",44065,ES1,2017
7000000,Real Madrid,"Jul 29, 2011",44065,ES1,2017
7000000,Real Madrid,"Feb 3, 2012",44065,ES1,2017
7000000,Real Madrid,"Aug 7, 2012",44065,ES1,2017
10000000,Queens Park Rangers,"Sep 9, 2012",44065,ES1,2017
7500000,Queens Park Rangers,"Jan 28, 2013",44065,ES1,2017
6000000,Queens Park Rangers,"Jul 2, 2013",44065,ES1,2017
6000000,Real Sociedad,"Sep 17, 2013",44065,ES1,2017
5000000,Real Sociedad,"Jan 23, 2014",44065,ES1,2017
5000000,Real Sociedad,"Jul 31, 2014",44065,ES1,2017
5000000,Real Sociedad,"Jan 23, 2015",44065,ES1,2017
6000000,Real Sociedad,"Jul 1, 2015",44065,ES1,2017
4000000,Real Sociedad,"Feb 22, 2016",44065,ES1,2017
2500000,Real Sociedad,"Jul 15, 2016",44065,ES1,2017
2000000,Real Sociedad,"Jan 24, 2017",44065,ES1,2017
2000000,Real Sociedad,"Jun 5, 2017",44065,ES1,2017
1500000,RCD Espanyol Barcelona,"Jan 1, 2018",44065,ES1,2017
1500000,RCD Espanyol Barcelona,"May 30, 2018",44065,ES1,2017
2000000,RCD Espanyol Barcelona,"Dec 21, 2018",44065,ES1,2017
3000000,RCD Espanyol Barcelona,"Jun 11, 2019",44065,ES1,2017
3000000,RCD Espanyol Barcelona,"Dec 20, 2019",44065,ES1,2017
2400000,Marbella FC,"Apr 8, 2020",44065,ES1,2017
1000000,Marbella FC,"Oct 8, 2020",44065,ES1,2017
1000000,Marbella FC,"Jan 8, 2021",44065,ES1,2017
900000,Marbella FC,"Jun 30, 2021",44065,ES1,2017
0,Retired,,44065,ES1,2017
300000,Cruzeiro Esporte Clube,"Feb 21, 2011",148666,ES1,2017
300000,Cruzeiro Esporte Clube,"May 30, 2011",148666,ES1,2017
500000,Cruzeiro Esporte Clube,"Aug 29, 2011",148666,ES1,2017
900000,Uni E3o S E3o Jo E3o Esporte Clube  SP ,"Dec 8, 2011",148666,ES1,2017
900000,Gr EAmio Foot Ball Porto Alegrense,"May 24, 2012",148666,ES1,2017
750000,Gr EAmio Foot Ball Porto Alegrense,"Jul 29, 2012",148666,ES1,2017
