club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Lukas Podolski,21,Second Striker,1. FC Köln,£9.00m,in,Summer,9,1 Bundesliga,2006,2006/2007
Bayern Munich,Daniel Van Buyten,28,Centre-Back,Hamburger SV,£7.20m,in,Summer,7.2,1 Bundesliga,2006,2006/2007
Bayern Munich,Mark van Bommel,29,Defensive Midfield,FC Barcelona,£5.40m,in,Summer,5.4,1 Bundesliga,2006,2006/2007
Bayern Munich,Stephan Fürstner,18,Defensive Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Christian Lell,21,Right-Back,1. FC Köln,"End of loanJun 30, 2006",in,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Paolo Guerrero,22,Centre-Forward,Hamburger SV,£2.25m,out,Summer,2.25,1 Bundesliga,2006,2006/2007
Bayern Munich,Michael Ballack,29,Central Midfield,Chelsea,Free transfer,out,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Zé Roberto,31,Left Midfield,Nacional,Free transfer,out,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Bixente Lizarazu,36,Left-Back,Retired,-,out,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Jens Jeremies,32,Defensive Midfield,Retired,-,out,Summer,0,1 Bundesliga,2006,2006/2007
Bayern Munich,Jan Schlösser,23,Goalkeeper,Without Club,-,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Diego,21,Attacking Midfield,FC Porto,£5.40m,in,Summer,5.4,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Per Mertesacker,21,Centre-Back,Hannover 96,£4.23m,in,Summer,4.23,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Hugo Almeida,22,Centre-Forward,FC Porto,Loan fee:£900Th.,in,Summer,0.9,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Christian Vander,25,Goalkeeper,VfL Bochum,£180Th.,in,Summer,0.18,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Clemens Fritz,25,Central Midfield,Bay. Leverkusen,Free transfer,in,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Pierre Womé,27,Left-Back,Inter,Free transfer,in,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,John Jairo Mosquera,18,Centre-Forward,SönderjyskE,"End of loanJun 30, 2006",in,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Mohamed Zidan,24,Second Striker,1.FSV Mainz 05,"End of loanJun 30, 2006",in,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Nelson Haedo Valdez,22,Centre-Forward,Bor. Dortmund,£4.23m,out,Summer,4.23,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Johan Micoud,32,Attacking Midfield,G. Bordeaux,£2.70m,out,Summer,2.7,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Marco Stier,22,Left Winger,FC Bayern II,Free transfer,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Pekka Lagerblom,23,Defensive Midfield,1. FC Köln,Free transfer,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Francis Banecki,20,Centre-Back,E. Braunschweig,Loan,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Frank Fahrenhorst,28,Centre-Back,Hannover 96,Free transfer,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,John Jairo Mosquera,18,Centre-Forward,W. Burghausen,Loan,out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Jelle Van Damme,22,Centre-Back,Southampton,"End of loanJun 30, 2006",out,Summer,0,1 Bundesliga,2006,2006/2007
SV Werder Bremen,Christian Vander,25,Goalkeeper,VfL Bochum,"End of loanJun 30, 2006",out,Summer,0,1 Bundesliga,2006,2006/2007
Hamburger SV,Vincent Kompany,20,Centre-Back,RSC Anderlecht,£9.45m,in,Summer,9.45,1 Bundesliga,2006,2006/2007
Hamburger SV,Joris Mathijsen,26,Centre-Back,AZ Alkmaar,£5.40m,in,Summer,5.4,1 Bundesliga,2006,2006/2007
Hamburger SV,Boubacar Sanogo,23,Centre-Forward,1.FC K'lautern,£3.42m,in,Summer,3.42,1 Bundesliga,2006,2006/2007
