,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Carlos Bacca,"€ 116,558","€ 6,061,000","€ 6,083,705",F,30,Colombia,Villarreal,La Liga,2017-2018
1,Sergio Asenjo,"€ 47,462","€ 2,468,000","€ 2,477,245",K,28,Spain,Villarreal,La Liga,2017-2018
2,Samu Castillejo,"€ 44,462","€ 2,312,000","€ 2,320,661",F,22,Spain,Villarreal,La Liga,2017-2018
3,Manu Trigueros,"€ 43,673","€ 2,271,000","€ 2,279,507",M,25,Spain,Villarreal,La Liga,2017-2018
4,Víctor Ruiz,"€ 35,058","€ 1,823,000","€ 1,829,829",D,28,Spain,Villarreal,La Liga,2017-2018
5,Pablo Fornals,"€ 31,538","€ 1,640,000","€ 1,646,144",M,21,Spain,Villarreal,La Liga,2017-2018
6,Rodri,"€ 29,308","€ 1,524,000","€ 1,529,709",M,21,Spain,Villarreal,La Liga,2017-2018
7,Jaume Costa,"€ 28,904","€ 1,503,000","€ 1,508,630",D,29,Spain,Villarreal,La Liga,2017-2018
8,Denis Cheryshev,"€ 28,808","€ 1,498,000","€ 1,503,612",F,26,Russia,Villarreal,La Liga,2017-2018
9,Javi Fuego,"€ 24,673","€ 1,283,000","€ 1,287,806",M,33,Spain,Villarreal,La Liga,2017-2018
10,Rúben Semedo,"€ 23,827","€ 1,239,000","€ 1,243,641",D,23,Portugal,Villarreal,La Liga,2017-2018
11,Nicola Sansone,"€ 23,385","€ 1,216,000","€ 1,220,555",F,25,Italy,Villarreal,La Liga,2017-2018
12,Roberto Soriano,"€ 23,385","€ 1,216,000","€ 1,220,555",M,26,Italy,Villarreal,La Liga,2017-2018
13,Andrés Fernández,"€ 22,558","€ 1,173,000","€ 1,177,394",K,30,Spain,Villarreal,La Liga,2017-2018
14,Roger Martínez,"€ 19,808","€ 1,030,000","€ 1,033,858",F,23,Colombia,Villarreal,La Liga,2017-2018
15,Salem Al-Dawsari,"€ 19,596","€ 1,019,000","€ 1,022,817",F,25,Saudi Arabia,Villarreal,La Liga,2017-2018
16,Enes Ünal,"€ 18,635","€ 969,000","€ 972,630",F,20,Turkey,Villarreal,La Liga,2017-2018
17,Antonio Rukavina,"€ 11,942","€ 621,000","€ 623,326",D,33,Serbia,Villarreal,La Liga,2017-2018
18,Adrián Marín,"€ 10,269","€ 534,000","€ 536,000",D,20,Spain,Villarreal,La Liga,2017-2018
19,Daniele Bonera,"€ 8,654","€ 450,000","€ 451,686",D,36,Italy,Villarreal,La Liga,2017-2018
20,Mariano Barbosa,"€ 8,346","€ 434,000","€ 435,626",K,32,Argentina,Villarreal,La Liga,2017-2018
21,Ander Cantero,"€ 1,673","€ 87,000","€ 87,326",K,22,Spain,Villarreal,La Liga,2017-2018
22,Pau Torres,"€ 1,058","€ 55,000","€ 55,206",D,20,Spain,Villarreal,La Liga,2017-2018
23,Daniel Raba,"€ 1,038","€ 54,000","€ 54,202",F,21,Spain,Villarreal,La Liga,2017-2018
24,Ramiro Guerra,€ 827,"€ 43,000","€ 43,161",M,20,Uruguay,Villarreal,La Liga,2017-2018
25,Darío Poveda,€ 750,"€ 39,000","€ 39,146",F,20,Spain,Villarreal,La Liga,2017-2018
26,Pepe Castaño,€ 327,"€ 17,000","€ 17,064",D,18,Spain,Villarreal,La Liga,2017-2018
27,Álvaro González,€ 77,"€ 4,000","€ 4,015",D,27,Spain,Villarreal,La Liga,2017-2018
28,Manu Morlanes,€ 58,"€ 3,000","€ 3,011",M,18,Spain,Villarreal,La Liga,2017-2018
29,Leonardo Suárez,€ 0,€ 0,€ 0,F,21,Argentina,Villarreal,La Liga,2017-2018
30,Alfred N'Diaye,€ 0,€ 0,€ 0,M,27,Senegal,Villarreal,La Liga,2017-2018
31,Imanol García,€ 0,€ 0,€ 0,M,21,Spain,Villarreal,La Liga,2017-2018
32,Mario Gaspar,€ 0,€ 0,€ 0,D,26,Spain,Villarreal,La Liga,2017-2018
33,Mario González,€ 0,€ 0,€ 0,F,21,Spain,Villarreal,La Liga,2017-2018
34,Genís Montolio,€ 0,€ 0,€ 0,D,20,Spain,Villarreal,La Liga,2017-2018
35,Pedro Martínez,€ 0,€ 0,€ 0,M,21,Spain,Villarreal,La Liga,2017-2018
36,Chuca,€ 0,€ 0,€ 0,M,20,Spain,Villarreal,La Liga,2017-2018
37,Cédric Bakambu,€ 0,€ 0,€ 0,F,26,Democratic Republic of Congo,Villarreal,La Liga,2017-2018
38,Bruno Soriano,€ 0,€ 0,€ 0,M,33,Spain,Villarreal,La Liga,2017-2018
39,Sergio Lozano,€ 0,€ 0,€ 0,M,18,Spain,Villarreal,La Liga,2017-2018
