,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
21,21,Adrián Diéguez,€ 673,"€ 35,000","€ 35,131",D,21,Spain,Alaves,La Liga,2017-2018
22,22,Ermedin Demirovic,€ 596,"€ 31,000","€ 31,116",F,19,Bosnia-Herzegovina,Alaves,La Liga,2017-2018
23,23,Víctor López,€ 538,"€ 28,000","€ 28,105",F,20,Spain,Alaves,La Liga,2017-2018
24,24,Aritz Castro,€ 346,"€ 18,000","€ 18,067",K,19,Spain,Alaves,La Liga,2017-2018
25,25,Ioritz Landeta,€ 135,"€ 7,000","€ 7,026",K,21,Spain,Alaves,La Liga,2017-2018
26,26,Óscar Romero,€ 0,€ 0,€ 0,M,24,Paraguay,Alaves,La Liga,2017-2018
27,27,Enzo Zidane,€ 0,€ 0,€ 0,M,22,France,Alaves,La Liga,2017-2018
28,28,Einar Galilea,€ 0,€ 0,€ 0,M,23,Spain,Alaves,La Liga,2017-2018
29,29,Bojan Krkic,€ 0,€ 0,€ 0,F,26,Spain,Alaves,La Liga,2017-2018
30,30,Munir El Haddadi,€ 0,€ 0,€ 0,F,21,Spain,Alaves,La Liga,2017-2018
31,31,Aleksandar Katai,€ 0,€ 0,€ 0,F,26,Serbia,Alaves,La Liga,2017-2018
32,32,Martin Aguirregabiria,€ 0,€ 0,€ 0,D,21,Spain,Alaves,La Liga,2017-2018
0,0,Iñigo Martínez,"€ 170,846","€ 8,884,000","€ 8,917,280",D,26,Spain,Athletic Club,La Liga,2017-2018
1,1,Raúl García,"€ 109,942","€ 5,717,000","€ 5,738,416",M,30,Spain,Athletic Club,La Liga,2017-2018
2,2,Iñaki Williams,"€ 65,231","€ 3,392,000","€ 3,404,707",F,23,Spain,Athletic Club,La Liga,2017-2018
3,3,Óscar de Marcos,"€ 45,346","€ 2,358,000","€ 2,366,833",D,28,Spain,Athletic Club,La Liga,2017-2018
4,4,Iker Muniain,"€ 41,750","€ 2,171,000","€ 2,179,133",F,24,Spain,Athletic Club,La Liga,2017-2018
5,5,Markel Susaeta,"€ 40,019","€ 2,081,000","€ 2,088,796",F,29,Spain,Athletic Club,La Liga,2017-2018
6,6,Ander Iturraspe,"€ 37,827","€ 1,967,000","€ 1,974,369",M,28,Spain,Athletic Club,La Liga,2017-2018
7,7,Aritz Aduriz,"€ 30,385","€ 1,580,000","€ 1,585,919",F,36,Spain,Athletic Club,La Liga,2017-2018
8,8,Mikel Balenziaga,"€ 22,577","€ 1,174,000","€ 1,178,398",D,29,Spain,Athletic Club,La Liga,2017-2018
9,9,Unai Núñez,"€ 21,442","€ 1,115,000","€ 1,119,177",D,20,Spain,Athletic Club,La Liga,2017-2018
10,10,Mikel Vesga,"€ 19,519","€ 1,015,000","€ 1,018,802",M,24,Spain,Athletic Club,La Liga,2017-2018
11,11,Mikel San José,"€ 18,981","€ 987,000","€ 990,697",M,28,Spain,Athletic Club,La Liga,2017-2018
12,12,Iñigo Lekue,"€ 16,808","€ 874,000","€ 877,274",D,24,Spain,Athletic Club,La Liga,2017-2018
13,13,Sabin Merino,"€ 15,885","€ 826,000","€ 829,094",F,25,Spain,Athletic Club,La Liga,2017-2018
14,14,Mikel Rico,"€ 15,288","€ 795,000","€ 797,978",M,32,Spain,Athletic Club,La Liga,2017-2018
15,15,Eneko Bóveda,"€ 14,596","€ 759,000","€ 761,843",D,28,Spain,Athletic Club,La Liga,2017-2018
16,16,Kike Sola,"€ 14,442","€ 751,000","€ 753,813",F,31,Spain,Athletic Club,La Liga,2017-2018
17,17,Iñigo Córdoba,"€ 13,731","€ 714,000","€ 716,675",F,20,Spain,Athletic Club,La Liga,2017-2018
18,18,Ager Aketxe,"€ 13,192","€ 686,000","€ 688,570",M,23,Spain,Athletic Club,La Liga,2017-2018
19,19,Enric Saborit,"€ 12,385","€ 644,000","€ 646,412",D,25,Spain,Athletic Club,La Liga,2017-2018
20,20,Iago Herrerín,"€ 12,327","€ 641,000","€ 643,401",K,29,Spain,Athletic Club,La Liga,2017-2018
21,21,Óscar Gil,"€ 3,904","€ 203,000","€ 203,760",D,22,Spain,Athletic Club,La Liga,2017-2018
22,22,Andoni López,"€ 1,192","€ 62,000","€ 62,232",D,21,Spain,Athletic Club,La Liga,2017-2018
23,23,Peru Nolaskoain,"€ 1,019","€ 53,000","€ 53,199",D,18,Spain,Athletic Club,La Liga,2017-2018
24,24,Unai Simón,€ 827,"€ 43,000","€ 43,161",K,20,Spain,Athletic Club,La Liga,2017-2018
25,25,Dani Vivian,€ 808,"€ 42,000","€ 42,157",D,17,Spain,Athletic Club,La Liga,2017-2018
26,26,Víctor San Bartolomé,€ 442,"€ 23,000","€ 23,086",M,17,Spain,Athletic Club,La Liga,2017-2018
27,27,Yeray Álvarez,€ 0,€ 0,€ 0,D,22,Spain,Athletic Club,La Liga,2017-2018
28,28,Aymeric Laporte,€ 0,€ 0,€ 0,D,23,France,Athletic Club,La Liga,2017-2018
29,29,Beñat Etxebarria,€ 0,€ 0,€ 0,M,30,Spain,Athletic Club,La Liga,2017-2018
30,30,Iñigo Muñoz,€ 0,€ 0,€ 0,F,20,Spain,Athletic Club,La Liga,2017-2018
31,31,Kepa,€ 0,€ 0,€ 0,K,22,Spain,Athletic Club,La Liga,2017-2018
32,32,Xabier Etxeita,€ 0,€ 0,€ 0,D,29,Spain,Athletic Club,La Liga,2017-2018
0,0,Antoine Griezmann,"€ 408,942","€ 21,265,000","€ 21,344,660",F,26,France,Atletico Madrid,La Liga,2017-2018
1,1,Diego Costa,"€ 247,635","€ 12,877,000","€ 12,925,238",F,28,Spain,Atletico Madrid,La Liga,2017-2018
2,2,Koke,"€ 227,808","€ 11,846,000","€ 11,890,376",M,25,Spain,Atletico Madrid,La Liga,2017-2018
3,3,Diego Godín,"€ 143,269","€ 7,450,000","€ 7,477,908",D,31,Uruguay,Atletico Madrid,La Liga,2017-2018
4,4,Fernando Torres,"€ 107,462","€ 5,588,000","€ 5,608,933",F,33,Spain,Atletico Madrid,La Liga,2017-2018
5,5,Juanfran,"€ 98,500","€ 5,122,000","€ 5,141,187",D,32,Spain,Atletico Madrid,La Liga,2017-2018
6,6,Vitolo,"€ 94,923","€ 4,936,000","€ 4,954,491",F,27,Spain,Atletico Madrid,La Liga,2017-2018
7,7,Filipe Luís,"€ 89,538","€ 4,656,000","€ 4,673,442",D,31,Brazil,Atletico Madrid,La Liga,2017-2018
8,8,Sime Vrsaljko,"€ 71,635","€ 3,725,000","€ 3,738,954",D,25,Croatia,Atletico Madrid,La Liga,2017-2018
9,9,Gabi,"€ 71,635","€ 3,725,000","€ 3,738,954",M,33,Spain,Atletico Madrid,La Liga,2017-2018
10,10,Stefan Savic,"€ 71,635","€ 3,725,000","€ 3,738,954",D,26,Montenegro,Atletico Madrid,La Liga,2017-2018
11,11,Jan Oblak,"€ 64,692","€ 3,364,000","€ 3,376,602",K,24,Slovenia,Atletico Madrid,La Liga,2017-2018
12,12,Luciano Vietto,"€ 61,096","€ 3,177,000","€ 3,188,901",F,23,Argentina,Atletico Madrid,La Liga,2017-2018
13,13,José Giménez,"€ 54,346","€ 2,826,000","€ 2,836,586",D,22,Uruguay,Atletico Madrid,La Liga,2017-2018
14,14,Miguel Ángel Moyà,"€ 37,769","€ 1,964,000","€ 1,971,357",K,33,Spain,Atletico Madrid,La Liga,2017-2018
15,15,Ángel Correa,"€ 35,942","€ 1,869,000","€ 1,876,001",F,22,Argentina,Atletico Madrid,La Liga,2017-2018
16,16,Axel Werner,"€ 2,904","€ 151,000","€ 151,566",K,21,Argentina,Atletico Madrid,La Liga,2017-2018
17,17,Roberto Olabe,"€ 1,346","€ 70,000","€ 70,262",M,21,Spain,Atletico Madrid,La Liga,2017-2018
18,18,Juan Moreno,"€ 1,077","€ 56,000","€ 56,210",F,20,Spain,Atletico Madrid,La Liga,2017-2018
19,19,Alberto Ródenas,"€ 1,019","€ 53,000","€ 53,199",F,18,Spain,Atletico Madrid,La Liga,2017-2018
20,20,Arona Sané,€ 865,"€ 45,000","€ 45,169",F,22,Senegal,Atletico Madrid,La Liga,2017-2018
21,21,Antonio Montoro,€ 865,"€ 45,000","€ 45,169",D,20,Spain,Atletico Madrid,La Liga,2017-2018
22,22,Keidi Bare,€ 77,"€ 4,000","€ 4,015",M,19,Albania,Atletico Madrid,La Liga,2017-2018
23,23,Juan Agüero,€ 58,"€ 3,000","€ 3,011",M,18,Argentina,Atletico Madrid,La Liga,2017-2018
24,24,Carlos Isaac,€ 58,"€ 3,000","€ 3,011",D,19,Spain,Atletico Madrid,La Liga,2017-2018
25,25,Miguel San Román,€ 58,"€ 3,000","€ 3,011",K,19,Spain,Atletico Madrid,La Liga,2017-2018
26,26,Thomas,€ 0,€ 0,€ 0,M,24,Ghana,Atletico Madrid,La Liga,2017-2018
27,27,Toni Moya,€ 0,€ 0,€ 0,M,19,Spain,Atletico Madrid,La Liga,2017-2018
28,28,Álex Dos Santos,€ 0,€ 0,€ 0,K,18,Spain,Atletico Madrid,La Liga,2017-2018
29,29,Kévin Gameiro,€ 0,€ 0,€ 0,F,30,France,Atletico Madrid,La Liga,2017-2018
30,30,Yannick Carrasco,€ 0,€ 0,€ 0,F,23,Belgium,Atletico Madrid,La Liga,2017-2018
31,31,Lucas Hernández,€ 0,€ 0,€ 0,D,21,France,Atletico Madrid,La Liga,2017-2018
32,32,Nico Gaitán,€ 0,€ 0,€ 0,M,29,Argentina,Atletico Madrid,La Liga,2017-2018
33,33,Augusto Fernández,€ 0,€ 0,€ 0,M,31,Argentina,Atletico Madrid,La Liga,2017-2018
34,34,Saúl Ñíguez,€ 0,€ 0,€ 0,M,22,Spain,Atletico Madrid,La Liga,2017-2018
35,35,Sergi González,€ 0,€ 0,€ 0,D,22,Spain,Atletico Madrid,La Liga,2017-2018
0,0,Lionel Messi,"€ 761,942","€ 39,621,000","€ 39,769,423",F,30,Argentina,Barcelona,La Liga,2017-2018
1,1,Philippe Coutinho,"€ 445,750","€ 23,179,000","€ 23,265,830",F,25,Brazil,Barcelona,La Liga,2017-2018
2,2,Luis Suárez,"€ 445,750","€ 23,179,000","€ 23,265,830",F,30,Uruguay,Barcelona,La Liga,2017-2018
3,3,Andrés Iniesta,"€ 307,058","€ 15,967,000","€ 16,026,814",M,33,Spain,Barcelona,La Liga,2017-2018
4,4,Sergio Busquets,"€ 284,750","€ 14,807,000","€ 14,862,468",M,28,Spain,Barcelona,La Liga,2017-2018
5,5,Ivan Rakitic,"€ 254,385","€ 13,228,000","€ 13,277,553",M,29,Croatia,Barcelona,La Liga,2017-2018
6,6,Gerard Piqué,"€ 242,673","€ 12,619,000","€ 12,666,272",D,30,Spain,Barcelona,La Liga,2017-2018
7,7,Ousmane Dembélé,"€ 228,577","€ 11,886,000","€ 11,930,526",F,20,France,Barcelona,La Liga,2017-2018
8,8,Sergi Roberto,"€ 189,827","€ 9,871,000","€ 9,907,978",D,25,Spain,Barcelona,La Liga,2017-2018
9,9,Jordi Alba,"€ 163,442","€ 8,499,000","€ 8,530,838",D,28,Spain,Barcelona,La Liga,2017-2018
10,10,Paulinho,"€ 163,442","€ 8,499,000","€ 8,530,838",M,28,Brazil,Barcelona,La Liga,2017-2018
11,11,Yerry Mina,"€ 143,615","€ 7,468,000","€ 7,495,976",D,22,Colombia,Barcelona,La Liga,2017-2018
12,12,Thomas Vermaelen,"€ 143,615","€ 7,468,000","€ 7,495,976",D,31,Belgium,Barcelona,La Liga,2017-2018
13,13,André Gomes,"€ 123,827","€ 6,439,000","€ 6,463,121",M,23,Portugal,Barcelona,La Liga,2017-2018
14,14,Marc-André ter Stegen,"€ 123,827","€ 6,439,000","€ 6,463,121",K,25,Germany,Barcelona,La Liga,2017-2018
15,15,Samuel Umtiti,"€ 123,827","€ 6,439,000","€ 6,463,121",D,23,France,Barcelona,La Liga,2017-2018
16,16,Lucas Digne,"€ 95,250","€ 4,953,000","€ 4,971,554",D,23,France,Barcelona,La Liga,2017-2018
17,17,Denis Suárez,"€ 95,231","€ 4,952,000","€ 4,970,551",M,23,Spain,Barcelona,La Liga,2017-2018
18,18,Aleix Vidal,"€ 88,192","€ 4,586,000","€ 4,603,180",M,27,Spain,Barcelona,La Liga,2017-2018
19,19,Jasper Cillessen,"€ 85,192","€ 4,430,000","€ 4,446,595",K,28,Netherlands,Barcelona,La Liga,2017-2018
20,20,Paco Alcácer,"€ 75,942","€ 3,949,000","€ 3,963,793",F,23,Spain,Barcelona,La Liga,2017-2018
21,21,Nélson Semedo,"€ 68,500","€ 3,562,000","€ 3,575,344",D,23,Portugal,Barcelona,La Liga,2017-2018
22,22,Sergi Samper,"€ 21,404","€ 1,113,000","€ 1,117,169",M,22,Spain,Barcelona,La Liga,2017-2018
23,23,Marc Cucurella,"€ 3,654","€ 190,000","€ 190,712",D,18,Spain,Barcelona,La Liga,2017-2018
24,24,Oriol Busquets,"€ 2,442","€ 127,000","€ 127,476",M,18,Spain,Barcelona,La Liga,2017-2018
25,25,Gerard Deulofeu,€ 0,€ 0,€ 0,F,23,Spain,Barcelona,La Liga,2017-2018
26,26,José Manuel Arnáiz,€ 0,€ 0,€ 0,F,22,Spain,Barcelona,La Liga,2017-2018
27,27,Javier Mascherano,€ 0,€ 0,€ 0,M,33,Argentina,Barcelona,La Liga,2017-2018
28,28,Adrián Ortolá,€ 0,€ 0,€ 0,K,23,Spain,Barcelona,La Liga,2017-2018
29,29,Rafinha,€ 0,€ 0,€ 0,M,24,Brazil,Barcelona,La Liga,2017-2018
30,30,David Costas,€ 0,€ 0,€ 0,D,22,Spain,Barcelona,La Liga,2017-2018
31,31,Carles Aleñà,€ 0,€ 0,€ 0,M,19,Spain,Barcelona,La Liga,2017-2018
32,32,Arda Turan,€ 0,€ 0,€ 0,F,30,Turkey,Barcelona,La Liga,2017-2018
0,0,Iago Aspas,"€ 68,981","€ 3,587,000","€ 3,600,437",F,29,Spain,Celta Vigo,La Liga,2017-2018
1,1,Nordin Amrabat,"€ 50,000","€ 2,600,000","€ 2,609,740",F,30,Morocco,Celta Vigo,La Liga,2017-2018
2,2,Pablo Hernández,"€ 40,115","€ 2,086,000","€ 2,093,814",M,30,Chile,Celta Vigo,La Liga,2017-2018
3,3,Pione Sisto,"€ 39,904","€ 2,075,000","€ 2,082,773",F,22,Denmark,Celta Vigo,La Liga,2017-2018
4,4,Stanislav Lobotka,"€ 37,596","€ 1,955,000","€ 1,962,324",M,22,Slovakia,Celta Vigo,La Liga,2017-2018
5,5,Hugo Mallo,"€ 36,673","€ 1,907,000","€ 1,914,144",D,26,Spain,Celta Vigo,La Liga,2017-2018
6,6,Gustavo Cabral,"€ 31,462","€ 1,636,000","€ 1,642,129",D,31,Argentina,Celta Vigo,La Liga,2017-2018
7,7,John Guidetti,"€ 27,346","€ 1,422,000","€ 1,427,327",F,25,Sweden,Celta Vigo,La Liga,2017-2018
8,8,Nemanja Radoja,"€ 26,692","€ 1,388,000","€ 1,393,200",M,24,Serbia,Celta Vigo,La Liga,2017-2018
9,9,Rubén Blanco,"€ 23,846","€ 1,240,000","€ 1,244,645",K,21,Spain,Celta Vigo,La Liga,2017-2018
10,10,Daniel Wass,"€ 23,769","€ 1,236,000","€ 1,240,630",D,28,Denmark,Celta Vigo,La Liga,2017-2018
11,11,Emre Mor,"€ 23,654","€ 1,230,000","€ 1,234,608",F,19,Turkey,Celta Vigo,La Liga,2017-2018
12,12,Gabriel,"€ 22,615","€ 1,176,000","€ 1,180,405",M,23,Brazil,Celta Vigo,La Liga,2017-2018
13,13,Ezequiel Muñoz,"€ 21,173","€ 1,101,000","€ 1,105,124",D,26,Argentina,Celta Vigo,La Liga,2017-2018
14,14,Facundo Roncaglia,"€ 19,942","€ 1,037,000","€ 1,040,885",D,30,Argentina,Celta Vigo,La Liga,2017-2018
15,15,Sergio Álvarez,"€ 19,904","€ 1,035,000","€ 1,038,877",K,30,Spain,Celta Vigo,La Liga,2017-2018
16,16,Andreu Fontàs,"€ 19,673","€ 1,023,000","€ 1,026,832",D,27,Spain,Celta Vigo,La Liga,2017-2018
17,17,Sergi Gómez,"€ 17,115","€ 890,000","€ 893,334",D,25,Spain,Celta Vigo,La Liga,2017-2018
18,18,Claudio Beauvue,"€ 17,096","€ 889,000","€ 892,330",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
19,19,Claudio Beauvue,"€ 17,096","€ 889,000","€ 892,330",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
20,20,Alexander Szymanowski,"€ 16,904","€ 879,000","€ 882,293",F,28,Argentina,Celta Vigo,La Liga,2017-2018
21,21,Iván Cuéllar,"€ 15,769","€ 820,000","€ 823,072",K,33,Spain,Celta Vigo,La Liga,2017-2018
22,22,Joseba Zaldua,"€ 15,365","€ 799,000","€ 801,993",D,25,Spain,Celta Vigo,La Liga,2017-2018
23,23,Nabil El Zhar,"€ 14,231","€ 740,000","€ 742,772",F,30,Morocco,Celta Vigo,La Liga,2017-2018
24,24,Miguel Ángel Guerrero,"€ 12,712","€ 661,000","€ 663,476",F,26,Spain,Celta Vigo,La Liga,2017-2018
25,25,José Naranjo,"€ 12,385","€ 644,000","€ 646,412",F,22,Spain,Celta Vigo,La Liga,2017-2018
26,26,Rubén Pérez,"€ 12,154","€ 632,000","€ 634,368",M,28,Spain,Celta Vigo,La Liga,2017-2018
27,27,Diego Rico,"€ 10,904","€ 567,000","€ 569,124",D,24,Spain,Celta Vigo,La Liga,2017-2018
28,28,Mauro dos Santos,"€ 10,500","€ 546,000","€ 548,045",D,27,Argentina,Celta Vigo,La Liga,2017-2018
29,29,Tito,"€ 10,404","€ 541,000","€ 543,027",D,31,Spain,Celta Vigo,La Liga,2017-2018
30,30,Gerard Gumbau,"€ 10,096","€ 525,000","€ 526,967",M,22,Spain,Celta Vigo,La Liga,2017-2018
31,31,Jon Ander Serantes,"€ 9,346","€ 486,000","€ 487,821",K,27,Spain,Celta Vigo,La Liga,2017-2018
32,32,Unai Bustinza,"€ 9,231","€ 480,000","€ 481,798",D,25,Spain,Celta Vigo,La Liga,2017-2018
33,33,Lucas Boyé,"€ 8,827","€ 459,000","€ 460,719",F,21,Argentina,Celta Vigo,La Liga,2017-2018
34,34,Robert Mazan,"€ 8,808","€ 458,000","€ 459,716",D,23,Slovakia,Celta Vigo,La Liga,2017-2018
35,35,Martín Mantovani,"€ 8,731","€ 454,000","€ 455,701",D,32,Argentina,Celta Vigo,La Liga,2017-2018
36,36,Brais Méndez,"€ 7,558","€ 393,000","€ 394,472",F,20,Spain,Celta Vigo,La Liga,2017-2018
37,37,Darko Brasanac,"€ 7,442","€ 387,000","€ 388,450",M,25,Serbia,Celta Vigo,La Liga,2017-2018
38,38,Dejan Drazic,"€ 5,269","€ 274,000","€ 275,026",F,21,Serbia,Celta Vigo,La Liga,2017-2018
39,39,Dennis Eckert,"€ 2,981","€ 155,000","€ 155,581",F,20,Germany,Celta Vigo,La Liga,2017-2018
40,40,Nereo Champagne,"€ 2,731","€ 142,000","€ 142,532",K,32,Argentina,Celta Vigo,La Liga,2017-2018
41,41,Víctor Pastrana,"€ 2,615","€ 136,000","€ 136,509",F,20,Spain,Celta Vigo,La Liga,2017-2018
42,42,Diego Alende,"€ 2,519","€ 131,000","€ 131,491",D,19,Spain,Celta Vigo,La Liga,2017-2018
43,43,Dani Sotres,"€ 2,058","€ 107,000","€ 107,401",K,24,Spain,Celta Vigo,La Liga,2017-2018
44,44,Dani Molina,"€ 1,558","€ 81,000","€ 81,303",M,21,Spain,Celta Vigo,La Liga,2017-2018
45,45,Diego Pampín,"€ 1,558","€ 81,000","€ 81,303",D,17,Spain,Celta Vigo,La Liga,2017-2018
46,46,Fran Vieites,€ 942,"€ 49,000","€ 49,184",K,18,Spain,Celta Vigo,La Liga,2017-2018
47,47,Gabri Salazar,€ 365,"€ 19,000","€ 19,071",F,21,Spain,Celta Vigo,La Liga,2017-2018
48,48,Álex Mozo,€ 288,"€ 15,000","€ 15,056",M,22,Spain,Celta Vigo,La Liga,2017-2018
49,49,Sergio Arribas,€ 250,"€ 13,000","€ 13,049",F,21,Spain,Celta Vigo,La Liga,2017-2018
50,50,Daniel Gallardo,€ 192,"€ 10,000","€ 10,037",D,21,Spain,Celta Vigo,La Liga,2017-2018
51,51,Iván Villar,€ 58,"€ 3,000","€ 3,011",K,19,Spain,Celta Vigo,La Liga,2017-2018
52,52,Jaime Sierra,€ 38,"€ 2,000","€ 2,007",M,19,Spain,Celta Vigo,La Liga,2017-2018
53,53,Raúl Garcia,€ 0,€ 0,€ 0,D,28,Spain,Celta Vigo,La Liga,2017-2018
54,54,Mamadou Koné,€ 0,€ 0,€ 0,F,25,Cote d'Ivoire,Celta Vigo,La Liga,2017-2018
55,55,Erik Morán,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
56,56,Leonardo Rocha,€ 0,€ 0,€ 0,F,20,Portugal,Celta Vigo,La Liga,2017-2018
57,57,Jozabed Sánchez,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
58,58,Andrew Hjulsager,€ 0,€ 0,€ 0,F,22,Denmark,Celta Vigo,La Liga,2017-2018
59,59,Jonny Otto,€ 0,€ 0,€ 0,D,23,Spain,Celta Vigo,La Liga,2017-2018
60,60,Javi Eraso,€ 0,€ 0,€ 0,M,27,Spain,Celta Vigo,La Liga,2017-2018
61,61,Dimitrios Siovas,€ 0,€ 0,€ 0,D,28,Greece,Celta Vigo,La Liga,2017-2018
62,62,William De Camargo,€ 0,€ 0,€ 0,F,18,Brazil,Celta Vigo,La Liga,2017-2018
63,63,Omar Ramos,€ 0,€ 0,€ 0,F,29,Spain,Celta Vigo,La Liga,2017-2018
64,64,Yahia Al-Shehri,€ 0,€ 0,€ 0,F,27,Saudi Arabia,Celta Vigo,La Liga,2017-2018
65,65,Maxi Gómez,€ 0,€ 0,€ 0,F,20,Uruguay,Celta Vigo,La Liga,2017-2018
0,0,Juanfran,"€ 98,500","€ 5,122,000","€ 5,141,187",D,28,Spain,Deportivo,La Liga,2017-2018
1,1,Florin Andone,"€ 38,808","€ 2,018,000","€ 2,025,560",F,24,Romania,Deportivo,La Liga,2017-2018
2,2,Carles Gil,"€ 31,115","€ 1,618,000","€ 1,624,061",M,24,Spain,Deportivo,La Liga,2017-2018
3,3,Pedro Mosquera,"€ 28,827","€ 1,499,000","€ 1,504,615",M,29,Spain,Deportivo,La Liga,2017-2018
4,4,Celso Borges,"€ 25,154","€ 1,308,000","€ 1,312,900",M,29,Costa Rica,Deportivo,La Liga,2017-2018
5,5,Zakaria Bakkali,"€ 25,154","€ 1,308,000","€ 1,312,900",F,21,Belgium,Deportivo,La Liga,2017-2018
6,6,Michael Krohn-Dehli,"€ 23,462","€ 1,220,000","€ 1,224,570",M,34,Denmark,Deportivo,La Liga,2017-2018
7,7,Guilherme,"€ 23,385","€ 1,216,000","€ 1,220,555",M,26,Brazil,Deportivo,La Liga,2017-2018
8,8,Raúl Albentosa,"€ 15,096","€ 785,000","€ 787,941",D,28,Spain,Deportivo,La Liga,2017-2018
9,9,Eneko Bóveda,"€ 14,596","€ 759,000","€ 761,843",D,28,Spain,Deportivo,La Liga,2017-2018
10,10,Fabian Schär,"€ 13,750","€ 715,000","€ 717,678",D,25,Switzerland,Deportivo,La Liga,2017-2018
11,11,Luisinho,"€ 13,538","€ 704,000","€ 706,637",D,32,Portugal,Deportivo,La Liga,2017-2018
12,12,Borja Valle,"€ 11,269","€ 586,000","€ 588,195",F,24,Spain,Deportivo,La Liga,2017-2018
13,13,Fernando Navarro,"€ 9,038","€ 470,000","€ 471,761",D,35,Spain,Deportivo,La Liga,2017-2018
14,14,Gerard Valentín,"€ 8,846","€ 460,000","€ 461,723",D,23,Spain,Deportivo,La Liga,2017-2018
15,15,Przemyslaw Tyton,"€ 8,788","€ 457,000","€ 458,712",K,30,Poland,Deportivo,La Liga,2017-2018
16,16,Federico Valverde,"€ 6,731","€ 350,000","€ 351,311",M,18,Uruguay,Deportivo,La Liga,2017-2018
17,17,Edu Expósito,"€ 2,846","€ 148,000","€ 148,554",M,20,Spain,Deportivo,La Liga,2017-2018
18,18,Pinchi,"€ 2,462","€ 128,000","€ 128,479",F,21,Spain,Deportivo,La Liga,2017-2018
19,19,Quique Fornos,"€ 1,481","€ 77,000","€ 77,288",D,20,Spain,Deportivo,La Liga,2017-2018
20,20,Francis Uzoho,"€ 1,404","€ 73,000","€ 73,273",K,18,Nigeria,Deportivo,La Liga,2017-2018
21,21,Mujaid Sadick,€ 731,"€ 38,000","€ 38,142",D,17,Spain,Deportivo,La Liga,2017-2018
22,22,Costel Pantilimon,€ 0,€ 0,€ 0,K,30,Romania,Deportivo,La Liga,2017-2018
23,23,Maksym Koval,€ 0,€ 0,€ 0,K,24,Ukraine,Deportivo,La Liga,2017-2018
24,24,Bruno Gama,€ 0,€ 0,€ 0,F,29,Portugal,Deportivo,La Liga,2017-2018
