,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Nolito,"€ 125,731","€ 6,538,000","€ 6,562,492",F,30,Spain,Sevilla,La Liga,2017-2018
1,Éver Banega,"€ 122,673","€ 6,379,000","€ 6,402,896",M,29,Argentina,Sevilla,La Liga,2017-2018
2,Simon Kjær,"€ 106,385","€ 5,532,000","€ 5,552,723",D,28,Denmark,Sevilla,La Liga,2017-2018
3,Jesús Navas,"€ 89,154","€ 4,636,000","€ 4,653,367",D,31,Spain,Sevilla,La Liga,2017-2018
4,Luis Muriel,"€ 81,731","€ 4,250,000","€ 4,265,921",F,26,Colombia,Sevilla,La Liga,2017-2018
5,Johannes Geis,"€ 76,192","€ 3,962,000","€ 3,976,842",M,23,Germany,Sevilla,La Liga,2017-2018
6,Franco Vázquez,"€ 71,885","€ 3,738,000","€ 3,752,003",M,28,Argentina,Sevilla,La Liga,2017-2018
7,Guido Pizarro,"€ 63,538","€ 3,304,000","€ 3,316,377",M,27,Argentina,Sevilla,La Liga,2017-2018
8,Sergio Rico,"€ 57,115","€ 2,970,000","€ 2,981,126",K,23,Spain,Sevilla,La Liga,2017-2018
9,Roque Mesa,"€ 54,481","€ 2,833,000","€ 2,843,613",M,28,Spain,Sevilla,La Liga,2017-2018
10,Pablo Sarabia,"€ 53,731","€ 2,794,000","€ 2,804,467",M,25,Spain,Sevilla,La Liga,2017-2018
11,Nicolás Pareja,"€ 48,308","€ 2,512,000","€ 2,521,410",D,33,Argentina,Sevilla,La Liga,2017-2018
12,Wissam Ben Yedder,"€ 44,423","€ 2,310,000","€ 2,318,653",F,26,France,Sevilla,La Liga,2017-2018
13,Ganso,"€ 40,981","€ 2,131,000","€ 2,138,983",M,27,Brazil,Sevilla,La Liga,2017-2018
14,Sergio Escudero,"€ 39,615","€ 2,060,000","€ 2,067,717",D,27,Spain,Sevilla,La Liga,2017-2018
15,Gabriel Mercado,"€ 36,115","€ 1,878,000","€ 1,885,035",D,30,Argentina,Sevilla,La Liga,2017-2018
16,Joaquín Correa,"€ 34,038","€ 1,770,000","€ 1,776,631",F,22,Argentina,Sevilla,La Liga,2017-2018
17,Miguel Layún,"€ 31,846","€ 1,656,000","€ 1,662,204",D,29,Mexico,Sevilla,La Liga,2017-2018
18,Daniel Carriço,"€ 24,769","€ 1,288,000","€ 1,292,825",D,28,Portugal,Sevilla,La Liga,2017-2018
19,Michael Krohn-Dehli,"€ 23,462","€ 1,220,000","€ 1,224,570",M,34,Denmark,Sevilla,La Liga,2017-2018
20,Guilherme Arana,"€ 22,904","€ 1,191,000","€ 1,195,462",D,20,Brazil,Sevilla,La Liga,2017-2018
21,David Soria,"€ 20,308","€ 1,056,000","€ 1,059,956",K,24,Spain,Sevilla,La Liga,2017-2018
22,Sébastien Corchia,"€ 18,231","€ 948,000","€ 951,551",D,26,France,Sevilla,La Liga,2017-2018
23,Lionel Carole,"€ 15,692","€ 816,000","€ 819,057",D,26,France,Sevilla,La Liga,2017-2018
24,Clément Lenglet,"€ 11,404","€ 593,000","€ 595,221",D,22,France,Sevilla,La Liga,2017-2018
25,Carlos Fernández,"€ 4,038","€ 210,000","€ 210,787",F,21,Spain,Sevilla,La Liga,2017-2018
26,Juan Soriano,€ 58,"€ 3,000","€ 3,011",K,19,Spain,Sevilla,La Liga,2017-2018
27,Alejandro Pozo,€ 58,"€ 3,000","€ 3,011",M,18,Spain,Sevilla,La Liga,2017-2018
28,Sandro Ramírez,€ 0,€ 0,€ 0,F,21,Spain,Sevilla,La Liga,2017-2018
29,José Alonso Lara,€ 0,€ 0,€ 0,F,17,Spain,Sevilla,La Liga,2017-2018
30,Steven Nzonzi,€ 0,€ 0,€ 0,M,28,France,Sevilla,La Liga,2017-2018
31,Walter Montoya,€ 0,€ 0,€ 0,M,23,Argentina,Sevilla,La Liga,2017-2018
32,Borja Lasso,€ 0,€ 0,€ 0,M,23,Spain,Sevilla,La Liga,2017-2018
