,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Lionel Messi,"€ 761,942","€ 39,621,000","€ 39,769,423",F,30,Argentina,Barcelona,La Liga,2017-2018
1,Philippe Coutinho,"€ 445,750","€ 23,179,000","€ 23,265,830",F,25,Brazil,Barcelona,La Liga,2017-2018
2,Luis Suárez,"€ 445,750","€ 23,179,000","€ 23,265,830",F,30,Uruguay,Barcelona,La Liga,2017-2018
3,Andrés Iniesta,"€ 307,058","€ 15,967,000","€ 16,026,814",M,33,Spain,Barcelona,La Liga,2017-2018
4,Sergio Busquets,"€ 284,750","€ 14,807,000","€ 14,862,468",M,28,Spain,Barcelona,La Liga,2017-2018
5,Ivan Rakitic,"€ 254,385","€ 13,228,000","€ 13,277,553",M,29,Croatia,Barcelona,La Liga,2017-2018
6,Gerard Piqué,"€ 242,673","€ 12,619,000","€ 12,666,272",D,30,Spain,Barcelona,La Liga,2017-2018
7,Ousmane Dembélé,"€ 228,577","€ 11,886,000","€ 11,930,526",F,20,France,Barcelona,La Liga,2017-2018
8,Sergi Roberto,"€ 189,827","€ 9,871,000","€ 9,907,978",D,25,Spain,Barcelona,La Liga,2017-2018
9,Jordi Alba,"€ 163,442","€ 8,499,000","€ 8,530,838",D,28,Spain,Barcelona,La Liga,2017-2018
10,Paulinho,"€ 163,442","€ 8,499,000","€ 8,530,838",M,28,Brazil,Barcelona,La Liga,2017-2018
11,Yerry Mina,"€ 143,615","€ 7,468,000","€ 7,495,976",D,22,Colombia,Barcelona,La Liga,2017-2018
12,Thomas Vermaelen,"€ 143,615","€ 7,468,000","€ 7,495,976",D,31,Belgium,Barcelona,La Liga,2017-2018
13,André Gomes,"€ 123,827","€ 6,439,000","€ 6,463,121",M,23,Portugal,Barcelona,La Liga,2017-2018
14,Marc-André ter Stegen,"€ 123,827","€ 6,439,000","€ 6,463,121",K,25,Germany,Barcelona,La Liga,2017-2018
15,Samuel Umtiti,"€ 123,827","€ 6,439,000","€ 6,463,121",D,23,France,Barcelona,La Liga,2017-2018
16,Lucas Digne,"€ 95,250","€ 4,953,000","€ 4,971,554",D,23,France,Barcelona,La Liga,2017-2018
17,Denis Suárez,"€ 95,231","€ 4,952,000","€ 4,970,551",M,23,Spain,Barcelona,La Liga,2017-2018
18,Aleix Vidal,"€ 88,192","€ 4,586,000","€ 4,603,180",M,27,Spain,Barcelona,La Liga,2017-2018
19,Jasper Cillessen,"€ 85,192","€ 4,430,000","€ 4,446,595",K,28,Netherlands,Barcelona,La Liga,2017-2018
20,Paco Alcácer,"€ 75,942","€ 3,949,000","€ 3,963,793",F,23,Spain,Barcelona,La Liga,2017-2018
21,Nélson Semedo,"€ 68,500","€ 3,562,000","€ 3,575,344",D,23,Portugal,Barcelona,La Liga,2017-2018
22,Sergi Samper,"€ 21,404","€ 1,113,000","€ 1,117,169",M,22,Spain,Barcelona,La Liga,2017-2018
23,Marc Cucurella,"€ 3,654","€ 190,000","€ 190,712",D,18,Spain,Barcelona,La Liga,2017-2018
24,Oriol Busquets,"€ 2,442","€ 127,000","€ 127,476",M,18,Spain,Barcelona,La Liga,2017-2018
25,Gerard Deulofeu,€ 0,€ 0,€ 0,F,23,Spain,Barcelona,La Liga,2017-2018
26,José Manuel Arnáiz,€ 0,€ 0,€ 0,F,22,Spain,Barcelona,La Liga,2017-2018
27,Javier Mascherano,€ 0,€ 0,€ 0,M,33,Argentina,Barcelona,La Liga,2017-2018
28,Adrián Ortolá,€ 0,€ 0,€ 0,K,23,Spain,Barcelona,La Liga,2017-2018
29,Rafinha,€ 0,€ 0,€ 0,M,24,Brazil,Barcelona,La Liga,2017-2018
30,David Costas,€ 0,€ 0,€ 0,D,22,Spain,Barcelona,La Liga,2017-2018
31,Carles Aleñà,€ 0,€ 0,€ 0,M,19,Spain,Barcelona,La Liga,2017-2018
32,Arda Turan,€ 0,€ 0,€ 0,F,30,Turkey,Barcelona,La Liga,2017-2018
