,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Iago Aspas,"€ 68,981","€ 3,587,000","€ 3,600,437",F,29,Spain,Celta Vigo,La Liga,2017-2018
1,Nordin Amrabat,"€ 50,000","€ 2,600,000","€ 2,609,740",F,30,Morocco,Celta Vigo,La Liga,2017-2018
2,Pablo Hernández,"€ 40,115","€ 2,086,000","€ 2,093,814",M,30,Chile,Celta Vigo,La Liga,2017-2018
3,Pione Sisto,"€ 39,904","€ 2,075,000","€ 2,082,773",F,22,Denmark,Celta Vigo,La Liga,2017-2018
4,Stanislav Lobotka,"€ 37,596","€ 1,955,000","€ 1,962,324",M,22,Slovakia,Celta Vigo,La Liga,2017-2018
5,Hugo Mallo,"€ 36,673","€ 1,907,000","€ 1,914,144",D,26,Spain,Celta Vigo,La Liga,2017-2018
6,Gustavo Cabral,"€ 31,462","€ 1,636,000","€ 1,642,129",D,31,Argentina,Celta Vigo,La Liga,2017-2018
7,John Guidetti,"€ 27,346","€ 1,422,000","€ 1,427,327",F,25,Sweden,Celta Vigo,La Liga,2017-2018
8,Nemanja Radoja,"€ 26,692","€ 1,388,000","€ 1,393,200",M,24,Serbia,Celta Vigo,La Liga,2017-2018
9,Rubén Blanco,"€ 23,846","€ 1,240,000","€ 1,244,645",K,21,Spain,Celta Vigo,La Liga,2017-2018
10,Daniel Wass,"€ 23,769","€ 1,236,000","€ 1,240,630",D,28,Denmark,Celta Vigo,La Liga,2017-2018
11,Emre Mor,"€ 23,654","€ 1,230,000","€ 1,234,608",F,19,Turkey,Celta Vigo,La Liga,2017-2018
12,Gabriel,"€ 22,615","€ 1,176,000","€ 1,180,405",M,23,Brazil,Celta Vigo,La Liga,2017-2018
13,Ezequiel Muñoz,"€ 21,173","€ 1,101,000","€ 1,105,124",D,26,Argentina,Celta Vigo,La Liga,2017-2018
14,Facundo Roncaglia,"€ 19,942","€ 1,037,000","€ 1,040,885",D,30,Argentina,Celta Vigo,La Liga,2017-2018
15,Sergio Álvarez,"€ 19,904","€ 1,035,000","€ 1,038,877",K,30,Spain,Celta Vigo,La Liga,2017-2018
16,Andreu Fontàs,"€ 19,673","€ 1,023,000","€ 1,026,832",D,27,Spain,Celta Vigo,La Liga,2017-2018
17,Sergi Gómez,"€ 17,115","€ 890,000","€ 893,334",D,25,Spain,Celta Vigo,La Liga,2017-2018
18,Claudio Beauvue,"€ 17,096","€ 889,000","€ 892,330",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
19,Claudio Beauvue,"€ 17,096","€ 889,000","€ 892,330",F,29,Guadeloupe,Celta Vigo,La Liga,2017-2018
20,Alexander Szymanowski,"€ 16,904","€ 879,000","€ 882,293",F,28,Argentina,Celta Vigo,La Liga,2017-2018
21,Iván Cuéllar,"€ 15,769","€ 820,000","€ 823,072",K,33,Spain,Celta Vigo,La Liga,2017-2018
22,Joseba Zaldua,"€ 15,365","€ 799,000","€ 801,993",D,25,Spain,Celta Vigo,La Liga,2017-2018
23,Nabil El Zhar,"€ 14,231","€ 740,000","€ 742,772",F,30,Morocco,Celta Vigo,La Liga,2017-2018
24,Miguel Ángel Guerrero,"€ 12,712","€ 661,000","€ 663,476",F,26,Spain,Celta Vigo,La Liga,2017-2018
25,José Naranjo,"€ 12,385","€ 644,000","€ 646,412",F,22,Spain,Celta Vigo,La Liga,2017-2018
26,Rubén Pérez,"€ 12,154","€ 632,000","€ 634,368",M,28,Spain,Celta Vigo,La Liga,2017-2018
27,Diego Rico,"€ 10,904","€ 567,000","€ 569,124",D,24,Spain,Celta Vigo,La Liga,2017-2018
28,Mauro dos Santos,"€ 10,500","€ 546,000","€ 548,045",D,27,Argentina,Celta Vigo,La Liga,2017-2018
29,Tito,"€ 10,404","€ 541,000","€ 543,027",D,31,Spain,Celta Vigo,La Liga,2017-2018
30,Gerard Gumbau,"€ 10,096","€ 525,000","€ 526,967",M,22,Spain,Celta Vigo,La Liga,2017-2018
31,Jon Ander Serantes,"€ 9,346","€ 486,000","€ 487,821",K,27,Spain,Celta Vigo,La Liga,2017-2018
32,Unai Bustinza,"€ 9,231","€ 480,000","€ 481,798",D,25,Spain,Celta Vigo,La Liga,2017-2018
33,Lucas Boyé,"€ 8,827","€ 459,000","€ 460,719",F,21,Argentina,Celta Vigo,La Liga,2017-2018
34,Robert Mazan,"€ 8,808","€ 458,000","€ 459,716",D,23,Slovakia,Celta Vigo,La Liga,2017-2018
35,Martín Mantovani,"€ 8,731","€ 454,000","€ 455,701",D,32,Argentina,Celta Vigo,La Liga,2017-2018
36,Brais Méndez,"€ 7,558","€ 393,000","€ 394,472",F,20,Spain,Celta Vigo,La Liga,2017-2018
37,Darko Brasanac,"€ 7,442","€ 387,000","€ 388,450",M,25,Serbia,Celta Vigo,La Liga,2017-2018
38,Dejan Drazic,"€ 5,269","€ 274,000","€ 275,026",F,21,Serbia,Celta Vigo,La Liga,2017-2018
39,Dennis Eckert,"€ 2,981","€ 155,000","€ 155,581",F,20,Germany,Celta Vigo,La Liga,2017-2018
40,Nereo Champagne,"€ 2,731","€ 142,000","€ 142,532",K,32,Argentina,Celta Vigo,La Liga,2017-2018
41,Víctor Pastrana,"€ 2,615","€ 136,000","€ 136,509",F,20,Spain,Celta Vigo,La Liga,2017-2018
42,Diego Alende,"€ 2,519","€ 131,000","€ 131,491",D,19,Spain,Celta Vigo,La Liga,2017-2018
43,Dani Sotres,"€ 2,058","€ 107,000","€ 107,401",K,24,Spain,Celta Vigo,La Liga,2017-2018
44,Dani Molina,"€ 1,558","€ 81,000","€ 81,303",M,21,Spain,Celta Vigo,La Liga,2017-2018
45,Diego Pampín,"€ 1,558","€ 81,000","€ 81,303",D,17,Spain,Celta Vigo,La Liga,2017-2018
46,Fran Vieites,€ 942,"€ 49,000","€ 49,184",K,18,Spain,Celta Vigo,La Liga,2017-2018
47,Gabri Salazar,€ 365,"€ 19,000","€ 19,071",F,21,Spain,Celta Vigo,La Liga,2017-2018
48,Álex Mozo,€ 288,"€ 15,000","€ 15,056",M,22,Spain,Celta Vigo,La Liga,2017-2018
49,Sergio Arribas,€ 250,"€ 13,000","€ 13,049",F,21,Spain,Celta Vigo,La Liga,2017-2018
50,Daniel Gallardo,€ 192,"€ 10,000","€ 10,037",D,21,Spain,Celta Vigo,La Liga,2017-2018
51,Iván Villar,€ 58,"€ 3,000","€ 3,011",K,19,Spain,Celta Vigo,La Liga,2017-2018
52,Jaime Sierra,€ 38,"€ 2,000","€ 2,007",M,19,Spain,Celta Vigo,La Liga,2017-2018
53,Raúl Garcia,€ 0,€ 0,€ 0,D,28,Spain,Celta Vigo,La Liga,2017-2018
54,Mamadou Koné,€ 0,€ 0,€ 0,F,25,Cote d'Ivoire,Celta Vigo,La Liga,2017-2018
55,Erik Morán,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
56,Leonardo Rocha,€ 0,€ 0,€ 0,F,20,Portugal,Celta Vigo,La Liga,2017-2018
57,Jozabed Sánchez,€ 0,€ 0,€ 0,M,26,Spain,Celta Vigo,La Liga,2017-2018
58,Andrew Hjulsager,€ 0,€ 0,€ 0,F,22,Denmark,Celta Vigo,La Liga,2017-2018
59,Jonny Otto,€ 0,€ 0,€ 0,D,23,Spain,Celta Vigo,La Liga,2017-2018
60,Javi Eraso,€ 0,€ 0,€ 0,M,27,Spain,Celta Vigo,La Liga,2017-2018
61,Dimitrios Siovas,€ 0,€ 0,€ 0,D,28,Greece,Celta Vigo,La Liga,2017-2018
62,William De Camargo,€ 0,€ 0,€ 0,F,18,Brazil,Celta Vigo,La Liga,2017-2018
63,Omar Ramos,€ 0,€ 0,€ 0,F,29,Spain,Celta Vigo,La Liga,2017-2018
64,Yahia Al-Shehri,€ 0,€ 0,€ 0,F,27,Saudi Arabia,Celta Vigo,La Liga,2017-2018
65,Maxi Gómez,€ 0,€ 0,€ 0,F,20,Uruguay,Celta Vigo,La Liga,2017-2018
