,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Diego López,"€ 83,269","€ 4,330,000","€ 4,346,221",K,35,Spain,Espanyol,La Liga,2017-2018
1,Pablo Piatti,"€ 62,654","€ 3,258,000","€ 3,270,205",F,28,Argentina,Espanyol,La Liga,2017-2018
2,Gerard Moreno,"€ 43,404","€ 2,257,000","€ 2,265,455",F,25,Spain,Espanyol,La Liga,2017-2018
3,Carlos Sánchez,"€ 42,327","€ 2,201,000","€ 2,209,245",M,31,Colombia,Espanyol,La Liga,2017-2018
4,José Manuel Jurado,"€ 38,885","€ 2,022,000","€ 2,029,575",M,31,Spain,Espanyol,La Liga,2017-2018
5,Pau López,"€ 38,135","€ 1,983,000","€ 1,990,428",K,22,Spain,Espanyol,La Liga,2017-2018
6,Sergi Darder,"€ 36,058","€ 1,875,000","€ 1,882,024",M,23,Spain,Espanyol,La Liga,2017-2018
7,Víctor Sánchez,"€ 27,404","€ 1,425,000","€ 1,430,338",M,29,Spain,Espanyol,La Liga,2017-2018
8,Sergio García,"€ 27,096","€ 1,409,000","€ 1,414,278",F,34,Spain,Espanyol,La Liga,2017-2018
9,David López,"€ 26,731","€ 1,390,000","€ 1,395,207",D,27,Spain,Espanyol,La Liga,2017-2018
10,Javi Fuego,"€ 24,673","€ 1,283,000","€ 1,287,806",M,33,Spain,Espanyol,La Liga,2017-2018
11,Hernán Pérez,"€ 22,019","€ 1,145,000","€ 1,149,289",F,28,Paraguay,Espanyol,La Liga,2017-2018
12,Pape Diop,"€ 17,827","€ 927,000","€ 930,473",M,31,Senegal,Espanyol,La Liga,2017-2018
13,Sergio Sánchez,"€ 17,096","€ 889,000","€ 892,330",D,31,Spain,Espanyol,La Liga,2017-2018
14,Esteban Granero,"€ 13,596","€ 707,000","€ 709,648",M,29,Spain,Espanyol,La Liga,2017-2018
15,Naldo,"€ 12,615","€ 656,000","€ 658,457",D,28,Brazil,Espanyol,La Liga,2017-2018
16,Mario Hermoso,"€ 11,808","€ 614,000","€ 616,300",D,22,Spain,Espanyol,La Liga,2017-2018
17,Javi López,"€ 11,327","€ 589,000","€ 591,206",D,31,Spain,Espanyol,La Liga,2017-2018
18,Dídac Vilà,"€ 11,058","€ 575,000","€ 577,154",D,28,Spain,Espanyol,La Liga,2017-2018
19,Marc Roca,"€ 10,885","€ 566,000","€ 568,120",M,20,Spain,Espanyol,La Liga,2017-2018
20,Jairo Morillas,"€ 8,846","€ 460,000","€ 461,723",F,23,Spain,Espanyol,La Liga,2017-2018
21,Marc Navarro,"€ 7,346","€ 382,000","€ 383,431",D,21,Spain,Espanyol,La Liga,2017-2018
22,Leo Baptistão,€ 0,€ 0,€ 0,F,24,Brazil,Espanyol,La Liga,2017-2018
23,Álvaro Vázquez,€ 0,€ 0,€ 0,F,26,Spain,Espanyol,La Liga,2017-2018
24,Adrián López,€ 0,€ 0,€ 0,K,18,Spain,Espanyol,La Liga,2017-2018
25,Edu Frias,€ 0,€ 0,€ 0,K,18,Spain,Espanyol,La Liga,2017-2018
26,Óscar Duarte,€ 0,€ 0,€ 0,D,28,Costa Rica,Espanyol,La Liga,2017-2018
27,Aarón Martín,€ 0,€ 0,€ 0,D,20,Spain,Espanyol,La Liga,2017-2018
28,Oscar Melendo,€ 0,€ 0,€ 0,M,19,Spain,Espanyol,La Liga,2017-2018
