,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Koke,"€ 227,808","€ 11,846,000","€ 11,890,376",K,21,Spain,Levante,La Liga,2017-2018
1,Giampaolo Pazzini,"€ 70,481","€ 3,665,000","€ 3,678,729",F,32,Italy,Levante,La Liga,2017-2018
2,Coke,"€ 47,615","€ 2,476,000","€ 2,485,275",D,30,Spain,Levante,La Liga,2017-2018
3,Rubén Rochina,"€ 30,712","€ 1,597,000","€ 1,602,982",M,26,Spain,Levante,La Liga,2017-2018
4,Fahad Al-Muwallad,"€ 20,519","€ 1,067,000","€ 1,070,997",F,22,Saudi Arabia,Levante,La Liga,2017-2018
5,Enes Ünal,"€ 18,635","€ 969,000","€ 972,630",F,20,Turkey,Levante,La Liga,2017-2018
6,Antonio Luna,"€ 13,288","€ 691,000","€ 693,589",D,26,Spain,Levante,La Liga,2017-2018
7,Jefferson Lerma,"€ 12,327","€ 641,000","€ 643,401",M,22,Colombia,Levante,La Liga,2017-2018
8,Enis Bardhi,"€ 12,327","€ 641,000","€ 643,401",M,21,North Macedonia,Levante,La Liga,2017-2018
9,Mitchell Langerak,"€ 12,327","€ 641,000","€ 643,401",K,28,Australia,Levante,La Liga,2017-2018
10,José Campaña,"€ 11,385","€ 592,000","€ 594,218",M,24,Spain,Levante,La Liga,2017-2018
11,Ivi,"€ 11,385","€ 592,000","€ 594,218",F,23,Spain,Levante,La Liga,2017-2018
12,Armando Sadiku,"€ 9,481","€ 493,000","€ 494,847",F,26,Albania,Levante,La Liga,2017-2018
13,Cheick Doukouré,"€ 9,481","€ 493,000","€ 494,847",M,24,Cote d'Ivoire,Levante,La Liga,2017-2018
14,Toño,"€ 9,481","€ 493,000","€ 494,847",D,27,Spain,Levante,La Liga,2017-2018
15,Emmanuel Boateng,"€ 9,481","€ 493,000","€ 494,847",F,21,Ghana,Levante,La Liga,2017-2018
16,Chema,"€ 9,481","€ 493,000","€ 494,847",D,25,Spain,Levante,La Liga,2017-2018
17,Sasa Lukic,"€ 8,827","€ 459,000","€ 460,719",M,20,Serbia,Levante,La Liga,2017-2018
18,Raúl Fernández,"€ 8,538","€ 444,000","€ 445,663",K,29,Spain,Levante,La Liga,2017-2018
19,Sergio Postigo,"€ 8,538","€ 444,000","€ 445,663",D,28,Spain,Levante,La Liga,2017-2018
20,Pedro López,"€ 8,538","€ 444,000","€ 445,663",D,33,Spain,Levante,La Liga,2017-2018
21,Jason,"€ 7,596","€ 395,000","€ 396,480",F,22,Spain,Levante,La Liga,2017-2018
22,Erick Cabaco,"€ 6,827","€ 355,000","€ 356,330",D,22,Uruguay,Levante,La Liga,2017-2018
23,Shaq Moore,"€ 2,288","€ 119,000","€ 119,446",D,20,United States,Levante,La Liga,2017-2018
24,Hacen,"€ 1,308","€ 68,000","€ 68,255",M,19,Mauritania,Levante,La Liga,2017-2018
25,Iván Villar,€ 58,"€ 3,000","€ 3,011",K,19,Spain,Levante,La Liga,2017-2018
26,Youssouf Yalike,€ 0,€ 0,€ 0,M,18,Cote d'Ivoire,Levante,La Liga,2017-2018
27,Aly Abeid,€ 0,€ 0,€ 0,D,19,Mauritania,Levante,La Liga,2017-2018
28,Iván López,€ 0,€ 0,€ 0,D,23,Spain,Levante,La Liga,2017-2018
29,José Luis Morales,€ 0,€ 0,€ 0,F,29,Spain,Levante,La Liga,2017-2018
30,Nano,€ 0,€ 0,€ 0,F,22,Spain,Levante,La Liga,2017-2018
31,Oier Olazábal,€ 0,€ 0,€ 0,K,27,Spain,Levante,La Liga,2017-2018
32,Rober Pier,€ 0,€ 0,€ 0,D,22,Spain,Levante,La Liga,2017-2018
33,Roger Martí,€ 0,€ 0,€ 0,F,26,Spain,Levante,La Liga,2017-2018
34,Samu García,€ 0,€ 0,€ 0,F,26,Spain,Levante,La Liga,2017-2018
35,Verza,€ 0,€ 0,€ 0,M,30,Spain,Levante,La Liga,2017-2018
36,Alex Alegría,€ 0,€ 0,€ 0,F,24,Spain,Levante,La Liga,2017-2018
