,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Fabián Orellana,"€ 28,827","€ 1,499,000","€ 1,504,615",F,31,Chile,Eibar,La Liga,2017-2018
1,Pedro León,"€ 25,981","€ 1,351,000","€ 1,356,061",F,30,Spain,Eibar,La Liga,2017-2018
2,Sergi Enrich,"€ 20,500","€ 1,066,000","€ 1,069,993",F,27,Spain,Eibar,La Liga,2017-2018
3,Paulo Oliveira,"€ 19,750","€ 1,027,000","€ 1,030,847",D,25,Portugal,Eibar,La Liga,2017-2018
4,Takashi Inui,"€ 19,442","€ 1,011,000","€ 1,014,787",F,29,Japan,Eibar,La Liga,2017-2018
5,Gonzalo Escalante,"€ 18,673","€ 971,000","€ 974,637",M,24,Argentina,Eibar,La Liga,2017-2018
6,Iván Ramis,"€ 18,327","€ 953,000","€ 956,570",D,32,Spain,Eibar,La Liga,2017-2018
7,Charles,"€ 17,885","€ 930,000","€ 933,484",F,33,Brazil,Eibar,La Liga,2017-2018
8,Pape Diop,"€ 17,827","€ 927,000","€ 930,473",M,31,Senegal,Eibar,La Liga,2017-2018
9,Dani García,"€ 17,769","€ 924,000","€ 927,461",M,27,Spain,Eibar,La Liga,2017-2018
10,Ander Capa,"€ 16,596","€ 863,000","€ 866,233",D,25,Spain,Eibar,La Liga,2017-2018
11,Kike,"€ 14,538","€ 756,000","€ 758,832",F,27,Spain,Eibar,La Liga,2017-2018
12,Rubén Peña,"€ 13,096","€ 681,000","€ 683,551",D,25,Spain,Eibar,La Liga,2017-2018
13,Joan Jordán,"€ 12,981","€ 675,000","€ 677,529",M,22,Spain,Eibar,La Liga,2017-2018
14,José Ángel,"€ 12,808","€ 666,000","€ 668,495",D,27,Spain,Eibar,La Liga,2017-2018
15,David Lombán,"€ 12,692","€ 660,000","€ 662,472",D,30,Spain,Eibar,La Liga,2017-2018
16,Fran Rico,"€ 11,385","€ 592,000","€ 594,218",M,29,Spain,Eibar,La Liga,2017-2018
17,Iván Alejo,"€ 10,308","€ 536,000","€ 538,008",F,22,Spain,Eibar,La Liga,2017-2018
18,David Juncà,"€ 10,038","€ 522,000","€ 523,955",D,23,Spain,Eibar,La Liga,2017-2018
19,Marko Dmitrovic,"€ 9,769","€ 508,000","€ 509,903",K,25,Serbia,Eibar,La Liga,2017-2018
20,Asier Riesgo,"€ 8,385","€ 436,000","€ 437,633",K,33,Spain,Eibar,La Liga,2017-2018
21,Vukasin Jovanovic,"€ 6,942","€ 361,000","€ 362,352",D,21,Serbia,Eibar,La Liga,2017-2018
22,Anaitz Arbilla,"€ 2,846","€ 148,000","€ 148,554",D,30,Spain,Eibar,La Liga,2017-2018
23,Julen Azkue,€ 231,"€ 12,000","€ 12,045",M,21,Spain,Eibar,La Liga,2017-2018
24,Julen López,€ 192,"€ 10,000","€ 10,037",D,21,Spain,Eibar,La Liga,2017-2018
25,Markel Areitio,€ 154,"€ 8,000","€ 8,030",K,20,Spain,Eibar,La Liga,2017-2018
26,Ángel López,€ 96,"€ 5,000","€ 5,019",F,20,Spain,Eibar,La Liga,2017-2018
27,Yoel Rodríguez,€ 0,€ 0,€ 0,K,28,Spain,Eibar,La Liga,2017-2018
28,Bebé,€ 0,€ 0,€ 0,F,26,Portugal,Eibar,La Liga,2017-2018
29,Christian Rivera,€ 0,€ 0,€ 0,M,19,Spain,Eibar,La Liga,2017-2018
30,Francesc Regis,€ 0,€ 0,€ 0,F,20,Spain,Eibar,La Liga,2017-2018
31,Imanol Sarriegi,€ 0,€ 0,€ 0,M,22,Spain,Eibar,La Liga,2017-2018
32,Alejandro Gálvez,€ 0,€ 0,€ 0,D,28,Spain,Eibar,La Liga,2017-2018
