,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jefferson Montero,"€ 33,327","€ 1,733,000","€ 1,739,492",F,27,Ecuador,Getafe,La Liga,2017-2018
1,Vicente Guaita,"€ 30,385","€ 1,580,000","€ 1,585,919",K,30,Spain,Getafe,La Liga,2017-2018
2,Emiliano Martínez,"€ 22,231","€ 1,156,000","€ 1,160,330",K,24,Argentina,Getafe,La Liga,2017-2018
3,Fayçal Fajr,"€ 21,635","€ 1,125,000","€ 1,129,214",M,28,Morocco,Getafe,La Liga,2017-2018
4,Loïc Rémy,"€ 20,769","€ 1,080,000","€ 1,084,046",F,30,France,Getafe,La Liga,2017-2018
5,Gaku Shibasaki,"€ 16,538","€ 860,000","€ 863,222",M,25,Japan,Getafe,La Liga,2017-2018
6,Dani Pacheco,"€ 12,942","€ 673,000","€ 675,521",F,26,Spain,Getafe,La Liga,2017-2018
7,Mauro Arambarri,"€ 12,519","€ 651,000","€ 653,439",M,21,Uruguay,Getafe,La Liga,2017-2018
8,Francisco Portillo,"€ 11,885","€ 618,000","€ 620,315",M,27,Spain,Getafe,La Liga,2017-2018
9,Jorge Molina,"€ 11,442","€ 595,000","€ 597,229",F,35,Spain,Getafe,La Liga,2017-2018
10,Álvaro Jiménez,"€ 11,250","€ 585,000","€ 587,191",F,22,Spain,Getafe,La Liga,2017-2018
11,Mehdi Lacen,"€ 10,904","€ 567,000","€ 569,124",M,33,Algeria,Getafe,La Liga,2017-2018
12,Francisco Molinero,"€ 10,327","€ 537,000","€ 539,012",D,31,Spain,Getafe,La Liga,2017-2018
13,Mathieu Flamini,"€ 10,308","€ 536,000","€ 538,008",M,33,France,Getafe,La Liga,2017-2018
14,Damián Suárez,"€ 10,173","€ 529,000","€ 530,982",D,29,Uruguay,Getafe,La Liga,2017-2018
15,Sergio Mora,"€ 7,481","€ 389,000","€ 390,457",M,37,Spain,Getafe,La Liga,2017-2018
16,Leandro Cabrera,"€ 7,038","€ 366,000","€ 367,371",D,26,Uruguay,Getafe,La Liga,2017-2018
17,Filip Manojlovic,"€ 3,481","€ 181,000","€ 181,678",K,21,Serbia,Getafe,La Liga,2017-2018
18,Gustavo Quezada,"€ 2,115","€ 110,000","€ 110,412",M,20,Ecuador,Getafe,La Liga,2017-2018
19,Merveil Ndockyt,"€ 1,808","€ 94,000","€ 94,352",F,18,Congo,Getafe,La Liga,2017-2018
20,Carlos Calderón,"€ 1,192","€ 62,000","€ 62,232",F,22,Spain,Getafe,La Liga,2017-2018
21,Alberto Redondo,€ 673,"€ 35,000","€ 35,131",D,20,Spain,Getafe,La Liga,2017-2018
22,Juan Cala,€ 0,€ 0,€ 0,D,27,Spain,Getafe,La Liga,2017-2018
23,Hugo Duro,€ 0,€ 0,€ 0,F,17,Spain,Getafe,La Liga,2017-2018
24,Djené,€ 0,€ 0,€ 0,D,25,Togo,Getafe,La Liga,2017-2018
25,Markel Bergara,€ 0,€ 0,€ 0,M,31,Spain,Getafe,La Liga,2017-2018
26,Mathías Olivera,€ 0,€ 0,€ 0,D,19,Uruguay,Getafe,La Liga,2017-2018
27,Diego Barri,€ 0,€ 0,€ 0,M,21,Spain,Getafe,La Liga,2017-2018
28,David Alba,€ 0,€ 0,€ 0,D,18,Spain,Getafe,La Liga,2017-2018
29,Chuli,€ 0,€ 0,€ 0,F,26,Spain,Getafe,La Liga,2017-2018
30,Bruno González,€ 0,€ 0,€ 0,D,27,Spain,Getafe,La Liga,2017-2018
31,Miguel Rubio,€ 0,€ 0,€ 0,D,19,Spain,Getafe,La Liga,2017-2018
32,Nicolás Gorosito,€ 0,€ 0,€ 0,D,28,Argentina,Getafe,La Liga,2017-2018
33,Ángel Rodríguez,€ 0,€ 0,€ 0,F,30,Spain,Getafe,La Liga,2017-2018
34,Amath Ndiaye,€ 0,€ 0,€ 0,F,20,Senegal,Getafe,La Liga,2017-2018
35,Vitorino Antunes,€ 0,€ 0,€ 0,D,30,Portugal,Getafe,La Liga,2017-2018
