,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Juanfran,"€ 98,500","€ 5,122,000","€ 5,141,187",D,28,Spain,Deportivo,La Liga,2017-2018
1,Florin Andone,"€ 38,808","€ 2,018,000","€ 2,025,560",F,24,Romania,Deportivo,La Liga,2017-2018
2,Carles Gil,"€ 31,115","€ 1,618,000","€ 1,624,061",M,24,Spain,Deportivo,La Liga,2017-2018
3,Pedro Mosquera,"€ 28,827","€ 1,499,000","€ 1,504,615",M,29,Spain,Deportivo,La Liga,2017-2018
4,Celso Borges,"€ 25,154","€ 1,308,000","€ 1,312,900",M,29,Costa Rica,Deportivo,La Liga,2017-2018
5,Zakaria Bakkali,"€ 25,154","€ 1,308,000","€ 1,312,900",F,21,Belgium,Deportivo,La Liga,2017-2018
6,Michael Krohn-Dehli,"€ 23,462","€ 1,220,000","€ 1,224,570",M,34,Denmark,Deportivo,La Liga,2017-2018
7,Guilherme,"€ 23,385","€ 1,216,000","€ 1,220,555",M,26,Brazil,Deportivo,La Liga,2017-2018
8,Raúl Albentosa,"€ 15,096","€ 785,000","€ 787,941",D,28,Spain,Deportivo,La Liga,2017-2018
9,Eneko Bóveda,"€ 14,596","€ 759,000","€ 761,843",D,28,Spain,Deportivo,La Liga,2017-2018
10,Fabian Schär,"€ 13,750","€ 715,000","€ 717,678",D,25,Switzerland,Deportivo,La Liga,2017-2018
11,Luisinho,"€ 13,538","€ 704,000","€ 706,637",D,32,Portugal,Deportivo,La Liga,2017-2018
12,Borja Valle,"€ 11,269","€ 586,000","€ 588,195",F,24,Spain,Deportivo,La Liga,2017-2018
13,Fernando Navarro,"€ 9,038","€ 470,000","€ 471,761",D,35,Spain,Deportivo,La Liga,2017-2018
14,Gerard Valentín,"€ 8,846","€ 460,000","€ 461,723",D,23,Spain,Deportivo,La Liga,2017-2018
15,Przemyslaw Tyton,"€ 8,788","€ 457,000","€ 458,712",K,30,Poland,Deportivo,La Liga,2017-2018
16,Federico Valverde,"€ 6,731","€ 350,000","€ 351,311",M,18,Uruguay,Deportivo,La Liga,2017-2018
17,Edu Expósito,"€ 2,846","€ 148,000","€ 148,554",M,20,Spain,Deportivo,La Liga,2017-2018
18,Pinchi,"€ 2,462","€ 128,000","€ 128,479",F,21,Spain,Deportivo,La Liga,2017-2018
19,Quique Fornos,"€ 1,481","€ 77,000","€ 77,288",D,20,Spain,Deportivo,La Liga,2017-2018
20,Francis Uzoho,"€ 1,404","€ 73,000","€ 73,273",K,18,Nigeria,Deportivo,La Liga,2017-2018
21,Mujaid Sadick,€ 731,"€ 38,000","€ 38,142",D,17,Spain,Deportivo,La Liga,2017-2018
22,Costel Pantilimon,€ 0,€ 0,€ 0,K,30,Romania,Deportivo,La Liga,2017-2018
23,Maksym Koval,€ 0,€ 0,€ 0,K,24,Ukraine,Deportivo,La Liga,2017-2018
24,Bruno Gama,€ 0,€ 0,€ 0,F,29,Portugal,Deportivo,La Liga,2017-2018
25,Lucas Pérez,€ 0,€ 0,€ 0,F,28,Spain,Deportivo,La Liga,2017-2018
26,Blas Alonso,€ 0,€ 0,€ 0,D,20,Spain,Deportivo,La Liga,2017-2018
27,Emre Colak,€ 0,€ 0,€ 0,M,26,Turkey,Deportivo,La Liga,2017-2018
28,Adrián López,€ 0,€ 0,€ 0,M,29,Spain,Deportivo,La Liga,2017-2018
29,Federico Cartabia,€ 0,€ 0,€ 0,F,24,Argentina,Deportivo,La Liga,2017-2018
30,Alejandro Arribas,€ 0,€ 0,€ 0,D,28,Spain,Deportivo,La Liga,2017-2018
31,Rubén Martínez,€ 0,€ 0,€ 0,K,33,Spain,Deportivo,La Liga,2017-2018
32,Saúl García,€ 0,€ 0,€ 0,D,22,Spain,Deportivo,La Liga,2017-2018
33,Sidnei,€ 0,€ 0,€ 0,D,27,Brazil,Deportivo,La Liga,2017-2018
34,Sulley Muntari,€ 0,€ 0,€ 0,M,32,Ghana,Deportivo,La Liga,2017-2018
35,Aldo One,€ 0,€ 0,€ 0,D,22,Cameroon,Deportivo,La Liga,2017-2018
