,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Manolo Gabbiadini,"€ 55,692","€ 2,896,000","€ 2,892,012",F,26,Italy,Sampdoria,Serie A,2018-2019
1,Dennis Praet,"€ 49,865","€ 2,593,000","€ 2,589,429",M,24,Belgium,Sampdoria,Serie A,2018-2019
2,Fabio Quagliarella,"€ 42,731","€ 2,222,000","€ 2,218,940",F,35,Italy,Sampdoria,Serie A,2018-2019
3,Albin Ekdal,"€ 39,173","€ 2,037,000","€ 2,034,195",M,28,Sweden,Sampdoria,Serie A,2018-2019
4,Gastón Ramírez,"€ 39,173","€ 2,037,000","€ 2,034,195",M,27,Uruguay,Sampdoria,Serie A,2018-2019
5,Lorenzo Tonelli,"€ 39,173","€ 2,037,000","€ 2,034,195",D,28,Italy,Sampdoria,Serie A,2018-2019
6,Grégoire Defrel,"€ 33,827","€ 1,759,000","€ 1,756,578",F,27,Martinique,Sampdoria,Serie A,2018-2019
7,Omar Colley,"€ 33,827","€ 1,759,000","€ 1,756,578",D,25,The Gambia,Sampdoria,Serie A,2018-2019
8,Riccardo Saponara,"€ 32,058","€ 1,667,000","€ 1,664,704",M,26,Italy,Sampdoria,Serie A,2018-2019
9,Jacopo Sala,"€ 32,058","€ 1,667,000","€ 1,664,704",D,26,Italy,Sampdoria,Serie A,2018-2019
10,Jakub Jankto,"€ 28,481","€ 1,481,000","€ 1,478,961",M,22,Czech Republic,Sampdoria,Serie A,2018-2019
11,Gianluca Caprari,"€ 26,712","€ 1,389,000","€ 1,387,087",F,24,Italy,Sampdoria,Serie A,2018-2019
12,Ronaldo Vieira,"€ 26,712","€ 1,389,000","€ 1,387,087",M,19,England,Sampdoria,Serie A,2018-2019
13,Édgar Barreto,"€ 23,154","€ 1,204,000","€ 1,202,342",M,33,Paraguay,Sampdoria,Serie A,2018-2019
14,Nicola Murru,"€ 23,154","€ 1,204,000","€ 1,202,342",D,23,Italy,Sampdoria,Serie A,2018-2019
15,Marco Sau,"€ 21,346","€ 1,110,000","€ 1,108,471",F,30,Italy,Sampdoria,Serie A,2018-2019
16,Emil Audero,"€ 19,596","€ 1,019,000","€ 1,017,597",K,21,Italy,Sampdoria,Serie A,2018-2019
17,Karol Linetty,"€ 17,808","€ 926,000","€ 924,725",M,23,Poland,Sampdoria,Serie A,2018-2019
