,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Joel Campbell,"€ 28,481","€ 1,481,000","€ 1,478,961",F,26,Costa Rica,Frosinone,Serie A,2018-2019
1,Marco Sportiello,"€ 21,365","€ 1,111,000","€ 1,109,470",K,26,Italy,Frosinone,Serie A,2018-2019
2,Francesco Bardi,"€ 17,808","€ 926,000","€ 924,725",K,26,Italy,Frosinone,Serie A,2018-2019
3,Edoardo Goldaniga,"€ 17,808","€ 926,000","€ 924,725",D,24,Italy,Frosinone,Serie A,2018-2019
4,Lorenzo Ariaudo,"€ 17,808","€ 926,000","€ 924,725",D,29,Italy,Frosinone,Serie A,2018-2019
5,Emil Hallfredsson,"€ 17,808","€ 926,000","€ 924,725",M,34,Iceland,Frosinone,Serie A,2018-2019
6,Federico Dionisi,"€ 17,808","€ 926,000","€ 924,725",F,31,Italy,Frosinone,Serie A,2018-2019
7,Camillo Ciano,"€ 17,808","€ 926,000","€ 924,725",F,28,Italy,Frosinone,Serie A,2018-2019
8,Cristian Molinaro,"€ 17,808","€ 926,000","€ 924,725",D,34,Italy,Frosinone,Serie A,2018-2019
9,Lorenzo Crisetig,"€ 17,808","€ 926,000","€ 924,725",M,25,Italy,Frosinone,Serie A,2018-2019
10,Daniel Ciofani,"€ 17,808","€ 926,000","€ 924,725",F,32,Italy,Frosinone,Serie A,2018-2019
11,Raman Chibsah,"€ 17,808","€ 926,000","€ 924,725",M,25,Ghana,Frosinone,Serie A,2018-2019
12,Marcello Trotta,"€ 14,519","€ 755,000","€ 753,960",F,25,Italy,Frosinone,Serie A,2018-2019
13,Joaquín Ardaiz,"€ 14,250","€ 741,000","€ 739,980",F,19,Uruguay,Frosinone,Serie A,2018-2019
14,Bartosz Salamon,"€ 14,250","€ 741,000","€ 739,980",D,27,Poland,Frosinone,Serie A,2018-2019
15,Federico Viviani,"€ 12,500","€ 650,000","€ 649,105",M,26,Italy,Frosinone,Serie A,2018-2019
16,Stipe Perica,"€ 10,692","€ 556,000","€ 555,234",F,22,Croatia,Frosinone,Serie A,2018-2019
17,Nicolò Brighenti,"€ 10,692","€ 556,000","€ 555,234",D,28,Italy,Frosinone,Serie A,2018-2019
18,Danilo Soddimo,"€ 10,692","€ 556,000","€ 555,234",M,30,Italy,Frosinone,Serie A,2018-2019
19,Marco Capuano,"€ 10,692","€ 556,000","€ 555,234",D,26,Italy,Frosinone,Serie A,2018-2019
20,Luka Krajnc,"€ 10,692","€ 556,000","€ 555,234",D,23,Slovenia,Frosinone,Serie A,2018-2019
21,Francesco Zampano,"€ 10,692","€ 556,000","€ 555,234",D,24,Italy,Frosinone,Serie A,2018-2019
22,Stefan Simic,"€ 10,673","€ 555,000","€ 554,236",D,23,Czech Republic,Frosinone,Serie A,2018-2019
23,Mirko Gori,"€ 8,904","€ 463,000","€ 462,362",M,25,Italy,Frosinone,Serie A,2018-2019
24,Luca Paganini,"€ 8,904","€ 463,000","€ 462,362",F,25,Italy,Frosinone,Serie A,2018-2019
25,Paolo Sammarco,"€ 8,904","€ 463,000","€ 462,362",M,35,Italy,Frosinone,Serie A,2018-2019
26,Raffaele Maiello,"€ 8,904","€ 463,000","€ 462,362",M,26,Italy,Frosinone,Serie A,2018-2019
27,Rai Vloet,"€ 7,115","€ 370,000","€ 369,490",M,23,Netherlands,Frosinone,Serie A,2018-2019
28,Andrea Beghetto,"€ 7,115","€ 370,000","€ 369,490",M,23,Italy,Frosinone,Serie A,2018-2019
29,Luca Valzania,"€ 5,673","€ 295,000","€ 294,594",M,22,Italy,Frosinone,Serie A,2018-2019
30,Alessandro Iacobucci,"€ 5,346","€ 278,000","€ 277,617",K,27,Italy,Frosinone,Serie A,2018-2019
31,Paolo Ghiglione,"€ 5,346","€ 278,000","€ 277,617",D,21,Italy,Frosinone,Serie A,2018-2019
32,Emmanuel Besea,"€ 2,885","€ 150,000","€ 149,793",M,21,Ghana,Frosinone,Serie A,2018-2019
33,Luca Matarese,"€ 2,846","€ 148,000","€ 147,796",F,20,Italy,Frosinone,Serie A,2018-2019
34,Francesco Cassata,"€ 1,788","€ 93,000","€ 92,872",M,20,Italy,Frosinone,Serie A,2018-2019
35,Andrea Pinamonti,€ 712,"€ 37,000","€ 36,949",F,19,Italy,Frosinone,Serie A,2018-2019
36,Nicola Citro,€ 0,€ 0,€ 0,F,29,Italy,Frosinone,Serie A,2018-2019
37,Alessandro Gori,€ 0,€ 0,€ 0,M,19,Italy,Frosinone,Serie A,2018-2019
38,Pier Paolo Salvati,€ 0,€ 0,€ 0,K,16,Italy,Frosinone,Serie A,2018-2019
39,Michele Volpe,€ 0,€ 0,€ 0,F,20,Italy,Frosinone,Serie A,2018-2019
40,Emanuele Terranova,€ 0,€ 0,€ 0,D,31,Italy,Frosinone,Serie A,2018-2019
41,Giuseppe Marcianò,€ 0,€ 0,€ 0,K,18,Italy,Frosinone,Serie A,2018-2019
42,Francesco Verde,€ 0,€ 0,€ 0,D,18,Italy,Frosinone,Serie A,2018-2019
43,Andrea Errico,€ 0,€ 0,€ 0,M,19,Italy,Frosinone,Serie A,2018-2019
