,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Andrea Petagna,"€ 42,731","€ 2,222,000","€ 2,218,940",F,23,Italy,Spal,Serie A,2018-2019
1,Alberto Paloschi,"€ 35,615","€ 1,852,000","€ 1,849,450",F,28,Italy,Spal,Serie A,2018-2019
2,Mirko Valdifiori,"€ 24,923","€ 1,296,000","€ 1,294,215",M,32,Italy,Spal,Serie A,2018-2019
3,Simone Missiroli,"€ 24,923","€ 1,296,000","€ 1,294,215",M,32,Italy,Spal,Serie A,2018-2019
4,Alessandro Murgia,"€ 24,904","€ 1,295,000","€ 1,293,217",M,21,Italy,Spal,Serie A,2018-2019
5,Emiliano Viviano,"€ 21,827","€ 1,135,000","€ 1,133,437",K,32,Italy,Spal,Serie A,2018-2019
6,Jasmin Kurtic,"€ 21,365","€ 1,111,000","€ 1,109,470",M,29,Slovenia,Spal,Serie A,2018-2019
7,Vasco Regini,"€ 17,788","€ 925,000","€ 923,726",D,27,Italy,Spal,Serie A,2018-2019
8,Manuel Lazzari,"€ 14,250","€ 741,000","€ 739,980",M,24,Italy,Spal,Serie A,2018-2019
9,Pasquale Schiattarella,"€ 14,250","€ 741,000","€ 739,980",M,31,Italy,Spal,Serie A,2018-2019
10,Bartosz Salamon,"€ 14,250","€ 741,000","€ 739,980",D,27,Poland,Spal,Serie A,2018-2019
11,Mirco Antenucci,"€ 14,250","€ 741,000","€ 739,980",F,33,Italy,Spal,Serie A,2018-2019
12,Francesco Vicari,"€ 14,250","€ 741,000","€ 739,980",D,23,Italy,Spal,Serie A,2018-2019
13,Johan Djourou,"€ 14,250","€ 741,000","€ 739,980",D,31,Switzerland,Spal,Serie A,2018-2019
14,Felipe,"€ 14,250","€ 741,000","€ 739,980",D,33,Brazil,Spal,Serie A,2018-2019
15,Federico Viviani,"€ 12,500","€ 650,000","€ 649,105",M,26,Italy,Spal,Serie A,2018-2019
16,Filippo Costa,"€ 12,462","€ 648,000","€ 647,108",D,23,Italy,Spal,Serie A,2018-2019
17,Sergio Floccari,"€ 10,692","€ 556,000","€ 555,234",F,36,Italy,Spal,Serie A,2018-2019
18,Everton Luiz,"€ 10,692","€ 556,000","€ 555,234",M,30,Brazil,Spal,Serie A,2018-2019
19,Kevin Bonifazi,"€ 10,692","€ 556,000","€ 555,234",D,22,Italy,Spal,Serie A,2018-2019
20,Mattia Valoti,"€ 10,692","€ 556,000","€ 555,234",M,24,Italy,Spal,Serie A,2018-2019
21,Thiago Cionek,"€ 10,692","€ 556,000","€ 555,234",D,32,Poland,Spal,Serie A,2018-2019
22,Marko Jankovic,"€ 9,904","€ 515,000","€ 514,291",F,22,Montenegro,Spal,Serie A,2018-2019
23,Mohamed Fares,"€ 8,904","€ 463,000","€ 462,362",M,22,Algeria,Spal,Serie A,2018-2019
24,Lorenzo Dickmann,"€ 8,904","€ 463,000","€ 462,362",D,21,Italy,Spal,Serie A,2018-2019
25,Alfred Gomis,"€ 8,904","€ 463,000","€ 462,362",K,24,Senegal,Spal,Serie A,2018-2019
26,Vanja Milinković-Savić,"€ 8,904","€ 463,000","€ 462,362",K,21,Serbia,Spal,Serie A,2018-2019
