,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Gonzalo Higuaín,"€ 338,327","€ 17,593,000","€ 17,568,773",F,30,Argentina,AC Milan,Serie A,2018-2019
1,Gianluigi Donnarumma,"€ 213,673","€ 11,111,000","€ 11,095,699",K,19,Italy,AC Milan,Serie A,2018-2019
2,Lucas Biglia,"€ 124,635","€ 6,481,000","€ 6,472,075",M,32,Argentina,AC Milan,Serie A,2018-2019
3,Alessio Romagnoli,"€ 124,635","€ 6,481,000","€ 6,472,075",D,23,Italy,AC Milan,Serie A,2018-2019
4,Tiemoué Bakayoko,"€ 124,635","€ 6,481,000","€ 6,472,075",M,23,France,AC Milan,Serie A,2018-2019
5,Pepe Reina,"€ 106,846","€ 5,556,000","€ 5,548,349",K,35,Spain,AC Milan,Serie A,2018-2019
6,Suso,"€ 106,846","€ 5,556,000","€ 5,548,349",F,24,Spain,AC Milan,Serie A,2018-2019
7,Hakan Calhanoglu,"€ 89,038","€ 4,630,000","€ 4,623,624",F,24,Turkey,AC Milan,Serie A,2018-2019
8,Fabio Borini,"€ 89,038","€ 4,630,000","€ 4,623,624",F,27,Italy,AC Milan,Serie A,2018-2019
9,Riccardo Montolivo,"€ 89,038","€ 4,630,000","€ 4,623,624",M,33,Italy,AC Milan,Serie A,2018-2019
10,Ignazio Abate,"€ 81,904","€ 4,259,000","€ 4,253,135",D,31,Italy,AC Milan,Serie A,2018-2019
11,Franck Kessié,"€ 78,346","€ 4,074,000","€ 4,068,390",M,21,Cote d'Ivoire,AC Milan,Serie A,2018-2019
12,Mattia Caldara,"€ 78,346","€ 4,074,000","€ 4,068,390",D,24,Italy,AC Milan,Serie A,2018-2019
13,Ricardo Rodríguez,"€ 74,788","€ 3,889,000","€ 3,883,645",D,25,Switzerland,AC Milan,Serie A,2018-2019
14,Giacomo Bonaventura,"€ 71,231","€ 3,704,000","€ 3,698,899",M,28,Italy,AC Milan,Serie A,2018-2019
15,Mateo Musacchio,"€ 71,231","€ 3,704,000","€ 3,698,899",D,27,Argentina,AC Milan,Serie A,2018-2019
16,Andrea Bertolacci,"€ 71,231","€ 3,704,000","€ 3,698,899",M,27,Italy,AC Milan,Serie A,2018-2019
17,Ivan Strinic,"€ 71,231","€ 3,704,000","€ 3,698,899",D,30,Croatia,AC Milan,Serie A,2018-2019
18,Andrea Conti,"€ 71,231","€ 3,704,000","€ 3,698,899",D,24,Italy,AC Milan,Serie A,2018-2019
19,André Silva,"€ 70,481","€ 3,665,000","€ 3,659,953",F,22,Portugal,AC Milan,Serie A,2018-2019
20,Krzysztof Piatek,"€ 64,115","€ 3,334,000","€ 3,329,409",F,23,Poland,AC Milan,Serie A,2018-2019
21,Diego Laxalt,"€ 60,538","€ 3,148,000","€ 3,143,665",M,25,Uruguay,AC Milan,Serie A,2018-2019
22,Cristián Zapata,"€ 60,538","€ 3,148,000","€ 3,143,665",D,31,Colombia,AC Milan,Serie A,2018-2019
23,Lucas Paquetá,"€ 60,538","€ 3,148,000","€ 3,143,665",M,20,Brazil,AC Milan,Serie A,2018-2019
24,Samu Castillejo,"€ 53,423","€ 2,778,000","€ 2,774,174",F,23,Spain,AC Milan,Serie A,2018-2019
25,Alen Halilovic,"€ 53,423","€ 2,778,000","€ 2,774,174",M,22,Croatia,AC Milan,Serie A,2018-2019
26,José Mauri,"€ 49,865","€ 2,593,000","€ 2,589,429",M,22,Italy,AC Milan,Serie A,2018-2019
27,Patrick Cutrone,"€ 39,173","€ 2,037,000","€ 2,034,195",F,20,Italy,AC Milan,Serie A,2018-2019
28,Davide Calabria,"€ 39,173","€ 2,037,000","€ 2,034,195",D,21,Italy,AC Milan,Serie A,2018-2019
29,Antonio Donnarumma,"€ 35,615","€ 1,852,000","€ 1,849,450",K,27,Italy,AC Milan,Serie A,2018-2019
30,Gustavo Gómez,"€ 28,192","€ 1,466,000","€ 1,463,981",D,25,Paraguay,AC Milan,Serie A,2018-2019
31,Manuel Locatelli,"€ 24,923","€ 1,296,000","€ 1,294,215",M,20,Italy,AC Milan,Serie A,2018-2019
32,Stefan Simic,"€ 10,673","€ 555,000","€ 554,236",D,23,Czech Republic,AC Milan,Serie A,2018-2019
33,Alessandro Plizzari,"€ 7,115","€ 370,000","€ 369,490",K,18,Italy,AC Milan,Serie A,2018-2019
34,Gian Filippo Felicioli,"€ 6,346","€ 330,000","€ 329,546",D,20,Italy,AC Milan,Serie A,2018-2019
35,Tiago Dias,"€ 1,096","€ 57,000","€ 56,922",M,20,Portugal,AC Milan,Serie A,2018-2019
36,Emanuele Torrasi,€ 558,"€ 29,000","€ 28,960",M,19,Italy,AC Milan,Serie A,2018-2019
37,Andrés Llamas,€ 558,"€ 29,000","€ 28,960",D,20,Italy,AC Milan,Serie A,2018-2019
38,Matteo Gabbia,€ 250,"€ 13,000","€ 12,982",D,18,Italy,AC Milan,Serie A,2018-2019
39,Marco Brescianini,€ 250,"€ 13,000","€ 12,982",M,18,Italy,AC Milan,Serie A,2018-2019
40,Ismet Sinani,€ 250,"€ 13,000","€ 12,982",F,19,Kosovo,AC Milan,Serie A,2018-2019
41,Frank Tsadjout,€ 250,"€ 13,000","€ 12,982",F,18,Italy,AC Milan,Serie A,2018-2019
42,Raoul Bellanova,€ 250,"€ 13,000","€ 12,982",D,18,Italy,AC Milan,Serie A,2018-2019
43,Matteo Soncin,€ 250,"€ 13,000","€ 12,982",K,17,Italy,AC Milan,Serie A,2018-2019
44,Alexandro Cavagnera,€ 0,€ 0,€ 0,M,19,Belgium,AC Milan,Serie A,2018-2019
