,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Valter Birsa,"€ 26,442","€ 1,375,000","€ 1,373,107",M,31,Slovenia,Chievo Verona,Serie A,2018-2019
1,Nenad Tomović,"€ 24,923","€ 1,296,000","€ 1,294,215",D,30,Serbia,Chievo Verona,Serie A,2018-2019
2,Joel Obi,"€ 24,923","€ 1,296,000","€ 1,294,215",M,27,Nigeria,Chievo Verona,Serie A,2018-2019
3,Filip Djordjevic,"€ 24,923","€ 1,296,000","€ 1,294,215",F,30,Serbia,Chievo Verona,Serie A,2018-2019
4,Emanuele Giaccherini,"€ 24,923","€ 1,296,000","€ 1,294,215",M,33,Italy,Chievo Verona,Serie A,2018-2019
5,Perparim Hetemaj,"€ 21,365","€ 1,111,000","€ 1,109,470",M,31,Finland,Chievo Verona,Serie A,2018-2019
6,Luca Rossettini,"€ 21,365","€ 1,111,000","€ 1,109,470",D,33,Italy,Chievo Verona,Serie A,2018-2019
7,Ivan Radovanovic,"€ 21,346","€ 1,110,000","€ 1,108,471",M,29,Serbia,Chievo Verona,Serie A,2018-2019
8,Marco Andreolli,"€ 20,673","€ 1,075,000","€ 1,073,520",D,32,Italy,Chievo Verona,Serie A,2018-2019
9,Stefano Sorrentino,"€ 19,596","€ 1,019,000","€ 1,017,597",K,39,Italy,Chievo Verona,Serie A,2018-2019
10,Riccardo Meggiorini,"€ 19,596","€ 1,019,000","€ 1,017,597",F,32,Italy,Chievo Verona,Serie A,2018-2019
11,Fabrizio Cacciatore,"€ 17,788","€ 925,000","€ 923,726",D,31,Italy,Chievo Verona,Serie A,2018-2019
12,Ezequiel Schelotto,"€ 17,788","€ 925,000","€ 923,726",D,29,Italy,Chievo Verona,Serie A,2018-2019
13,Bostjan Cesar,"€ 16,019","€ 833,000","€ 831,853",D,35,Slovenia,Chievo Verona,Serie A,2018-2019
14,Nicola Rigoni,"€ 16,019","€ 833,000","€ 831,853",M,27,Italy,Chievo Verona,Serie A,2018-2019
15,Lucas Piazón,"€ 15,577","€ 810,000","€ 808,885",F,24,Brazil,Chievo Verona,Serie A,2018-2019
16,Federico Barba,"€ 14,250","€ 741,000","€ 739,980",D,24,Italy,Chievo Verona,Serie A,2018-2019
17,Mariusz Stepinski,"€ 14,250","€ 741,000","€ 739,980",F,23,Poland,Chievo Verona,Serie A,2018-2019
18,Sergio Pellissier,"€ 12,462","€ 648,000","€ 647,108",F,39,Italy,Chievo Verona,Serie A,2018-2019
19,Nicolas Frey,"€ 10,692","€ 556,000","€ 555,234",D,34,France,Chievo Verona,Serie A,2018-2019
20,Manuel Pucciarelli,"€ 10,692","€ 556,000","€ 555,234",F,27,Italy,Chievo Verona,Serie A,2018-2019
21,Mattia Bani,"€ 8,904","€ 463,000","€ 462,362",D,24,Italy,Chievo Verona,Serie A,2018-2019
22,Musa Juwara,"€ 8,904","€ 463,000","€ 462,362",F,16,The Gambia,Chievo Verona,Serie A,2018-2019
23,Andrea Seculin,"€ 7,115","€ 370,000","€ 369,490",K,27,Italy,Chievo Verona,Serie A,2018-2019
24,Alejandro Rodríguez,"€ 6,058","€ 315,000","€ 314,566",F,26,Spain,Chievo Verona,Serie A,2018-2019
25,Assane Dioussé,"€ 5,577","€ 290,000","€ 289,601",M,20,Senegal,Chievo Verona,Serie A,2018-2019
26,Pawel Jaroszynski,"€ 5,346","€ 278,000","€ 277,617",D,23,Poland,Chievo Verona,Serie A,2018-2019
27,Sofian Kiyine,"€ 3,558","€ 185,000","€ 184,745",M,20,Morocco,Chievo Verona,Serie A,2018-2019
28,Fabio Depaoli,"€ 3,558","€ 185,000","€ 184,745",D,21,Italy,Chievo Verona,Serie A,2018-2019
29,Mauro Burruchaga,"€ 2,846","€ 148,000","€ 147,796",M,20,Argentina,Chievo Verona,Serie A,2018-2019
30,Michele Rigione,"€ 2,846","€ 148,000","€ 147,796",D,27,Italy,Chievo Verona,Serie A,2018-2019
31,Alessandro Confente,"€ 1,904","€ 99,000","€ 98,864",K,20,Italy,Chievo Verona,Serie A,2018-2019
32,Sergej Grubac,"€ 1,788","€ 93,000","€ 92,872",F,18,Montenegro,Chievo Verona,Serie A,2018-2019
33,Emanuel Vignato,"€ 1,788","€ 93,000","€ 92,872",F,17,Italy,Chievo Verona,Serie A,2018-2019
34,Mehdi Léris,"€ 1,788","€ 93,000","€ 92,872",M,20,France,Chievo Verona,Serie A,2018-2019
35,Adrian Semper,"€ 1,788","€ 93,000","€ 92,872",K,20,Croatia,Chievo Verona,Serie A,2018-2019
36,Strahinja Tanasijevic,"€ 1,788","€ 93,000","€ 92,872",D,21,Serbia,Chievo Verona,Serie A,2018-2019
37,Nicola Danieli,"€ 1,404","€ 73,000","€ 72,899",M,20,Italy,Chievo Verona,Serie A,2018-2019
38,Lorenzo Rivi,€ 250,"€ 13,000","€ 12,982",F,19,Italy,Chievo Verona,Serie A,2018-2019
39,Massimo Bertagnoli,€ 250,"€ 13,000","€ 12,982",M,19,Italy,Chievo Verona,Serie A,2018-2019
40,Ibrahim Karamoko,€ 250,"€ 13,000","€ 12,982",M,16,France,Chievo Verona,Serie A,2018-2019
41,Andrea Isufaj,€ 250,"€ 13,000","€ 12,982",F,18,Italy,Chievo Verona,Serie A,2018-2019
42,Filippo Pavoni,€ 250,"€ 13,000","€ 12,982",K,18,Italy,Chievo Verona,Serie A,2018-2019
43,Elia Caprile,€ 250,"€ 13,000","€ 12,982",K,16,Italy,Chievo Verona,Serie A,2018-2019
44,Cesare Pogliano,€ 250,"€ 13,000","€ 12,982",D,20,Italy,Chievo Verona,Serie A,2018-2019
45,Angelo Ndrecka,€ 250,"€ 13,000","€ 12,982",D,16,Albania,Chievo Verona,Serie A,2018-2019
46,Thadèe Kaleba,€ 250,"€ 13,000","€ 12,982",D,19,France,Chievo Verona,Serie A,2018-2019
47,Giovanni Di Noia,€ 0,€ 0,€ 0,M,23,Italy,Chievo Verona,Serie A,2018-2019
48,Michele Troiani,€ 0,€ 0,€ 0,D,21,Italy,Chievo Verona,Serie A,2018-2019
49,Yusupha Bobb,€ 0,€ 0,€ 0,M,22,The Gambia,Chievo Verona,Serie A,2018-2019
50,Lorenzo Sarini,€ 0,€ 0,€ 0,K,19,Italy,Chievo Verona,Serie A,2018-2019
51,Ngissah Bismark,€ 0,€ 0,€ 0,F,20,Ghana,Chievo Verona,Serie A,2018-2019
52,Kevin Yamga,€ 0,€ 0,€ 0,F,21,France,Chievo Verona,Serie A,2018-2019
53,Edoardo Sbampato,€ 0,€ 0,€ 0,D,20,Italy,Chievo Verona,Serie A,2018-2019
54,Davide Savi,€ 0,€ 0,€ 0,D,22,Italy,Chievo Verona,Serie A,2018-2019
55,Davide Mansi,€ 0,€ 0,€ 0,D,22,Italy,Chievo Verona,Serie A,2018-2019
