,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Luis Muriel,"€ 82,500","€ 4,290,000","€ 4,284,092",F,27,Colombia,Fiorentina,Serie A,2018-2019
1,Federico Chiesa,"€ 60,538","€ 3,148,000","€ 3,143,665",F,20,Italy,Fiorentina,Serie A,2018-2019
2,Marko Pjaca,"€ 53,423","€ 2,778,000","€ 2,774,174",F,23,Croatia,Fiorentina,Serie A,2018-2019
3,Gerson,"€ 39,173","€ 2,037,000","€ 2,034,195",M,21,Brazil,Fiorentina,Serie A,2018-2019
4,Germán Pezzella,"€ 39,173","€ 2,037,000","€ 2,034,195",D,27,Argentina,Fiorentina,Serie A,2018-2019
5,Kevin Mirallas,"€ 39,173","€ 2,037,000","€ 2,034,195",F,30,Belgium,Fiorentina,Serie A,2018-2019
6,Giovanni Simeone,"€ 39,173","€ 2,037,000","€ 2,034,195",F,22,Argentina,Fiorentina,Serie A,2018-2019
7,Marco Benassi,"€ 39,173","€ 2,037,000","€ 2,034,195",M,23,Italy,Fiorentina,Serie A,2018-2019
8,Vitor Hugo,"€ 39,173","€ 2,037,000","€ 2,034,195",D,27,Brazil,Fiorentina,Serie A,2018-2019
9,Jordan Veretout,"€ 32,058","€ 1,667,000","€ 1,664,704",M,25,France,Fiorentina,Serie A,2018-2019
10,Riccardo Saponara,"€ 32,058","€ 1,667,000","€ 1,664,704",M,26,Italy,Fiorentina,Serie A,2018-2019
11,Edimilson Fernandes,"€ 30,269","€ 1,574,000","€ 1,571,832",M,22,Switzerland,Fiorentina,Serie A,2018-2019
12,Valentin Eysseric,"€ 26,712","€ 1,389,000","€ 1,387,087",M,26,France,Fiorentina,Serie A,2018-2019
13,Cyril Théréau,"€ 24,808","€ 1,290,000","€ 1,288,224",F,35,France,Fiorentina,Serie A,2018-2019
14,Sebastián Cristóforo,"€ 24,692","€ 1,284,000","€ 1,282,232",M,24,Uruguay,Fiorentina,Serie A,2018-2019
15,Cristiano Biraghi,"€ 21,365","€ 1,111,000","€ 1,109,470",D,25,Italy,Fiorentina,Serie A,2018-2019
16,Nikola Milenkovic,"€ 21,365","€ 1,111,000","€ 1,109,470",D,20,Serbia,Fiorentina,Serie A,2018-2019
17,Alban Lafont,"€ 21,365","€ 1,111,000","€ 1,109,470",K,19,France,Fiorentina,Serie A,2018-2019
18,Vincent Laurini,"€ 17,808","€ 926,000","€ 924,725",D,29,France,Fiorentina,Serie A,2018-2019
19,Federico Ceccherini,"€ 17,808","€ 926,000","€ 924,725",D,26,Italy,Fiorentina,Serie A,2018-2019
20,Bryan Dabo,"€ 17,808","€ 926,000","€ 924,725",M,26,Burkina Faso,Fiorentina,Serie A,2018-2019
21,Maximiliano Olivera,"€ 17,808","€ 926,000","€ 924,725",D,26,Uruguay,Fiorentina,Serie A,2018-2019
22,David Hancko,"€ 14,250","€ 741,000","€ 739,980",D,20,Slovakia,Fiorentina,Serie A,2018-2019
