,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mauro Icardi,"€ 160,250","€ 8,333,000","€ 8,321,525",F,25,Argentina,Inter Milan,Serie A,2018-2019
1,Radja Nainggolan,"€ 160,250","€ 8,333,000","€ 8,321,525",M,30,Belgium,Inter Milan,Serie A,2018-2019
2,Ivan Perisic,"€ 142,442","€ 7,407,000","€ 7,396,800",F,29,Croatia,Inter Milan,Serie A,2018-2019
3,Stefan de Vrij,"€ 135,327","€ 7,037,000","€ 7,027,310",D,26,Netherlands,Inter Milan,Serie A,2018-2019
4,Samir Handanovic,"€ 113,962","€ 5,926,000","€ 5,917,839",K,33,Slovenia,Inter Milan,Serie A,2018-2019
5,Keita Baldé,"€ 106,846","€ 5,556,000","€ 5,548,349",F,23,Senegal,Inter Milan,Serie A,2018-2019
6,Milan Skriniar,"€ 106,846","€ 5,556,000","€ 5,548,349",D,23,Slovakia,Inter Milan,Serie A,2018-2019
7,Kwadwo Asamoah,"€ 106,846","€ 5,556,000","€ 5,548,349",D,29,Ghana,Inter Milan,Serie A,2018-2019
8,Antonio Candreva,"€ 106,846","€ 5,556,000","€ 5,548,349",F,31,Italy,Inter Milan,Serie A,2018-2019
9,Miranda,"€ 105,731","€ 5,498,000","€ 5,490,429",D,33,Brazil,Inter Milan,Serie A,2018-2019
10,Sime Vrsaljko,"€ 99,712","€ 5,185,000","€ 5,177,860",D,26,Croatia,Inter Milan,Serie A,2018-2019
11,João Mário,"€ 96,154","€ 5,000,000","€ 4,993,115",M,25,Portugal,Inter Milan,Serie A,2018-2019
12,Marcelo Brozovic,"€ 89,038","€ 4,630,000","€ 4,623,624",M,25,Croatia,Inter Milan,Serie A,2018-2019
13,Matías Vecino,"€ 89,038","€ 4,630,000","€ 4,623,624",M,26,Uruguay,Inter Milan,Serie A,2018-2019
14,Borja Valero,"€ 89,038","€ 4,630,000","€ 4,623,624",M,33,Spain,Inter Milan,Serie A,2018-2019
15,Andrea Ranocchia,"€ 85,462","€ 4,444,000","€ 4,437,880",D,30,Italy,Inter Milan,Serie A,2018-2019
16,Cédric Soares,"€ 72,404","€ 3,765,000","€ 3,759,815",D,26,Portugal,Inter Milan,Serie A,2018-2019
17,Danilo D'Ambrosio,"€ 60,538","€ 3,148,000","€ 3,143,665",D,29,Italy,Inter Milan,Serie A,2018-2019
18,Matteo Politano,"€ 56,981","€ 2,963,000","€ 2,958,920",F,24,Italy,Inter Milan,Serie A,2018-2019
19,Lautaro Martínez,"€ 53,423","€ 2,778,000","€ 2,774,174",F,20,Argentina,Inter Milan,Serie A,2018-2019
20,Roberto Gagliardini,"€ 53,423","€ 2,778,000","€ 2,774,174",M,24,Italy,Inter Milan,Serie A,2018-2019
21,Cristian Ansaldi,"€ 49,865","€ 2,593,000","€ 2,589,429",D,31,Argentina,Inter Milan,Serie A,2018-2019
22,Dalbert,"€ 42,731","€ 2,222,000","€ 2,218,940",D,24,Brazil,Inter Milan,Serie A,2018-2019
23,Yann Karamoh,"€ 35,250","€ 1,833,000","€ 1,830,476",F,19,France,Inter Milan,Serie A,2018-2019
24,Daniele Padelli,"€ 17,808","€ 926,000","€ 924,725",K,32,Italy,Inter Milan,Serie A,2018-2019
25,Alessandro Bastoni,"€ 14,250","€ 741,000","€ 739,980",D,19,Italy,Inter Milan,Serie A,2018-2019
26,Tommaso Berni,"€ 7,115","€ 370,000","€ 369,490",K,35,Italy,Inter Milan,Serie A,2018-2019
27,Federico Dimarco,"€ 7,115","€ 370,000","€ 369,490",D,20,Italy,Inter Milan,Serie A,2018-2019
28,Raffaele Di Gennaro,"€ 5,346","€ 278,000","€ 277,617",K,24,Italy,Inter Milan,Serie A,2018-2019
