,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Robin Knoche,,"€ 28,846","€ 1,500,000",CB,28,Starter,"Jun 30, 2021",1-yr,"€ 1,500,000",Union Berlin,Bundesliga,2020-2021
1,Loris Karius,,"€ 25,000","€ 1,300,000",GK,27,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Union Berlin,Bundesliga,2020-2021
2,Max Kruse,,"€ 21,154","€ 1,100,000",SS,32,Starter,"Jun 30, 2021",1-yr,"€ 1,100,000",Union Berlin,Bundesliga,2020-2021
3,Joel Pohjanpalo,,"€ 18,077","€ 940,000",CF,26,Starter,"Jun 30, 2021",1-yr,"€ 940,000",Union Berlin,Bundesliga,2020-2021
4,Grischa Prömel,,"€ 16,923","€ 880,000",CM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 1,760,000",Union Berlin,Bundesliga,2020-2021
5,Florian Hübner,,"€ 16,538","€ 860,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 860,000",Union Berlin,Bundesliga,2020-2021
6,Marcus Ingvartsen,,"€ 15,385","€ 800,000",RW,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,600,000",Union Berlin,Bundesliga,2020-2021
7,Akaki Gogia,,"€ 14,038","€ 730,000",RW,29,Reserve,"Jun 30, 2021",1-yr,"€ 730,000",Union Berlin,Bundesliga,2020-2021
8,Christian Gentner,,"€ 13,077","€ 680,000",CM,35,Starter,"Jun 30, 2021",1-yr,"€ 680,000",Union Berlin,Bundesliga,2020-2021
9,Christopher Trimmel,,"€ 13,077","€ 680,000",RB,33,Starter,"Jun 30, 2021",1-yr,"€ 680,000",Union Berlin,Bundesliga,2020-2021
10,Anthony Ujah,,"€ 11,923","€ 620,000",CF,30,Reserve,"Jun 30, 2022",2-yrs,"€ 1,240,000",Union Berlin,Bundesliga,2020-2021
11,Niko Gießelmann,,"€ 11,538","€ 600,000",LB,29,Reserve,"Jun 30, 2021",1-yr,"€ 600,000",Union Berlin,Bundesliga,2020-2021
12,Marius Bülter,,"€ 10,962","€ 570,000",LW,27,Reserve,"Jun 30, 2022",2-yrs,"€ 1,140,000",Union Berlin,Bundesliga,2020-2021
13,Marvin Friedrich,,"€ 10,962","€ 570,000",CB,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,140,000",Union Berlin,Bundesliga,2020-2021
14,Petar Musa,,"€ 10,577","€ 550,000",CF,22,Reserve,"Jun 30, 2021",1-yr,"€ 550,000",Union Berlin,Bundesliga,2020-2021
15,Julian Ryerson,,"€ 10,385","€ 540,000",RB,23,Reserve,"Jun 30, 2021",1-yr,"€ 540,000",Union Berlin,Bundesliga,2020-2021
16,Sheraldo Becker,,"€ 10,000","€ 520,000",RW,25,Starter,"Jun 30, 2023",3-yrs,"€ 1,560,000",Union Berlin,Bundesliga,2020-2021
17,Cedric Teuchert,,"€ 9,808","€ 510,000",AM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 1,530,000",Union Berlin,Bundesliga,2020-2021
18,Taiwo Awoniyi,,"€ 9,423","€ 490,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 490,000",Union Berlin,Bundesliga,2020-2021
19,Robert Andrich,,"€ 8,654","€ 450,000",CM,26,Starter,"Jun 30, 2022",2-yrs,"€ 900,000",Union Berlin,Bundesliga,2020-2021
20,Jakob Busk,,"€ 8,077","€ 420,000",GK,27,Reserve,"Jun 30, 2021",1-yr,"€ 420,000",Union Berlin,Bundesliga,2020-2021
21,Andreas Luthe,,"€ 7,308","€ 380,000",GK,33,Starter,"Jun 30, 2021",1-yr,"€ 380,000",Union Berlin,Bundesliga,2020-2021
22,Christopher Lenz,,"€ 7,308","€ 380,000",LB,26,Starter,"Jun 30, 2021",1-yr,"€ 380,000",Union Berlin,Bundesliga,2020-2021
23,Sebastian Griesbeck,,"€ 5,385","€ 280,000",DM,30,Reserve,"Jun 30, 2021",1-yr,"€ 280,000",Union Berlin,Bundesliga,2020-2021
24,Nico Schlotterbeck,,"€ 5,000","€ 260,000",CB,21,Reserve,"Jun 30, 2021",1-yr,"€ 260,000",Union Berlin,Bundesliga,2020-2021
25,Leon Dajaku,,"€ 3,654","€ 190,000",AM,19,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Union Berlin,Bundesliga,2020-2021
26,Tim Maciejewski,,"€ 3,654","€ 190,000",RW,19,Reserve,"Jun 30, 2021",1-yr,"€ 190,000",Union Berlin,Bundesliga,2020-2021
27,Keita Endo,,"€ 3,462","€ 180,000",LW,23,Reserve,"Jun 30, 2021",1-yr,"€ 180,000",Union Berlin,Bundesliga,2020-2021
