,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Sead Kolasinac,,"€ 111,154","€ 5,780,000",LB,27,Reserve,"Jun 30, 2021",1-yr,"€ 5,780,000",Schalke 04,Bundesliga,2020-2021
1,Nabil Bentaleb,,"€ 107,692","€ 5,600,000",CM,26,Starter,"Jun 30, 2021",1-yr,"€ 5,600,000",Schalke 04,Bundesliga,2020-2021
2,Omar Mascarell,,"€ 100,000","€ 5,200,000",DM,28,Starter,"Jun 30, 2022",2-yrs,"€ 10,400,000",Schalke 04,Bundesliga,2020-2021
3,Matija Nastasic,,"€ 75,000","€ 3,900,000",CB,27,Starter,"Jun 30, 2022",2-yrs,"€ 7,800,000",Schalke 04,Bundesliga,2020-2021
4,Klaas-Jan Huntelaar,,"€ 73,077","€ 3,800,000",CF,37,Reserve,"Jun 30, 2021",1-yr,"€ 3,800,000",Schalke 04,Bundesliga,2020-2021
5,Salif Sané,,"€ 65,769","€ 3,420,000",CB,30,Starter,"Jun 30, 2022",2-yrs,"€ 6,840,000",Schalke 04,Bundesliga,2020-2021
6,Mark Uth,,"€ 59,615","€ 3,100,000",SS,29,Reserve,"Jun 30, 2022",2-yrs,"€ 6,200,000",Schalke 04,Bundesliga,2020-2021
7,Amine Harit,,"€ 59,615","€ 3,100,000",AM,23,Starter,"Jun 30, 2024",4-yrs,"€ 12,400,000",Schalke 04,Bundesliga,2020-2021
8,Ralf Fährmann,,"€ 53,846","€ 2,800,000",GK,32,Reserve,"Jun 30, 2023",3-yrs,"€ 8,400,000",Schalke 04,Bundesliga,2020-2021
9,Shkodran Mustafi,,"€ 50,000","€ 2,600,000",CB,28,Reserve,"Jun 30, 2021",1-yr,"€ 2,600,000",Schalke 04,Bundesliga,2020-2021
10,Benito Raman,,"€ 47,115","€ 2,450,000",LW,26,Reserve,"Jun 30, 2024",4-yrs,"€ 9,800,000",Schalke 04,Bundesliga,2020-2021
11,Bastian Oczipka,,"€ 44,231","€ 2,300,000",LB,32,Starter,"Jun 30, 2023",3-yrs,"€ 6,900,000",Schalke 04,Bundesliga,2020-2021
12,Alessandro Schöpf,,"€ 40,385","€ 2,100,000",RM,26,Reserve,"Jun 30, 2021",1-yr,"€ 2,100,000",Schalke 04,Bundesliga,2020-2021
13,William,,"€ 36,538","€ 1,900,000",RB,25,Reserve,"Jun 30, 2021",1-yr,"€ 1,900,000",Schalke 04,Bundesliga,2020-2021
14,Benjamin Stambouli,,"€ 36,538","€ 1,900,000",CB,30,Reserve,"Jun 30, 2023",3-yrs,"€ 5,700,000",Schalke 04,Bundesliga,2020-2021
15,Suat Serdar,,"€ 32,692","€ 1,700,000",CM,23,Reserve,"Jun 30, 2022",2-yrs,"€ 3,400,000",Schalke 04,Bundesliga,2020-2021
16,Gonçalo Paciência,,"€ 21,923","€ 1,140,000",CF,26,Starter,"Jun 30, 2021",1-yr,"€ 1,140,000",Schalke 04,Bundesliga,2020-2021
17,Frederik Rönnow,,"€ 17,885","€ 930,000",GK,28,Starter,"Jun 30, 2021",1-yr,"€ 930,000",Schalke 04,Bundesliga,2020-2021
18,Hamza Mendyl,,"€ 13,077","€ 680,000",LB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 2,040,000",Schalke 04,Bundesliga,2020-2021
19,Matthew Hoppe,,"€ 11,538","€ 600,000",CF,20,Starter,"Jun 30, 2023",3-yrs,"€ 1,800,000",Schalke 04,Bundesliga,2020-2021
20,Steven Skrzybski,,"€ 10,385","€ 540,000",RW,28,Reserve,"Jun 30, 2021",1-yr,"€ 540,000",Schalke 04,Bundesliga,2020-2021
21,Nassim Boujellab,,"€ 10,000","€ 520,000",CM,21,Reserve,"Jun 30, 2022",2-yrs,"€ 1,040,000",Schalke 04,Bundesliga,2020-2021
22,Luca Schuler,,"€ 9,615","€ 500,000",CF,21,Reserve,"Jun 30, 2021",1-yr,"€ 500,000",Schalke 04,Bundesliga,2020-2021
23,Michael Langer,,"€ 8,846","€ 460,000",GK,36,Reserve,"Jun 30, 2022",2-yrs,"€ 920,000",Schalke 04,Bundesliga,2020-2021
24,Kilian Ludewig,,"€ 1,538","€ 80,000",RB,20,Starter,"Jun 30, 2021",1-yr,"€ 80,000",Schalke 04,Bundesliga,2020-2021
25,Timo Becker,,€ 962,"€ 50,000",CB,23,Reserve,"Jun 30, 2021",1-yr,"€ 50,000",Schalke 04,Bundesliga,2020-2021
26,Kerim Calhanoglu,,€ 769,"€ 40,000",LM,18,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Schalke 04,Bundesliga,2020-2021
27,Malick Thiaw,,€ 577,"€ 30,000",CB,19,Starter,"Jun 30, 2024",4-yrs,"€ 120,000",Schalke 04,Bundesliga,2020-2021
28,Can Bozdogan,,€ 577,"€ 30,000",AM,19,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Schalke 04,Bundesliga,2020-2021
29,Levent Mercan,,€ 385,"€ 20,000",AM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 60,000",Schalke 04,Bundesliga,2020-2021
