,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Gonzalo Castro,,"€ 65,385","€ 3,400,000",CM,33,Starter,"Jun 30, 2021",1-yr,"€ 3,400,000",Stuttgart,Bundesliga,2020-2021
1,Daniel Didavi,,"€ 40,385","€ 2,100,000",AM,30,Reserve,"Jun 30, 2022",2-yrs,"€ 4,200,000",Stuttgart,Bundesliga,2020-2021
2,Erik Thommy,,"€ 21,154","€ 1,100,000",LM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 2,200,000",Stuttgart,Bundesliga,2020-2021
3,Marc Oliver Kempf,,"€ 19,423","€ 1,010,000",CB,26,Starter,"Jun 30, 2022",2-yrs,"€ 2,020,000",Stuttgart,Bundesliga,2020-2021
4,Nicolás González,,"€ 17,308","€ 900,000",LW,22,Reserve,"Jun 30, 2024",4-yrs,"€ 3,600,000",Stuttgart,Bundesliga,2020-2021
5,Konstantinos Mavropanos,,"€ 14,615","€ 760,000",CB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 1,520,000",Stuttgart,Bundesliga,2020-2021
6,Waldemar Anton,,"€ 14,423","€ 750,000",CB,24,Reserve,"Jun 30, 2024",4-yrs,"€ 3,000,000",Stuttgart,Bundesliga,2020-2021
7,Gregor Kobel,,"€ 14,231","€ 740,000",GK,23,Starter,"Jun 30, 2024",4-yrs,"€ 2,960,000",Stuttgart,Bundesliga,2020-2021
8,Pascal Stenzel,,"€ 13,654","€ 710,000",RB,24,Starter,"Jun 30, 2024",4-yrs,"€ 2,840,000",Stuttgart,Bundesliga,2020-2021
9,Wataru Endo,,"€ 12,692","€ 660,000",DM,27,Starter,"Jun 30, 2024",4-yrs,"€ 2,640,000",Stuttgart,Bundesliga,2020-2021
10,Philipp Klement,,"€ 12,500","€ 650,000",AM,28,Reserve,"Jun 30, 2023",3-yrs,"€ 1,950,000",Stuttgart,Bundesliga,2020-2021
11,Borna Sosa,,"€ 12,308","€ 640,000",LB,23,Reserve,"Jun 30, 2025",5-yrs,"€ 3,200,000",Stuttgart,Bundesliga,2020-2021
12,Silas Wamangituka,,"€ 10,769","€ 560,000",RW,21,Starter,"Jun 30, 2024",4-yrs,"€ 2,240,000",Stuttgart,Bundesliga,2020-2021
13,Marcin Kaminski,,"€ 10,577","€ 550,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 550,000",Stuttgart,Bundesliga,2020-2021
14,Fabian Bredlow,,"€ 9,423","€ 490,000",GK,25,Reserve,"Jun 30, 2024",4-yrs,"€ 1,960,000",Stuttgart,Bundesliga,2020-2021
15,Atakan Karazor,,"€ 9,038","€ 470,000",CB,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,410,000",Stuttgart,Bundesliga,2020-2021
16,Sasa Kalajdzic,,"€ 7,500","€ 390,000",CF,23,Starter,"Jun 30, 2023",3-yrs,"€ 1,170,000",Stuttgart,Bundesliga,2020-2021
17,Philipp Förster,,"€ 7,308","€ 380,000",AM,25,Reserve,"Jun 30, 2023",3-yrs,"€ 1,140,000",Stuttgart,Bundesliga,2020-2021
18,Clinton Mola,,"€ 5,769","€ 300,000",DM,19,Reserve,"Jun 30, 2024",4-yrs,"€ 1,200,000",Stuttgart,Bundesliga,2020-2021
19,Orel Mangala,,"€ 5,192","€ 270,000",DM,22,Starter,"Jun 30, 2024",4-yrs,"€ 1,080,000",Stuttgart,Bundesliga,2020-2021
20,Hamadi Al Ghaddioui,,"€ 4,231","€ 220,000",CF,30,Reserve,"Jun 30, 2022",2-yrs,"€ 440,000",Stuttgart,Bundesliga,2020-2021
21,Mateo Klimowicz,,"€ 3,846","€ 200,000",AM,20,Starter,"Jun 30, 2024",4-yrs,"€ 800,000",Stuttgart,Bundesliga,2020-2021
22,Tanguy Coulibaly,,"€ 3,846","€ 200,000",LW,19,Starter,"Jun 30, 2023",3-yrs,"€ 600,000",Stuttgart,Bundesliga,2020-2021
23,Jens Grahl,,"€ 3,654","€ 190,000",GK,32,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Stuttgart,Bundesliga,2020-2021
24,Roberto Massimo,,"€ 3,654","€ 190,000",RM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Stuttgart,Bundesliga,2020-2021
25,Darko Churlinov,,"€ 2,115","€ 110,000",LW,20,Reserve,"Jun 30, 2024",4-yrs,"€ 440,000",Stuttgart,Bundesliga,2020-2021
26,Luca Mack,,€ 962,"€ 50,000",DM,20,Reserve,"Jun 30, 2022",2-yrs,"€ 100,000",Stuttgart,Bundesliga,2020-2021
27,Antonis Aidonis,,€ 769,"€ 40,000",CB,19,Reserve,"Jun 30, 2023",3-yrs,"€ 120,000",Stuttgart,Bundesliga,2020-2021
28,Lilian Egloff,,€ 577,"€ 30,000",AM,18,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Stuttgart,Bundesliga,2020-2021
29,Naouirou Ahamada,,€ 385,"€ 20,000",CM,18,Reserve,"Jun 30, 2021",1-yr,"€ 20,000",Stuttgart,Bundesliga,2020-2021
30,Momo Cissé,,€ 385,"€ 20,000",RW,18,Reserve,"Jun 30, 2025",5-yrs,"€ 100,000",Stuttgart,Bundesliga,2020-2021
