,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Maximilian Eggestein,,"€ 59,615","€ 3,100,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 9,300,000",Werder Bremen,Bundesliga,2020-2021
1,Jiri Pavlenka,,"€ 50,000","€ 2,600,000",GK,28,Starter,"Jun 30, 2022",2-yrs,"€ 5,200,000",Werder Bremen,Bundesliga,2020-2021
2,Ömer Toprak,,"€ 46,154","€ 2,400,000",CB,31,Starter,"Jun 30, 2023",3-yrs,"€ 7,200,000",Werder Bremen,Bundesliga,2020-2021
3,Niclas Füllkrug,,"€ 44,231","€ 2,300,000",CF,27,Reserve,"Jun 30, 2023",3-yrs,"€ 6,900,000",Werder Bremen,Bundesliga,2020-2021
4,Ludwig Augustinsson,,"€ 39,808","€ 2,070,000",LB,26,Reserve,"Jun 30, 2022",2-yrs,"€ 4,140,000",Werder Bremen,Bundesliga,2020-2021
5,Milot Rashica,,"€ 38,462","€ 2,000,000",LW,24,Reserve,"Jun 30, 2022",2-yrs,"€ 4,000,000",Werder Bremen,Bundesliga,2020-2021
6,Niklas Moisander,,"€ 38,462","€ 2,000,000",CB,35,Reserve,"Jun 30, 2021",1-yr,"€ 2,000,000",Werder Bremen,Bundesliga,2020-2021
7,Yuya Osako,,"€ 34,615","€ 1,800,000",SS,30,Reserve,"Jun 30, 2022",2-yrs,"€ 3,600,000",Werder Bremen,Bundesliga,2020-2021
8,Leonardo Bittencourt,,"€ 30,769","€ 1,600,000",AM,27,Starter,"Jun 30, 2024",4-yrs,"€ 6,400,000",Werder Bremen,Bundesliga,2020-2021
9,Theodor Gebre Selassie,,"€ 28,846","€ 1,500,000",RB,34,Starter,"Jun 30, 2021",1-yr,"€ 1,500,000",Werder Bremen,Bundesliga,2020-2021
10,Davie Selke,,"€ 26,923","€ 1,400,000",CF,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,400,000",Werder Bremen,Bundesliga,2020-2021
11,Kevin Möhwald,,"€ 18,846","€ 980,000",CM,27,Reserve,"Jun 30, 2022",2-yrs,"€ 1,960,000",Werder Bremen,Bundesliga,2020-2021
12,Milos Veljkovic,,"€ 17,692","€ 920,000",CB,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,840,000",Werder Bremen,Bundesliga,2020-2021
13,Josh Sargent,,"€ 14,808","€ 770,000",CF,20,Starter,"Jun 30, 2022",2-yrs,"€ 1,540,000",Werder Bremen,Bundesliga,2020-2021
14,Felix Agu,,"€ 11,538","€ 600,000",RB,21,Starter,"Jun 30, 2024",4-yrs,"€ 2,400,000",Werder Bremen,Bundesliga,2020-2021
15,Marco Friedl,,"€ 11,154","€ 580,000",CB,22,Starter,"Jun 30, 2022",2-yrs,"€ 1,160,000",Werder Bremen,Bundesliga,2020-2021
16,Patrick Erras,,"€ 7,885","€ 410,000",DM,26,Reserve,"Jun 30, 2023",3-yrs,"€ 1,230,000",Werder Bremen,Bundesliga,2020-2021
17,Christian Groß,,"€ 5,577","€ 290,000",DM,31,Reserve,"Jun 30, 2022",2-yrs,"€ 580,000",Werder Bremen,Bundesliga,2020-2021
18,Eduardo dos Santos Haesler,,"€ 4,038","€ 210,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 420,000",Werder Bremen,Bundesliga,2020-2021
19,Romano Schmid,,"€ 4,038","€ 210,000",AM,21,Starter,"Jun 30, 2023",3-yrs,"€ 630,000",Werder Bremen,Bundesliga,2020-2021
20,Nick Woltemade,,"€ 3,654","€ 190,000",SS,18,Reserve,"Jun 30, 2021",1-yr,"€ 190,000",Werder Bremen,Bundesliga,2020-2021
21,Oscar Schönfelder,,"€ 3,654","€ 190,000",LW,19,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Werder Bremen,Bundesliga,2020-2021
22,Michael Zetterer,,"€ 2,885","€ 150,000",GK,25,Reserve,"Jun 30, 2022",2-yrs,"€ 300,000",Werder Bremen,Bundesliga,2020-2021
23,Jean Manuel Mbom,,"€ 2,115","€ 110,000",CM,20,Starter,"Jun 30, 2023",3-yrs,"€ 330,000",Werder Bremen,Bundesliga,2020-2021
24,Ilia Gruev,,€ 962,"€ 50,000",DM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 150,000",Werder Bremen,Bundesliga,2020-2021
