,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Luka Jovic,,"€ 200,385","€ 10,420,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 10,420,000",Eintracht Frankfurt,Bundesliga,2020-2021
1,Kevin Trapp,,"€ 53,846","€ 2,800,000",GK,30,Starter,"Jun 30, 2024",4-yrs,"€ 11,200,000",Eintracht Frankfurt,Bundesliga,2020-2021
2,Filip Kostic,,"€ 51,923","€ 2,700,000",LM,28,Starter,"Jun 30, 2023",3-yrs,"€ 8,100,000",Eintracht Frankfurt,Bundesliga,2020-2021
3,André Silva,,"€ 51,923","€ 2,700,000",CF,25,Starter,"Jun 30, 2023",3-yrs,"€ 8,100,000",Eintracht Frankfurt,Bundesliga,2020-2021
4,Martin Hinteregger,,"€ 50,577","€ 2,630,000",CB,28,Starter,"Jun 30, 2024",4-yrs,"€ 10,520,000",Eintracht Frankfurt,Bundesliga,2020-2021
5,Amin Younes,,"€ 46,154","€ 2,400,000",LW,27,Starter,"Jun 30, 2022",2-yrs,"€ 4,800,000",Eintracht Frankfurt,Bundesliga,2020-2021
6,Sebastian Rode,,"€ 40,385","€ 2,100,000",CM,30,Reserve,"Jun 30, 2024",4-yrs,"€ 8,400,000",Eintracht Frankfurt,Bundesliga,2020-2021
7,Djibril Sow,,"€ 39,808","€ 2,070,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 8,280,000",Eintracht Frankfurt,Bundesliga,2020-2021
8,Jetro Willems,,"€ 34,615","€ 1,800,000",LB,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,800,000",Eintracht Frankfurt,Bundesliga,2020-2021
9,Almamy Touré,,"€ 32,692","€ 1,700,000",RB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 5,100,000",Eintracht Frankfurt,Bundesliga,2020-2021
10,Erik Durm,,"€ 26,923","€ 1,400,000",RB,28,Reserve,"Jun 30, 2023",3-yrs,"€ 4,200,000",Eintracht Frankfurt,Bundesliga,2020-2021
11,Stefan Ilsanker,,"€ 26,923","€ 1,400,000",DM,31,Reserve,"Jun 30, 2022",2-yrs,"€ 2,800,000",Eintracht Frankfurt,Bundesliga,2020-2021
12,Makoto Hasebe,,"€ 19,231","€ 1,000,000",DM,37,Starter,"Jun 30, 2022",2-yrs,"€ 2,000,000",Eintracht Frankfurt,Bundesliga,2020-2021
13,Steven Zuber,,"€ 17,885","€ 930,000",LM,29,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Eintracht Frankfurt,Bundesliga,2020-2021
14,Timothy Chandler,,"€ 13,654","€ 710,000",RB,30,Reserve,"Jun 30, 2025",5-yrs,"€ 3,550,000",Eintracht Frankfurt,Bundesliga,2020-2021
15,Evan N'Dicka,,"€ 10,000","€ 520,000",CB,21,Starter,"Jun 30, 2023",3-yrs,"€ 1,560,000",Eintracht Frankfurt,Bundesliga,2020-2021
16,Daichi Kamada,,"€ 8,269","€ 430,000",AM,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,290,000",Eintracht Frankfurt,Bundesliga,2020-2021
17,Markus Schubert,,"€ 7,692","€ 400,000",GK,22,Reserve,"Jun 30, 2021",1-yr,"€ 400,000",Eintracht Frankfurt,Bundesliga,2020-2021
18,Ragnar Ache,,"€ 6,731","€ 350,000",CF,22,Reserve,"Jun 30, 2025",5-yrs,"€ 1,750,000",Eintracht Frankfurt,Bundesliga,2020-2021
19,Tuta,,"€ 4,038","€ 210,000",CB,21,Starter,"Jun 30, 2023",3-yrs,"€ 630,000",Eintracht Frankfurt,Bundesliga,2020-2021
20,Aymen Barkok,,"€ 4,038","€ 210,000",AM,22,Starter,"Jun 30, 2022",2-yrs,"€ 420,000",Eintracht Frankfurt,Bundesliga,2020-2021
21,Ajdin Hrustic,,"€ 3,462","€ 180,000",AM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 540,000",Eintracht Frankfurt,Bundesliga,2020-2021
22,Jabez Makanda,,€ 962,"€ 50,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 50,000",Eintracht Frankfurt,Bundesliga,2020-2021
23,Felix Irorere,,€ 962,"€ 50,000",CB,18,Reserve,"Jun 30, 2021",1-yr,"€ 50,000",Eintracht Frankfurt,Bundesliga,2020-2021
24,Elias Bördner,,€ 962,"€ 50,000",GK,18,Reserve,"Jun 30, 2023",3-yrs,"€ 150,000",Eintracht Frankfurt,Bundesliga,2020-2021
25,Lukas Fahrnberger,,€ 769,"€ 40,000",DM,20,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Eintracht Frankfurt,Bundesliga,2020-2021
26,Fynn Otto,,€ 385,"€ 20,000",CB,18,Reserve,"Jun 30, 2023",3-yrs,"€ 60,000",Eintracht Frankfurt,Bundesliga,2020-2021
27,Yannick Brugger,,€ 385,"€ 20,000",CB,20,Reserve,"Jun 30, 2021",1-yr,"€ 20,000",Eintracht Frankfurt,Bundesliga,2020-2021
