,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Stefan Bell,,"€ 34,615","€ 1,800,000",CB,29,Starter,"Jun 30, 2021",1-yr,"€ 1,800,000",Mainz,Bundesliga,2020-2021
1,Edimilson Fernandes,,"€ 32,692","€ 1,700,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 5,100,000",Mainz,Bundesliga,2020-2021
2,Danny Latza,,"€ 25,000","€ 1,300,000",CM,31,Starter,"Jun 30, 2021",1-yr,"€ 1,300,000",Mainz,Bundesliga,2020-2021
3,Ádám Szalai,,"€ 23,077","€ 1,200,000",CF,33,Reserve,"Jun 30, 2021",1-yr,"€ 1,200,000",Mainz,Bundesliga,2020-2021
4,Dominik Kohr,,"€ 22,885","€ 1,190,000",CM,27,Starter,"Jun 30, 2021",1-yr,"€ 1,190,000",Mainz,Bundesliga,2020-2021
5,Jeremiah St Juste,,"€ 18,462","€ 960,000",CB,24,Starter,"Jun 30, 2023",3-yrs,"€ 2,880,000",Mainz,Bundesliga,2020-2021
6,Levin Öztunali,,"€ 17,692","€ 920,000",RM,24,Reserve,"Jun 30, 2021",1-yr,"€ 920,000",Mainz,Bundesliga,2020-2021
7,Pierre Kunde Malong,,"€ 15,962","€ 830,000",CM,25,Reserve,"Jun 30, 2022",2-yrs,"€ 1,660,000",Mainz,Bundesliga,2020-2021
8,Daniel Brosinski,,"€ 14,808","€ 770,000",RB,32,Reserve,"Jun 30, 2022",2-yrs,"€ 1,540,000",Mainz,Bundesliga,2020-2021
9,Moussa Niakhaté,,"€ 14,615","€ 760,000",CB,24,Starter,"Jun 30, 2023",3-yrs,"€ 2,280,000",Mainz,Bundesliga,2020-2021
10,Danny da Costa,,"€ 14,038","€ 730,000",RM,27,Starter,"Jun 30, 2021",1-yr,"€ 730,000",Mainz,Bundesliga,2020-2021
11,Robert Glatzel,,"€ 13,269","€ 690,000",CF,27,Reserve,"Jun 30, 2021",1-yr,"€ 690,000",Mainz,Bundesliga,2020-2021
12,Robin Quaison,,"€ 13,077","€ 680,000",SS,27,Starter,"Jun 30, 2021",1-yr,"€ 680,000",Mainz,Bundesliga,2020-2021
13,Jean-Paul Boëtius,,"€ 12,885","€ 670,000",AM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 1,340,000",Mainz,Bundesliga,2020-2021
14,Kevin Stöger,,"€ 12,692","€ 660,000",AM,27,Reserve,"Jun 30, 2022",2-yrs,"€ 1,320,000",Mainz,Bundesliga,2020-2021
15,Karim Onisiwo,,"€ 11,346","€ 590,000",CF,28,Starter,"Jun 30, 2022",2-yrs,"€ 1,180,000",Mainz,Bundesliga,2020-2021
16,Alexander Hack,,"€ 10,577","€ 550,000",CB,27,Reserve,"Jun 30, 2022",2-yrs,"€ 1,100,000",Mainz,Bundesliga,2020-2021
17,Phillipp Mwene,,"€ 10,577","€ 550,000",RB,27,Starter,"Jun 30, 2021",1-yr,"€ 550,000",Mainz,Bundesliga,2020-2021
18,Robin Zentner,,"€ 10,000","€ 520,000",GK,26,Starter,"Jun 30, 2023",3-yrs,"€ 1,560,000",Mainz,Bundesliga,2020-2021
19,Luca Kilian,,"€ 3,654","€ 190,000",CB,21,Reserve,"Jun 30, 2024",4-yrs,"€ 760,000",Mainz,Bundesliga,2020-2021
20,Jonathan Burkardt,,"€ 3,654","€ 190,000",CF,20,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Mainz,Bundesliga,2020-2021
21,Leandro Barreiro Martins,,"€ 2,500","€ 130,000",CM,21,Reserve,"Jun 30, 2022",2-yrs,"€ 260,000",Mainz,Bundesliga,2020-2021
22,Marius Liesegang,,"€ 1,538","€ 80,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 160,000",Mainz,Bundesliga,2020-2021
23,Omer Hanin,,"€ 1,346","€ 70,000",GK,22,Reserve,"Jun 30, 2023",3-yrs,"€ 210,000",Mainz,Bundesliga,2020-2021
24,Finn Dahmen,,"€ 1,346","€ 70,000",GK,22,Reserve,"Jun 30, 2023",3-yrs,"€ 210,000",Mainz,Bundesliga,2020-2021
25,Merveille Papela,,€ 962,"€ 50,000",CM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 150,000",Mainz,Bundesliga,2020-2021
26,Paul Nebel,,€ 769,"€ 40,000",RW,18,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Mainz,Bundesliga,2020-2021
27,Niklas Tauer,,€ 769,"€ 40,000",DM,19,Reserve,"Jun 30, 2023",3-yrs,"€ 120,000",Mainz,Bundesliga,2020-2021
28,Marlon Mustapha,,€ 577,"€ 30,000",CF,19,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Mainz,Bundesliga,2020-2021
