id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
144481.0,9.0,SavedShot,0.6909999847412109,0.2889999961853027,0.0111739635467529,Bruno Peres,h,1567.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Kevin Strootman,Pass
144483.0,14.0,MissedShots,0.9619999694824218,0.4820000076293945,0.6870623230934143,Edin Dzeko,h,1253.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Mohamed Salah,Pass
144485.0,20.0,MissedShots,0.8019999694824219,0.2129999923706054,0.0183910708874464,Bruno Peres,h,1567.0,OpenPlay,2016.0,LeftFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Kostas Manolas,Pass
144487.0,26.0,BlockedShot,0.7730000305175782,0.685,0.0162377376109361,Stephan El Shaarawy,h,1252.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,,None
144488.0,26.0,MissedShots,0.931999969482422,0.6329999923706054,0.0195272956043481,Kevin Strootman,h,1256.0,FromCorner,2016.0,Head,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Leandro Paredes,Cross
144489.0,30.0,MissedShots,0.8819999694824219,0.629000015258789,0.0905167013406753,Edin Dzeko,h,1253.0,OpenPlay,2016.0,LeftFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Kevin Strootman,Pass
144490.0,32.0,SavedShot,0.8030000305175782,0.5259999847412109,0.0544042363762855,Stephan El Shaarawy,h,1252.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Edin Dzeko,LayOff
144493.0,40.0,MissedShots,0.965999984741211,0.3909999847412109,0.0529167987406253,Radja Nainggolan,h,1251.0,FromCorner,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Mohamed Salah,Cross
144494.0,41.0,BlockedShot,0.7619999694824219,0.3759999847412109,0.0226825233548879,Mohamed Salah,h,1250.0,OpenPlay,2016.0,LeftFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Edin Dzeko,Pass
144495.0,41.0,SavedShot,0.906999969482422,0.555,0.0264201089739799,Edin Dzeko,h,1253.0,FromCorner,2016.0,Head,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Bruno Peres,Aerial
144497.0,47.0,MissedShots,0.9640000152587892,0.4329999923706055,0.4693228602409363,Radja Nainggolan,h,1251.0,OpenPlay,2016.0,LeftFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Mohamed Salah,Cross
144498.0,53.0,SavedShot,0.92,0.4429999923706054,0.3399218916893005,Edin Dzeko,h,1253.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Emerson,Cross
144499.0,53.0,MissedShots,0.7769999694824219,0.7630000305175781,0.0185551401227712,Radja Nainggolan,h,1251.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Emerson,Pass
144501.0,57.0,BlockedShot,0.740999984741211,0.5820000076293945,0.0160356611013412,Leandro Paredes,h,1248.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Diego Perotti,Pass
144502.0,60.0,BlockedShot,0.795,0.349000015258789,0.0245462786406278,Bruno Peres,h,1567.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Mohamed Salah,Pass
144503.0,60.0,MissedShots,0.85,0.3429999923706054,0.0419217757880687,Mohamed Salah,h,1250.0,OpenPlay,2016.0,LeftFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,,Rebound
144504.0,64.0,Goal,0.885,0.5,0.7612988352775574,Diego Perotti,h,1539.0,Penalty,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,,Standard
144505.0,68.0,MissedShots,0.95,0.495,0.528664231300354,Kostas Manolas,h,1246.0,SetPiece,2016.0,Head,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,Leandro Paredes,Cross
144506.0,69.0,MissedShots,0.885,0.2979999923706055,0.0603202618658542,Bruno Peres,h,1567.0,OpenPlay,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,,None
144509.0,74.0,Goal,0.885,0.5,0.7612988352775574,Diego Perotti,h,1539.0,Penalty,2016.0,RightFoot,931.0,Roma,Udinese,4.0,0.0,2016-08-20 20:00:00,,Standard
