,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kasper Dolberg,,"€ 57,692","€ 3,000,000",CF,23,Starter,"Jun 30, 2024",4-yrs,"€ 12,000,000",Nice,Ligue 1,2020-2021
1,William Saliba,,"€ 44,423","€ 2,310,000",CB,19,Reserve,"Jun 30, 2021",1-yr,"€ 2,310,000",Nice,Ligue 1,2020-2021
2,Youcef Atal,,"€ 34,615","€ 1,800,000",RB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 5,400,000",Nice,Ligue 1,2020-2021
3,Rony Lopes,,"€ 34,231","€ 1,780,000",RW,25,Starter,"Jun 30, 2021",1-yr,"€ 1,780,000",Nice,Ligue 1,2020-2021
4,Morgan Schneiderlin,,"€ 29,615","€ 1,540,000",DM,31,Starter,"Jun 30, 2021",1-yr,"€ 1,540,000",Nice,Ligue 1,2020-2021
5,Dante,,"€ 28,846","€ 1,500,000",CB,37,Starter,"Jun 30, 2022",2-yrs,"€ 3,000,000",Nice,Ligue 1,2020-2021
6,Myziane Maolida,,"€ 23,269","€ 1,210,000",CF,21,Reserve,"Jun 30, 2023",3-yrs,"€ 3,630,000",Nice,Ligue 1,2020-2021
7,Alexis Claude-Maurice,,"€ 23,077","€ 1,200,000",LW,22,Reserve,"Jun 30, 2024",4-yrs,"€ 4,800,000",Nice,Ligue 1,2020-2021
8,Stanley Nsoki,,"€ 22,500","€ 1,170,000",LB,21,Reserve,"Jun 30, 2023",3-yrs,"€ 3,510,000",Nice,Ligue 1,2020-2021
9,Jeff Reine-Adélaïde,,"€ 21,731","€ 1,130,000",CM,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,130,000",Nice,Ligue 1,2020-2021
10,Walter Benítez,,"€ 19,808","€ 1,030,000",GK,28,Starter,"Jun 30, 2023",3-yrs,"€ 3,090,000",Nice,Ligue 1,2020-2021
11,Jean-Clair Todibo,,"€ 15,000","€ 780,000",CB,21,Reserve,"Jun 30, 2021",1-yr,"€ 780,000",Nice,Ligue 1,2020-2021
12,Jordan Lotomba,,"€ 14,615","€ 760,000",RB,22,Starter,"Jun 30, 2025",5-yrs,"€ 3,800,000",Nice,Ligue 1,2020-2021
13,Robson Bambu,,"€ 12,692","€ 660,000",CB,23,Starter,"Jun 30, 2025",5-yrs,"€ 3,300,000",Nice,Ligue 1,2020-2021
14,Danilo,,"€ 8,654","€ 450,000",DM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 1,350,000",Nice,Ligue 1,2020-2021
15,Amine Gouiri,,"€ 8,077","€ 420,000",LW,20,Starter,"Jun 30, 2024",4-yrs,"€ 1,680,000",Nice,Ligue 1,2020-2021
16,Hassane Kamara,,"€ 8,077","€ 420,000",LB,26,Starter,"Jun 30, 2024",4-yrs,"€ 1,680,000",Nice,Ligue 1,2020-2021
17,Yoan Cardinale,,"€ 6,346","€ 330,000",GK,26,Reserve,"Jun 30, 2021",1-yr,"€ 330,000",Nice,Ligue 1,2020-2021
18,Pierre Lees Melou,,"€ 5,577","€ 290,000",CM,27,Starter,"Jun 30, 2023",3-yrs,"€ 870,000",Nice,Ligue 1,2020-2021
19,Hicham Boudaoui,,"€ 5,577","€ 290,000",CM,21,Reserve,"Jun 30, 2023",3-yrs,"€ 870,000",Nice,Ligue 1,2020-2021
20,Dan Ndoye,,"€ 3,846","€ 200,000",RW,20,Reserve,"Jun 30, 2021",1-yr,"€ 200,000",Nice,Ligue 1,2020-2021
21,Deji Sotona,,"€ 3,654","€ 190,000",LW,18,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Nice,Ligue 1,2020-2021
22,Andy Pelmard,,"€ 2,500","€ 130,000",CB,20,Starter,"Jun 30, 2021",1-yr,"€ 130,000",Nice,Ligue 1,2020-2021
23,Alexis Trouillet,,"€ 1,154","€ 60,000",CM,20,Reserve,"Jun 30, 2024",4-yrs,"€ 240,000",Nice,Ligue 1,2020-2021
24,Flavius Daniliuc,,€ 769,"€ 40,000",CB,19,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Nice,Ligue 1,2020-2021
25,Khéphren Thuram,,€ 577,"€ 30,000",DM,19,Reserve,"Jun 30, 2022",2-yrs,"€ 60,000",Nice,Ligue 1,2020-2021
26,Teddy Boulhendi,,€ 385,"€ 20,000",GK,19,Reserve,"Jun 30, 2021",1-yr,"€ 20,000",Nice,Ligue 1,2020-2021
