,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Ryad Boudebouz,,"€ 43,846","€ 2,280,000",AM,30,Reserve,"Jun 30, 2022",2-yrs,"€ 4,560,000",St Etienne,Ligue 1,2020-2021
1,Romain Hamouma,,"€ 30,962","€ 1,610,000",RW,33,Starter,"Jun 30, 2021",1-yr,"€ 1,610,000",St Etienne,Ligue 1,2020-2021
2,Mathieu Debuchy,,"€ 28,846","€ 1,500,000",RB,35,Reserve,"Jun 30, 2021",1-yr,"€ 1,500,000",St Etienne,Ligue 1,2020-2021
3,Kévin Monnet-Paquet,,"€ 28,077","€ 1,460,000",LW,32,Reserve,"Jun 30, 2021",1-yr,"€ 1,460,000",St Etienne,Ligue 1,2020-2021
4,Timothée Kolodziejczak,,"€ 27,885","€ 1,450,000",CB,29,Starter,"Jun 30, 2022",2-yrs,"€ 2,900,000",St Etienne,Ligue 1,2020-2021
5,Denis Bouanga,,"€ 25,769","€ 1,340,000",LW,26,Starter,"Jun 30, 2023",3-yrs,"€ 4,020,000",St Etienne,Ligue 1,2020-2021
6,Pape Abou Cissé,,"€ 18,269","€ 950,000",CB,25,Reserve,"Jun 30, 2021",1-yr,"€ 950,000",St Etienne,Ligue 1,2020-2021
7,Panagiotis Retsos,,"€ 18,269","€ 950,000",CB,22,Starter,"Jun 30, 2021",1-yr,"€ 950,000",St Etienne,Ligue 1,2020-2021
8,Gabriel Silva,,"€ 14,038","€ 730,000",LB,29,Reserve,"Jun 30, 2023",3-yrs,"€ 2,190,000",St Etienne,Ligue 1,2020-2021
9,Zaydou Youssouf,,"€ 13,462","€ 700,000",CM,21,Reserve,"Jun 30, 2023",3-yrs,"€ 2,100,000",St Etienne,Ligue 1,2020-2021
10,Arnaud Nordin,,"€ 11,154","€ 580,000",LW,22,Starter,"Jun 30, 2022",2-yrs,"€ 1,160,000",St Etienne,Ligue 1,2020-2021
11,Miguel Trauco,,"€ 10,769","€ 560,000",LB,28,Reserve,"Jun 30, 2022",2-yrs,"€ 1,120,000",St Etienne,Ligue 1,2020-2021
12,Harold Moukoudi,,"€ 9,615","€ 500,000",CB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 1,500,000",St Etienne,Ligue 1,2020-2021
13,Jessy Moulin,,"€ 8,077","€ 420,000",GK,35,Starter,"Jun 30, 2022",2-yrs,"€ 840,000",St Etienne,Ligue 1,2020-2021
14,Adil Aouchiche,,"€ 6,154","€ 320,000",AM,18,Starter,"Jun 30, 2023",3-yrs,"€ 960,000",St Etienne,Ligue 1,2020-2021
15,Mahdi Camara,,"€ 5,769","€ 300,000",CM,22,Starter,"Jun 30, 2024",4-yrs,"€ 1,200,000",St Etienne,Ligue 1,2020-2021
16,Alpha Sissoko,,"€ 5,192","€ 270,000",RB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 540,000",St Etienne,Ligue 1,2020-2021
17,Maxence Rivera,,"€ 4,808","€ 250,000",RW,18,Reserve,"Jun 30, 2024",4-yrs,"€ 1,000,000",St Etienne,Ligue 1,2020-2021
18,Boubacar Fall,,"€ 4,808","€ 250,000",GK,19,Reserve,"Jun 30, 2023",3-yrs,"€ 750,000",St Etienne,Ligue 1,2020-2021
19,Bilal Benkhedim,,"€ 4,808","€ 250,000",AM,19,Reserve,"Jun 30, 2022",2-yrs,"€ 500,000",St Etienne,Ligue 1,2020-2021
20,Abdoulaye Sidibé,,"€ 4,231","€ 220,000",LW,18,Reserve,"Jun 30, 2022",2-yrs,"€ 440,000",St Etienne,Ligue 1,2020-2021
21,Charles Abi,,"€ 4,231","€ 220,000",CF,20,Reserve,"Jun 30, 2024",4-yrs,"€ 880,000",St Etienne,Ligue 1,2020-2021
22,Yvann Maçon,,"€ 4,231","€ 220,000",LB,22,Starter,"Jun 30, 2024",4-yrs,"€ 880,000",St Etienne,Ligue 1,2020-2021
23,Saïdou Sow,,"€ 4,038","€ 210,000",CB,18,Reserve,"Jun 30, 2023",3-yrs,"€ 630,000",St Etienne,Ligue 1,2020-2021
24,Stefan Bajic,,"€ 4,038","€ 210,000",GK,19,Reserve,"Jun 30, 2022",2-yrs,"€ 420,000",St Etienne,Ligue 1,2020-2021
25,Aimen Moueffek,,"€ 4,038","€ 210,000",RB,19,Starter,"Jun 30, 2024",4-yrs,"€ 840,000",St Etienne,Ligue 1,2020-2021
26,Yvan Neyou,,"€ 3,654","€ 190,000",DM,24,Starter,"Jun 30, 2024",4-yrs,"€ 760,000",St Etienne,Ligue 1,2020-2021
27,Etienne Green,,"€ 1,923","€ 100,000",GK,20,Reserve,"Jun 30, 2024",4-yrs,"€ 400,000",St Etienne,Ligue 1,2020-2021
28,Lucas Gourna-Douath,,"€ 1,923","€ 100,000",CM,17,Reserve,"Jun 30, 2023",3-yrs,"€ 300,000",St Etienne,Ligue 1,2020-2021
