,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Steven Nzonzi,,"€ 92,308","€ 4,800,000",DM,32,Starter,"Jun 30, 2021",1-yr,"€ 4,800,000",Rennes,Ligue 1,2020-2021
1,Clément Grenier,,"€ 64,615","€ 3,360,000",CM,30,Reserve,"Jun 30, 2021",1-yr,"€ 3,360,000",Rennes,Ligue 1,2020-2021
2,M'Baye Niang,,"€ 50,769","€ 2,640,000",CF,26,Reserve,"Jun 30, 2023",3-yrs,"€ 7,920,000",Rennes,Ligue 1,2020-2021
3,Benjamin Bourigeaud,,"€ 32,308","€ 1,680,000",CM,27,Starter,"Jun 30, 2023",3-yrs,"€ 5,040,000",Rennes,Ligue 1,2020-2021
4,Adrien Hunou,,"€ 32,308","€ 1,680,000",CF,27,Reserve,"Jun 30, 2023",3-yrs,"€ 5,040,000",Rennes,Ligue 1,2020-2021
5,Flavien Tait,,"€ 27,692","€ 1,440,000",LW,28,Reserve,"Jun 30, 2023",3-yrs,"€ 4,320,000",Rennes,Ligue 1,2020-2021
6,Jonas Martin,,"€ 27,692","€ 1,440,000",CM,30,Reserve,"Jun 30, 2022",2-yrs,"€ 2,880,000",Rennes,Ligue 1,2020-2021
7,Serhou Guirassy,,"€ 25,192","€ 1,310,000",CF,24,Starter,"Jun 30, 2025",5-yrs,"€ 6,550,000",Rennes,Ligue 1,2020-2021
8,Martin Terrier,,"€ 24,808","€ 1,290,000",LW,23,Starter,"Jun 30, 2025",5-yrs,"€ 6,450,000",Rennes,Ligue 1,2020-2021
9,Jérémy Doku,,"€ 16,154","€ 840,000",RW,18,Starter,"Jun 30, 2025",5-yrs,"€ 4,200,000",Rennes,Ligue 1,2020-2021
10,Dalbert,,"€ 15,577","€ 810,000",LB,27,Starter,"Jun 30, 2021",1-yr,"€ 810,000",Rennes,Ligue 1,2020-2021
11,Eduardo Camavinga,,"€ 15,385","€ 800,000",CM,18,Reserve,"Jun 30, 2022",2-yrs,"€ 1,600,000",Rennes,Ligue 1,2020-2021
12,Romain Salin,,"€ 13,269","€ 690,000",GK,36,Reserve,"Jun 30, 2022",2-yrs,"€ 1,380,000",Rennes,Ligue 1,2020-2021
13,Romain Del Castillo,,"€ 12,885","€ 670,000",RW,24,Starter,"Jun 30, 2022",2-yrs,"€ 1,340,000",Rennes,Ligue 1,2020-2021
14,Alfred Gomis,,"€ 10,577","€ 550,000",GK,27,Starter,"Jun 30, 2025",5-yrs,"€ 2,750,000",Rennes,Ligue 1,2020-2021
15,Hamari Traoré,,"€ 6,923","€ 360,000",RB,29,Starter,"Jun 30, 2023",3-yrs,"€ 1,080,000",Rennes,Ligue 1,2020-2021
16,Faitout Maouassa,,"€ 6,923","€ 360,000",LB,22,Reserve,"Jun 30, 2022",2-yrs,"€ 720,000",Rennes,Ligue 1,2020-2021
17,Damien Da Silva,,"€ 6,731","€ 350,000",CB,32,Starter,"Jun 30, 2021",1-yr,"€ 350,000",Rennes,Ligue 1,2020-2021
18,Yann Gboho,,"€ 4,423","€ 230,000",LW,20,Reserve,"Jun 30, 2023",3-yrs,"€ 690,000",Rennes,Ligue 1,2020-2021
19,Nayef Aguerd,,"€ 4,231","€ 220,000",CB,24,Starter,"Jun 30, 2024",4-yrs,"€ 880,000",Rennes,Ligue 1,2020-2021
20,Gerzino Nyamsi,,"€ 3,846","€ 200,000",CB,24,Reserve,"Jun 30, 2024",4-yrs,"€ 800,000",Rennes,Ligue 1,2020-2021
21,Adrien Truffert,,"€ 2,885","€ 150,000",LB,19,Reserve,"Jun 30, 2025",5-yrs,"€ 750,000",Rennes,Ligue 1,2020-2021
22,Pépé Bonet,,"€ 2,500","€ 130,000",GK,17,Reserve,"Jun 30, 2022",2-yrs,"€ 260,000",Rennes,Ligue 1,2020-2021
23,Brandon Soppy,,"€ 2,500","€ 130,000",RB,18,Reserve,"Jun 30, 2022",2-yrs,"€ 260,000",Rennes,Ligue 1,2020-2021
24,James Léa Siliki,,"€ 1,346","€ 70,000",CM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 210,000",Rennes,Ligue 1,2020-2021
