Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
11,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,30,1991,2,2,180,2.0,1,0.50,4,3,75.0,1,1,0,1,50.0,0,0,0,0,,Matches,0,0,0,0.2,0.06,-0.8,-0.38,6,14,42.9,41,10,22.0,30.1,14,35.7,38.6,14,0,0.0,4,2.00,19.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,66.7,90,2,0,,0,2.00,2,1,+1,+0.50,-2.50,2.4,1.2,+1.2,+0.62,-2.59,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2021-2022
12,Sascha Burchert,de GER,GK,Greuther FÃ¼rth,de Bundesliga,31,1989,3,3,270,3.0,9,3.00,26,16,65.4,0,1,2,0,0.0,0,0,0,0,,Matches,0,2,0,8.4,0.35,-0.6,-0.21,23,58,39.7,96,14,47.9,42.2,21,57.1,46.5,29,2,6.9,3,1.00,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,90,100.0,90,3,0,,0,0.33,2,9,-7,-2.33,,3.5,7.2,-3.7,-1.25,,0,0,0,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2021-2022
13,CÃ¡rdenas,es ESP,GK,Levante,es La Liga,24,1997,1,1,90,1.0,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,0.3,0.14,-0.7,-0.73,5,12,41.7,34,8,32.4,34.1,7,14.3,23.4,4,0,0.0,1,1.00,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,33.3,90,1,0,,2,0.00,0,1,-1,-1.00,-1.00,0.2,0.9,-0.7,-0.70,-1.37,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2021-2022
14,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,3,3,270,3.0,2,0.67,12,10,83.3,0,2,1,1,33.3,0,0,0,0,,Matches,0,0,0,1.8,0.15,-0.2,-0.06,21,57,36.8,68,19,50.0,41.3,37,62.2,47.0,34,1,2.9,1,0.33,11.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,0.67,1,2,-1,-0.33,,1.8,3.6,-1.8,-0.60,,0,0,0,0,0,0,0,0,0,24,0,0,,Big-5-European-Leagues,Big5,2021-2022
15,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,3,3,270,3.0,1,0.33,7,7,100.0,3,0,0,2,66.7,1,1,0,0,0.0,Matches,0,0,0,1.9,0.15,+0.9,+0.31,17,39,43.6,84,10,28.6,31.7,20,75.0,57.9,15,3,20.0,3,1.00,18.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,3.00,4,1,+3,+1.00,,5.7,3.3,+2.4,+0.80,,0,0,1,0,0,0,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2021-2022
16,Leonardo CÃ©sar Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,2,2,180,2.0,7,3.50,11,4,45.5,0,1,1,0,0.0,2,1,1,0,50.0,Matches,0,2,0,4.1,0.35,-2.9,-1.46,6,13,46.2,42,14,28.6,30.7,10,10.0,30.0,10,0,0.0,3,1.50,17.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,50.0,90,2,0,,2,0.50,3,7,-4,-2.00,-2.50,2.4,2.9,-0.5,-0.25,-1.18,0,0,0,0,0,0,0,0,0,19,0,0,,Big-5-European-Leagues,Big5,2021-2022
17,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,2,2,180,2.0,2,1.00,5,4,80.0,1,1,0,1,50.0,1,1,0,0,0.0,Matches,0,0,0,1.5,0.11,-0.5,-0.25,18,33,54.5,78,10,32.1,35.2,19,42.1,31.2,25,2,8.0,0,0.00,11.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,2,0,,0,2.00,3,2,+1,+0.50,,2.9,2.8,+0.1,+0.07,,0,0,0,0,0,0,0,0,0,10,0,0,,Big-5-European-Leagues,Big5,2021-2022
18,BenoÃ®t Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,4,4,360,4.0,9,2.25,20,12,60.0,0,2,2,0,0.0,1,1,0,0,0.0,Matches,0,1,0,8.4,0.37,-0.6,-0.15,28,58,48.3,84,10,51.2,40.0,21,71.4,51.1,18,1,5.6,1,0.25,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,4,0,,0,0.50,3,9,-6,-1.50,,2.6,8.4,-5.7,-1.43,,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2021-2022
19,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,3,3,270,3.0,4,1.33,14,11,78.6,2,1,0,1,33.3,1,1,0,0,0.0,Matches,0,0,0,3.6,0.20,-0.4,-0.12,9,25,36.0,74,17,28.4,34.2,10,40.0,38.0,28,1,3.6,4,1.33,18.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,2.33,8,4,+4,+1.33,,4.1,4.4,-0.3,-0.10,,0,1,0,0,0,0,0,0,1,10,0,0,,Big-5-European-Leagues,Big5,2021-2022
20,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,0.8,0.21,-1.2,-1.16,8,21,38.1,36,3,55.6,41.6,6,16.7,24.5,7,1,14.3,4,4.00,24.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,50.0,90,1,0,,0,1.00,2,2,0,0.00,+3.00,2.7,0.8,+1.9,+1.86,+4.21,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2021-2022
21,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,4,4,360,4.0,5,1.25,18,16,83.3,2,2,0,2,50.0,2,2,0,0,0.0,Matches,0,1,1,4.9,0.19,+0.9,+0.22,11,21,52.4,65,19,18.5,26.6,33,27.3,27.1,25,0,0.0,0,0.00,11.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,4,0,,0,2.00,9,5,+4,+1.00,,8.7,6.6,+2.1,+0.52,,0,0,0,0,0,0,0,0,0,19,0,0,,Big-5-European-Leagues,Big5,2021-2022
22,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,3,2,252,2.8,4,1.43,17,14,88.2,1,0,1,1,50.0,2,2,0,0,0.0,Matches,0,0,0,6.1,0.28,+2.1,+0.73,21,63,33.3,67,14,67.2,50.6,19,94.7,65.8,19,5,26.3,3,1.07,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,93.3,90,2,1,72,0,1.00,4,3,+1,+0.36,+5.36,2.8,6.0,-3.2,-1.15,-1.10,0,0,3,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2021-2022
23,MatÃ­as Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,3,3,270,3.0,3,1.00,12,9,75.0,0,1,2,1,33.3,1,0,1,0,100.0,Matches,0,0,0,5.0,0.35,+2.0,+0.67,29,61,47.5,91,10,51.6,43.1,24,58.3,50.6,24,2,8.3,7,2.33,20.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,0.33,1,3,-2,-0.67,,3.3,4.6,-1.3,-0.44,,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2021-2022
24,Marko DmitroviÄ,rs SRB,GK,Sevilla,es La Liga,29,1992,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.6,0.19,+0.6,+0.56,0,3,0.0,28,5,10.7,24.3,2,0.0,18.0,3,0,0.0,2,2.00,20.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,33.3,90,1,0,,2,3.00,3,0,+3,+3.00,+2.50,3.5,0.3,+3.2,+3.21,+2.59,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2021-2022
25,BartÅomiej DrÄgowski,pl POL,"DF,GK",Fiorentina,it Serie A,24,1997,1,1,16,0.2,0,0.00,0,0,,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,0.0,,0.0,0.00,0,0,,4,0,0.0,19.5,1,0.0,28.0,0,0,,1,5.63,27.0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,16,8.9,16,0,0,,0,0.00,0,0,0,0.00,+0.55,1.3,2.7,-1.5,-8.22,-8.41,0,1,0,0,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2021-2022
Rk,Player,Nation,Pos,Squad,Comp,Ag,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Big-5-European-Leagues,Big5,2021-2022
26,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,3,3,270,3.0,1,0.33,2,1,50.0,2,0,1,2,66.7,0,0,0,0,,Matches,0,0,0,0.6,0.28,-0.4,-0.15,10,16,62.5,59,11,23.7,29.3,12,16.7,35.3,9,0,0.0,5,1.67,19.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,2.00,10,1,+9,+3.00,,8.4,1.5,+6.9,+2.30,,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2021-2022
27,AarÃ³n Escandell,es ESP,GK,Granada,es La Liga,25,1995,3,3,270,3.0,5,1.67,13,10,76.9,0,2,1,1,33.3,2,2,0,0,0.0,Matches,0,0,0,3.1,0.14,-1.9,-0.63,36,85,42.4,86,13,67.4,47.7,35,77.1,53.9,23,2,8.7,7,2.33,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,0.67,1,5,-4,-1.33,,1.7,5.1,-3.4,-1.14,,0,0,1,0,0,0,0,0,0,21,0,0,,Big-5-European-Leagues,Big5,2021-2022
28,Åukasz FabiaÅski,pl POL,GK,West Ham,eng Premier League,36,1985,3,3,270,3.0,5,1.67,6,1,16.7,2,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,3.1,0.52,-1.9,-0.62,19,40,47.5,45,9,57.8,44.4,20,70.0,48.3,25,2,8.0,0,0.00,13.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,2.33,10,5,+5,+1.67,,6.0,2.9,+3.1,+1.03,,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2021-2022
29,Aitor FernÃ¡ndez,es ESP,GK,Levante,es La Liga,30,1991,2,2,176,2.0,4,2.05,7,3,42.9,0,2,0,0,0.0,0,0,0,0,,Matches,0,1,0,2.0,0.29,-2.0,-1.00,17,32,53.1,38,3,60.5,44.0,20,45.0,37.5,21,0,0.0,1,0.51,15.0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,65.2,88,1,0,,0,1.00,4,4,0,0.00,+0.96,3.0,1.6,+1.3,+0.69,+1.36,0,1,0,0,0,0,1,0,0,9,0,0,,Big-5-European-Leagues,Big5,2021-2022
30,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,3,3,270,3.0,3,1.00,13,11,76.9,2,1,0,1,33.3,0,0,0,0,,Matches,0,0,1,4.1,0.32,+2.1,+0.71,26,69,37.7,73,9,54.8,50.2,33,87.9,71.9,31,2,6.5,0,0.00,9.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,90,100.0,90,3,0,,0,2.33,5,3,+2,+0.67,,3.6,4.0,-0.3,-0.11,,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2021-2022
31,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,4,4,360,4.0,7,1.75,18,11,61.1,0,1,3,0,0.0,0,0,0,0,,Matches,0,2,0,5.4,0.30,-1.6,-0.40,46,94,48.9,140,18,52.1,41.4,31,67.7,46.6,37,1,2.7,4,1.00,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,4,0,,0,0.25,3,7,-4,-1.00,,3.6,7.6,-4.0,-1.00,,0,0,1,0,0,0,0,0,0,28,0,0,,Big-5-European-Leagues,Big5,2021-2022
32,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,3,3,270,3.0,2,0.67,11,10,81.8,2,1,0,1,33.3,0,0,0,0,,Matches,0,0,1,2.0,0.21,+1.0,+0.33,13,21,61.9,48,9,18.8,26.8,25,48.0,36.1,24,1,4.2,1,0.33,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,2.33,7,2,+5,+1.67,,3.6,3.2,+0.3,+0.11,,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2021-2022
33,RafaÅ Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,3,3,270,3.0,8,2.67,18,11,55.6,0,1,2,1,33.3,0,0,0,0,,Matches,0,0,2,5.4,0.30,-0.6,-0.20,24,48,50.0,78,11,41.0,37.5,23,69.6,53.2,23,1,4.3,4,1.33,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,0.33,1,8,-7,-2.33,,2.3,6.9,-4.6,-1.52,,0,0,0,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2021-2022
34,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,4,4,360,4.0,4,1.00,16,11,75.0,1,2,1,1,25.0,0,0,0,0,,Matches,0,0,0,5.7,0.42,+1.7,+0.43,20,37,54.1,118,26,22.0,25.9,31,35.5,36.2,49,3,6.1,3,0.75,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,4,0,,0,1.25,3,4,-1,-0.25,,3.3,6.2,-2.9,-0.73,,0,0,0,0,0,0,0,0,0,33,0,0,,Big-5-European-Leagues,Big5,2021-2022
35,Ivo GrbiÄ,hr CRO,GK,Lille,fr Ligue 1,25,1996,2,2,180,2.0,2,1.00,4,2,50.0,1,1,0,0,0.0,0,0,0,0,,Matches,0,1,0,1.1,0.27,-0.9,-0.46,13,34,38.2,35,7,68.6,47.5,13,76.9,59.8,11,2,18.2,1,0.50,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,50.0,90,2,0,,0,2.00,3,2,+1,+0.50,+2.50,2.9,1.0,+1.9,+0.93,+1.18,0,0,1,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2021-2022
36,Etienne Green,fr FRA,GK,Saint-Ãtienne,fr Ligue 1,21,2000,4,4,360,4.0,7,1.75,21,14,66.7,0,3,1,0,0.0,0,0,0,0,,Matches,0,1,0,5.4,0.26,-1.6,-0.41,22,68,32.4,87,18,47.1,41.6,38,71.1,57.5,23,0,0.0,3,0.75,14.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06,90,100.0,90,4,0,,0,0.75,5,7,-2,-0.50,,4.8,6.9,-2.1,-0.51,,0,0,0,0,0,0,0,0,0,22,0,0,,Big-5-European-Leagues,Big5,2021-2022
37,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,3,3,270,3.0,5,1.67,13,8,61.5,0,2,1,1,33.3,0,0,0,0,,Matches,1,0,0,3.5,0.27,-1.5,-0.51,20,45,44.4,90,18,35.6,33.3,28,46.4,32.7,30,2,6.7,1,0.33,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,0.67,2,5,-3,-1.00,,1.5,3.0,-1.4,-0.47,,0,0,0,0,0,0,0,0,0,19,0,0,,Big-5-European-Leagues,Big5,2021-2022
38,PÃ©ter GulÃ¡csi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,3,3,270,3.0,2,0.67,9,7,77.8,1,0,2,1,33.3,0,0,0,0,,Matches,0,1,0,3.3,0.36,+1.3,+0.42,12,34,35.3,70,13,41.4,37.2,11,45.5,40.0,20,0,0.0,2,0.67,14.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,3,0,,0,1.00,4,2,+2,+0.67,,5.7,3.6,+2.2,+0.72,,0,0,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2021-2022
