Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
154,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21,21,1890,21.0,33,1.57,93,62,67.7,2,6,13,3,14.3,4,3,1,0,25.0,Matches,0,5,0,35.3,0.36,+2.3,+0.11,113,324,34.9,478,99,42.5,37.1,178,68.0,49.7,199,13,6.5,10,0.48,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,90,55.3,90,,0,,13,0.57,16,33,-17,-0.81,+1.01,17.6,37.2,-19.5,-0.93,+0.50,0,0,4,0,0,0,0,0,0,103,0,0,,Big-5-European-Leagues,Big5,2020-2021
155,IonuÈ Radu,ro ROU,GK,Inter,it Serie A,23,1997,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.4,0.23,+0.4,+0.27,2,4,50.0,45,11,8.9,26.6,10,0.0,15.9,18,0,0.0,1,0.67,9.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,3.9,90,1,1,45,33,3.00,5,1,+4,+2.67,+1.30,4.1,2.0,+2.2,+1.46,+0.53,0,0,0,0,0,0,0,0,0,12,0,0,,Big-5-European-Leagues,Big5,2020-2021
156,Rafael,br BRA,GK,Spezia,it Serie A,38,1982,3,2,207,2.3,5,2.17,19,14,73.7,0,1,1,1,50.0,0,0,0,0,,Matches,0,0,0,4.0,0.21,-1.0,-0.44,17,42,40.5,89,9,43.8,35.6,17,17.6,27.9,31,1,3.2,0,0.00,9.6,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.0,0.0,0.4,0.4,0.00,0.18,0.18,0.00,0.18,69,6.1,90,2,1,27,11,1.33,3,5,-2,-0.87,-0.37,2.9,4.9,-2.0,-0.88,-0.31,0,0,0,0,0,0,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2020-2021
157,Predrag RajkoviÄ,rs SRB,GK,Reims,fr Ligue 1,24,1995,37,37,3285,36.5,49,1.34,157,113,71.3,9,15,13,10,27.0,7,4,2,1,33.3,Matches,0,8,1,48.8,0.29,+0.8,+0.02,244,723,33.7,1111,157,45.7,40.7,343,62.7,49.7,354,21,5.9,22,0.60,14.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,96.1,89,,0,,0,1.14,41,49,-8,-0.22,-0.22,31.7,59.4,-27.7,-0.76,-0.76,0,1,12,0,0,0,0,0,1,201,0,0,,Big-5-European-Leagues,Big5,2020-2021
158,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38,38,3420,38.0,63,1.66,205,145,70.7,7,2,29,5,13.2,4,3,0,1,0.0,Matches,0,8,3,61.9,0.29,+1.9,+0.05,290,859,33.8,860,124,70.0,52.8,281,91.5,69.7,336,32,9.5,22,0.58,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,90,100.0,90,,0,,0,0.61,20,63,-43,-1.13,,31.4,62.4,-31.0,-0.82,,0,1,5,0,0,0,0,0,1,183,0,0,,Big-5-European-Leagues,Big5,2020-2021
159,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3,3,270,3.0,3,1.00,9,6,66.7,2,0,1,1,33.3,0,0,0,0,,Matches,0,3,0,3.6,0.40,+0.6,+0.21,13,43,30.2,44,5,65.9,47.3,22,63.6,47.0,32,0,0.0,1,0.33,12.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,,0,,24,2.00,5,3,+2,+0.67,+0.30,6.5,2.0,+4.5,+1.50,+1.47,0,0,1,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2020-2021
160,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4,4,360,4.0,10,2.50,18,9,50.0,0,1,3,0,0.0,1,1,0,0,0.0,Matches,0,1,1,7.7,0.40,-1.3,-0.33,10,28,35.7,115,18,22.6,27.4,23,8.7,18.7,21,1,4.8,5,1.25,16.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.5,90,4,0,,18,0.25,3,10,-7,-1.75,-1.54,5.5,8.0,-2.4,-0.61,-0.35,0,1,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2020-2021
161,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,1982,29,29,2610,29.0,41,1.41,107,75,69.2,18,3,8,9,31.0,8,8,0,0,0.0,Matches,0,7,2,36.3,0.28,-2.7,-0.09,196,383,51.2,979,122,34.7,34.2,141,30.5,29.4,218,11,5.0,12,0.41,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,76.3,90,29,0,,9,1.97,53,41,+12,+0.41,+1.08,45.1,37.3,+7.9,+0.27,-0.19,0,0,1,0,0,0,0,0,0,109,0,0,,Big-5-European-Leagues,Big5,2020-2021
162,Ãlex Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38,38,3420,38.0,38,1.00,100,66,65.0,17,11,10,14,36.8,5,3,1,1,25.0,Matches,0,5,1,32.4,0.30,-4.6,-0.12,232,561,41.4,988,128,42.7,38.1,215,64.7,52.0,291,17,5.8,26,0.68,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.63,59,38,+21,+0.55,,60.4,36.6,+23.8,+0.63,,0,0,7,0,0,0,0,0,0,181,0,0,,Big-5-European-Leagues,Big5,2020-2021
163,Baptiste Reynet,fr FRA,GK,NÃ®mes,fr Ligue 1,29,1990,38,38,3420,38.0,71,1.87,192,125,66.1,9,8,21,8,21.1,10,6,3,1,33.3,Matches,1,7,0,63.8,0.29,-7.2,-0.19,298,800,37.3,1287,144,46.3,40.5,300,68.0,50.4,362,19,5.2,27,0.71,14.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.00,0.02,0.02,0.00,0.02,90,100.0,90,,0,,0,0.92,40,71,-31,-0.82,,41.4,64.9,-23.5,-0.62,,0,1,8,0,0,0,0,0,1,210,1,0,100.0,Big-5-European-Leagues,Big5,2020-2021
164,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,10,8,810,9.0,9,1.00,36,28,75.0,5,1,2,5,62.5,0,0,0,0,,Matches,0,0,1,9.9,0.28,+1.9,+0.21,10,27,37.0,162,41,13.0,25.1,54,11.1,24.6,58,3,5.2,5,0.56,14.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,81,23.7,90,,2,45,26,2.20,22,9,+13,+1.44,-0.11,23.4,10.2,+13.2,+1.47,+0.37,0,0,0,0,0,0,0,0,0,32,0,0,,Big-5-European-Leagues,Big5,2020-2021
165,Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13,13,1170,13.0,17,1.31,43,28,65.1,1,7,5,1,7.7,3,2,0,1,0.0,Matches,0,2,0,15.6,0.33,-1.4,-0.11,90,296,30.4,298,38,67.8,52.3,113,83.2,64.9,129,10,7.8,7,0.54,13.3,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,34.2,90,13,0,,22,0.71,10,21,-11,-0.85,-0.37,12.9,16.2,-3.3,-0.25,+0.21,0,0,0,0,0,0,0,0,0,55,0,0,,Big-5-European-Leagues,Big5,2020-2021
166,Joel Robles,es ESP,GK,Betis,es La Liga,30,1990,18,18,1620,18.0,25,1.39,56,37,62.5,9,2,7,6,33.3,5,4,1,0,20.0,Matches,1,5,2,21.5,0.31,-1.5,-0.08,99,301,32.9,449,80,52.6,43.0,116,56.0,45.3,145,10,6.9,14,0.78,16.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,47.4,90,18,0,,20,1.61,25,25,0,0.00,0.00,20.8,21.2,-0.4,-0.02,-0.07,0,1,1,0,0,0,0,0,1,89,0,0,,Big-5-European-Leagues,Big5,2020-2021
167,Marek RodÃ¡k,sk SVK,GK,Fulham,eng Premier League,23,1996,2,2,180,2.0,5,2.50,8,4,50.0,0,0,2,0,0.0,1,1,0,0,0.0,Matches,0,1,0,4.0,0.45,-1.0,-0.52,7,14,50.0,39,7,28.2,30.6,7,42.9,37.4,16,2,12.5,1,0.50,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,,0,,28,0.00,0,5,-5,-2.50,-1.92,1.1,3.0,-1.9,-0.93,-0.66,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2020-2021
168,RubÃ©n,es ESP,"GK,MF",Osasuna,es La Liga,36,1984,3,3,187,2.1,5,2.41,9,3,44.4,0,2,1,0,0.0,0,0,0,0,,Matches,0,0,0,4.9,0.55,-0.1,-0.04,33,54,61.1,46,2,84.8,55.7,15,100.0,65.7,19,1,5.3,3,1.44,14.6,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,62,5.5,62,2,0,,12,0.67,3,5,-2,-0.96,-0.71,3.7,5.1,-1.4,-0.68,-0.34,0,1,0,0,0,0,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2020-2021
169,John Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,2,1,91,1.0,1,0.99,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,1.1,0.28,+0.1,+0.13,1,6,16.7,19,10,26.3,33.5,5,20.0,39.6,9,0,0.0,0,0.00,10.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,46,2.7,90,,1,1,36,0.00,0,1,-1,-0.99,-0.58,0.7,0.9,-0.2,-0.21,-0.06,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2020-2021
170,GerÃ³nimo Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2,2,180,2.0,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,Matches,0,0,0,2.8,0.35,-1.2,-0.62,15,32,46.9,77,16,29.9,30.9,19,47.4,47.4,23,0,0.0,0,0.00,13.1,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,32,0.00,3,6,-3,-1.50,-2.03,2.5,2.5,0.0,-0.01,-0.41,0,0,0,0,0,0,0,0,0,18,0,0,,Big-5-European-Leagues,Big5,2020-2021
171,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11,11,990,11.0,19,1.73,30,16,50.0,2,4,5,2,18.2,4,4,0,0,0.0,Matches,0,3,1,14.8,0.37,-3.2,-0.29,57,141,40.4,341,56,33.4,32.5,58,46.6,40.2,103,7,6.8,6,0.55,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,28.9,90,,0,,1,0.91,14,19,-5,-0.45,-0.42,16.4,11.0,+5.4,+0.49,+0.18,0,1,0,0,0,0,0,0,1,42,0,0,,Big-5-European-Leagues,Big5,2020-2021
172,Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3,3,270,3.0,2,0.67,9,8,88.9,1,1,1,1,33.3,1,1,0,0,0.0,Matches,0,0,0,4.2,0.36,+2.2,+0.73,6,11,54.5,58,19,13.8,26.3,9,33.3,33.0,20,4,20.0,1,0.33,13.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,,0,,12,1.33,3,2,+1,+0.33,-0.10,5.9,2.3,+3.6,+1.20,+1.04,0,0,0,0,0,0,0,0,0,15,0,1,0.0,Big-5-European-Leagues,Big5,2020-2021
173,Frederik RÃ¸nnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,11,10,945,10.5,24,2.29,64,46,68.8,0,4,6,1,10.0,4,4,0,0,0.0,Matches,0,5,2,22.5,0.31,+0.5,+0.05,51,143,35.7,289,64,33.6,32.7,94,48.9,39.7,71,3,4.2,7,0.67,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,30.9,90,10,1,45,9,0.36,6,24,-18,-1.71,+0.12,5.7,20.2,-14.5,-1.38,-0.25,0,0,1,0,0,0,0,0,0,65,0,0,,Big-5-European-Leagues,Big5,2020-2021
174,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15,15,1350,15.0,14,0.93,54,40,74.1,9,4,2,5,33.3,0,0,0,0,,Matches,0,4,0,15.2,0.28,+1.2,+0.08,99,227,43.6,421,76,35.9,34.0,123,61.8,47.5,113,9,8.0,29,1.93,18.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,39.5,90,,0,,20,2.13,26,14,+12,+0.80,+0.80,19.4,15.8,+3.5,+0.24,-0.04,0,0,2,0,0,0,0,0,0,99,0,0,,Big-5-European-Leagues,Big5,2020-2021
175,Robert SÃ¡nchez,es ESP,GK,Brighton,eng Premier League,22,1997,27,27,2430,27.0,27,1.00,87,63,71.3,7,10,10,10,37.0,3,2,0,1,0.0,Matches,0,6,1,30.8,0.34,+4.8,+0.18,182,472,38.6,918,107,40.5,38.3,177,56.5,46.7,210,11,5.2,14,0.52,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,71.1,90,,0,,0,1.15,26,27,-1,-0.04,+0.42,35.2,26.7,+8.5,+0.32,-0.18,0,2,4,0,0,0,0,0,1,134,1,1,50.0,Big-5-European-Leagues,Big5,2020-2021
176,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38,38,3420,38.0,50,1.32,134,87,65.7,20,6,12,11,28.9,4,4,0,0,0.0,Matches,0,9,2,48.5,0.34,+0.5,+0.01,226,533,42.4,1009,164,42.4,38.0,209,50.2,42.7,297,24,8.1,14,0.37,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,,0,,0,1.74,68,50,+18,+0.47,,56.0,47.7,+8.3,+0.22,,0,0,4,0,0,0,0,0,0,161,0,0,,Big-5-European-Leagues,Big5,2020-2021
177,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26,26,2340,26.0,39,1.50,103,70,68.0,6,10,10,8,30.8,6,6,0,0,0.0,Matches,1,3,0,36.9,0.31,-2.1,-0.08,174,359,48.5,699,123,33.6,34.3,219,56.6,46.3,228,14,6.1,12,0.46,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,76.5,90,26,0,,8,1.08,34,39,-5,-0.19,+0.56,32.9,35.7,-2.8,-0.11,+0.11,0,0,4,0,0,0,0,0,0,118,0,0,,Big-5-European-Leagues,Big5,2020-2021
178,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1,1,90,1.0,2,2.00,3,2,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.6,0.23,-0.4,-0.43,13,21,61.9,20,4,70.0,46.3,8,87.5,54.4,10,0,0.0,0,0.00,10.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,34,0.00,1,2,-1,-1.00,-0.59,0.4,1.8,-1.4,-1.40,-1.19,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2020-2021
179,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6,6,540,6.0,13,2.17,25,14,56.0,1,2,3,0,0.0,2,2,0,0,0.0,Matches,1,3,0,10.0,0.34,-3.0,-0.50,47,111,42.3,125,23,57.6,43.9,50,78.0,57.2,54,6,11.1,1,0.17,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,15.8,90,,0,,2,0.83,9,13,-4,-0.67,-0.51,7.3,7.4,-0.1,-0.02,-0.21,0,0,0,0,0,0,0,0,0,28,0,0,,Big-5-European-Leagues,Big5,2020-2021
180,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36,36,3240,36.0,76,2.11,177,103,58.2,3,11,22,5,13.9,2,2,0,0,0.0,Matches,0,9,3,60.8,0.34,-12.2,-0.34,351,637,55.1,1175,180,44.2,38.1,270,43.7,38.5,416,25,6.0,11,0.31,12.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,2,0.56,35,76,-41,-1.14,+0.36,37.3,56.7,-19.4,-0.54,+0.43,0,0,2,0,0,0,0,0,0,162,0,0,,Big-5-European-Leagues,Big5,2020-2021
181,Rui Silva,pt POR,GK,Granada,es La Liga,26,1994,32,32,2880,32.0,55,1.72,129,78,61.2,12,6,14,8,25.0,10,5,4,1,44.4,Matches,2,3,1,50.8,0.35,-3.2,-0.10,282,753,37.5,809,68,66.3,49.3,266,81.6,59.1,311,13,4.2,29,0.91,16.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,84.2,90,32,0,,3,1.31,42,55,-13,-0.41,+0.43,34.5,44.1,-9.6,-0.30,+0.47,0,2,4,0,0,0,0,0,2,171,0,0,,Big-5-European-Leagues,Big5,2020-2021
182,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34,34,3060,34.0,42,1.24,125,89,71.2,11,9,14,7,20.6,7,6,0,1,0.0,Matches,1,7,2,37.5,0.26,-2.5,-0.07,212,746,28.4,727,79,68.6,47.0,275,89.8,58.9,288,10,3.5,13,0.38,13.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,4,1.24,38,42,-4,-0.12,-0.62,38.8,46.0,-7.2,-0.21,-0.33,0,2,3,0,0,0,0,0,2,176,0,0,,Big-5-European-Leagues,Big5,2020-2021
183,Unai SimÃ³n,es ESP,GK,Athletic Club,es La Liga,23,1997,37,37,3330,37.0,40,1.08,104,70,66.3,11,13,13,9,24.3,6,5,1,0,16.7,Matches,1,8,1,35.6,0.29,-3.4,-0.09,241,538,44.8,798,201,42.4,38.9,265,75.5,57.1,367,22,6.0,23,0.62,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,1,1.24,46,40,+6,+0.16,+2.16,43.9,35.1,+8.7,+0.24,+0.88,0,2,6,1,0,0,0,0,1,178,0,1,0.0,Big-5-European-Leagues,Big5,2020-2021
184,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,4,3,344,3.8,6,1.57,19,12,68.4,1,1,1,1,33.3,0,0,0,0,,Matches,0,2,0,7.1,0.37,+1.1,+0.29,37,86,43.0,101,12,51.5,42.9,46,73.9,58.0,56,3,5.4,4,1.05,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,11.2,90,3,1,74,30,1.25,9,6,+3,+0.78,+0.62,5.7,5.1,+0.6,+0.15,-0.18,0,0,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2020-2021
185,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32,32,2880,32.0,62,1.94,129,74,58.1,5,13,14,7,21.9,9,8,0,1,0.0,Matches,1,7,0,46.7,0.31,-15.3,-0.48,198,478,41.4,743,106,45.2,37.1,269,52.8,39.9,301,18,6.0,16,0.50,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,84.2,90,32,0,,3,0.88,42,62,-20,-0.62,-0.79,38.8,50.8,-11.9,-0.37,-0.90,0,1,4,0,0,0,0,0,1,133,0,0,,Big-5-European-Leagues,Big5,2020-2021
186,Antonio Sivera,es ESP,GK,AlavÃ©s,es La Liga,23,1996,1,1,71,0.8,0,0.00,1,1,100.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,0.0,0.01,0.0,+0.02,4,16,25.0,15,1,66.7,48.1,7,85.7,53.3,7,1,14.3,0,0.00,10.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,71,2.1,71,0,0,,37,0.00,0,0,0,0.00,+0.56,0.4,0.2,+0.2,+0.28,+0.51,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2020-2021
187,Åukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28,28,2520,28.0,46,1.64,143,102,71.3,10,5,13,4,14.3,7,5,2,0,28.6,Matches,1,8,1,44.9,0.28,-0.1,0.00,120,316,38.0,738,163,33.7,33.3,228,29.4,26.2,243,25,10.3,13,0.46,12.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,73.7,90,28,0,,2,1.25,41,46,-5,-0.18,+0.72,41.2,47.3,-6.1,-0.22,+0.30,0,0,1,1,0,0,0,0,0,128,0,0,,Big-5-European-Leagues,Big5,2020-2021
188,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,31,31,2712,30.1,50,1.66,124,79,64.5,12,9,10,6,19.4,6,6,0,0,0.0,Matches,0,5,0,43.1,0.31,-6.9,-0.23,180,390,46.2,1028,125,32.0,32.1,211,28.9,29.9,240,14,5.8,20,0.66,13.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,88.6,87,30,0,,0,1.45,55,50,+5,+0.17,-0.61,50.8,41.1,+9.7,+0.32,+0.09,0,1,1,0,0,0,0,0,0,139,0,0,,Big-5-European-Leagues,Big5,2020-2021
189,David Soria,es ESP,GK,Getafe,es La Liga,27,1993,28,28,2520,28.0,31,1.11,75,52,66.7,6,8,14,10,35.7,7,6,1,0,14.3,Matches,0,4,3,29.5,0.32,+1.5,+0.06,299,749,39.9,661,14,87.9,59.1,195,86.2,59.4,208,20,9.6,42,1.50,17.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,73.7,90,28,0,,10,0.93,20,31,-11,-0.39,+0.01,24.5,30.3,-5.7,-0.21,-0.02,0,0,4,0,0,0,0,0,0,177,0,0,,Big-5-European-Leagues,Big5,2020-2021
190,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,1992,15,13,1261,14.0,21,1.50,48,28,58.3,9,1,3,2,15.4,2,1,1,0,50.0,Matches,0,2,0,16.1,0.30,-4.9,-0.35,49,109,45.0,319,69,23.8,30.0,56,58.9,47.2,88,7,8.0,15,1.07,16.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,36.9,90,13,2,46,23,1.93,35,21,+14,+1.00,-0.21,27.9,15.9,+12.0,+0.85,-0.11,0,0,1,0,0,0,1,0,0,69,0,1,0.0,Big-5-European-Leagues,Big5,2020-2021
191,Zack Steffen,us USA,GK,Manchester City,eng Premier League,25,1995,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches,0,0,0,0.6,0.32,-0.4,-0.37,2,6,33.3,20,4,25.0,31.1,8,12.5,20.5,10,0,0.0,0,0.00,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,,0,,34,3.00,3,1,+2,+2.00,+0.68,2.4,0.8,+1.6,+1.62,+0.53,0,1,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2020-2021
192,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,25,1995,9,9,810,9.0,14,1.56,37,24,67.6,3,2,4,3,33.3,2,2,0,0,0.0,Matches,0,1,0,13.2,0.31,-0.8,-0.09,55,107,51.4,286,49,34.3,31.7,58,15.5,24.8,77,7,9.1,1,0.11,11.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.7,90,9,0,,19,1.22,8,14,-6,-0.67,-1.08,14.7,10.5,+4.2,+0.46,+0.19,0,0,2,0,0,0,1,0,0,47,0,0,,Big-5-European-Leagues,Big5,2020-2021
193,Wojciech SzczÄsny,pl POL,GK,Juventus,it Serie A,30,1990,30,30,2677,29.7,32,1.08,95,67,70.5,16,8,6,5,16.7,6,4,2,0,33.3,Matches,0,4,2,28.1,0.25,-1.9,-0.06,118,203,58.1,835,130,21.0,29.1,180,15.6,24.3,241,17,7.1,24,0.81,14.7,0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,89,78.3,89,29,0,,8,1.87,55,32,+23,+0.77,-1.16,54.5,28.9,+25.5,+0.86,-0.41,0,0,1,0,0,0,0,0,0,134,0,0,,Big-5-European-Leagues,Big5,2020-2021
