market_value,club,date,tm_id,league_code,season
350000,N EEmes Olympique,"Mar 9, 2021",814725,FR1,2020
500000,N EEmes Olympique,"Apr 9, 2021",814725,FR1,2020
500000,N EEmes Olympique,"Jun 4, 2021",814725,FR1,2020
150000,N EEmes Olympique B,"Mar 9, 2021",862880,FR1,2020
75000,FK Olimpik Sarajevo ,"Oct 1, 2012",184473,FR1,2020
225000,FK Olimpik Sarajevo ,"Apr 20, 2013",184473,FR1,2020
400000,FK Olimpik Sarajevo ,"Nov 5, 2013",184473,FR1,2020
700000,FK Sarajevo,"Feb 2, 2015",184473,FR1,2020
900000,FK Sarajevo,"Jul 22, 2015",184473,FR1,2020
1500000,FK Sarajevo,"Jan 7, 2016",184473,FR1,2020
1600000,FK Sarajevo,"Jul 19, 2016",184473,FR1,2020
1300000,FK Sarajevo,"Jan 21, 2017",184473,FR1,2020
1300000,SG Dynamo Dresden,"Aug 21, 2017",184473,FR1,2020
1300000,SG Dynamo Dresden,"Jan 22, 2018",184473,FR1,2020
1300000,SG Dynamo Dresden,"Jun 19, 2018",184473,FR1,2020
800000,SG Dynamo Dresden,"Jan 8, 2019",184473,FR1,2020
800000,SG Dynamo Dresden,"Jun 12, 2019",184473,FR1,2020
1000000,N EEmes Olympique,"Sep 27, 2019",184473,FR1,2020
1000000,N EEmes Olympique,"Dec 19, 2019",184473,FR1,2020
800000,N EEmes Olympique,"Apr 8, 2020",184473,FR1,2020
800000,N EEmes Olympique,"Oct 15, 2020",184473,FR1,2020
800000,N EEmes Olympique,"Jun 4, 2021",184473,FR1,2020
100000,FC Z FCrich,"Dec 18, 2015",364239,FR1,2020
75000,FC Z FCrich,"Jul 16, 2016",364239,FR1,2020
500000,FC Z FCrich,"Dec 20, 2016",364239,FR1,2020
800000,FC Z FCrich,"Jul 12, 2017",364239,FR1,2020
1500000,FC Z FCrich,"Sep 29, 2017",364239,FR1,2020
1500000,FC Z FCrich,"Jan 8, 2018",364239,FR1,2020
2000000,SG Dynamo Dresden,"Jun 19, 2018",364239,FR1,2020
3000000,SG Dynamo Dresden,"Oct 16, 2018",364239,FR1,2020
4000000,SG Dynamo Dresden,"Jan 8, 2019",364239,FR1,2020
3500000,SG Dynamo Dresden,"Jun 12, 2019",364239,FR1,2020
3500000,SG Dynamo Dresden,"Dec 13, 2019",364239,FR1,2020
2800000,N EEmes Olympique,"Apr 8, 2020",364239,FR1,2020
2800000,N EEmes Olympique,"Oct 15, 2020",364239,FR1,2020
3000000,N EEmes Olympique,"Jan 7, 2021",364239,FR1,2020
4000000,N EEmes Olympique,"Jun 4, 2021",364239,FR1,2020
200000,Falkenbergs FF,"Jul 22, 2013",251813,FR1,2020
250000,AIK,"Jun 26, 2014",251813,FR1,2020
250000,AIK,"Apr 11, 2015",251813,FR1,2020
200000,AIK,"Jun 14, 2015",251813,FR1,2020
200000,AIK,"Nov 29, 2015",251813,FR1,2020
150000,AIK,"Jun 17, 2016",251813,FR1,2020
400000,AIK,"Dec 11, 2016",251813,FR1,2020
800000,IFK Norrk F6ping,"Jun 20, 2017",251813,FR1,2020
1500000,Bristol City,"Sep 18, 2017",251813,FR1,2020
1500000,Bristol City,"Feb 27, 2018",251813,FR1,2020
1500000,Bristol City,"Sep 24, 2018",251813,FR1,2020
1500000,Bristol City,"Jun 28, 2019",251813,FR1,2020
5000000,Bristol City,"Feb 27, 2020",251813,FR1,2020
4000000,Bristol City,"Apr 8, 2020",251813,FR1,2020
4000000,N EEmes Olympique,"Oct 15, 2020",251813,FR1,2020
3000000,N EEmes Olympique,"Jan 7, 2021",251813,FR1,2020
3000000,N EEmes Olympique,"Jun 4, 2021",251813,FR1,2020
200000,N EEmes Olympique,"Mar 9, 2021",654420,FR1,2020
400000,USM Alger,"Aug 1, 2012",232895,FR1,2020
600000,USM Alger,"Dec 9, 2012",232895,FR1,2020
600000,USM Alger,"Jun 30, 2013",232895,FR1,2020
750000,USM Alger,"Jan 2, 2014",232895,FR1,2020
1000000,USM Alger,"Mar 13, 2014",232895,FR1,2020
1000000,USM Alger,"Dec 2, 2014",232895,FR1,2020
900000,USM Alger,"Jun 13, 2015",232895,FR1,2020
1000000,USM Alger,"May 17, 2016",232895,FR1,2020
1000000,AC Le Havre,"Jul 13, 2016",232895,FR1,2020
800000,AC Le Havre,"Mar 20, 2017",232895,FR1,2020
800000,AC Le Havre,"Jun 15, 2017",232895,FR1,2020
2000000,AC Le Havre,"May 16, 2018",232895,FR1,2020
2000000,AC Le Havre,"Jan 8, 2019",232895,FR1,2020
3500000,N EEmes Olympique,"Sep 27, 2019",232895,FR1,2020
3500000,N EEmes Olympique,"Dec 19, 2019",232895,FR1,2020
2800000,N EEmes Olympique,"Apr 8, 2020",232895,FR1,2020
6000000,N EEmes Olympique,"Oct 15, 2020",232895,FR1,2020
7000000,N EEmes Olympique,"Jan 7, 2021",232895,FR1,2020
8000000,N EEmes Olympique,"Apr 9, 2021",232895,FR1,2020
8000000,N EEmes Olympique,"Jun 4, 2021",232895,FR1,2020
0,Retired,,255220,FR1,2020
100000,Stade Reims,"Aug 31, 2007",57372,FR1,2020
50000,Stade Reims,"Apr 9, 2008",57372,FR1,2020
200000,Stade Reims,"May 19, 2008",57372,FR1,2020
600000,Stade Reims,"Dec 13, 2008",57372,FR1,2020
500000,Stade Reims,"Jun 3, 2009",57372,FR1,2020
400000,Stade Reims,"Aug 1, 2010",57372,FR1,2020
400000,Stade Reims,"May 30, 2011",57372,FR1,2020
400000,Stade Reims,"Dec 25, 2011",57372,FR1,2020
400000,Stade Reims,"Jun 1, 2012",57372,FR1,2020
750000,FC Nantes,"Jan 4, 2013",57372,FR1,2020
1000000,FC Nantes,"May 29, 2013",57372,FR1,2020
2250000,FC Nantes,"Jan 14, 2014",57372,FR1,2020
3000000,FC Nantes,"Aug 7, 2014",57372,FR1,2020
2500000,FC Nantes,"Jan 14, 2015",57372,FR1,2020
3000000,FC Nantes,"Jun 6, 2015",57372,FR1,2020
3000000,KAA Gent,"Feb 7, 2016",57372,FR1,2020
2500000,KAA Gent,"Apr 14, 2016",57372,FR1,2020
2000000,EA Guingamp,"Jul 13, 2016",57372,FR1,2020
2500000,EA Guingamp,"Nov 1, 2016",57372,FR1,2020
2500000,EA Guingamp,"Jan 16, 2017",57372,FR1,2020
2500000,EA Guingamp,"Jun 1, 2017",57372,FR1,2020
2500000,EA Guingamp,"Jan 24, 2018",57372,FR1,2020
2500000,EA Guingamp,"Jun 4, 2018",57372,FR1,2020
2500000,EA Guingamp,"Dec 17, 2018",57372,FR1,2020
2500000,EA Guingamp,"Jun 3, 2019",57372,FR1,2020
2000000,N EEmes Olympique,"Sep 27, 2019",57372,FR1,2020
1800000,N EEmes Olympique,"Dec 19, 2019",57372,FR1,2020
1400000,N EEmes Olympique,"Apr 8, 2020",57372,FR1,2020
2000000,N EEmes Olympique,"Oct 15, 2020",57372,FR1,2020
