club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
1.FC Kaiserslautern,Uwe Fuchs,26,Centre-Forward,1. FC Köln,£585Th.,in,Summer,0.585,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Lusch,29,Right Midfield,Bor. Dortmund,£428Th.,in,Summer,0.428,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Claus Reitmaier,29,Goalkeeper,Stuttg. Kickers,£360Th.,in,Summer,0.36,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Ciriaco Sforza,23,Central Midfield,Grasshoppers,?,in,Summer,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Andreas Brehme,32,Left-Back,Real Zaragoza,?,in,Summer,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Jürgen Degen,25,Centre-Forward,F. Düsseldorf,"End of loanJun 30, 1993",in,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Bernhard Winkler,27,Centre-Forward,SC Fortuna Köln,"End of loanJun 30, 1993",in,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Guido Hoffmann,27,Attacking Midfield,Bay. Leverkusen,"End of loanJun 30, 1993",in,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Marcel Witeczek,24,Centre-Forward,Bayern Munich,£2.25m,out,Summer,2.25,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Zeyer,25,Central Midfield,Waldh. Mannheim,£315Th.,out,Summer,0.315,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Thomas Richter,26,Defensive Midfield,Hertha BSC,Free transfer,out,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Demir Hotic,31,Centre-Forward,Fenerbahce,Free transfer,out,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Thomas Vogel,28,Centre-Forward,TeBe Berlin,Free transfer,out,Summer,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Bernhard Winkler,27,Centre-Forward,1860 Munich,?,out,Summer,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Guido Hoffmann,27,Attacking Midfield,SV Wehen,?,out,Summer,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Serr,30,Goalkeeper,Saarbrücken,?,out,Summer,NA,1 Bundesliga,1993,1993/1994
