,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Borja Valero,"€ 57,942","€ 3,013,000","€ 3,061,677",M,31,Spain,Fiorentina,Serie A,2016-2017
1,Cristian Tello,"€ 51,115","€ 2,658,000","€ 2,700,942",F,24,Spain,Fiorentina,Serie A,2016-2017
2,Khouma Babacar,"€ 47,731","€ 2,482,000","€ 2,522,098",F,23,Senegal,Fiorentina,Serie A,2016-2017
3,Josip Ilicic,"€ 40,904","€ 2,127,000","€ 2,161,363",F,28,Slovenia,Fiorentina,Serie A,2016-2017
4,Carlos Sánchez,"€ 40,904","€ 2,127,000","€ 2,161,363",M,30,Colombia,Fiorentina,Serie A,2016-2017
5,Nikola Kalinic,"€ 40,904","€ 2,127,000","€ 2,161,363",F,28,Croatia,Fiorentina,Serie A,2016-2017
6,Gonzalo Rodríguez,"€ 40,904","€ 2,127,000","€ 2,161,363",D,32,Argentina,Fiorentina,Serie A,2016-2017
7,Milan Badelj,"€ 37,481","€ 1,949,000","€ 1,980,487",M,27,Croatia,Fiorentina,Serie A,2016-2017
8,Matías Vecino,"€ 37,481","€ 1,949,000","€ 1,980,487",M,24,Uruguay,Fiorentina,Serie A,2016-2017
9,Davide Astori,"€ 37,481","€ 1,949,000","€ 1,980,487",D,29,Italy,Fiorentina,Serie A,2016-2017
10,Federico Bernardeschi,"€ 34,096","€ 1,773,000","€ 1,801,644",M,22,Italy,Fiorentina,Serie A,2016-2017
11,Riccardo Saponara,"€ 30,673","€ 1,595,000","€ 1,620,768",M,24,Italy,Fiorentina,Serie A,2016-2017
12,Sebastián Cristóforo,"€ 23,846","€ 1,240,000","€ 1,260,033",M,22,Uruguay,Fiorentina,Serie A,2016-2017
13,Ciprian Tatarusanu,"€ 23,846","€ 1,240,000","€ 1,260,033",K,30,Romania,Fiorentina,Serie A,2016-2017
14,Carlos Salcedo,"€ 17,038","€ 886,000","€ 900,314",D,22,Mexico,Fiorentina,Serie A,2016-2017
15,Marco Sportiello,"€ 17,038","€ 886,000","€ 900,314",K,24,Italy,Fiorentina,Serie A,2016-2017
16,Hrvoje Milic,"€ 17,038","€ 886,000","€ 900,314",D,27,Croatia,Fiorentina,Serie A,2016-2017
17,Bartlomiej Dragowski,"€ 6,827","€ 355,000","€ 360,735",K,18,Poland,Fiorentina,Serie A,2016-2017
18,Maximiliano Olivera,"€ 5,885","€ 306,000","€ 310,944",D,24,Uruguay,Fiorentina,Serie A,2016-2017
19,Ianis Hagi,"€ 3,058","€ 159,000","€ 161,569",M,17,Romania,Fiorentina,Serie A,2016-2017
20,Federico Chiesa,"€ 2,385","€ 124,000","€ 126,003",M,18,Italy,Fiorentina,Serie A,2016-2017
21,Riccardo Baroni,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Fiorentina,Serie A,2016-2017
22,Michele Cerofolini,€ 250,"€ 13,000","€ 13,210",K,17,Italy,Fiorentina,Serie A,2016-2017
23,Fabio Maistro,€ 250,"€ 13,000","€ 13,210",M,18,Italy,Fiorentina,Serie A,2016-2017
24,Giacomo Satalino,€ 250,"€ 13,000","€ 13,210",K,17,Italy,Fiorentina,Serie A,2016-2017
25,Simone Ghidotti,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Fiorentina,Serie A,2016-2017
26,Jan Mlakar,€ 250,"€ 13,000","€ 13,210",F,17,Slovenia,Fiorentina,Serie A,2016-2017
27,Hernán Toledo,€ 0,€ 0,€ 0,F,20,Argentina,Fiorentina,Serie A,2016-2017
28,Mauro Zárate,€ 0,€ 0,€ 0,F,29,Argentina,Fiorentina,Serie A,2016-2017
29,Giuseppe Rossi,€ 0,€ 0,€ 0,F,29,Italy,Fiorentina,Serie A,2016-2017
30,Gilberto,€ 0,€ 0,€ 0,D,23,Brazil,Fiorentina,Serie A,2016-2017
31,Nenad Tomović,€ 0,€ 0,€ 0,D,28,Serbia,Fiorentina,Serie A,2016-2017
32,Ricardo Bagadur,€ 0,€ 0,€ 0,D,20,Croatia,Fiorentina,Serie A,2016-2017
33,Amidu Salifu,€ 0,€ 0,€ 0,M,23,Ghana,Fiorentina,Serie A,2016-2017
34,Sebastien De Maio,€ 0,€ 0,€ 0,D,29,France,Fiorentina,Serie A,2016-2017
35,Joshua Pérez,€ 0,€ 0,€ 0,M,18,United States,Fiorentina,Serie A,2016-2017
36,Tomás Reymão,€ 0,€ 0,€ 0,M,17,Portugal,Fiorentina,Serie A,2016-2017
37,Kevin Diks,€ 0,€ 0,€ 0,D,19,Netherlands,Fiorentina,Serie A,2016-2017
38,Luca Lezzerini,€ 0,€ 0,€ 0,K,21,Italy,Fiorentina,Serie A,2016-2017
39,Marcos Alonso,€ 0,€ 0,€ 0,D,25,Spain,Fiorentina,Serie A,2016-2017
40,Jaime Báez,€ 0,€ 0,€ 0,F,21,Uruguay,Fiorentina,Serie A,2016-2017
41,Matías Fernández,€ 0,€ 0,€ 0,M,30,Chile,Fiorentina,Serie A,2016-2017
