,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Édgar Barreto,"€ 40,904","€ 2,127,000","€ 2,161,363",M,31,Paraguay,Sampdoria,Serie A,2016-2017
1,Fabio Quagliarella,"€ 40,904","€ 2,127,000","€ 2,161,363",F,33,Italy,Sampdoria,Serie A,2016-2017
2,Matías Silvestre,"€ 37,481","€ 1,949,000","€ 1,980,487",D,31,Argentina,Sampdoria,Serie A,2016-2017
3,Dennis Praet,"€ 37,481","€ 1,949,000","€ 1,980,487",M,22,Belgium,Sampdoria,Serie A,2016-2017
4,Emiliano Viviano,"€ 30,673","€ 1,595,000","€ 1,620,768",K,30,Italy,Sampdoria,Serie A,2016-2017
5,Luis Muriel,"€ 30,673","€ 1,595,000","€ 1,620,768",F,25,Colombia,Sampdoria,Serie A,2016-2017
6,Luca Cigarini,"€ 30,673","€ 1,595,000","€ 1,620,768",M,30,Italy,Sampdoria,Serie A,2016-2017
7,Filip Djuricic,"€ 28,962","€ 1,506,000","€ 1,530,330",F,24,Serbia,Sampdoria,Serie A,2016-2017
8,Angelo Palombo,"€ 27,269","€ 1,418,000","€ 1,440,909",M,34,Italy,Sampdoria,Serie A,2016-2017
9,Jacopo Sala,"€ 27,269","€ 1,418,000","€ 1,440,909",D,24,Italy,Sampdoria,Serie A,2016-2017
10,Dodô,"€ 27,269","€ 1,418,000","€ 1,440,909",D,24,Brazil,Sampdoria,Serie A,2016-2017
11,Lorenzo De Silvestri,"€ 23,846","€ 1,240,000","€ 1,260,033",D,28,Italy,Sampdoria,Serie A,2016-2017
12,Bruno Fernandes,"€ 23,846","€ 1,240,000","€ 1,260,033",M,21,Portugal,Sampdoria,Serie A,2016-2017
13,Karol Linetty,"€ 17,038","€ 886,000","€ 900,314",M,21,Poland,Sampdoria,Serie A,2016-2017
14,Ante Budimir,"€ 17,038","€ 886,000","€ 900,314",F,24,Croatia,Sampdoria,Serie A,2016-2017
15,Daniel Pavlovic,"€ 13,635","€ 709,000","€ 720,454",D,28,Bosnia-Herzegovina,Sampdoria,Serie A,2016-2017
16,Patrik Schick,"€ 13,635","€ 709,000","€ 720,454",F,20,Czech Republic,Sampdoria,Serie A,2016-2017
17,Vasco Regini,"€ 11,942","€ 621,000","€ 631,033",D,25,Italy,Sampdoria,Serie A,2016-2017
18,Bartosz Bereszynski,"€ 10,692","€ 556,000","€ 564,983",D,23,Poland,Sampdoria,Serie A,2016-2017
19,Milan Skriniar,"€ 7,500","€ 390,000","€ 396,301",D,21,Slovakia,Sampdoria,Serie A,2016-2017
20,Lucas Torreira,"€ 6,827","€ 355,000","€ 360,735",M,20,Uruguay,Sampdoria,Serie A,2016-2017
21,Christian Puggioni,"€ 6,827","€ 355,000","€ 360,735",K,35,Italy,Sampdoria,Serie A,2016-2017
22,Lorenco Simic,"€ 5,385","€ 280,000","€ 284,524",D,19,Croatia,Sampdoria,Serie A,2016-2017
23,Wladimiro Falcone,"€ 3,231","€ 168,000","€ 170,714",K,21,Italy,Sampdoria,Serie A,2016-2017
24,Djamel Mesbah,"€ 2,750","€ 143,000","€ 145,310",D,31,Algeria,Sampdoria,Serie A,2016-2017
25,Stanley Amuzie,€ 962,"€ 50,000","€ 50,808",D,20,Nigeria,Sampdoria,Serie A,2016-2017
26,Pietro Cavagnaro,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Sampdoria,Serie A,2016-2017
27,Denis Baumgartner,€ 250,"€ 13,000","€ 13,210",M,18,Slovakia,Sampdoria,Serie A,2016-2017
28,Gergely Hutvágner,€ 250,"€ 13,000","€ 13,210",K,16,Hungary,Sampdoria,Serie A,2016-2017
29,Giacomo Vrioni,€ 250,"€ 13,000","€ 13,210",F,17,Albania,Sampdoria,Serie A,2016-2017
30,Ibourahima Baldé,€ 250,"€ 13,000","€ 13,210",F,17,Spain,Sampdoria,Serie A,2016-2017
31,Michal Tomic,€ 250,"€ 13,000","€ 13,210",M,17,Slovakia,Sampdoria,Serie A,2016-2017
32,Andrea Tessiore,€ 250,"€ 13,000","€ 13,210",M,16,Italy,Sampdoria,Serie A,2016-2017
33,Titas Krapikas,€ 250,"€ 13,000","€ 13,210",K,17,Lithuania,Sampdoria,Serie A,2016-2017
34,David Ivan,€ 0,€ 0,€ 0,M,21,Slovakia,Sampdoria,Serie A,2016-2017
35,Pedro Pereira,€ 0,€ 0,€ 0,D,18,Portugal,Sampdoria,Serie A,2016-2017
36,Antonio Cassano,€ 0,€ 0,€ 0,F,33,Italy,Sampdoria,Serie A,2016-2017
37,Ricardo Álvarez,€ 0,€ 0,€ 0,M,28,Argentina,Sampdoria,Serie A,2016-2017
38,Carlos Carbonero,€ 0,€ 0,€ 0,M,25,Colombia,Sampdoria,Serie A,2016-2017
39,Andrea Tozzo,€ 0,€ 0,€ 0,K,23,Italy,Sampdoria,Serie A,2016-2017
40,Luka Krajnc,€ 0,€ 0,€ 0,D,21,Slovenia,Sampdoria,Serie A,2016-2017
41,Mirko Eramo,€ 0,€ 0,€ 0,M,26,Italy,Sampdoria,Serie A,2016-2017
