,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mauro Icardi,"€ 122,692","€ 6,380,000","€ 6,483,073",F,23,Argentina,Inter Milan,Serie A,2016-2017
1,Geoffrey Kondogbia,"€ 119,288","€ 6,203,000","€ 6,303,213",M,23,Central African Republic,Inter Milan,Serie A,2016-2017
2,Ivan Perisic,"€ 102,250","€ 5,317,000","€ 5,402,899",F,27,Croatia,Inter Milan,Serie A,2016-2017
3,Miranda,"€ 102,250","€ 5,317,000","€ 5,402,899",D,31,Brazil,Inter Milan,Serie A,2016-2017
4,João Mário,"€ 96,154","€ 5,000,000","€ 5,080,778",M,23,Portugal,Inter Milan,Serie A,2016-2017
5,Gabriel Barbosa,"€ 92,019","€ 4,785,000","€ 4,862,305",F,19,Brazil,Inter Milan,Serie A,2016-2017
6,Samir Handanovic,"€ 85,212","€ 4,431,000","€ 4,502,586",K,31,Slovenia,Inter Milan,Serie A,2016-2017
7,Rodrigo Palacio,"€ 81,808","€ 4,254,000","€ 4,322,726",F,34,Argentina,Inter Milan,Serie A,2016-2017
8,Antonio Candreva,"€ 74,981","€ 3,899,000","€ 3,961,991",M,29,Italy,Inter Milan,Serie A,2016-2017
9,Éder,"€ 61,346","€ 3,190,000","€ 3,241,536",F,29,Italy,Inter Milan,Serie A,2016-2017
10,Gary Medel,"€ 54,538","€ 2,836,000","€ 2,881,817",M,28,Chile,Inter Milan,Serie A,2016-2017
11,Jonathan Biabiany,"€ 54,538","€ 2,836,000","€ 2,881,817",M,28,France,Inter Milan,Serie A,2016-2017
12,Marcelo Brozovic,"€ 51,115","€ 2,658,000","€ 2,700,942",M,23,Croatia,Inter Milan,Serie A,2016-2017
13,Cristian Ansaldi,"€ 51,115","€ 2,658,000","€ 2,700,942",D,29,Argentina,Inter Milan,Serie A,2016-2017
14,Jeison Murillo,"€ 44,308","€ 2,304,000","€ 2,341,223",D,24,Colombia,Inter Milan,Serie A,2016-2017
15,Davide Santon,"€ 44,308","€ 2,304,000","€ 2,341,223",D,25,Italy,Inter Milan,Serie A,2016-2017
16,Danilo D'Ambrosio,"€ 40,904","€ 2,127,000","€ 2,161,363",D,27,Italy,Inter Milan,Serie A,2016-2017
17,Marco Andreolli,"€ 37,481","€ 1,949,000","€ 1,980,487",D,30,Italy,Inter Milan,Serie A,2016-2017
18,Trent Sainsbury,"€ 29,962","€ 1,558,000","€ 1,583,170",D,24,Australia,Inter Milan,Serie A,2016-2017
19,Juan Pablo Carrizo,"€ 25,558","€ 1,329,000","€ 1,350,471",K,32,Argentina,Inter Milan,Serie A,2016-2017
20,Tommaso Berni,"€ 6,827","€ 355,000","€ 360,735",K,33,Italy,Inter Milan,Serie A,2016-2017
21,Roberto Gagliardini,"€ 5,115","€ 266,000","€ 270,297",M,22,Italy,Inter Milan,Serie A,2016-2017
22,Ionut Radu,"€ 3,404","€ 177,000","€ 179,860",K,19,Romania,Inter Milan,Serie A,2016-2017
23,Assane Gnoukouri,"€ 3,404","€ 177,000","€ 179,860",M,19,Cote d'Ivoire,Inter Milan,Serie A,2016-2017
24,Senna Miangue,"€ 2,731","€ 142,000","€ 144,294",D,19,Belgium,Inter Milan,Serie A,2016-2017
25,Eloge Yao,"€ 2,731","€ 142,000","€ 144,294",D,20,Cote d'Ivoire,Inter Milan,Serie A,2016-2017
26,Rigoberto Rivas,€ 269,"€ 14,000","€ 14,226",M,17,Honduras,Inter Milan,Serie A,2016-2017
27,Zinho Vanheusden,€ 250,"€ 13,000","€ 13,210",D,16,Belgium,Inter Milan,Serie A,2016-2017
28,Axel Bakayoko,€ 250,"€ 13,000","€ 13,210",M,18,France,Inter Milan,Serie A,2016-2017
29,Marco Carraro,€ 250,"€ 13,000","€ 13,210",M,18,Italy,Inter Milan,Serie A,2016-2017
30,Michele Di Gregorio,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Inter Milan,Serie A,2016-2017
31,Xian Emmers,€ 250,"€ 13,000","€ 13,210",M,16,Belgium,Inter Milan,Serie A,2016-2017
32,Andrea Pinamonti,€ 250,"€ 13,000","€ 13,210",F,17,Italy,Inter Milan,Serie A,2016-2017
33,Éver Banega,€ 0,€ 0,€ 0,M,28,Argentina,Inter Milan,Serie A,2016-2017
34,Caner Erkin,€ 0,€ 0,€ 0,D,27,Turkey,Inter Milan,Serie A,2016-2017
35,Stevan Jovetic,€ 0,€ 0,€ 0,F,26,Montenegro,Inter Milan,Serie A,2016-2017
36,Andrew Gravillon,€ 0,€ 0,€ 0,D,18,Guadeloupe,Inter Milan,Serie A,2016-2017
37,Andrea Ranocchia,€ 0,€ 0,€ 0,D,28,Italy,Inter Milan,Serie A,2016-2017
38,Yuto Nagatomo,€ 0,€ 0,€ 0,D,29,Japan,Inter Milan,Serie A,2016-2017
39,Loris Zonta,€ 0,€ 0,€ 0,M,19,Italy,Inter Milan,Serie A,2016-2017
40,Felipe Melo,€ 0,€ 0,€ 0,M,33,Brazil,Inter Milan,Serie A,2016-2017
