,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ilija Nestorovski,"€ 26,096","€ 1,357,000","€ 1,378,923",F,26,North Macedonia,Palermo,Serie A,2016-2017
1,Bruno Henrique,"€ 23,846","€ 1,240,000","€ 1,260,033",M,26,Brazil,Palermo,Serie A,2016-2017
2,Giancarlo González,"€ 20,442","€ 1,063,000","€ 1,080,173",D,28,Costa Rica,Palermo,Serie A,2016-2017
3,Mato Jajalo,"€ 17,038","€ 886,000","€ 900,314",M,28,Bosnia-Herzegovina,Palermo,Serie A,2016-2017
4,Slobodan Rajkovic,"€ 17,038","€ 886,000","€ 900,314",D,27,Serbia,Palermo,Serie A,2016-2017
5,Alessandro Diamanti,"€ 14,673","€ 763,000","€ 775,327",F,33,Italy,Palermo,Serie A,2016-2017
6,Toni Sunjic,"€ 14,346","€ 746,000","€ 758,052",D,27,Bosnia-Herzegovina,Palermo,Serie A,2016-2017
7,Oscar Hiljemark,"€ 14,308","€ 744,000","€ 756,020",M,24,Sweden,Palermo,Serie A,2016-2017
8,Andrea Rispoli,"€ 13,635","€ 709,000","€ 720,454",D,27,Italy,Palermo,Serie A,2016-2017
9,Michel Morganella,"€ 13,635","€ 709,000","€ 720,454",D,27,Switzerland,Palermo,Serie A,2016-2017
10,Ivaylo Chochev,"€ 12,846","€ 668,000","€ 678,792",M,23,Bulgaria,Palermo,Serie A,2016-2017
11,Aleksandar Trajkovski,"€ 11,942","€ 621,000","€ 631,033",F,23,North Macedonia,Palermo,Serie A,2016-2017
12,Roberto Vitiello,"€ 11,942","€ 621,000","€ 631,033",D,33,Italy,Palermo,Serie A,2016-2017
13,Carlos Embalo,"€ 11,942","€ 621,000","€ 631,033",F,21,Guinea-Bissau,Palermo,Serie A,2016-2017
14,Haitam Aleesami,"€ 11,462","€ 596,000","€ 605,629",D,24,Norway,Palermo,Serie A,2016-2017
15,Norbert Balogh,"€ 11,462","€ 596,000","€ 605,629",F,20,Hungary,Palermo,Serie A,2016-2017
16,Alessandro Gazzi,"€ 10,231","€ 532,000","€ 540,595",M,33,Italy,Palermo,Serie A,2016-2017
17,Josip Posavec,"€ 8,519","€ 443,000","€ 450,157",K,20,Croatia,Palermo,Serie A,2016-2017
18,Edoardo Goldaniga,"€ 8,519","€ 443,000","€ 450,157",D,22,Italy,Palermo,Serie A,2016-2017
19,Thiago Cionek,"€ 8,519","€ 443,000","€ 450,157",D,30,Poland,Palermo,Serie A,2016-2017
20,Roland Sallai,"€ 6,827","€ 355,000","€ 360,735",F,19,Hungary,Palermo,Serie A,2016-2017
21,Stefan Silva,"€ 6,750","€ 351,000","€ 356,671",F,26,Sweden,Palermo,Serie A,2016-2017
22,Simone Lo Faso,"€ 4,096","€ 213,000","€ 216,441",F,18,Italy,Palermo,Serie A,2016-2017
23,Giuseppe Pezzella,"€ 2,385","€ 124,000","€ 126,003",D,18,Italy,Palermo,Serie A,2016-2017
24,Francesco Bonfiglio,"€ 2,173","€ 113,000","€ 114,826",F,19,Italy,Palermo,Serie A,2016-2017
25,Andrea Fulignati,"€ 1,692","€ 88,000","€ 89,422",K,21,Italy,Palermo,Serie A,2016-2017
26,Andrea Punzi,€ 865,"€ 45,000","€ 45,727",D,19,Italy,Palermo,Serie A,2016-2017
27,Simone Giuliano,€ 673,"€ 35,000","€ 35,565",D,19,Italy,Palermo,Serie A,2016-2017
28,Sebastian Breza,€ 269,"€ 14,000","€ 14,226",K,18,Canada,Palermo,Serie A,2016-2017
29,Leonardo Marson,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Palermo,Serie A,2016-2017
30,Gennaro Ruggiero,€ 250,"€ 13,000","€ 13,210",M,16,Italy,Palermo,Serie A,2016-2017
31,Samuele Guddo,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Palermo,Serie A,2016-2017
32,Robin Quaison,€ 0,€ 0,€ 0,F,22,Sweden,Palermo,Serie A,2016-2017
33,Ouasim Bouy,€ 0,€ 0,€ 0,M,23,Morocco,Palermo,Serie A,2016-2017
34,Sinisa Andelkovic,€ 0,€ 0,€ 0,D,30,Slovenia,Palermo,Serie A,2016-2017
35,Aljaz Struna,€ 0,€ 0,€ 0,D,25,Slovenia,Palermo,Serie A,2016-2017
36,Marco Toscano,€ 0,€ 0,€ 0,M,18,Italy,Palermo,Serie A,2016-2017
37,Achraf Lazaar,€ 0,€ 0,€ 0,D,24,Morocco,Palermo,Serie A,2016-2017
38,Accursio Bentivegna,€ 0,€ 0,€ 0,M,20,Italy,Palermo,Serie A,2016-2017
