,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ciro Immobile,"€ 68,173","€ 3,545,000","€ 3,602,272",F,26,Italy,Lazio,Serie A,2016-2017
1,Federico Marchetti,"€ 47,731","€ 2,482,000","€ 2,522,098",K,33,Italy,Lazio,Serie A,2016-2017
2,Lucas Biglia,"€ 47,731","€ 2,482,000","€ 2,522,098",M,30,Argentina,Lazio,Serie A,2016-2017
3,Stefan Radu,"€ 47,731","€ 2,482,000","€ 2,522,098",D,29,Romania,Lazio,Serie A,2016-2017
4,Stefan de Vrij,"€ 44,308","€ 2,304,000","€ 2,341,223",D,24,Netherlands,Lazio,Serie A,2016-2017
5,Felipe Anderson,"€ 40,904","€ 2,127,000","€ 2,161,363",F,23,Brazil,Lazio,Serie A,2016-2017
6,Senad Lulic,"€ 40,904","€ 2,127,000","€ 2,161,363",M,30,Bosnia-Herzegovina,Lazio,Serie A,2016-2017
7,Marco Parolo,"€ 40,904","€ 2,127,000","€ 2,161,363",M,31,Italy,Lazio,Serie A,2016-2017
8,Luis Alberto,"€ 40,904","€ 2,127,000","€ 2,161,363",M,23,Spain,Lazio,Serie A,2016-2017
9,Filip Djordjevic,"€ 40,904","€ 2,127,000","€ 2,161,363",F,28,Serbia,Lazio,Serie A,2016-2017
10,Jordan Lukaku,"€ 34,096","€ 1,773,000","€ 1,801,644",D,21,Belgium,Lazio,Serie A,2016-2017
11,Bastos,"€ 34,096","€ 1,773,000","€ 1,801,644",D,25,Angola,Lazio,Serie A,2016-2017
12,Wallace,"€ 34,096","€ 1,773,000","€ 1,801,644",D,21,Brazil,Lazio,Serie A,2016-2017
13,Wesley Hoedt,"€ 28,962","€ 1,506,000","€ 1,530,330",D,22,Netherlands,Lazio,Serie A,2016-2017
14,Dusan Basta,"€ 27,269","€ 1,418,000","€ 1,440,909",D,31,Serbia,Lazio,Serie A,2016-2017
15,Danilo Cataldi,"€ 27,269","€ 1,418,000","€ 1,440,909",M,21,Italy,Lazio,Serie A,2016-2017
16,Patric,"€ 23,846","€ 1,240,000","€ 1,260,033",D,23,Spain,Lazio,Serie A,2016-2017
17,Keita Baldé,"€ 20,442","€ 1,063,000","€ 1,080,173",F,21,Senegal,Lazio,Serie A,2016-2017
18,Etrit Berisha,"€ 17,038","€ 886,000","€ 900,314",K,27,Albania,Lazio,Serie A,2016-2017
19,Ivan Vargic,"€ 17,038","€ 886,000","€ 900,314",K,29,Croatia,Lazio,Serie A,2016-2017
20,Mamadou Tounkara,"€ 10,231","€ 532,000","€ 540,595",F,20,Senegal,Lazio,Serie A,2016-2017
21,Alessandro Murgia,"€ 6,827","€ 355,000","€ 360,735",M,19,Italy,Lazio,Serie A,2016-2017
22,Luca Crecco,"€ 4,981","€ 259,000","€ 263,184",M,20,Italy,Lazio,Serie A,2016-2017
23,Alessandro Rossi,"€ 4,019","€ 209,000","€ 212,377",F,19,Italy,Lazio,Serie A,2016-2017
24,Cristiano Lombardi,"€ 3,404","€ 177,000","€ 179,860",M,20,Italy,Lazio,Serie A,2016-2017
25,Thomas Strakosha,"€ 3,404","€ 177,000","€ 179,860",K,21,Albania,Lazio,Serie A,2016-2017
26,Marius Adamonis,€ 962,"€ 50,000","€ 50,808",K,19,Lithuania,Lazio,Serie A,2016-2017
27,Abukar Mohamed,€ 827,"€ 43,000","€ 43,695",M,17,Finland,Lazio,Serie A,2016-2017
28,Michael Folorunsho,€ 250,"€ 13,000","€ 13,210",M,18,Italy,Lazio,Serie A,2016-2017
29,Luca Borrelli,€ 250,"€ 13,000","€ 13,210",K,17,Italy,Lazio,Serie A,2016-2017
30,Cassio Cardoselli,€ 250,"€ 13,000","€ 13,210",M,17,Italy,Lazio,Serie A,2016-2017
31,Duje Javorcic,€ 250,"€ 13,000","€ 13,210",M,16,Croatia,Lazio,Serie A,2016-2017
32,Denis Petro,€ 250,"€ 13,000","€ 13,210",D,17,Slovakia,Lazio,Serie A,2016-2017
33,Giorgio Spizzichino,€ 250,"€ 13,000","€ 13,210",D,16,Italy,Lazio,Serie A,2016-2017
34,Maurício,€ 0,€ 0,€ 0,D,27,Brazil,Lazio,Serie A,2016-2017
35,Joseph Marie Minala,€ 0,€ 0,€ 0,M,19,Cameroon,Lazio,Serie A,2016-2017
36,Luca Germoni,€ 0,€ 0,€ 0,D,18,Italy,Lazio,Serie A,2016-2017
37,Franjo Prce,€ 0,€ 0,€ 0,D,20,Croatia,Lazio,Serie A,2016-2017
38,Moritz Leitner,€ 0,€ 0,€ 0,M,23,Germany,Lazio,Serie A,2016-2017
39,Christopher Oikonomidis,€ 0,€ 0,€ 0,F,21,Australia,Lazio,Serie A,2016-2017
40,Ravel Morrison,€ 0,€ 0,€ 0,M,23,Jamaica,Lazio,Serie A,2016-2017
41,Ricardo Kishna,€ 0,€ 0,€ 0,F,21,Netherlands,Lazio,Serie A,2016-2017
42,Sergej Milinkovic-Savic,€ 0,€ 0,€ 0,M,21,Serbia,Lazio,Serie A,2016-2017
43,Brayan Perea,€ 0,€ 0,€ 0,F,23,Colombia,Lazio,Serie A,2016-2017
44,Álvaro González,€ 0,€ 0,€ 0,M,31,Uruguay,Lazio,Serie A,2016-2017
45,Vinícius,€ 0,€ 0,€ 0,D,23,Brazil,Lazio,Serie A,2016-2017
