,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Marek Hamsik,"€ 119,288","€ 6,203,000","€ 6,303,213",M,28,Slovakia,Napoli,Serie A,2016-2017
1,José Callejón,"€ 102,250","€ 5,317,000","€ 5,402,899",M,29,Spain,Napoli,Serie A,2016-2017
2,Pepe Reina,"€ 85,212","€ 4,431,000","€ 4,502,586",K,33,Spain,Napoli,Serie A,2016-2017
3,Arkadiusz Milik,"€ 85,212","€ 4,431,000","€ 4,502,586",F,22,Poland,Napoli,Serie A,2016-2017
4,Kalidou Koulibaly,"€ 74,654","€ 3,882,000","€ 3,944,716",D,25,Senegal,Napoli,Serie A,2016-2017
5,Raúl Albiol,"€ 71,577","€ 3,722,000","€ 3,782,131",D,30,Spain,Napoli,Serie A,2016-2017
6,Lorenzo Insigne,"€ 61,346","€ 3,190,000","€ 3,241,536",F,25,Italy,Napoli,Serie A,2016-2017
7,Vlad Chiriches,"€ 61,346","€ 3,190,000","€ 3,241,536",D,26,Romania,Napoli,Serie A,2016-2017
8,Jorginho,"€ 54,538","€ 2,836,000","€ 2,881,817",M,24,Italy,Napoli,Serie A,2016-2017
9,Elseid Hysaj,"€ 54,346","€ 2,826,000","€ 2,871,656",D,22,Albania,Napoli,Serie A,2016-2017
10,Emanuele Giaccherini,"€ 51,115","€ 2,658,000","€ 2,700,942",M,31,Italy,Napoli,Serie A,2016-2017
11,Piotr Zielinski,"€ 51,115","€ 2,658,000","€ 2,700,942",M,22,Poland,Napoli,Serie A,2016-2017
12,Ivan Strinic,"€ 51,115","€ 2,658,000","€ 2,700,942",D,28,Croatia,Napoli,Serie A,2016-2017
13,Allan,"€ 47,731","€ 2,482,000","€ 2,522,098",M,25,Brazil,Napoli,Serie A,2016-2017
14,Dries Mertens,"€ 40,904","€ 2,127,000","€ 2,161,363",F,29,Belgium,Napoli,Serie A,2016-2017
15,Amadou Diawara,"€ 40,904","€ 2,127,000","€ 2,161,363",M,18,Guinea,Napoli,Serie A,2016-2017
16,Nikola Maksimovic,"€ 40,904","€ 2,127,000","€ 2,161,363",D,24,Serbia,Napoli,Serie A,2016-2017
17,Christian Maggio,"€ 37,481","€ 1,949,000","€ 1,980,487",D,34,Italy,Napoli,Serie A,2016-2017
18,Lorenzo Tonelli,"€ 30,673","€ 1,595,000","€ 1,620,768",D,26,Italy,Napoli,Serie A,2016-2017
19,Mirko Valdifiori,"€ 27,269","€ 1,418,000","€ 1,440,909",M,30,Italy,Napoli,Serie A,2016-2017
20,Faouzi Ghoulam,"€ 27,269","€ 1,418,000","€ 1,440,909",D,25,Algeria,Napoli,Serie A,2016-2017
21,Marko Rog,"€ 27,173","€ 1,413,000","€ 1,435,828",M,20,Croatia,Napoli,Serie A,2016-2017
22,Leonardo Pavoletti,"€ 23,846","€ 1,240,000","€ 1,260,033",F,27,Italy,Napoli,Serie A,2016-2017
23,Jonathan de Guzmán,"€ 23,846","€ 1,240,000","€ 1,260,033",M,28,Netherlands,Napoli,Serie A,2016-2017
24,Omar El Kaddouri,"€ 20,442","€ 1,063,000","€ 1,080,173",M,25,Morocco,Napoli,Serie A,2016-2017
25,Luigi Sepe,"€ 20,442","€ 1,063,000","€ 1,080,173",K,25,Italy,Napoli,Serie A,2016-2017
26,Alberto Grassi,"€ 10,231","€ 532,000","€ 540,595",M,21,Italy,Napoli,Serie A,2016-2017
27,Rafael,"€ 5,115","€ 266,000","€ 270,297",K,26,Brazil,Napoli,Serie A,2016-2017
28,Leandrinho,"€ 2,365","€ 123,000","€ 124,987",F,17,Brazil,Napoli,Serie A,2016-2017
29,Alessio Zerbin,€ 250,"€ 13,000","€ 13,210",F,17,Italy,Napoli,Serie A,2016-2017
30,Marco Milanese,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Napoli,Serie A,2016-2017
31,Igor Lasicki,€ 0,€ 0,€ 0,D,21,Poland,Napoli,Serie A,2016-2017
32,Manolo Gabbiadini,€ 0,€ 0,€ 0,F,24,Italy,Napoli,Serie A,2016-2017
33,David López,€ 0,€ 0,€ 0,D,26,Spain,Napoli,Serie A,2016-2017
34,Roberto Insigne,€ 0,€ 0,€ 0,M,22,Italy,Napoli,Serie A,2016-2017
35,Sebastiano Luperto,€ 0,€ 0,€ 0,D,19,Italy,Napoli,Serie A,2016-2017
36,Nicolao Dumitru,€ 0,€ 0,€ 0,F,24,Italy,Napoli,Serie A,2016-2017
