,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jonathan de Guzmán,"€ 23,846","€ 1,240,000","€ 1,260,033",M,28,Netherlands,Chievo Verona,Serie A,2016-2017
1,Valter Birsa,"€ 20,442","€ 1,063,000","€ 1,080,173",M,29,Slovenia,Chievo Verona,Serie A,2016-2017
2,Riccardo Meggiorini,"€ 18,750","€ 975,000","€ 990,752",F,30,Italy,Chievo Verona,Serie A,2016-2017
3,Stefano Sorrentino,"€ 17,038","€ 886,000","€ 900,314",K,37,Italy,Chievo Verona,Serie A,2016-2017
4,Serge Gakpé,"€ 17,038","€ 886,000","€ 900,314",M,29,Togo,Chievo Verona,Serie A,2016-2017
5,Bostjan Cesar,"€ 12,962","€ 674,000","€ 684,889",D,33,Slovenia,Chievo Verona,Serie A,2016-2017
6,Sergio Pellissier,"€ 11,942","€ 621,000","€ 631,033",F,37,Italy,Chievo Verona,Serie A,2016-2017
7,Ivan Radovanovic,"€ 11,250","€ 585,000","€ 594,451",M,27,Serbia,Chievo Verona,Serie A,2016-2017
8,Lucas Castro,"€ 10,231","€ 532,000","€ 540,595",M,27,Argentina,Chievo Verona,Serie A,2016-2017
9,Alessandro Gamberini,"€ 10,231","€ 532,000","€ 540,595",D,34,Italy,Chievo Verona,Serie A,2016-2017
10,Dario Dainelli,"€ 10,231","€ 532,000","€ 540,595",D,37,Italy,Chievo Verona,Serie A,2016-2017
11,Perparim Hetemaj,"€ 10,231","€ 532,000","€ 540,595",M,29,Finland,Chievo Verona,Serie A,2016-2017
12,Fabrizio Cacciatore,"€ 10,231","€ 532,000","€ 540,595",D,29,Italy,Chievo Verona,Serie A,2016-2017
13,Mariano Izco,"€ 10,231","€ 532,000","€ 540,595",M,33,Argentina,Chievo Verona,Serie A,2016-2017
14,Nicolas Frey,"€ 8,519","€ 443,000","€ 450,157",D,32,France,Chievo Verona,Serie A,2016-2017
15,Roberto Inglese,"€ 6,827","€ 355,000","€ 360,735",F,24,Italy,Chievo Verona,Serie A,2016-2017
16,Andrea Seculin,"€ 6,827","€ 355,000","€ 360,735",K,25,Italy,Chievo Verona,Serie A,2016-2017
17,Gennaro Sardo,"€ 6,827","€ 355,000","€ 360,735",D,37,Italy,Chievo Verona,Serie A,2016-2017
18,Massimo Gobbi,"€ 6,827","€ 355,000","€ 360,735",D,35,Italy,Chievo Verona,Serie A,2016-2017
19,Nicola Rigoni,"€ 6,827","€ 355,000","€ 360,735",M,25,Italy,Chievo Verona,Serie A,2016-2017
20,Nicolás Spolli,"€ 6,827","€ 355,000","€ 360,735",D,33,Argentina,Chievo Verona,Serie A,2016-2017
21,Samuel Bastien,"€ 3,404","€ 177,000","€ 179,860",M,19,Belgium,Chievo Verona,Serie A,2016-2017
22,Walter Bressan,"€ 3,404","€ 177,000","€ 179,860",K,35,Italy,Chievo Verona,Serie A,2016-2017
23,N'Diaye Djiby,"€ 2,308","€ 120,000","€ 121,939",M,22,Senegal,Chievo Verona,Serie A,2016-2017
24,Filippo Damian,"€ 2,192","€ 114,000","€ 115,842",M,20,Italy,Chievo Verona,Serie A,2016-2017
25,Michele Troiani,"€ 2,038","€ 106,000","€ 107,712",D,19,Italy,Chievo Verona,Serie A,2016-2017
26,Fabio Depaoli,"€ 1,500","€ 78,000","€ 79,260",D,19,Italy,Chievo Verona,Serie A,2016-2017
27,Emanuel Vignato,€ 250,"€ 13,000","€ 13,210",M,15,Italy,Chievo Verona,Serie A,2016-2017
28,Mohamed Rabbas,€ 250,"€ 13,000","€ 13,210",M,16,Morocco,Chievo Verona,Serie A,2016-2017
29,Raul Oprut,€ 250,"€ 13,000","€ 13,210",D,18,Romania,Chievo Verona,Serie A,2016-2017
30,Alessandro Confente,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Chievo Verona,Serie A,2016-2017
31,Edoardo Sbampato,€ 250,"€ 13,000","€ 13,210",D,18,Italy,Chievo Verona,Serie A,2016-2017
32,Cesare Pogliano,€ 250,"€ 13,000","€ 13,210",D,18,Italy,Chievo Verona,Serie A,2016-2017
33,Sofian Kiyine,€ 250,"€ 13,000","€ 13,210",M,18,Morocco,Chievo Verona,Serie A,2016-2017
34,Filippo Pavoni,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Chievo Verona,Serie A,2016-2017
35,Andrea Isufaj,€ 154,"€ 8,000","€ 8,129",F,16,Italy,Chievo Verona,Serie A,2016-2017
36,Lamin Jallow,€ 0,€ 0,€ 0,F,20,The Gambia,Chievo Verona,Serie A,2016-2017
37,Ngissah Bismark,€ 0,€ 0,€ 0,F,18,Ghana,Chievo Verona,Serie A,2016-2017
38,Paul-José Mpoku,€ 0,€ 0,€ 0,F,24,Democratic Republic of Congo,Chievo Verona,Serie A,2016-2017
39,Yusupha Bobb,€ 0,€ 0,€ 0,M,20,The Gambia,Chievo Verona,Serie A,2016-2017
40,Antonio Floro Flores,€ 0,€ 0,€ 0,F,33,Italy,Chievo Verona,Serie A,2016-2017
41,Vittorio Parigini,€ 0,€ 0,€ 0,M,20,Italy,Chievo Verona,Serie A,2016-2017
42,Victor da Silva,€ 0,€ 0,€ 0,F,21,Brazil,Chievo Verona,Serie A,2016-2017
43,Filippo Costa,€ 0,€ 0,€ 0,D,21,Italy,Chievo Verona,Serie A,2016-2017
