,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Alberto Gilardino,"€ 23,846","€ 1,240,000","€ 1,260,033",F,33,Italy,Pescara,Serie A,2016-2017
1,Alberto Aquilani,"€ 20,442","€ 1,063,000","€ 1,080,173",M,31,Italy,Pescara,Serie A,2016-2017
2,Guglielmo Stendardo,"€ 20,442","€ 1,063,000","€ 1,080,173",D,35,Italy,Pescara,Serie A,2016-2017
3,Simone Pepe,"€ 17,038","€ 886,000","€ 900,314",M,32,Italy,Pescara,Serie A,2016-2017
4,Jean-Christophe Bahebeck,"€ 15,327","€ 797,000","€ 809,876",F,23,France,Pescara,Serie A,2016-2017
5,Cesare Bovo,"€ 14,308","€ 744,000","€ 756,020",D,33,Italy,Pescara,Serie A,2016-2017
6,Bryan Cristante,"€ 13,635","€ 709,000","€ 720,454",M,21,Italy,Pescara,Serie A,2016-2017
7,Gianluca Caprari,"€ 13,635","€ 709,000","€ 720,454",F,22,Italy,Pescara,Serie A,2016-2017
8,Sulley Muntari,"€ 11,192","€ 582,000","€ 591,403",M,31,Ghana,Pescara,Serie A,2016-2017
9,Ledian Memushaj,"€ 11,000","€ 572,000","€ 581,241",M,29,Albania,Pescara,Serie A,2016-2017
10,Valerio Verre,"€ 9,173","€ 477,000","€ 484,706",M,22,Italy,Pescara,Serie A,2016-2017
11,Albano Bizzarri,"€ 9,173","€ 477,000","€ 484,706",K,38,Argentina,Pescara,Serie A,2016-2017
12,Francesco Zampano,"€ 9,173","€ 477,000","€ 484,706",D,22,Italy,Pescara,Serie A,2016-2017
13,Hugo Campagnaro,"€ 8,250","€ 429,000","€ 435,931",D,36,Argentina,Pescara,Serie A,2016-2017
14,Michele Fornasier,"€ 7,346","€ 382,000","€ 388,171",D,22,Italy,Pescara,Serie A,2016-2017
15,Ahmad Benali,"€ 7,346","€ 382,000","€ 388,171",M,24,Libya,Pescara,Serie A,2016-2017
16,Alexandru Mitrita,"€ 7,346","€ 382,000","€ 388,171",F,21,Romania,Pescara,Serie A,2016-2017
17,Cristiano Biraghi,"€ 7,346","€ 382,000","€ 388,171",D,23,Italy,Pescara,Serie A,2016-2017
18,Vincenzo Fiorillo,"€ 7,346","€ 382,000","€ 388,171",K,26,Italy,Pescara,Serie A,2016-2017
19,Gastón Brugman,"€ 7,346","€ 382,000","€ 388,171",M,23,Uruguay,Pescara,Serie A,2016-2017
