,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
29,29,Raul Zucchetti,€ 538,"€ 28,000","€ 28,452",D,18,Italy,Ac Milan,Serie A,2016-2017
30,30,Mattia El Hilali,€ 538,"€ 28,000","€ 28,452",M,18,Morocco,Ac Milan,Serie A,2016-2017
31,31,Matteo Gabbia,€ 250,"€ 13,000","€ 13,210",D,16,Italy,Ac Milan,Serie A,2016-2017
32,32,Alessandro Plizzari,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Ac Milan,Serie A,2016-2017
33,33,Alessandro Guarnone,€ 250,"€ 13,000","€ 13,210",K,17,Italy,Ac Milan,Serie A,2016-2017
34,34,Giorgio Altare,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Ac Milan,Serie A,2016-2017
35,35,M'Baye Niang,€ 0,€ 0,€ 0,F,21,Senegal,Ac Milan,Serie A,2016-2017
36,36,Hachim Mastour,€ 0,€ 0,€ 0,M,18,Morocco,Ac Milan,Serie A,2016-2017
37,37,Jherson Vergara,€ 0,€ 0,€ 0,D,22,Colombia,Ac Milan,Serie A,2016-2017
38,38,Luiz Adriano,€ 0,€ 0,€ 0,F,29,Brazil,Ac Milan,Serie A,2016-2017
39,39,Diego López,€ 0,€ 0,€ 0,K,34,Spain,Ac Milan,Serie A,2016-2017
40,40,Rodrigo Ely,€ 0,€ 0,€ 0,D,22,Brazil,Ac Milan,Serie A,2016-2017
41,41,Matías Fernández,€ 0,€ 0,€ 0,M,30,Chile,Ac Milan,Serie A,2016-2017
0,0,Alberto Paloschi,"€ 34,096","€ 1,773,000","€ 1,801,644",F,26,Italy,Atalanta,Serie A,2016-2017
1,1,Mauricio Pinilla,"€ 30,673","€ 1,595,000","€ 1,620,768",F,32,Chile,Atalanta,Serie A,2016-2017
2,2,Ervin Zukanovic,"€ 27,269","€ 1,418,000","€ 1,440,909",D,29,Bosnia-Herzegovina,Atalanta,Serie A,2016-2017
3,3,Rafael Tolói,"€ 24,115","€ 1,254,000","€ 1,274,259",D,25,Brazil,Atalanta,Serie A,2016-2017
4,4,Mattia Caldara,"€ 22,231","€ 1,156,000","€ 1,174,676",D,22,Italy,Atalanta,Serie A,2016-2017
5,5,Guglielmo Stendardo,"€ 20,442","€ 1,063,000","€ 1,080,173",D,35,Italy,Atalanta,Serie A,2016-2017
6,6,Anthony Mounier,"€ 17,038","€ 886,000","€ 900,314",F,28,France,Atalanta,Serie A,2016-2017
7,7,Etrit Berisha,"€ 17,038","€ 886,000","€ 900,314",K,27,Albania,Atalanta,Serie A,2016-2017
8,8,Abdoulay Konko,"€ 17,038","€ 886,000","€ 900,314",D,32,France,Atalanta,Serie A,2016-2017
9,9,Boukary Dramé,"€ 17,038","€ 886,000","€ 900,314",D,30,Senegal,Atalanta,Serie A,2016-2017
10,10,Marco Sportiello,"€ 17,038","€ 886,000","€ 900,314",K,24,Italy,Atalanta,Serie A,2016-2017
11,11,Bryan Cristante,"€ 13,635","€ 709,000","€ 720,454",M,21,Italy,Atalanta,Serie A,2016-2017
12,12,Jasmin Kurtic,"€ 13,635","€ 709,000","€ 720,454",M,27,Slovenia,Atalanta,Serie A,2016-2017
13,13,Aleksandar Pesic,"€ 11,942","€ 621,000","€ 631,033",F,24,Serbia,Atalanta,Serie A,2016-2017
14,14,Marco D'Alessandro,"€ 11,942","€ 621,000","€ 631,033",M,25,Italy,Atalanta,Serie A,2016-2017
15,15,Davide Brivio,"€ 11,942","€ 621,000","€ 631,033",D,28,Italy,Atalanta,Serie A,2016-2017
16,16,Pierluigi Gollini,"€ 11,115","€ 578,000","€ 587,338",K,21,Italy,Atalanta,Serie A,2016-2017
17,17,Remo Freuler,"€ 10,231","€ 532,000","€ 540,595",M,24,Switzerland,Atalanta,Serie A,2016-2017
18,18,Alberto Grassi,"€ 10,231","€ 532,000","€ 540,595",M,21,Italy,Atalanta,Serie A,2016-2017
19,19,Andrea Masiello,"€ 10,231","€ 532,000","€ 540,595",D,30,Italy,Atalanta,Serie A,2016-2017
20,20,Hans Hateboer,"€ 9,885","€ 514,000","€ 522,304",D,22,Netherlands,Atalanta,Serie A,2016-2017
21,21,Franck Kessié,"€ 8,769","€ 456,000","€ 463,367",M,19,Cote d'Ivoire,Atalanta,Serie A,2016-2017
22,22,Andrea Conti,"€ 8,519","€ 443,000","€ 450,157",D,22,Italy,Atalanta,Serie A,2016-2017
23,23,Andrea Petagna,"€ 8,519","€ 443,000","€ 450,157",F,21,Italy,Atalanta,Serie A,2016-2017
24,24,Cristian Raimondi,"€ 6,827","€ 355,000","€ 360,735",M,35,Italy,Atalanta,Serie A,2016-2017
25,25,Guido Marilungo,"€ 6,827","€ 355,000","€ 360,735",F,26,Italy,Atalanta,Serie A,2016-2017
26,26,Leonardo Spinazzola,"€ 6,827","€ 355,000","€ 360,735",D,23,Italy,Atalanta,Serie A,2016-2017
27,27,Bryan Cabezas,"€ 6,827","€ 355,000","€ 360,735",F,19,Ecuador,Atalanta,Serie A,2016-2017
28,28,Giulio Migliaccio,"€ 6,827","€ 355,000","€ 360,735",M,35,Italy,Atalanta,Serie A,2016-2017
29,29,Roberto Gagliardini,"€ 5,115","€ 266,000","€ 270,297",M,22,Italy,Atalanta,Serie A,2016-2017
30,30,Salvatore Molina,"€ 2,904","€ 151,000","€ 153,439",M,24,Italy,Atalanta,Serie A,2016-2017
31,31,Christian Capone,"€ 1,192","€ 62,000","€ 63,002",F,17,Italy,Atalanta,Serie A,2016-2017
32,32,Filippo Melegoni,"€ 1,192","€ 62,000","€ 63,002",M,17,Italy,Atalanta,Serie A,2016-2017
33,33,Alessandro Bastoni,"€ 1,000","€ 52,000","€ 52,840",D,17,Italy,Atalanta,Serie A,2016-2017
34,34,Francesco Rossi,€ 538,"€ 28,000","€ 28,452",K,25,Italy,Atalanta,Serie A,2016-2017
35,35,Riccardo Gatti,€ 462,"€ 24,000","€ 24,388",D,19,Italy,Atalanta,Serie A,2016-2017
36,36,Stefano Mazzini,€ 250,"€ 13,000","€ 13,210",K,17,Italy,Atalanta,Serie A,2016-2017
37,37,Roberto Taliento,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Atalanta,Serie A,2016-2017
38,38,Carlos Carmona,€ 0,€ 0,€ 0,M,29,Chile,Atalanta,Serie A,2016-2017
39,39,Emanuele Suagher,€ 0,€ 0,€ 0,D,23,Italy,Atalanta,Serie A,2016-2017
40,40,Davide Bassi,€ 0,€ 0,€ 0,K,31,Italy,Atalanta,Serie A,2016-2017
41,41,Emmanuel Latte Lath,€ 0,€ 0,€ 0,M,17,Cote d'Ivoire,Atalanta,Serie A,2016-2017
42,42,Berat Djimsiti,€ 0,€ 0,€ 0,D,23,Albania,Atalanta,Serie A,2016-2017
43,43,Papu Gómez,€ 0,€ 0,€ 0,F,28,Argentina,Atalanta,Serie A,2016-2017
0,0,Mattia Destro,"€ 61,346","€ 3,190,000","€ 3,241,536",F,25,Italy,Bologna,Serie A,2016-2017
1,1,Amadou Diawara,"€ 40,904","€ 2,127,000","€ 2,161,363",M,18,Guinea,Bologna,Serie A,2016-2017
2,2,Blerim Dzemaili,"€ 34,096","€ 1,773,000","€ 1,801,644",M,30,Switzerland,Bologna,Serie A,2016-2017
3,3,Daniele Gastaldello,"€ 30,673","€ 1,595,000","€ 1,620,768",D,33,Italy,Bologna,Serie A,2016-2017
4,4,Antonio Mirante,"€ 30,673","€ 1,595,000","€ 1,620,768",K,32,Italy,Bologna,Serie A,2016-2017
5,5,Luca Rossettini,"€ 20,442","€ 1,063,000","€ 1,080,173",D,31,Italy,Bologna,Serie A,2016-2017
6,6,Domenico Maietta,"€ 20,442","€ 1,063,000","€ 1,080,173",D,33,Italy,Bologna,Serie A,2016-2017
7,7,Anthony Mounier,"€ 17,038","€ 886,000","€ 900,314",F,28,France,Bologna,Serie A,2016-2017
8,8,Ibrahima Mbaye,"€ 17,038","€ 886,000","€ 900,314",D,21,Senegal,Bologna,Serie A,2016-2017
9,9,Ádám Nagy,"€ 17,038","€ 886,000","€ 900,314",M,21,Hungary,Bologna,Serie A,2016-2017
10,10,Godfred Donsah,"€ 17,038","€ 886,000","€ 900,314",M,20,Ghana,Bologna,Serie A,2016-2017
11,11,Lorenzo Crisetig,"€ 17,038","€ 886,000","€ 900,314",M,23,Italy,Bologna,Serie A,2016-2017
12,12,Ladislav Krejci,"€ 15,327","€ 797,000","€ 809,876",F,23,Czech Republic,Bologna,Serie A,2016-2017
13,13,Federico Viviani,"€ 13,635","€ 709,000","€ 720,454",M,24,Italy,Bologna,Serie A,2016-2017
14,14,Adam Masina,"€ 13,635","€ 709,000","€ 720,454",D,22,Italy,Bologna,Serie A,2016-2017
15,15,Luca Rizzo,"€ 11,942","€ 621,000","€ 631,033",M,24,Italy,Bologna,Serie A,2016-2017
16,16,Federico Di Francesco,"€ 11,942","€ 621,000","€ 631,033",F,22,Italy,Bologna,Serie A,2016-2017
17,17,Marios Oikonomou,"€ 11,942","€ 621,000","€ 631,033",D,23,Greece,Bologna,Serie A,2016-2017
18,18,Erick Pulgar,"€ 11,942","€ 621,000","€ 631,033",M,22,Chile,Bologna,Serie A,2016-2017
19,19,Simone Verdi,"€ 10,231","€ 532,000","€ 540,595",M,23,Italy,Bologna,Serie A,2016-2017
20,20,Emil Krafth,"€ 10,231","€ 532,000","€ 540,595",D,21,Sweden,Bologna,Serie A,2016-2017
21,21,Umar Sadiq,"€ 8,519","€ 443,000","€ 450,157",F,19,Nigeria,Bologna,Serie A,2016-2017
22,22,Filip Helander,"€ 8,519","€ 443,000","€ 450,157",D,23,Sweden,Bologna,Serie A,2016-2017
23,23,Bruno Petkovic,"€ 3,827","€ 199,000","€ 202,215",F,21,Croatia,Bologna,Serie A,2016-2017
24,24,Orji Okwonkwo,"€ 3,788","€ 197,000","€ 200,183",F,18,Nigeria,Bologna,Serie A,2016-2017
25,25,Mouhamadou Sarr,"€ 1,615","€ 84,000","€ 85,357",K,19,Senegal,Bologna,Serie A,2016-2017
26,26,Giordano Trovade,€ 250,"€ 13,000","€ 13,210",M,18,Italy,Bologna,Serie A,2016-2017
27,27,Federico Ravaglia,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Bologna,Serie A,2016-2017
28,28,Emanuele Monari,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Bologna,Serie A,2016-2017
29,29,Vincenzo Silvestro,€ 250,"€ 13,000","€ 13,210",M,17,Italy,Bologna,Serie A,2016-2017
30,30,Gianluca Frabotta,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Bologna,Serie A,2016-2017
31,31,Mattia Cozzari,€ 250,"€ 13,000","€ 13,210",M,17,Italy,Bologna,Serie A,2016-2017
32,32,Alessandro Bianconi,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Bologna,Serie A,2016-2017
33,33,Fabrizio Brignani,€ 154,"€ 8,000","€ 8,129",D,18,Italy,Bologna,Serie A,2016-2017
34,34,Archimede Morleo,€ 0,€ 0,€ 0,D,32,Italy,Bologna,Serie A,2016-2017
35,35,Angelo da Costa,€ 0,€ 0,€ 0,K,32,Brazil,Bologna,Serie A,2016-2017
36,36,Vasilios Torosidis,€ 0,€ 0,€ 0,D,31,Greece,Bologna,Serie A,2016-2017
37,37,Alfred Gomis,€ 0,€ 0,€ 0,K,22,Senegal,Bologna,Serie A,2016-2017
38,38,Juan Manuel Valencia,€ 0,€ 0,€ 0,M,18,Colombia,Bologna,Serie A,2016-2017
39,39,Nicolò Cherubin,€ 0,€ 0,€ 0,D,29,Italy,Bologna,Serie A,2016-2017
40,40,Robert Acquafresca,€ 0,€ 0,€ 0,F,28,Italy,Bologna,Serie A,2016-2017
41,41,Saphir Taider,€ 0,€ 0,€ 0,M,24,Algeria,Bologna,Serie A,2016-2017
42,42,Sergio Floccari,€ 0,€ 0,€ 0,F,34,Italy,Bologna,Serie A,2016-2017
43,43,Alex Ferrari,€ 0,€ 0,€ 0,D,22,Italy,Bologna,Serie A,2016-2017
44,44,Franco Brienza,€ 0,€ 0,€ 0,M,37,Italy,Bologna,Serie A,2016-2017
45,45,Deian Boldor,€ 0,€ 0,€ 0,D,21,Romania,Bologna,Serie A,2016-2017
46,46,Aaron Mattia Tabacchi,€ 0,€ 0,€ 0,F,18,Italy,Bologna,Serie A,2016-2017
47,47,Luca Ceccarelli,€ 0,€ 0,€ 0,D,33,Italy,Bologna,Serie A,2016-2017
0,0,Marco Borriello,"€ 34,096","€ 1,773,000","€ 1,801,644",F,34,Italy,Cagliari,Serie A,2016-2017
1,1,Bruno Alves,"€ 27,269","€ 1,418,000","€ 1,440,909",D,34,Portugal,Cagliari,Serie A,2016-2017
2,2,Marco Storari,"€ 27,269","€ 1,418,000","€ 1,440,909",K,39,Italy,Cagliari,Serie A,2016-2017
3,3,Gabriel,"€ 25,750","€ 1,339,000","€ 1,360,632",K,23,Brazil,Cagliari,Serie A,2016-2017
4,4,Víctor Ibarbo,"€ 24,231","€ 1,260,000","€ 1,280,356",F,26,Colombia,Cagliari,Serie A,2016-2017
5,5,Mauricio Isla,"€ 23,846","€ 1,240,000","€ 1,260,033",D,28,Chile,Cagliari,Serie A,2016-2017
6,6,Simone Padoin,"€ 23,846","€ 1,240,000","€ 1,260,033",M,32,Italy,Cagliari,Serie A,2016-2017
7,7,Diego Farias,"€ 13,635","€ 709,000","€ 720,454",F,26,Brazil,Cagliari,Serie A,2016-2017
8,8,Artur Ionita,"€ 13,635","€ 709,000","€ 720,454",M,25,Moldova,Cagliari,Serie A,2016-2017
9,9,Daniele Dessena,"€ 13,635","€ 709,000","€ 720,454",M,29,Italy,Cagliari,Serie A,2016-2017
10,10,Panagiotis Tachtsidis,"€ 13,635","€ 709,000","€ 720,454",M,25,Greece,Cagliari,Serie A,2016-2017
11,11,Federico Melchiorri,"€ 13,635","€ 709,000","€ 720,454",F,29,Italy,Cagliari,Serie A,2016-2017
12,12,Marco Sau,"€ 13,635","€ 709,000","€ 720,454",F,28,Italy,Cagliari,Serie A,2016-2017
13,13,Luca Ceppitelli,"€ 11,942","€ 621,000","€ 631,033",D,26,Italy,Cagliari,Serie A,2016-2017
14,14,João Pedro,"€ 11,942","€ 621,000","€ 631,033",M,24,Brazil,Cagliari,Serie A,2016-2017
15,15,Davide Di Gennaro,"€ 10,231","€ 532,000","€ 540,595",M,28,Italy,Cagliari,Serie A,2016-2017
16,16,Bartosz Salamon,"€ 10,231","€ 532,000","€ 540,595",D,25,Poland,Cagliari,Serie A,2016-2017
17,17,Nicola Murru,"€ 10,231","€ 532,000","€ 540,595",D,21,Italy,Cagliari,Serie A,2016-2017
18,18,Fabio Pisacane,"€ 6,827","€ 355,000","€ 360,735",D,30,Italy,Cagliari,Serie A,2016-2017
19,19,Marco Capuano,"€ 6,827","€ 355,000","€ 360,735",D,24,Italy,Cagliari,Serie A,2016-2017
20,20,Roberto Colombo,"€ 5,115","€ 266,000","€ 270,297",K,40,Italy,Cagliari,Serie A,2016-2017
21,21,Rafael,"€ 5,115","€ 266,000","€ 270,297",K,34,Brazil,Cagliari,Serie A,2016-2017
22,22,Paolo Faragò,"€ 3,673","€ 191,000","€ 194,086",M,23,Italy,Cagliari,Serie A,2016-2017
23,23,Nicolò Barella,"€ 3,404","€ 177,000","€ 179,860",M,19,Italy,Cagliari,Serie A,2016-2017
24,24,Senna Miangue,"€ 2,731","€ 142,000","€ 144,294",D,19,Belgium,Cagliari,Serie A,2016-2017
25,25,Alessandro Deiola,"€ 1,654","€ 86,000","€ 87,389",M,20,Italy,Cagliari,Serie A,2016-2017
26,26,Federico Serra,€ 615,"€ 32,000","€ 32,517",F,18,Italy,Cagliari,Serie A,2016-2017
27,27,Luca Crosta,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Cagliari,Serie A,2016-2017
28,28,Andrea Cadili,€ 250,"€ 13,000","€ 13,210",D,17,Italy,Cagliari,Serie A,2016-2017
29,29,Illia Briukhov,€ 250,"€ 13,000","€ 13,210",D,17,Ukraine,Cagliari,Serie A,2016-2017
30,30,Matteo Volteggi,€ 250,"€ 13,000","€ 13,210",D,18,Italy,Cagliari,Serie A,2016-2017
31,31,Mirko Bizzi,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Cagliari,Serie A,2016-2017
32,32,Nicholas Pennington,€ 250,"€ 13,000","€ 13,210",M,17,Italy,Cagliari,Serie A,2016-2017
33,33,Riccardo Daga,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Cagliari,Serie A,2016-2017
34,34,Riccardo Taccori,€ 250,"€ 13,000","€ 13,210",M,18,Italy,Cagliari,Serie A,2016-2017
35,35,Roberto Biancu,€ 250,"€ 13,000","€ 13,210",M,16,Italy,Cagliari,Serie A,2016-2017
36,36,Andrea Mastino,€ 250,"€ 13,000","€ 13,210",D,16,Italy,Cagliari,Serie A,2016-2017
37,37,Davide Arras,€ 154,"€ 8,000","€ 8,129",F,18,Italy,Cagliari,Serie A,2016-2017
38,38,Luka Krajnc,€ 0,€ 0,€ 0,D,21,Slovenia,Cagliari,Serie A,2016-2017
39,39,Luca Bittante,€ 0,€ 0,€ 0,D,22,Italy,Cagliari,Serie A,2016-2017
40,40,Vasco da Cunha,€ 0,€ 0,€ 0,D,16,Portugal,Cagliari,Serie A,2016-2017
41,41,Kwang-Song Han,€ 0,€ 0,€ 0,F,17,North Korea,Cagliari,Serie A,2016-2017
42,42,Niccolò Giannetti,€ 0,€ 0,€ 0,F,25,Italy,Cagliari,Serie A,2016-2017
43,43,Matias Antonini,€ 0,€ 0,€ 0,D,18,Brazil,Cagliari,Serie A,2016-2017
44,44,Gianni Munari,€ 0,€ 0,€ 0,M,33,Italy,Cagliari,Serie A,2016-2017
45,45,Marko Pajac,€ 0,€ 0,€ 0,D,23,Croatia,Cagliari,Serie A,2016-2017
0,0,Jonathan de Guzmán,"€ 23,846","€ 1,240,000","€ 1,260,033",M,28,Netherlands,Chievo Verona,Serie A,2016-2017
1,1,Valter Birsa,"€ 20,442","€ 1,063,000","€ 1,080,173",M,29,Slovenia,Chievo Verona,Serie A,2016-2017
2,2,Riccardo Meggiorini,"€ 18,750","€ 975,000","€ 990,752",F,30,Italy,Chievo Verona,Serie A,2016-2017
3,3,Stefano Sorrentino,"€ 17,038","€ 886,000","€ 900,314",K,37,Italy,Chievo Verona,Serie A,2016-2017
4,4,Serge Gakpé,"€ 17,038","€ 886,000","€ 900,314",M,29,Togo,Chievo Verona,Serie A,2016-2017
5,5,Bostjan Cesar,"€ 12,962","€ 674,000","€ 684,889",D,33,Slovenia,Chievo Verona,Serie A,2016-2017
6,6,Sergio Pellissier,"€ 11,942","€ 621,000","€ 631,033",F,37,Italy,Chievo Verona,Serie A,2016-2017
7,7,Ivan Radovanovic,"€ 11,250","€ 585,000","€ 594,451",M,27,Serbia,Chievo Verona,Serie A,2016-2017
8,8,Lucas Castro,"€ 10,231","€ 532,000","€ 540,595",M,27,Argentina,Chievo Verona,Serie A,2016-2017
9,9,Alessandro Gamberini,"€ 10,231","€ 532,000","€ 540,595",D,34,Italy,Chievo Verona,Serie A,2016-2017
10,10,Dario Dainelli,"€ 10,231","€ 532,000","€ 540,595",D,37,Italy,Chievo Verona,Serie A,2016-2017
11,11,Perparim Hetemaj,"€ 10,231","€ 532,000","€ 540,595",M,29,Finland,Chievo Verona,Serie A,2016-2017
12,12,Fabrizio Cacciatore,"€ 10,231","€ 532,000","€ 540,595",D,29,Italy,Chievo Verona,Serie A,2016-2017
13,13,Mariano Izco,"€ 10,231","€ 532,000","€ 540,595",M,33,Argentina,Chievo Verona,Serie A,2016-2017
14,14,Nicolas Frey,"€ 8,519","€ 443,000","€ 450,157",D,32,France,Chievo Verona,Serie A,2016-2017
15,15,Roberto Inglese,"€ 6,827","€ 355,000","€ 360,735",F,24,Italy,Chievo Verona,Serie A,2016-2017
16,16,Andrea Seculin,"€ 6,827","€ 355,000","€ 360,735",K,25,Italy,Chievo Verona,Serie A,2016-2017
17,17,Gennaro Sardo,"€ 6,827","€ 355,000","€ 360,735",D,37,Italy,Chievo Verona,Serie A,2016-2017
18,18,Massimo Gobbi,"€ 6,827","€ 355,000","€ 360,735",D,35,Italy,Chievo Verona,Serie A,2016-2017
19,19,Nicola Rigoni,"€ 6,827","€ 355,000","€ 360,735",M,25,Italy,Chievo Verona,Serie A,2016-2017
20,20,Nicolás Spolli,"€ 6,827","€ 355,000","€ 360,735",D,33,Argentina,Chievo Verona,Serie A,2016-2017
21,21,Samuel Bastien,"€ 3,404","€ 177,000","€ 179,860",M,19,Belgium,Chievo Verona,Serie A,2016-2017
22,22,Walter Bressan,"€ 3,404","€ 177,000","€ 179,860",K,35,Italy,Chievo Verona,Serie A,2016-2017
23,23,N'Diaye Djiby,"€ 2,308","€ 120,000","€ 121,939",M,22,Senegal,Chievo Verona,Serie A,2016-2017
24,24,Filippo Damian,"€ 2,192","€ 114,000","€ 115,842",M,20,Italy,Chievo Verona,Serie A,2016-2017
25,25,Michele Troiani,"€ 2,038","€ 106,000","€ 107,712",D,19,Italy,Chievo Verona,Serie A,2016-2017
26,26,Fabio Depaoli,"€ 1,500","€ 78,000","€ 79,260",D,19,Italy,Chievo Verona,Serie A,2016-2017
27,27,Emanuel Vignato,€ 250,"€ 13,000","€ 13,210",M,15,Italy,Chievo Verona,Serie A,2016-2017
28,28,Mohamed Rabbas,€ 250,"€ 13,000","€ 13,210",M,16,Morocco,Chievo Verona,Serie A,2016-2017
29,29,Raul Oprut,€ 250,"€ 13,000","€ 13,210",D,18,Romania,Chievo Verona,Serie A,2016-2017
30,30,Alessandro Confente,€ 250,"€ 13,000","€ 13,210",K,18,Italy,Chievo Verona,Serie A,2016-2017
31,31,Edoardo Sbampato,€ 250,"€ 13,000","€ 13,210",D,18,Italy,Chievo Verona,Serie A,2016-2017
32,32,Cesare Pogliano,€ 250,"€ 13,000","€ 13,210",D,18,Italy,Chievo Verona,Serie A,2016-2017
33,33,Sofian Kiyine,€ 250,"€ 13,000","€ 13,210",M,18,Morocco,Chievo Verona,Serie A,2016-2017
34,34,Filippo Pavoni,€ 250,"€ 13,000","€ 13,210",K,16,Italy,Chievo Verona,Serie A,2016-2017
35,35,Andrea Isufaj,€ 154,"€ 8,000","€ 8,129",F,16,Italy,Chievo Verona,Serie A,2016-2017
36,36,Lamin Jallow,€ 0,€ 0,€ 0,F,20,The Gambia,Chievo Verona,Serie A,2016-2017
37,37,Ngissah Bismark,€ 0,€ 0,€ 0,F,18,Ghana,Chievo Verona,Serie A,2016-2017
38,38,Paul-José Mpoku,€ 0,€ 0,€ 0,F,24,Democratic Republic of Congo,Chievo Verona,Serie A,2016-2017
39,39,Yusupha Bobb,€ 0,€ 0,€ 0,M,20,The Gambia,Chievo Verona,Serie A,2016-2017
40,40,Antonio Floro Flores,€ 0,€ 0,€ 0,F,33,Italy,Chievo Verona,Serie A,2016-2017
41,41,Vittorio Parigini,€ 0,€ 0,€ 0,M,20,Italy,Chievo Verona,Serie A,2016-2017
42,42,Victor da Silva,€ 0,€ 0,€ 0,F,21,Brazil,Chievo Verona,Serie A,2016-2017
43,43,Filippo Costa,€ 0,€ 0,€ 0,D,21,Italy,Chievo Verona,Serie A,2016-2017
0,0,Lorenzo Crisetig,"€ 17,038","€ 886,000","€ 900,314",M,23,Italy,Crotone,Serie A,2016-2017
1,1,Marcus Rohdén,"€ 11,942","€ 621,000","€ 631,033",M,25,Sweden,Crotone,Serie A,2016-2017
2,2,Aleandro Rosi,"€ 11,942","€ 621,000","€ 631,033",D,29,Italy,Crotone,Serie A,2016-2017
3,3,Aleksandar Tonev,"€ 10,231","€ 532,000","€ 540,595",F,26,Bulgaria,Crotone,Serie A,2016-2017
