Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
67,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,1992,3,3,270,3.0,2,0.67,13,11,84.6,2,0,1,1,33.3,0,0,0,0,,Matches,0,0,0,4.7,0.36,+2.7,+0.90,18,50,36.0,80,12,35.0,35.4,26,84.6,59.3,36,2,5.6,1,0.33,13.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,32,2.00,4,2,+2,+0.67,-0.08,5.3,3.1,+2.2,+0.72,+0.42,0,0,0,0,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2018-2019
68,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38,38,3420,38.0,54,1.42,169,124,71.6,19,9,10,7,18.4,6,6,0,0,0.0,Matches,2,7,3,49.6,0.27,-1.4,-0.04,321,686,46.8,772,145,54.0,44.5,332,81.0,60.6,307,18,5.9,13,0.34,12.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.74,65,54,+11,+0.29,,59.4,48.1,+11.3,+0.30,,0,1,4,0,0,0,1,0,0,163,0,0,,Big-5-European-Leagues,Big5,2018-2019
69,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4,4,360,4.0,7,1.75,18,11,61.1,1,1,2,0,0.0,0,0,0,0,,Matches,0,1,0,5.5,0.31,-1.5,-0.36,28,63,44.4,85,15,55.3,44.1,24,66.7,54.7,38,0,0.0,0,0.00,10.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,90,11.8,90,4,0,,13,1.00,6,7,-1,-0.25,+0.38,5.3,6.7,-1.4,-0.35,+0.07,0,0,1,0,0,0,0,0,0,27,0,0,,Big-5-European-Leagues,Big5,2018-2019
70,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,8,7,712,7.9,12,1.52,35,24,68.6,2,3,2,3,42.9,1,1,0,0,0.0,Matches,1,1,0,10.0,0.26,-2.0,-0.25,52,138,37.7,182,37,49.5,40.9,72,66.7,52.2,84,5,6.0,3,0.38,12.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,20.8,90,7,1,82,26,1.25,10,12,-2,-0.25,+0.41,8.9,10.9,-2.0,-0.25,+0.17,0,0,2,0,0,0,0,0,0,49,0,0,,Big-5-European-Leagues,Big5,2018-2019
71,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20,20,1800,20.0,21,1.05,68,50,73.5,11,6,3,4,20.0,3,3,0,0,0.0,Matches,2,1,0,19.0,0.25,-2.0,-0.10,108,276,39.1,454,81,38.3,36.7,132,77.3,57.8,153,8,5.2,17,0.85,15.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,52.6,90,19,0,,18,1.95,40,21,+19,+0.95,+0.28,38.0,21.3,+16.7,+0.83,+0.33,0,2,2,0,0,0,0,0,1,117,0,0,,Big-5-European-Leagues,Big5,2018-2019
72,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,20,19,1723,19.2,27,1.41,76,50,65.8,3,6,10,6,31.6,1,1,0,0,0.0,Matches,0,7,0,24.4,0.32,-2.6,-0.14,109,299,36.5,536,120,39.9,36.9,146,58.2,46.2,159,11,6.9,8,0.42,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,50.4,90,19,1,13,18,0.90,15,27,-12,-0.63,-0.63,20.9,22.4,-1.5,-0.08,+0.22,0,1,3,0,0,0,0,0,0,126,0,0,,Big-5-European-Leagues,Big5,2018-2019
73,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4,4,360,4.0,5,1.25,15,10,66.7,3,0,1,1,25.0,0,0,0,0,,Matches,1,1,0,3.5,0.23,-1.5,-0.37,12,21,57.1,77,21,14.3,25.9,23,43.5,41.3,34,5,14.7,4,1.00,18.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.5,90,4,0,,33,2.25,8,5,+3,+0.75,+0.16,7.2,3.3,+3.9,+0.98,+0.17,0,0,0,0,0,0,0,0,0,18,0,0,,Big-5-European-Leagues,Big5,2018-2019
74,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,20,20,1755,19.5,23,1.18,84,60,73.8,10,4,6,7,35.0,1,1,0,0,0.0,Matches,0,2,1,21.6,0.25,-0.4,-0.02,134,418,32.1,403,83,60.5,47.4,190,91.6,64.3,207,17,8.2,4,0.21,12.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,51.3,88,19,0,,17,1.70,32,23,+9,+0.46,+1.06,29.2,23.1,+6.2,+0.32,+0.49,0,1,6,0,0,0,0,0,1,103,0,0,,Big-5-European-Leagues,Big5,2018-2019
75,Guido Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1,1,90,1.0,3,3.00,5,2,40.0,0,1,0,0,0.0,0,0,0,0,,Matches,0,1,0,2.7,0.54,-0.3,-0.30,2,10,20.0,25,8,24.0,28.9,9,44.4,41.0,10,0,0.0,3,3.00,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,32,1.00,3,3,0,0.00,-0.27,1.7,2.4,-0.7,-0.71,-1.10,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2018-2019
76,PÃ©ter GulÃ¡csi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,33,33,2925,32.5,28,0.86,108,86,77.8,19,9,5,16,48.5,5,4,0,1,0.0,Matches,1,4,1,32.1,0.27,+6.1,+0.19,253,619,40.9,792,124,54.4,44.3,218,86.2,61.6,242,15,6.2,42,1.29,17.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,89,95.6,89,32,0,,0,2.00,60,27,+33,+1.02,+0.35,57.7,34.0,+23.7,+0.73,-0.60,0,0,2,0,0,0,0,0,0,216,0,0,,Big-5-European-Leagues,Big5,2018-2019
77,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12,12,1080,12.0,18,1.50,48,30,62.5,4,4,4,3,25.0,1,0,1,0,100.0,Matches,0,4,0,15.2,0.31,-2.8,-0.23,73,257,28.4,216,15,80.1,55.8,91,92.3,67.3,101,6,5.9,8,0.67,13.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,31.6,90,12,0,,26,1.33,17,18,-1,-0.08,+0.65,13.9,16.2,-2.4,-0.20,+0.07,0,0,2,0,0,0,0,0,0,45,0,0,,Big-5-European-Leagues,Big5,2018-2019
78,RÃ©gis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38,38,3420,38.0,54,1.42,155,109,69.0,9,11,18,11,28.9,9,6,2,1,25.0,Matches,3,8,2,49.1,0.28,-0.9,-0.02,303,813,37.3,827,85,63.2,48.1,322,90.1,62.1,362,24,6.6,21,0.55,14.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.00,31,52,-21,-0.55,,34.6,46.4,-11.8,-0.31,,0,1,8,0,0,0,0,0,0,209,0,0,,Big-5-European-Leagues,Big5,2018-2019
79,Ben Hamer,eng ENG,GK,Huddersfield,eng Premier League,30,1987,7,7,553,6.1,21,3.42,38,21,52.6,0,1,6,1,14.3,3,3,0,0,0.0,Matches,2,2,1,15.7,0.34,-4.3,-0.70,60,165,36.4,154,11,78.6,54.0,51,86.3,62.7,53,4,7.5,2,0.33,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,16.1,79,6,0,,26,0.14,3,21,-18,-2.93,-1.81,5.1,15.7,-10.5,-1.72,-0.97,0,0,1,0,0,0,0,0,0,37,0,0,,Big-5-European-Leagues,Big5,2018-2019
80,Samir HandanoviÄ,si SVN,GK,Inter,it Serie A,34,1984,38,38,3420,38.0,35,0.92,128,101,75.0,20,9,9,17,44.7,5,3,0,2,0.0,Matches,1,3,3,35.4,0.26,+5.4,+0.14,172,360,47.8,895,201,27.6,30.1,256,44.1,39.1,337,16,4.7,13,0.34,12.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.82,57,33,+24,+0.63,,64.1,38.3,+25.8,+0.68,,0,0,9,0,0,0,0,0,0,145,0,0,,Big-5-European-Leagues,Big5,2018-2019
81,Joe Hart,eng ENG,GK,Burnley,eng Premier League,31,1987,19,19,1710,19.0,41,2.16,116,77,65.5,3,3,13,4,21.1,2,1,1,0,50.0,Matches,1,8,1,38.3,0.32,-1.7,-0.09,188,503,37.4,420,47,79.0,56.9,178,96.1,72.5,203,12,5.9,14,0.74,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,50.0,90,19,0,,19,0.63,17,41,-24,-1.26,-1.32,16.3,37.6,-21.3,-1.12,-1.07,0,0,0,0,0,0,0,0,0,92,0,0,,Big-5-European-Leagues,Big5,2018-2019
82,Tom Heaton,eng ENG,GK,Burnley,eng Premier League,32,1986,19,19,1710,19.0,27,1.42,81,57,67.9,8,4,7,4,21.1,1,1,0,0,0.0,Matches,1,2,3,23.0,0.28,-1.0,-0.05,173,473,36.6,416,45,77.2,55.2,171,88.9,66.1,229,11,4.8,15,0.79,15.2,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,50.0,90,19,0,,19,1.47,28,27,+1,+0.05,+1.32,24.4,25.4,-1.0,-0.05,+1.07,0,1,2,0,0,0,0,0,0,85,0,0,,Big-5-European-Leagues,Big5,2018-2019
83,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,31,1987,18,17,1575,17.5,26,1.49,65,42,64.6,4,3,10,5,29.4,4,3,1,0,25.0,Matches,1,5,0,21.8,0.29,-4.2,-0.24,114,352,32.4,368,61,62.2,49.4,144,85.4,68.3,184,8,4.3,14,0.80,15.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,46.1,90,17,1,45,15,0.83,16,26,-10,-0.57,-0.96,20.9,22.3,-1.4,-0.08,-0.30,0,0,1,0,0,0,0,0,0,88,0,0,,Big-5-European-Leagues,Big5,2018-2019
84,Iago HerrerÃ­n,es ESP,GK,Athletic Club,es La Liga,30,1988,31,31,2790,31.0,32,1.03,85,56,65.9,12,10,9,10,32.3,3,3,0,0,0.0,Matches,0,4,0,27.5,0.30,-4.5,-0.15,352,767,45.9,777,85,73.1,52.6,213,93.4,69.1,299,22,7.4,26,0.84,16.0,0,1,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,90,81.6,90,31,0,,1,1.48,32,32,0,0.00,+0.57,32.1,30.7,+1.4,+0.04,+0.75,0,1,4,0,0,0,0,0,0,142,0,0,,Big-5-European-Leagues,Big5,2018-2019
85,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,30,1987,2,2,180,2.0,4,2.00,5,1,20.0,2,0,0,0,0.0,1,0,0,1,,Matches,0,1,0,2.9,0.58,-1.1,-0.56,7,20,35.0,52,6,26.9,31.8,13,46.2,45.9,22,2,9.1,1,0.50,14.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.9,90,2,0,,31,3.00,6,4,+2,+1.00,-0.09,3.7,3.5,+0.2,+0.10,-0.49,0,1,1,0,0,0,0,0,1,11,0,0,,Big-5-European-Leagues,Big5,2018-2019
86,LukÃ¡Å¡ HrÃ¡deckÃ½,fi FIN,GK,Leverkusen,de Bundesliga,28,1989,32,32,2880,32.0,49,1.53,125,83,63.2,18,4,10,9,28.1,4,3,1,0,25.0,Matches,2,10,2,40.9,0.30,-4.1,-0.13,238,509,46.8,1168,160,34.6,35.0,196,53.6,44.6,233,22,9.4,28,0.88,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.1,90,32,0,,1,1.81,68,47,+21,+0.66,+2.66,59.2,38.3,+20.9,+0.65,+1.88,0,0,3,0,0,0,0,0,0,162,0,0,,Big-5-European-Leagues,Big5,2018-2019
87,Salvador Ichazo,uy URU,GK,Torino,it Serie A,26,1992,3,2,250,2.8,2,0.72,8,7,87.5,1,1,0,1,50.0,1,1,0,0,0.0,Matches,0,1,0,2.7,0.24,+0.7,+0.23,27,59,45.8,61,9,62.3,47.0,26,80.8,54.0,22,2,9.1,0,0.00,13.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,84,7.3,91,2,1,70,35,1.33,4,2,+2,+0.72,+0.35,2.0,3.2,-1.2,-0.42,-0.49,0,1,0,0,0,0,0,0,1,14,0,0,,Big-5-European-Leagues,Big5,2018-2019
88,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,7,6,558,6.2,10,1.61,36,29,77.8,1,0,5,1,16.7,2,2,0,0,0.0,Matches,0,1,1,14.2,0.36,+5.2,+0.83,51,126,40.5,164,45,52.4,42.4,65,61.5,46.5,75,7,9.3,2,0.32,11.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,80,16.3,90,6,1,18,27,0.57,4,10,-6,-0.97,-0.65,4.0,10.7,-6.7,-1.08,-0.92,0,0,0,0,0,0,0,0,0,35,0,0,,Big-5-European-Leagues,Big5,2018-2019
89,Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,1,90,1.0,1,1.00,2,0,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,0.8,0.45,-0.2,-0.24,11,21,52.4,25,3,68.0,47.6,6,66.7,56.0,4,0,0.0,2,2.00,23.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,17,0.00,0,1,-1,-1.00,-0.54,0.8,0.8,0.0,+0.01,+0.28,0,0,0,0,0,0,0,0,0,3,0,0,,Big-5-European-Leagues,Big5,2018-2019
90,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,31,31,2745,30.5,48,1.57,141,96,67.4,9,10,12,8,25.8,4,2,1,1,33.3,Matches,1,6,2,47.5,0.32,+1.5,+0.05,369,818,45.1,884,102,63.8,45.9,277,91.7,64.1,270,32,11.9,15,0.49,13.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,89.7,89,30,0,,0,1.19,41,48,-7,-0.23,+0.06,42.2,53.3,-11.1,-0.36,-0.26,0,0,3,0,0,0,0,0,0,139,0,0,,Big-5-European-Leagues,Big5,2018-2019
91,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,17,1530,17.0,34,2.00,73,41,56.2,1,5,11,4,23.5,4,2,1,1,33.3,Matches,1,1,0,21.8,0.28,-12.2,-0.72,141,345,40.9,352,57,64.8,48.5,128,91.4,66.2,131,9,6.9,11,0.65,15.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,44.7,90,17,0,,19,0.47,12,34,-22,-1.29,-0.44,18.5,21.0,-2.5,-0.15,+0.22,0,0,3,0,0,0,0,0,0,95,0,0,,Big-5-European-Leagues,Big5,2018-2019
92,Aleksandar JovanoviÄ,rs SRB,GK,Huesca,es La Liga,25,1992,12,12,1080,12.0,19,1.58,43,27,60.5,1,4,7,0,0.0,2,2,0,0,0.0,Matches,1,1,1,15.8,0.33,-2.2,-0.19,79,248,31.9,255,22,68.6,50.0,80,91.3,64.9,91,5,5.5,5,0.42,13.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,31.6,90,12,0,,20,0.58,11,19,-8,-0.67,-0.13,15.6,16.2,-0.6,-0.05,+0.35,0,1,2,0,0,0,0,0,1,41,0,0,,Big-5-European-Leagues,Big5,2018-2019
93,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,1,0,45,0.5,1,2.00,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches,0,0,0,0.5,0.19,-0.5,-0.96,1,4,25.0,13,7,23.1,31.2,3,33.3,39.0,5,0,0.0,0,0.00,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,45,1.5,,0,1,45,16,3.00,2,1,+1,+2.00,+1.76,0.9,0.4,+0.6,+1.11,+1.25,0,0,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2018-2019
94,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9,9,810,9.0,7,0.78,25,19,76.0,6,2,1,4,44.4,1,1,0,0,0.0,Matches,0,0,0,8.3,0.30,+1.3,+0.15,33,102,32.4,178,34,37.6,34.3,57,61.4,49.9,66,3,4.5,1,0.11,11.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.7,90,9,0,,29,2.22,21,7,+14,+1.56,+0.73,16.8,8.5,+8.3,+0.92,+0.05,0,0,1,0,0,0,0,0,0,43,0,0,,Big-5-European-Leagues,Big5,2018-2019
95,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.1,0.09,+0.1,+0.09,13,28,46.4,25,7,52.0,43.4,15,100.0,76.1,10,1,10.0,0,0.00,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,6,3.00,1,0,+1,+1.00,+0.76,0.9,1.5,-0.6,-0.56,-0.38,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2018-2019
96,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1,1,90,1.0,1,1.00,6,6,100.0,1,0,0,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.7,0.13,+0.7,+0.71,15,30,50.0,37,3,67.6,47.2,5,100.0,66.2,10,1,10.0,2,2.00,16.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,12,3.00,3,1,+2,+2.00,+1.52,1.9,1.7,+0.2,+0.22,-0.41,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2018-2019
97,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,16,16,1390,15.4,42,2.72,85,44,51.8,4,2,10,3,18.8,2,1,1,0,50.0,Matches,1,9,1,31.0,0.35,-10.0,-0.65,83,235,35.3,408,72,41.2,37.2,116,57.8,49.8,143,14,9.8,16,1.04,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,45.4,87,15,0,,0,0.88,18,42,-24,-1.56,-1.77,13.7,27.0,-13.3,-0.86,-0.82,0,0,2,0,0,0,0,0,0,79,0,1,0.0,Big-5-European-Leagues,Big5,2018-2019
98,TomÃ¡Å¡ Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,33,32,2925,32.5,48,1.48,134,90,66.4,10,11,11,9,28.1,4,3,1,0,25.0,Matches,0,9,1,39.0,0.28,-8.0,-0.25,206,477,43.2,638,129,46.9,40.8,242,73.6,56.0,328,13,4.0,27,0.83,16.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,85.5,90,32,1,45,5,1.24,47,48,-1,-0.03,-0.76,42.5,43.9,-1.4,-0.04,-0.94,0,0,1,0,0,0,0,0,0,149,0,0,,Big-5-European-Leagues,Big5,2018-2019
99,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,4,3,315,3.5,9,2.57,13,6,46.2,2,0,1,1,33.3,2,2,0,0,0.0,Matches,0,0,0,5.0,0.30,-4.0,-1.13,38,86,44.2,94,7,63.8,43.7,29,89.7,61.7,18,1,5.6,1,0.29,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,10.3,90,3,1,45,26,1.50,8,9,-1,-0.29,-0.06,5.7,6.1,-0.4,-0.11,+0.26,0,0,0,0,0,0,0,0,0,18,0,0,,Big-5-European-Leagues,Big5,2018-2019
100,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,34,34,3015,33.5,40,1.19,118,86,70.3,8,15,11,9,26.5,6,5,1,0,16.7,Matches,1,5,3,33.5,0.24,-3.5,-0.10,174,482,36.1,753,160,44.6,40.0,255,57.3,47.9,348,23,6.6,28,0.84,15.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,89,88.2,89,33,0,,3,1.15,43,40,+3,+0.09,+0.31,48.9,38.0,+10.8,+0.32,+0.47,0,0,8,0,0,0,0,0,0,174,0,0,,Big-5-European-Leagues,Big5,2018-2019
101,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,37,3330,37.0,42,1.14,136,100,71.3,15,13,9,11,29.7,5,3,1,1,25.0,Matches,1,7,3,40.7,0.28,+1.7,+0.05,336,744,45.2,997,167,56.6,44.3,265,67.9,52.2,307,22,7.2,26,0.70,15.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,90,97.4,90,37,0,,0,1.57,53,42,+11,+0.30,+0.30,44.8,42.2,+2.7,+0.07,+0.71,0,2,7,0,0,0,0,0,1,232,0,0,,Big-5-European-Leagues,Big5,2018-2019
102,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,31,2835,31.5,42,1.33,137,103,74.5,16,7,8,7,22.6,7,7,0,0,0.0,Matches,1,4,2,44.4,0.29,+4.4,+0.14,140,434,32.3,877,174,33.9,35.7,226,60.6,49.7,257,16,6.2,19,0.60,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,82.9,90,31,1,45,6,1.81,61,42,+19,+0.60,+0.14,49.8,45.4,+4.4,+0.14,+0.22,0,0,5,0,0,0,0,0,0,163,0,0,,Big-5-European-Leagues,Big5,2018-2019
103,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,33,2970,33.0,33,1.00,121,92,75.2,21,2,10,12,36.4,5,3,2,0,40.0,Matches,1,5,3,40.2,0.31,+10.2,+0.31,224,485,46.2,940,158,37.0,36.1,251,54.6,46.0,285,11,3.9,15,0.45,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.8,90,33,0,,0,1.97,61,33,+28,+0.85,+0.85,50.6,39.2,+11.4,+0.35,+0.10,0,0,2,0,0,0,0,0,0,156,0,0,,Big-5-European-Leagues,Big5,2018-2019
104,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,34,3060,34.0,42,1.24,131,97,71.8,18,9,7,9,26.5,5,5,0,0,0.0,Matches,1,2,3,35.8,0.25,-3.2,-0.10,160,362,44.2,826,163,32.4,33.4,239,39.3,40.3,248,12,4.8,15,0.44,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,0,1.85,62,42,+20,+0.59,-0.16,66.6,38.9,+27.7,+0.81,-0.17,0,1,7,0,0,0,0,0,1,152,0,0,,Big-5-European-Leagues,Big5,2018-2019
105,Diego LÃ³pez,es ESP,GK,Espanyol,es La Liga,36,1981,38,38,3420,38.0,50,1.32,156,114,71.8,14,11,13,10,26.3,8,6,2,0,25.0,Matches,5,8,2,50.0,0.28,+2.0,+0.05,255,602,42.4,874,129,43.2,38.4,329,68.1,50.3,452,30,6.6,6,0.16,12.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.39,48,50,-2,-0.05,,48.8,50.8,-2.0,-0.05,,0,0,4,0,0,0,0,0,0,159,0,0,,Big-5-European-Leagues,Big5,2018-2019
106,Pau LÃ³pez,es ESP,GK,Betis,es La Liga,23,1994,33,33,2970,33.0,47,1.42,135,91,67.4,12,7,14,10,30.3,4,3,1,0,25.0,Matches,2,9,0,44.5,0.30,-2.5,-0.08,145,347,41.8,976,173,24.9,28.9,245,42.4,39.5,258,24,9.3,33,1.00,16.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.8,90,33,0,,5,1.30,40,47,-7,-0.21,-0.01,40.3,40.6,-0.3,-0.01,-0.40,0,1,5,0,0,0,0,0,0,158,0,0,,Big-5-European-Leagues,Big5,2018-2019
