True,index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,team,keyentryArea,keyentryType
101189,10565,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Run
101190,10566,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Right,Run
101191,10567,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Right,Run
101192,10568,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101193,10569,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Run
101194,10570,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Run
101195,10571,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Right,Pass
101196,10572,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Right,Pass
101197,10573,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Pass
101198,10574,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Pass
101199,10575,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Right,Pass
101200,10576,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101201,10577,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101202,10578,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Run
101203,10579,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101204,10580,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Run
101205,10581,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101206,10582,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Pass
101207,10583,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Pass
101208,10584,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101209,10585,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Pass
101210,10586,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Box,Pass
101211,10587,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Box,Pass
101212,10588,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Pass
101213,10589,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Right,Pass
101214,10590,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Box,Run
101215,10591,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Pass
101216,10592,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Right,Shot
101217,10593,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101218,10594,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Turnover
101219,10595,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Run
101220,10596,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Run
101221,10597,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101222,10598,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Pass
101223,10599,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Pass
101224,10600,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Box,Pass
101225,10601,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Pass
101226,10602,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Turnover
101227,10603,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Run
101228,10604,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Left,Run
101229,10605,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Box,Run
101230,10606,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Run
101231,10607,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Box,Run
101232,10608,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Kerkyra,Right,Pass
101233,10609,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Left,Pass
101234,10610,GreSL,2355591,2016-09-10,13:00:00,Kerkyra,Platanias,Platanias,Right,Pass
101152,10528,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Panionios,Left,Run
101153,10529,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Asteras Tripolis,Box,Pass
101154,10530,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Asteras Tripolis,Box,Pass
101155,10531,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Panionios,Right,Pass
101156,10532,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Asteras Tripolis,Box,Pass
101157,10533,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Panionios,Right,Pass
101158,10534,GreSL,2355588,2016-09-10,15:15:00,Panionios,Asteras Tripolis,Asteras Tripolis,Right,Pass
