True,index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,team,keyentryArea,keyentryType
157872,0,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Left,Run
157873,1,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Box,Shot
157874,2,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Left,Pass
157875,3,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Left,Pass
157876,4,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Run
157877,5,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Left,Pass
157878,6,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Run
157879,7,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Pass
157880,8,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Box,Turnover
157881,9,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Box,Shot
157882,10,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157883,11,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157884,12,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157885,13,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Box,Pass
157886,14,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157887,15,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Pass
157888,16,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Run
157889,17,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Box,Run
157890,18,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Box,Pass
157891,19,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157892,20,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Pass
157893,21,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Left,Pass
157894,22,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Right,Run
157895,23,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Run
157896,24,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Box,Shot
157897,25,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Run
157898,26,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157899,27,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Left,Run
157900,28,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Box,Pass
157901,29,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Left,Pass
157902,30,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Kristiansund,Left,Run
157903,31,NorEs,2383845,2017-04-01,16:00:00,Kristiansund,Molde,Molde,Right,Pass
157904,32,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157905,33,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157906,34,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157907,35,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Box,Pass
157908,36,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157909,37,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157910,38,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157911,39,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157912,40,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Pass
157913,41,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Run
157914,42,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Left,Turnover
157915,43,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Pass
157916,44,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Run
157917,45,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Shot
157918,46,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Run
157919,47,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Pass
157920,48,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Box,Run
157921,49,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157922,50,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Right,Run
157923,51,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Run
157924,52,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Left,Run
157925,53,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Run
157926,54,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Box,Pass
157927,55,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Run
157928,56,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Run
157929,57,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157930,58,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Left,Run
157931,59,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Pass
157932,60,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157933,61,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Left,Run
157934,62,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Pass
157935,63,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Box,Pass
157936,64,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Turnover
157937,65,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Run
157938,66,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Turnover
157939,67,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Right,Pass
157940,68,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Box,Run
157941,69,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Right,Pass
157942,70,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Pass
157943,71,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Sandefjord,Left,Pass
157944,72,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Turnover
157945,73,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Left,Run
157946,74,NorEs,2383846,2017-04-02,13:30:00,Lillestrom,Sandefjord,Lillestrom,Box,Turnover
