True,index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,team,keyentryArea,keyentryType
9599,7744,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9600,7745,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9601,7746,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9602,7747,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Pass
9603,7748,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9604,7749,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Pass
9605,7750,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9606,7751,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Pass
9607,7752,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Shot
9608,7753,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Turnover
9609,7754,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9610,7755,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9611,7756,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9612,7757,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9613,7758,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9614,7759,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Run
9615,7760,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9616,7761,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Turnover
9617,7762,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Run
9618,7763,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9619,7764,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Shot
9620,7765,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Shot
9621,7766,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Right,Pass
9622,7767,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Box,Run
9623,7768,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Rapid Wien,Left,Pass
9624,7769,AutBL,2240991,2016-07-23,14:00:00,Rapid Wien,Ried,Ried,Box,Run
