Player,Nation,Team,League,Season,TeamElo,AgeDuringSeason,CurrentAge,Position,PlayStyle,Min,Starts,PercentLeftFooted,PercentRightFooted,Footedness,DAVIES,DAVIESPer90,xGoalsAdded,xGoalsAddedAbovePlayStyle,xGoalsAddedPer90,Salary($),xSalary($),CurrentMarketValue(€),xMarketValue(€),xGAM,name_lower,firstname_lower,lastname_lower,firstinitial_lower
Oliver Burke,SCO,Sheffield Utd,Premier League,20/21,1615.94,23.74,23,FW,Finisher,612,7,6.38,93.62,Right,-2.27,-0.06,1.28,-2.13,0.19,,,,,,oliver burke,oliver,burke,o
Gautier Lloris,FRA,Nice,Ligue 1,19/20,1605.34,24.0,25,DF,LowBlockCentralDefender,270,3,92.86,7.14,Left,-2.27,-0.06,0.22,-2.22,0.07,,,325000.0,2834241.0,,gautier lloris,gautier,lloris,g
Anibal Chala,ECU,Dijon,Ligue 1,20/21,1486.82,24.65,24,DF,DefensiveWideProgressor,394,5,94.09,5.91,Left,-2.27,-0.01,0.67,-2.07,0.15,,,,,,anibal chala,anibal,chala,a
Ambroise Oyongo,CMR,Montpellier,Ligue 1,20/21,1596.89,29.53,29,DF,DefensiveWideProgressor,495,4,91.43,8.57,Left,-2.27,-0.04,0.67,-2.07,0.12,,,2800000.0,,,ambroise oyongo,ambroise,oyongo,a
Alexis Mac Allister,ARG,Brighton,Premier League,19/20,1658.11,20.0,22,"MF,FW",AttackingCentralProgressor,352,4,12.3,87.7,Right,-2.28,-0.08,0.33,-2.42,0.08,,,11000000.0,7153505.0,,alexis mac allister,alexis,allister,a
Michy Batshuayi,BEL,Valencia,La Liga,18/19,1809.51,24.0,27,FW,Finisher,527,4,26.23,73.77,Right,-2.28,-0.03,1.28,-2.13,0.22,,,,,,michy batshuayi,michy,batshuayi,m
Yacine Bammou,MAR,Nantes,Ligue 1,17/18,1576.06,25.0,29,"MF,FW",Dribbler,727,10,32.46,67.54,Right,-2.28,-0.13,0.92,-2.08,0.11,,,,,,yacine bammou,yacine,bammou,y
Aaron Lennon,ENG,Burnley,Premier League,19/20,1726.9,32.0,33,MF,AttackingCentralProgressor,496,4,8.94,91.06,Right,-2.28,-0.1,0.29,-2.45,0.05,2401181.0,3268063.0,2400000.0,2365200.0,,aaron lennon,aaron,lennon,a
Robert Gumny,POL,Augsburg,Bundesliga,20/21,1636.79,22.58,22,DF,DefensiveWideProgressor,350,4,12.5,87.5,Right,-2.28,-0.08,0.32,-2.41,0.08,,,,,,robert gumny,robert,gumny,r
Ermedin Demirovic,BIH,Freiburg,Bundesliga,20/21,1687.84,22.77,22,FW,Finisher,252,3,10.87,89.13,Right,-2.28,-0.01,0.68,-2.73,0.24,,,,,,ermedin demirovic,ermedin,demirovic,e
Thibault De Smet,BEL,Reims,Ligue 1,20/21,1579.74,22.58,22,DF,OffensiveWideProgressor,295,4,81.59,18.41,Left,-2.28,-0.03,0.48,-2.7,0.15,,,,,,thibault de smet,thibault,smet,t
Marco Sau,ITA,Cagliari,Serie A,18/19,1531.8,30.0,33,FW,Finisher,558,5,17.27,82.73,Right,-2.28,-0.04,1.27,-2.14,0.21,,,,,,marco sau,marco,sau,m
Raffael,BRA,M'Gladbach,Bundesliga,18/19,1693.49,33.0,35,FW,Finisher,543,5,10.29,89.71,Right,-2.28,0.0,1.53,-1.87,0.25,4507927.0,3476213.0,,,,raffael,raffael,raffael,r
Filip Krovinovic,CRO,West Brom,Premier League,20/21,1561.08,25.34,25,MF,AttackingCentralProgressor,546,5,10.48,89.52,Right,-2.28,-0.02,0.86,-1.88,0.14,,,,,,filip krovinovic,filip,krovinovic,f
Nahuel Estevez,ARG,Spezia,Serie A,20/21,1483.16,25.13,25,MF,AttackingCentralProgressor,604,7,9.4,90.6,Right,-2.28,-0.04,0.86,-1.88,0.13,,,,,,nahuel estevez,nahuel,estevez,n
Thilo Kehrer,GER,Paris S-G,Ligue 1,20/21,1869.92,24.28,24,DF,PossessionOrientedCentralDefender,599,6,33.4,66.6,Right,-2.28,-0.04,0.79,-2.0,0.12,,,28000000.0,,,thilo kehrer,thilo,kehrer,t
Bright Gyamfi,GHA,Benevento,Serie A,17/18,1449.56,21.0,24,"DF,MF",OffensiveWideProgressor,326,2,4.93,95.07,Right,-2.28,-0.04,0.47,-2.7,0.13,,,,,,bright gyamfi,bright,gyamfi,b
Claudio Pizarro,PER,Koln,Bundesliga,17/18,1543.68,38.0,42,"FW,MF",Finisher,579,5,25.48,74.52,Right,-2.28,0.03,1.83,-1.57,0.29,,,,,,claudio pizarro,claudio,pizarro,c
Jean-Claude Billong,FRA,Benevento,Serie A,17/18,1449.56,23.0,27,DF,PossessionOrientedCentralDefender,294,3,3.57,96.43,Right,-2.28,-0.07,0.26,-2.54,0.08,,,,,,jean-claude billong,jean-claude,billong,j
Maximilian Mittelstadt,GER,Hertha BSC,Bundesliga,17/18,1608.77,20.0,23,"MF,DF",OffensiveWideProgressor,424,5,76.82,23.18,Left,-2.28,-0.08,0.47,-2.7,0.1,,,10000000.0,,,maximilian mittelstadt,maximilian,mittelstadt,m
Clement Michelin,FRA,Toulouse,Ligue 1,17/18,1537.36,20.0,23,"DF,FW",DefensiveWideProgressor,275,4,7.37,92.63,Right,-2.28,-0.06,0.32,-2.41,0.1,,,,,,clement michelin,clement,michelin,c
Antonio Di Gaudio,ITA,Parma,Serie A,18/19,1498.2,28.0,31,"FW,MF",Dribbler,699,9,15.93,84.07,Right,-2.28,-0.12,0.91,-2.09,0.12,,,,,,antonio di gaudio,antonio,gaudio,a
Johannes Eggestein,GER,Werder Bremen,Bundesliga,19/20,1632.45,21.0,22,"MF,FW",Dribbler,510,4,24.06,75.94,Right,-2.28,-0.1,0.77,-2.23,0.14,,,2000000.0,3117592.0,,johannes eggestein,johannes,eggestein,j
Robert Ibanez,ESP,Osasuna,La Liga,19/20,1695.54,26.0,27,"MF,FW",Dribbler,537,5,36.36,63.64,Right,-2.28,-0.09,0.91,-2.09,0.15,,,,,,robert ibanez,robert,ibanez,r
Callum Robinson,IRL,Sheffield Utd,Premier League,19/20,1697.96,24.0,25,FW,Finisher,676,9,21.38,78.62,Right,-2.28,-0.07,1.27,-2.14,0.17,,,5500000.0,6499983.0,,callum robinson,callum,robinson,c
Theoson Siebatcheu,FRA,Rennes,Ligue 1,19/20,1646.45,23.0,24,FW,Finisher,440,4,13.64,86.36,Right,-2.28,-0.11,0.67,-2.74,0.14,,,,,,theoson siebatcheu,theoson,siebatcheu,t
Daniele Dessena,ITA,Cagliari,Serie A,18/19,1531.8,31.0,33,MF,AttackingCentralProgressor,352,3,20.78,79.22,Right,-2.29,-0.08,0.29,-2.46,0.07,,,,,,daniele dessena,daniele,dessena,d
Oliver Torres,ESP,Sevilla,La Liga,20/21,1843.53,26.14,26,"MF,FW",AttackingCentralProgressor,575,6,9.51,90.49,Right,-2.29,-0.03,0.85,-1.89,0.13,,,14000000.0,,,oliver torres,oliver,torres,o
Warren Tchimbembe,FRA,Metz,Ligue 1,20/21,1557.8,22.7,22,"MF,FW",AttackingCentralProgressor,363,4,59.88,40.12,Dual,-2.29,-0.08,0.31,-2.43,0.08,,,,,,warren tchimbembe,warren,tchimbembe,w
Patric,ESP,Lazio,Serie A,17/18,1753.81,24.0,27,"DF,MF",DefensiveWideProgressor,592,4,19.06,80.94,Right,-2.29,-0.06,0.65,-2.08,0.1,,,9000000.0,,,patric,patric,patric,p
Romulo,ITA,Lazio,Serie A,18/19,1658.64,31.0,33,"DF,MF",OffensiveWideProgressor,776,9,4.68,95.32,Right,-2.29,-0.02,1.38,-1.8,0.16,2092239.0,2971419.0,,,,romulo,romulo,romulo,r
Ivan Ramis,ESP,Eibar,La Liga,19/20,1684.45,34.0,36,DF,PossessionOrientedCentralDefender,457,6,16.67,83.33,Right,-2.29,-0.07,0.48,-2.32,0.09,,,,,,ivan ramis,ivan,ramis,i
Torles Knoll,GER,Nurnberg,Bundesliga,18/19,1492.29,20.0,23,FW,Finisher,370,2,12.7,87.3,Right,-2.29,-0.09,0.66,-2.74,0.16,,,,,,torles knoll,torles,knoll,t
Lucas Paqueta,BRA,Milan,Serie A,18/19,1710.55,20.0,23,MF,Playmaker,842,12,88.08,11.92,Left,-2.29,-0.07,1.41,-2.28,0.15,3560199.0,2392818.0,20000000.0,,,lucas paqueta,lucas,paqueta,l
Antonio Barreca,ITA,Genoa,Serie A,19/20,1536.21,24.0,25,"DF,MF",OffensiveWideProgressor,1095,11,93.75,6.25,Left,-2.29,-0.09,1.17,-2.0,0.1,,,3000000.0,2735207.0,,antonio barreca,antonio,barreca,a
Mario Balotelli,ITA,Nice,Ligue 1,18/19,1596.18,27.0,30,FW,Finisher,752,9,16.51,83.49,Right,-2.29,-0.09,1.26,-2.15,0.15,,,,,,mario balotelli,mario,balotelli,m
Thierry Correia,POR,Valencia,La Liga,19/20,1733.38,20.0,21,DF,DefensiveWideProgressor,259,3,7.22,92.78,Right,-2.3,-0.05,0.31,-2.43,0.11,,,2500000.0,3727318.0,,thierry correia,thierry,correia,t
Deyovaisio Zeefuik,NED,Hertha BSC,Bundesliga,20/21,1668.61,22.81,22,"DF,MF",DefensiveWideProgressor,279,2,7.03,92.97,Right,-2.3,-0.06,0.31,-2.43,0.1,,,,,,deyovaisio zeefuik,deyovaisio,zeefuik,d
Cristian Tello,ESP,Betis,La Liga,19/20,1666.35,27.0,29,"MF,FW",Playmaker,787,5,20.11,79.89,Right,-2.3,-0.05,1.62,-2.07,0.18,,,5000000.0,5529813.0,,cristian tello,cristian,tello,c
Ismael Diomande,CIV,Caen,Ligue 1,17/18,1479.19,24.0,28,"DF,MF",PossessionOrientedCentralDefender,711,8,8.5,91.5,Right,-2.3,-0.06,0.78,-2.02,0.1,,,,,,ismael diomande,ismael,diomande,i
Antonin Barak,CZE,Udinese,Serie A,18/19,1561.08,23.0,26,"MF,FW",AttackingCentralProgressor,329,4,80.0,20.0,Left,-2.3,-0.08,0.31,-2.44,0.08,523625.0,1196397.0,,,,antonin barak,antonin,barak,a
Paulo Otavio,BRA,Wolfsburg,Bundesliga,20/21,1760.6,26.11,26,DF,DefensiveWideProgressor,307,3,89.71,10.29,Left,-2.3,0.03,0.64,-2.09,0.19,,,1200000.0,,,paulo otavio,paulo,otavio,p
Santiago Gentiletti,ARG,Genoa,Serie A,17/18,1561.46,32.0,35,DF,PossessionOrientedCentralDefender,291,3,85.05,14.95,Left,-2.3,-0.02,0.46,-2.33,0.14,,,,,,santiago gentiletti,santiago,gentiletti,s
Alexis Claude-Maurice,FRA,Nice,Ligue 1,20/21,1553.41,22.57,22,"FW,MF",Dribbler,481,5,5.52,94.48,Right,-2.3,-0.1,0.75,-2.25,0.14,,,8000000.0,,,alexis claude-maurice,alexis,claude-maurice,a
Mathieu Cafaro,FRA,Reims,Ligue 1,20/21,1579.74,23.77,23,"MF,FW",Playmaker,870,12,10.54,89.46,Right,-2.31,-0.07,1.6,-2.08,0.17,,,6000000.0,,,mathieu cafaro,mathieu,cafaro,m
Fousseni Diabate,MLI,Leicester City,Premier League,17/18,1693.43,21.0,25,"MF,FW",Dribbler,587,5,74.42,25.58,Left,-2.31,-0.12,0.75,-2.25,0.11,,,,,,fousseni diabate,fousseni,diabate,f
Ross Barkley,ENG,Aston Villa,Premier League,20/21,1716.22,27.07,27,MF,Playmaker,454,6,19.02,80.98,Right,-2.31,0.08,1.6,-2.08,0.32,,,,,,ross barkley,ross,barkley,r
Alexander Esswein,GER,Hertha BSC,Bundesliga,17/18,1608.77,27.0,30,"FW,MF",AttackingCentralProgressor,617,6,22.45,77.55,Right,-2.31,-0.05,0.83,-1.92,0.12,,,,,,alexander esswein,alexander,esswein,a
Unai Garcia,ESP,Osasuna,La Liga,20/21,1643.46,28.91,28,DF,PossessionOrientedCentralDefender,641,6,10.0,90.0,Right,-2.31,-0.05,0.76,-2.04,0.11,,,800000.0,,,unai garcia,unai,garcia,u
Max Kruse,GER,Union Berlin,Bundesliga,20/21,1680.98,32.79,32,"MF,FW",Playmaker,723,8,76.19,23.81,Left,-2.31,-0.07,1.4,-2.29,0.17,,,,,,max kruse,max,kruse,m
Manolo Gabbiadini,ITA,Southampton,Premier League,17/18,1649.49,25.0,29,"FW,MF",Finisher,1081,11,82.94,17.06,Left,-2.31,-0.14,1.24,-2.17,0.1,,,,,,manolo gabbiadini,manolo,gabbiadini,m
Greg Cunningham,IRL,Cardiff City,Premier League,18/19,1607.3,27.0,29,DF,DefensiveWideProgressor,630,7,79.27,20.73,Left,-2.32,-0.07,0.62,-2.11,0.09,,,,,,greg cunningham,greg,cunningham,g
Josuha Guilavogui,FRA,Wolfsburg,Bundesliga,20/21,1760.6,30.28,30,"MF,DF",PossessionOrientedCentralDefender,402,5,10.45,89.55,Right,-2.32,-0.06,0.45,-2.35,0.1,,,11000000.0,,,josuha guilavogui,josuha,guilavogui,j
Denis Cheryshev,RUS,Valencia,La Liga,20/21,1704.95,30.02,30,MF,Playmaker,531,6,91.82,8.18,Left,-2.32,-0.01,1.39,-2.29,0.24,,,4000000.0,,,denis cheryshev,denis,cheryshev,d
Niclas Fullkrug,GER,Werder Bremen,Bundesliga,20/21,1654.08,27.9,27,FW,Finisher,281,4,19.05,80.95,Right,-2.32,0.15,1.23,-2.17,0.4,,,3500000.0,,,niclas fullkrug,niclas,fullkrug,n
Christian Maggio,ITA,Napoli,Serie A,17/18,1855.68,35.0,38,DF,OffensiveWideProgressor,641,6,11.45,88.55,Right,-2.32,0.01,1.35,-1.82,0.19,,,,,,christian maggio,christian,maggio,c
Dan Ndoye,SUI,Nice,Ligue 1,20/21,1553.41,20.19,20,"FW,MF",Finisher,286,1,13.79,86.21,Right,-2.32,-0.05,0.63,-2.77,0.2,,,,,,dan ndoye,dan,ndoye,d
Kingsley Ehizibue,NED,Koln,Bundesliga,20/21,1628.59,25.61,25,DF,DefensiveWideProgressor,356,4,6.25,93.75,Right,-2.32,-0.01,0.62,-2.11,0.16,,,,,,kingsley ehizibue,kingsley,ehizibue,k
Mathieu Bodmer,FRA,Amiens,Ligue 1,18/19,1502.4,35.0,38,"MF,FW",Playmaker,1073,10,16.03,83.97,Right,-2.32,-0.13,1.39,-2.29,0.12,270295.0,1068520.0,,,,mathieu bodmer,mathieu,bodmer,m
Paolo Bartolomei,ITA,Spezia,Serie A,20/21,1483.16,31.36,31,MF,AttackingCentralProgressor,320,3,8.26,91.74,Right,-2.32,-0.08,0.25,-2.5,0.07,,,,,,paolo bartolomei,paolo,bartolomei,p
Marlon Ritter,GER,Paderborn 07,Bundesliga,19/20,1493.71,24.0,26,MF,AttackingCentralProgressor,435,3,7.94,92.06,Right,-2.32,0.0,0.82,-1.92,0.17,,,400000.0,902252.0,,marlon ritter,marlon,ritter,m
Alejandro Arribas,ESP,La Coruna,La Liga,17/18,,28.0,31,DF,LowBlockCentralDefender,270,3,7.41,92.59,Right,-2.32,-0.07,0.17,-2.27,0.06,,,,,,alejandro arribas,alejandro,arribas,a
Mario Rui,POR,Napoli,Serie A,20/21,1767.13,29.6,29,DF,OffensiveWideProgressor,579,6,91.89,8.11,Left,-2.32,-0.01,1.14,-2.03,0.18,,,14000000.0,,,mario rui,mario,rui,m
Daniele Verde,ITA,Valladolid,La Liga,18/19,1613.73,22.0,24,"FW,MF",Playmaker,657,4,84.19,15.81,Left,-2.32,-0.03,1.38,-2.31,0.19,460293.0,1192856.0,,,,daniele verde,daniele,verde,d
Alessandro Matri,ITA,Sassuolo,Serie A,18/19,1565.3,33.0,36,FW,Finisher,603,6,20.27,79.73,Right,-2.32,-0.03,1.49,-1.92,0.22,2094501.0,3305991.0,,,,alessandro matri,alessandro,matri,a
Tomer Hemed,ISR,Brighton,Premier League,17/18,1628.91,30.0,33,FW,Finisher,849,9,15.75,84.25,Right,-2.33,-0.11,1.23,-2.18,0.13,,,,,,tomer hemed,tomer,hemed,t
Nacho,ESP,Real Madrid,La Liga,19/20,1921.36,29.0,30,DF,DefensiveWideProgressor,439,4,23.87,76.13,Right,-2.33,-0.04,0.61,-2.12,0.13,5236252.0,2886505.0,,,,nacho,nacho,nacho,n
Mathias Pereira Lage,POR,Angers,Ligue 1,20/21,1571.94,24.09,24,"FW,MF",Dribbler,654,8,15.48,84.52,Right,-2.33,-0.12,0.87,-2.13,0.12,,,2800000.0,,,mathias pereira lage,mathias,lage,m
Iver Fossum,NOR,Hannover 96,Bundesliga,18/19,1527.5,22.0,24,"MF,FW",OffensiveWideProgressor,455,5,9.66,90.34,Right,-2.33,-0.09,0.43,-2.74,0.08,882133.0,951530.0,,,,iver fossum,iver,fossum,i
Eros Schiavon,ITA,SPAL,Serie A,17/18,1554.81,34.0,37,"MF,DF",AttackingCentralProgressor,390,3,22.86,77.14,Right,-2.33,-0.1,0.25,-2.5,0.06,,,,,,eros schiavon,eros,schiavon,e
Paolo Farago,ITA,Cagliari,Serie A,20/21,1590.49,27.89,27,"DF,MF",DefensiveWideProgressor,369,4,31.46,68.54,Right,-2.33,-0.01,0.61,-2.12,0.15,,,,,,paolo farago,paolo,farago,p
Yann Gboho,FRA,Rennes,Ligue 1,20/21,1620.75,19.97,19,"MF,FW",Dribbler,270,2,5.94,94.06,Right,-2.33,0.0,0.73,-2.27,0.24,,,,,,yann gboho,yann,gboho,y
Marc Albrighton,ENG,Leicester City,Premier League,20/21,1795.25,31.12,31,"DF,FW",OffensiveWideProgressor,613,6,9.09,90.91,Right,-2.33,0.01,1.34,-1.83,0.2,,,8000000.0,,,marc albrighton,marc,albrighton,m
Lennart-Marten Czyborra,GER,Genoa,Serie A,20/21,1540.76,21.67,21,DF,DefensiveWideProgressor,342,4,81.95,18.05,Left,-2.33,-0.09,0.27,-2.46,0.07,,,,,,lennart-marten czyborra,lennart-marten,czyborra,l
Vitorino Hilton,BRA,Montpellier,Ligue 1,20/21,1596.89,43.3,43,DF,LowBlockCentralDefender,633,8,26.1,73.9,Right,-2.33,-0.02,0.83,-1.6,0.12,,,,,,vitorino hilton,vitorino,hilton,v
Jean-Victor Makengo,FRA,Toulouse,Ligue 1,19/20,1403.91,21.0,22,"MF,FW",Playmaker,988,12,80.6,19.4,Left,-2.33,-0.1,1.37,-2.31,0.12,,,3600000.0,5090684.0,,jean-victor makengo,jean-victor,makengo,j
Aday,ESP,Girona,La Liga,18/19,1622.19,30.0,33,"DF,MF",OffensiveWideProgressor,645,8,13.96,86.04,Right,-2.33,-0.03,1.13,-2.04,0.16,787134.0,1437467.0,,,,aday,aday,aday,a
Erik Durm,GER,Eint Frankfurt,Bundesliga,19/20,1705.51,27.0,28,DF,AttackingCentralProgressor,511,6,23.08,76.92,Right,-2.33,-0.02,0.81,-1.94,0.14,,,1500000.0,6115213.0,,erik durm,erik,durm,e
Rani Khedira,GER,Augsburg,Bundesliga,20/21,1636.79,26.93,26,MF,DefensiveWideProgressor,824,10,12.01,87.99,Right,-2.34,-0.1,0.6,-2.13,0.07,,,8000000.0,,,rani khedira,rani,khedira,r
Jonathan Calleri,ARG,Osasuna,La Liga,20/21,1643.46,27.27,27,FW,Finisher,502,7,9.59,90.41,Right,-2.34,-0.03,1.22,-2.19,0.22,,,,,,jonathan calleri,jonathan,calleri,j
Kostas Stafylidis,GRE,Stoke City,Premier League,17/18,1625.11,23.0,27,"DF,MF",PossessionOrientedCentralDefender,335,4,86.52,13.48,Left,-2.34,-0.09,0.2,-2.6,0.05,,,,,,kostas stafylidis,kostas,stafylidis,k
Fabian Klos,GER,Arminia,Bundesliga,20/21,1592.72,33.08,33,FW,Finisher,1114,13,22.02,77.98,Right,-2.34,-0.13,1.48,-1.93,0.12,,,,,,fabian klos,fabian,klos,f
Lucas Boye,ARG,Celta Vigo,La Liga,17/18,1716.78,21.0,24,"FW,MF",Dribbler,287,2,16.13,83.87,Right,-2.34,-0.01,0.72,-2.28,0.23,,,,,,lucas boye,lucas,boye,l
Kevin Rodrigues,POR,Eibar,La Liga,20/21,1666.96,26.83,26,"DF,FW",OffensiveWideProgressor,749,8,83.85,16.15,Left,-2.34,-0.05,1.13,-2.04,0.14,,,,,,kevin rodrigues,kevin,rodrigues,k
Ivan Radovanovic,SRB,Genoa,Serie A,20/21,1540.76,32.34,32,"MF,DF",PossessionOrientedCentralDefender,527,5,16.86,83.14,Right,-2.34,-0.09,0.43,-2.37,0.07,,,,,,ivan radovanovic,ivan,radovanovic,i
Max Meyer,GER,Crystal Palace,Premier League,19/20,1677.91,23.0,25,"MF,FW",Dribbler,655,6,34.0,66.0,Right,-2.34,-0.14,0.72,-2.28,0.1,8575645.0,5260500.0,8000000.0,4091263.0,,max meyer,max,meyer,m
Roberto Torres,ESP,Osasuna,La Liga,20/21,1643.46,31.82,31,MF,Playmaker,796,9,18.85,81.15,Right,-2.34,-0.09,1.37,-2.31,0.15,,,6000000.0,,,roberto torres,roberto,torres,r
Bram Nuytinck,NED,Udinese,Serie A,20/21,1592.02,30.66,30,DF,LowBlockCentralDefender,312,4,64.78,35.22,Left,-2.34,-0.05,0.31,-2.12,0.09,,,2800000.0,,,bram nuytinck,bram,nuytinck,b
Johann Obiang,GAB,Troyes,Ligue 1,17/18,1461.59,24.0,27,DF,DefensiveWideProgressor,470,5,80.31,19.69,Left,-2.34,-0.05,0.6,-2.14,0.11,,,,,,johann obiang,johann,obiang,j
Federico Ceccherini,ITA,Fiorentina,Serie A,20/21,1639.74,28.64,28,DF,LowBlockCentralDefender,270,3,23.0,77.0,Right,-2.34,-0.08,0.14,-2.29,0.05,,,2500000.0,,,federico ceccherini,federico,ceccherini,f
Milos Vulic,SRB,Crotone,Serie A,20/21,1504.58,24.37,24,MF,AttackingCentralProgressor,704,7,12.36,87.64,Right,-2.35,-0.06,0.8,-1.95,0.1,,,,,,milos vulic,milos,vulic,m
Carles Planas,ESP,Girona,La Liga,18/19,1622.19,27.0,29,"DF,MF",DefensiveWideProgressor,419,4,85.06,14.94,Left,-2.35,-0.03,0.59,-2.14,0.13,1187487.0,1366443.0,,,,carles planas,carles,planas,c
Unai Garcia,ESP,Osasuna,La Liga,19/20,1695.54,27.0,28,DF,PossessionOrientedCentralDefender,536,6,7.01,92.99,Right,-2.35,-0.03,0.73,-2.07,0.12,,,800000.0,2000965.0,,unai garcia,unai,garcia,u
Enock Kwateng,FRA,Bordeaux,Ligue 1,20/21,1568.08,23.73,23,DF,DefensiveWideProgressor,351,4,15.95,84.05,Right,-2.35,-0.01,0.59,-2.14,0.15,,,3200000.0,,,enock kwateng,enock,kwateng,e
Jota,ESP,Alaves,La Liga,20/21,1645.58,29.55,29,MF,AttackingCentralProgressor,619,8,87.82,12.18,Left,-2.35,-0.05,0.79,-1.95,0.12,,,,,,jota,jota,jota,j
Tom Davies,ENG,Everton,Premier League,20/21,1768.54,22.51,22,"MF,DF",OffensiveWideProgressor,337,4,15.62,84.38,Right,-2.35,-0.07,0.41,-2.77,0.11,,,16000000.0,,,tom davies,tom,davies,t
Ezequiel Schelotto,ITA,Brighton,Premier League,19/20,1658.11,30.0,31,DF,DefensiveWideProgressor,361,4,10.26,89.74,Right,-2.35,-0.02,0.59,-2.14,0.15,,,1200000.0,2675965.0,,ezequiel schelotto,ezequiel,schelotto,e
Roberto Soriano,ITA,Torino,Serie A,18/19,1692.6,27.0,29,"MF,FW",Dribbler,468,6,18.66,81.34,Right,-2.36,-0.08,0.84,-2.16,0.16,,,,,,roberto soriano,roberto,soriano,r
Naby Keita,GUI,Liverpool,Premier League,20/21,1965.28,25.89,25,MF,AttackingCentralProgressor,395,6,7.79,92.21,Right,-2.36,0.01,0.79,-1.96,0.18,,,40000000.0,,,naby keita,naby,keita,n
Sebastien Corchia,FRA,Sevilla,La Liga,17/18,1762.39,26.0,30,DF,OffensiveWideProgressor,820,9,10.2,89.8,Right,-2.36,-0.06,1.11,-2.06,0.12,,,,,,sebastien corchia,sebastien,corchia,s
Emil Berggreen,DEN,Mainz 05,Bundesliga,17/18,1595.9,24.0,27,FW,Finisher,669,6,18.56,81.44,Right,-2.36,-0.08,1.2,-2.21,0.16,,,,,,emil berggreen,emil,berggreen,e
Antonio Barragan,ESP,Betis,La Liga,18/19,1682.82,31.0,33,"DF,MF",OffensiveWideProgressor,934,12,11.44,88.56,Right,-2.36,-0.06,1.31,-1.86,0.13,,,1000000.0,,,antonio barragan,antonio,barragan,a
Almamy Toure,MLI,Eint Frankfurt,Bundesliga,20/21,1735.53,24.68,24,DF,OffensiveWideProgressor,419,6,10.59,89.41,Right,-2.36,0.05,1.11,-2.06,0.24,,,6500000.0,,,almamy toure,almamy,toure,a
Danilo Pereira,POR,Paris S-G,Ligue 1,20/21,1869.92,29.31,29,"DF,MF",PossessionOrientedCentralDefender,379,5,7.64,92.36,Right,-2.36,0.01,0.71,-2.08,0.17,,,,,,danilo pereira,danilo,pereira,d
Adama Soumaoro,FRA,Lille,Ligue 1,19/20,1662.4,27.0,28,DF,PossessionOrientedCentralDefender,415,4,8.67,91.33,Right,-2.36,0.0,0.71,-2.08,0.15,2028906.0,2562410.0,6000000.0,2405506.0,,adama soumaoro,adama,soumaoro,a
Daniele Ragatzu,ITA,Cagliari,Serie A,19/20,1585.66,27.0,29,"MF,FW",Dribbler,313,2,19.88,80.12,Right,-2.36,0.0,0.83,-2.17,0.24,,,400000.0,3163512.0,,daniele ragatzu,daniele,ragatzu,d
Kenedy,BRA,Granada,La Liga,20/21,1710.02,24.9,24,"FW,MF",Dribbler,521,7,84.11,15.89,Left,-2.36,-0.1,0.83,-2.17,0.14,,,,,,kenedy,kenedy,kenedy,k
Nuno da Costa,CPV,Strasbourg,Ligue 1,19/20,1577.77,28.0,29,"FW,MF",Finisher,527,4,16.92,83.08,Right,-2.36,-0.04,1.19,-2.22,0.2,,,,,,nuno da costa,nuno,costa,n
Nahitan Nandez,URU,Cagliari,Serie A,20/21,1590.49,25.01,25,"MF,FW",Playmaker,922,10,7.33,92.67,Right,-2.36,-0.08,1.55,-2.14,0.15,,,23000000.0,,,nahitan nandez,nahitan,nandez,n
Matteo Darmian,ITA,Inter,Serie A,20/21,1858.84,31.08,31,"DF,MF",OffensiveWideProgressor,495,6,19.7,80.3,Right,-2.36,0.05,1.3,-1.87,0.24,,,,,,matteo darmian,matteo,darmian,m
Valon Berisha,KVX,Dusseldorf,Bundesliga,19/20,1591.63,26.0,27,"MF,FW",AttackingCentralProgressor,941,12,13.35,86.65,Right,-2.36,-0.09,0.78,-1.97,0.07,,,,,,valon berisha,valon,berisha,v
Enis Bardhi,MKD,Levante,La Liga,20/21,1699.11,25.5,25,MF,Playmaker,585,7,17.29,82.71,Right,-2.36,0.0,1.55,-2.14,0.24,,,20000000.0,,,enis bardhi,enis,bardhi,e
Benjamin Pavard,FRA,Bayern Munich,Bundesliga,20/21,2049.7,24.76,24,DF,OffensiveWideProgressor,712,8,5.57,94.43,Right,-2.37,-0.04,1.1,-2.07,0.14,,,45000000.0,,,benjamin pavard,benjamin,pavard,b
Pawel Olkowski,POL,Koln,Bundesliga,17/18,1543.68,27.0,30,DF,DefensiveWideProgressor,450,5,12.5,87.5,Right,-2.37,-0.05,0.57,-2.16,0.11,,,,,,pawel olkowski,pawel,olkowski,p
Reece Oxford,ENG,Augsburg,Bundesliga,19/20,1605.48,20.0,22,MF,PossessionOrientedCentralDefender,375,2,6.41,93.59,Right,-2.37,-0.11,0.17,-2.63,0.04,,,2000000.0,2138508.0,,reece oxford,reece,oxford,r
Jurgen Locadia,NED,Hoffenheim,Bundesliga,19/20,1729.86,25.0,27,FW,Finisher,530,5,19.13,80.87,Right,-2.37,-0.04,1.18,-2.23,0.2,,,8000000.0,7176847.0,,jurgen locadia,jurgen,locadia,j
