,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Michael Mancienne,"$ 24,707","$ 1,284,768","$ 1,324,187",D,29,England,Ne Revolution,Mls,2018
1,Claude Dielna,"$ 15,000","$ 780,000","$ 803,932",D,29,France,Ne Revolution,Mls,2018
2,Juan Agudelo,"$ 11,058","$ 575,000","$ 592,642",F,24,United States,Ne Revolution,Mls,2018
3,Cristian Penilla,"$ 9,615","$ 500,000","$ 515,341",F,26,Ecuador,Ne Revolution,Mls,2018
4,Wilfried Zahibo,"$ 9,115","$ 474,000","$ 488,543",M,23,France,Ne Revolution,Mls,2018
5,Antonio Mlinar Delamea,"$ 7,692","$ 400,008","$ 412,281",D,27,Slovenia,Ne Revolution,Mls,2018
6,Gabriel Somi,"$ 7,519","$ 391,000","$ 402,996",D,25,Syria,Ne Revolution,Mls,2018
7,Luis Alberto Caicedo,"$ 5,769","$ 300,000","$ 309,204",M,22,Colombia,Ne Revolution,Mls,2018
8,Teal Bunbury,"$ 4,135","$ 215,000","$ 221,597",F,27,United States,Ne Revolution,Mls,2018
9,Kelyn Rowe,"$ 3,712","$ 193,000","$ 198,922",M,25,United States,Ne Revolution,Mls,2018
10,Andrew Farrell,"$ 3,512","$ 182,600","$ 188,202",D,25,United States,Ne Revolution,Mls,2018
11,Diego Fagundez,"$ 3,269","$ 170,000","$ 175,216",M,22,Uruguay,Ne Revolution,Mls,2018
12,Chris Tierney,"$ 3,029","$ 157,500","$ 162,332",D,31,United States,Ne Revolution,Mls,2018
13,Cristhian Machado,"$ 2,538","$ 132,000","$ 136,050",D,27,Bolivia,Ne Revolution,Mls,2018
14,Scott Caldwell,"$ 2,488","$ 129,375","$ 133,344",M,26,United States,Ne Revolution,Mls,2018
15,Guillermo Hauche,"$ 2,308","$ 120,000","$ 123,682",M,24,Argentina,Ne Revolution,Mls,2018
16,Brad Knighton,"$ 2,038","$ 105,956","$ 109,207",K,32,United States,Ne Revolution,Mls,2018
17,Jalil Anibaba,"$ 1,731","$ 90,000","$ 92,761",D,28,United States,Ne Revolution,Mls,2018
18,Cody Cropper,"$ 1,420","$ 73,828","$ 76,093",K,24,United States,Ne Revolution,Mls,2018
19,Zachary Herivaux,"$ 1,325","$ 68,906","$ 71,020",M,21,Haiti,Ne Revolution,Mls,2018
20,Matt Turner,"$ 1,298","$ 67,500","$ 69,571",K,23,United States,Ne Revolution,Mls,2018
21,Femi Hollinger Janzen,"$ 1,298","$ 67,500","$ 69,571",F,23,Benin,Ne Revolution,Mls,2018
22,Brian Wright,"$ 1,298","$ 67,500","$ 69,571",F,22,Canada,Ne Revolution,Mls,2018
23,Isaac Angking,"$ 1,298","$ 67,500","$ 69,571",M,17,United States,Ne Revolution,Mls,2018
24,Brandon Bye,"$ 1,048","$ 54,500","$ 56,172",D,21,United States,Ne Revolution,Mls,2018
25,Nicolas Samayoa,"$ 1,048","$ 54,500","$ 56,172",D,21,Guatemala,Ne Revolution,Mls,2018
26,Mark Segbers,"$ 1,048","$ 54,500","$ 56,172",D,21,United States,Ne Revolution,Mls,2018
