,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Diego Valeri,"$ 44,615","$ 2,320,000","$ 2,391,181",M,31,Argentina,Portland Timbers,Mls,2018
1,Sebastian Blanco,"$ 25,000","$ 1,300,008","$ 1,339,894",M,29,Argentina,Portland Timbers,Mls,2018
2,Lucas Melano,"$ 16,154","$ 840,000","$ 865,772",F,24,Argentina,Portland Timbers,Mls,2018
3,Larrys Mabiala,"$ 14,423","$ 750,000","$ 773,011",D,29,Democratic Republic of Congo,Portland Timbers,Mls,2018
4,Liam Ridgewell,"$ 13,462","$ 700,000","$ 721,477",D,32,England,Portland Timbers,Mls,2018
5,Jorge Villafana,"$ 11,538","$ 600,000","$ 618,409",D,27,United States,Portland Timbers,Mls,2018
6,Samuel Armenteros,"$ 11,538","$ 600,000","$ 618,409",F,27,Sweden,Portland Timbers,Mls,2018
7,Diego Chara,"$ 10,577","$ 550,000","$ 566,875",M,31,Colombia,Portland Timbers,Mls,2018
8,Cristhian Paredes,"$ 4,846","$ 252,000","$ 259,732",M,19,Paraguay,Portland Timbers,Mls,2018
9,Alvas Powell,"$ 4,327","$ 225,000","$ 231,903",D,22,Jamaica,Portland Timbers,Mls,2018
10,David Guzman,"$ 4,231","$ 220,000","$ 226,750",M,27,Costa Rica,Portland Timbers,Mls,2018
11,Lawrence Olum,"$ 3,558","$ 185,004","$ 190,680",M,32,Kenya,Portland Timbers,Mls,2018
12,Dairon Asprilla,"$ 3,462","$ 180,000","$ 185,523",F,25,Colombia,Portland Timbers,Mls,2018
13,Andy Polo,"$ 2,885","$ 150,000","$ 154,602",F,22,Peru,Portland Timbers,Mls,2018
14,Roy Miller,"$ 2,885","$ 150,000","$ 154,602",D,32,Costa Rica,Portland Timbers,Mls,2018
15,Julio Cascante,"$ 2,885","$ 150,000","$ 154,602",D,23,Costa Rica,Portland Timbers,Mls,2018
16,Tomas Conechny,"$ 2,885","$ 150,000","$ 154,602",M,19,Argentina,Portland Timbers,Mls,2018
17,Jeremy Ebobisse,"$ 2,692","$ 140,000","$ 144,295",F,20,United States,Portland Timbers,Mls,2018
18,Zarek Valentin,"$ 2,500","$ 130,000","$ 133,989",D,25,Puerto Rico,Portland Timbers,Mls,2018
19,Steve Clark,"$ 2,308","$ 120,000","$ 123,682",K,31,United States,Portland Timbers,Mls,2018
20,Jake Gleeson,"$ 2,308","$ 120,000","$ 123,682",K,27,New Zealand,Portland Timbers,Mls,2018
21,Jeff Attinella,"$ 2,212","$ 115,000","$ 118,528",K,28,United States,Portland Timbers,Mls,2018
22,Eryk Williamson,"$ 2,115","$ 110,000","$ 113,375",M,20,United States,Portland Timbers,Mls,2018
23,Jack Barmby,"$ 1,313","$ 68,256","$ 70,350",M,22,England,Portland Timbers,Mls,2018
24,Bill Tuiloma,"$ 1,298","$ 67,500","$ 69,571",D,22,New Zealand,Portland Timbers,Mls,2018
25,Andres Flores,"$ 1,298","$ 67,500","$ 69,571",M,26,El Salvador,Portland Timbers,Mls,2018
26,Marco Farfan,"$ 1,240","$ 64,500","$ 66,479",D,18,United States,Portland Timbers,Mls,2018
27,Kendall McIntosh,"$ 1,070","$ 55,650","$ 57,357",K,23,United States,Portland Timbers,Mls,2018
28,Modou Jadama,"$ 1,048","$ 54,500","$ 56,172",D,23,United States,Portland Timbers,Mls,2018
29,Victor Arboleda,"$ 1,048","$ 54,500","$ 56,172",F,20,Colombia,Portland Timbers,Mls,2018
30,Foster Langsdorf,"$ 1,048","$ 54,500","$ 56,172",F,21,United States,Portland Timbers,Mls,2018
