,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Tim Howard,"$ 38,462","$ 2,000,000","$ 2,061,363",K,38,United States,Colorado Rapids,Mls,2018
1,Shkelzen Gashi,"$ 30,288","$ 1,575,000","$ 1,623,323",F,28,Albania,Colorado Rapids,Mls,2018
2,Yannick Boli,"$ 14,904","$ 775,000","$ 798,778",F,29,Cote d'Ivoire,Colorado Rapids,Mls,2018
3,Tommy Smith,"$ 11,538","$ 600,000","$ 618,409",D,27,New Zealand,Colorado Rapids,Mls,2018
4,Daniel Wilson,"$ 9,615","$ 500,000","$ 515,341",D,27,Scotland,Colorado Rapids,Mls,2018
5,Jack Price,"$ 7,692","$ 400,000","$ 412,273",M,24,England,Colorado Rapids,Mls,2018
6,Nana Adjei Boateng,"$ 6,154","$ 320,004","$ 329,822",M,24,Ghana,Colorado Rapids,Mls,2018
7,Kellyn Acosta,"$ 5,385","$ 280,000","$ 288,591",M,21,United States,Colorado Rapids,Mls,2018
8,Sam Nicholson,"$ 5,096","$ 265,008","$ 273,139",M,22,Scotland,Colorado Rapids,Mls,2018
9,Johan Blomberg,"$ 4,612","$ 239,808","$ 247,166",M,30,Sweden,Colorado Rapids,Mls,2018
10,Giles Barnes,"$ 3,846","$ 200,000","$ 206,136",F,28,Jamaica,Colorado Rapids,Mls,2018
11,Axel Sjoberg,"$ 3,654","$ 189,996","$ 195,825",D,26,Sweden,Colorado Rapids,Mls,2018
12,Zac MacMath,"$ 3,269","$ 170,000","$ 175,216",K,25,United States,Colorado Rapids,Mls,2018
13,Marlon Hairston,"$ 2,788","$ 144,996","$ 149,445",M,23,United States,Colorado Rapids,Mls,2018
14,Caleb Calvert,"$ 2,019","$ 105,000","$ 108,222",F,20,United States,Colorado Rapids,Mls,2018
15,Andrew Dykstra,"$ 1,923","$ 100,008","$ 103,076",K,31,United States,Colorado Rapids,Mls,2018
16,Edgar Castillo,"$ 1,923","$ 99,996","$ 103,064",D,30,United States,Colorado Rapids,Mls,2018
17,Dillon Serna,"$ 1,827","$ 95,000","$ 97,915",M,23,United States,Colorado Rapids,Mls,2018
18,Kortne Ford,"$ 1,587","$ 82,500","$ 85,031",D,21,United States,Colorado Rapids,Mls,2018
19,Jack McBean,"$ 1,325","$ 68,906","$ 71,020",F,22,United States,Colorado Rapids,Mls,2018
20,Sam Hamilton,"$ 1,313","$ 68,254","$ 70,348",M,21,United States,Colorado Rapids,Mls,2018
21,Kip Colvey,"$ 1,298","$ 67,500","$ 69,571",D,23,New Zealand,Colorado Rapids,Mls,2018
22,Mike da Fonte,"$ 1,298","$ 67,500","$ 69,571",D,26,United States,Colorado Rapids,Mls,2018
23,Deklan Wynne,"$ 1,298","$ 67,500","$ 69,571",D,22,New Zealand,Colorado Rapids,Mls,2018
24,Enzo Martinez,"$ 1,298","$ 67,500","$ 69,571",M,26,Uruguay,Colorado Rapids,Mls,2018
25,Cole Bassett,"$ 1,154","$ 60,000","$ 61,841",M,15,United States,Colorado Rapids,Mls,2018
26,Sam Vines,"$ 1,154","$ 60,000","$ 61,841",D,18,United States,Colorado Rapids,Mls,2018
27,Ricardo Perez,"$ 1,154","$ 60,000","$ 61,841",M,22,United States,Colorado Rapids,Mls,2018
28,Niki Jackson,"$ 1,048","$ 54,500","$ 56,172",F,21,United States,Colorado Rapids,Mls,2018
