,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Rod Fanni,"$ 23,077","$ 1,200,000","$ 1,236,818",D,35,France,Montreal Impact,Mls,2018
1,Alejandro Silva,"$ 15,385","$ 800,040","$ 824,586",M,27,Uruguay,Montreal Impact,Mls,2018
2,Saphir Taider,"$ 15,385","$ 800,000","$ 824,545",M,25,Algeria,Montreal Impact,Mls,2018
3,Matteo Mancosu,"$ 13,462","$ 700,000","$ 721,477",F,32,Italy,Montreal Impact,Mls,2018
4,Rudy Camacho,"$ 12,500","$ 650,000","$ 669,943",D,26,France,Montreal Impact,Mls,2018
5,Ignacio Piatti,"$ 9,615","$ 500,000","$ 515,341",M,32,Argentina,Montreal Impact,Mls,2018
6,Bacary Sagna,"$ 9,231","$ 480,000","$ 494,727",D,34,France,Montreal Impact,Mls,2018
7,Zakaria Diallo,"$ 5,755","$ 299,250","$ 308,431",D,30,France,Montreal Impact,Mls,2018
8,Quincy Amarikwa,"$ 5,298","$ 275,500","$ 283,953",F,29,United States,Montreal Impact,Mls,2018
9,Victor Cabrera,"$ 5,192","$ 270,000","$ 278,284",D,24,Argentina,Montreal Impact,Mls,2018
10,Jukka Raitala,"$ 3,942","$ 205,004","$ 211,294",D,28,Finland,Montreal Impact,Mls,2018
11,Jeisson Vargas,"$ 3,846","$ 200,000","$ 206,136",M,19,Chile,Montreal Impact,Mls,2018
12,Evan Bush,"$ 3,037","$ 157,925","$ 162,770",K,31,United States,Montreal Impact,Mls,2018
13,Michael Petrasso,"$ 2,981","$ 155,004","$ 159,760",D,21,Canada,Montreal Impact,Mls,2018
14,Chris Duvall,"$ 2,885","$ 150,000","$ 154,602",D,25,United States,Montreal Impact,Mls,2018
15,Anthony Jackson Hamel,"$ 2,692","$ 140,000","$ 144,295",F,23,Canada,Montreal Impact,Mls,2018
16,Michael Azira,"$ 2,404","$ 125,000","$ 128,835",M,30,Uganda,Montreal Impact,Mls,2018
17,Samuel Piette,"$ 2,308","$ 120,000","$ 123,682",M,22,Canada,Montreal Impact,Mls,2018
18,Shamit Shome,"$ 1,923","$ 100,000","$ 103,068",M,19,Canada,Montreal Impact,Mls,2018
19,Clement Diop,"$ 1,731","$ 90,000","$ 92,761",K,23,Senegal,Montreal Impact,Mls,2018
20,Daniel Lovitz,"$ 1,666","$ 86,625","$ 89,283",M,25,United States,Montreal Impact,Mls,2018
21,Maxime Crepeau,"$ 1,538","$ 80,000","$ 82,455",K,23,Canada,Montreal Impact,Mls,2018
22,David Choiniere,"$ 1,298","$ 67,500","$ 69,571",M,20,Canada,Montreal Impact,Mls,2018
23,Michael Salazar,"$ 1,298","$ 67,500","$ 69,571",F,24,Belize,Montreal Impact,Mls,2018
24,Kyle Fisher,"$ 1,070","$ 55,654","$ 57,362",D,23,United States,Montreal Impact,Mls,2018
25,James Pantemis,"$ 1,048","$ 54,500","$ 56,172",K,20,Canada,Montreal Impact,Mls,2018
26,Louis Beland Goyette,"$ 1,048","$ 54,500","$ 56,172",M,21,Canada,Montreal Impact,Mls,2018
27,Ken Krolicki,"$ 1,048","$ 54,500","$ 56,172",M,21,Japan,Montreal Impact,Mls,2018
28,Thomas Meilleur Giguere,"$ 1,048","$ 54,500","$ 56,172",D,19,Canada,Montreal Impact,Mls,2018
29,Jason Beaulieu,"$ 1,048","$ 54,500","$ 56,172",K,23,Canada,Montreal Impact,Mls,2018
30,Mathieu Choiniere,"$ 1,048","$ 54,500","$ 56,172",M,18,Canada,Montreal Impact,Mls,2018
