,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Federico Higuain,"$ 21,154","$ 1,100,000","$ 1,133,750",M,32,Argentina,Columbus Crew,Mls,2018
1,Jonathan Mensah,"$ 14,904","$ 774,996","$ 798,774",D,26,Ghana,Columbus Crew,Mls,2018
2,Pedro Santos,"$ 14,377","$ 747,600","$ 770,537",M,29,Portugal,Columbus Crew,Mls,2018
3,Gyasi Zardes,"$ 12,115","$ 630,000","$ 649,329",F,25,United States,Columbus Crew,Mls,2018
4,Justin Meram,"$ 10,577","$ 550,008","$ 566,883",M,28,Iraq,Columbus Crew,Mls,2018
5,Wil Trapp,"$ 9,615","$ 500,004","$ 515,345",M,24,United States,Columbus Crew,Mls,2018
6,Harrison Afful,"$ 5,540","$ 288,100","$ 296,939",D,30,Ghana,Columbus Crew,Mls,2018
7,Milton Valenzuela,"$ 5,423","$ 282,000","$ 290,652",D,18,Argentina,Columbus Crew,Mls,2018
8,Patrick Mullins,"$ 4,808","$ 249,996","$ 257,666",F,25,United States,Columbus Crew,Mls,2018
9,Artur de Lima,"$ 4,038","$ 210,000","$ 216,443",M,22,Brazil,Columbus Crew,Mls,2018
10,Joshua Williams,"$ 3,846","$ 200,000","$ 206,136",D,30,United States,Columbus Crew,Mls,2018
11,Mike Grella,"$ 3,756","$ 195,300","$ 201,292",F,30,United States,Columbus Crew,Mls,2018
12,Mohammed Abu,"$ 3,366","$ 175,008","$ 180,378",M,25,Ghana,Columbus Crew,Mls,2018
13,Hector Jimenez,"$ 3,077","$ 159,996","$ 164,905",M,28,United States,Columbus Crew,Mls,2018
14,Zack Steffen,"$ 2,788","$ 145,000","$ 149,449",K,22,United States,Columbus Crew,Mls,2018
15,Ricardo Clark,"$ 2,404","$ 125,000","$ 128,835",M,34,United States,Columbus Crew,Mls,2018
16,Eduardo Sosa,"$ 1,923","$ 100,000","$ 103,068",M,21,Venezuela,Columbus Crew,Mls,2018
17,Adam Jahn,"$ 1,875","$ 97,500","$ 100,491",F,26,United States,Columbus Crew,Mls,2018
18,Alex Crognale,"$ 1,827","$ 95,004","$ 97,919",D,22,United States,Columbus Crew,Mls,2018
19,Jonathan Kempin,"$ 1,543","$ 80,256","$ 82,718",K,21,United States,Columbus Crew,Mls,2018
20,Edward Opoku,"$ 1,442","$ 75,000","$ 77,301",F,19,Ghana,Columbus Crew,Mls,2018
21,Cristian Martinez,"$ 1,325","$ 68,915","$ 71,029",M,21,Panama,Columbus Crew,Mls,2018
22,Lalas Abubakar,"$ 1,313","$ 68,250","$ 70,344",D,22,Ghana,Columbus Crew,Mls,2018
23,Niko Hansen,"$ 1,313","$ 68,250","$ 70,344",F,22,Denmark,Columbus Crew,Mls,2018
24,Gaston Sauro,"$ 1,298","$ 67,500","$ 69,571",D,27,Argentina,Columbus Crew,Mls,2018
25,Logan Ketterer,"$ 1,298","$ 67,500","$ 69,571",K,23,United States,Columbus Crew,Mls,2018
26,Connor Maloney,"$ 1,070","$ 55,654","$ 57,362",D,22,United States,Columbus Crew,Mls,2018
27,Luis Argudo,"$ 1,048","$ 54,500","$ 56,172",M,21,United States,Columbus Crew,Mls,2018
28,Ben Lundgaard,"$ 1,048","$ 54,500","$ 56,172",K,21,United States,Columbus Crew,Mls,2018
