,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Bastian Schweinsteiger,"$ 117,308","$ 6,100,000","$ 6,287,157",M,32,Germany,Chicago Fire,Mls,2018
1,Yura Movsisyan,"$ 35,577","$ 1,850,000","$ 1,906,761",F,29,Armenia,Chicago Fire,Mls,2018
2,Nemanja Nikolic,"$ 32,692","$ 1,700,000","$ 1,752,159",F,31,Hungary,Chicago Fire,Mls,2018
3,Aleksandar Katai,"$ 23,077","$ 1,200,000","$ 1,236,818",M,26,Serbia,Chicago Fire,Mls,2018
4,Dax McCarty,"$ 13,462","$ 700,000","$ 721,477",M,30,United States,Chicago Fire,Mls,2018
5,Johan Kappelhof,"$ 10,673","$ 555,000","$ 572,028",D,26,Netherlands,Chicago Fire,Mls,2018
6,Michael de Leeuw,"$ 10,096","$ 525,000","$ 541,108",F,30,Netherlands,Chicago Fire,Mls,2018
7,Luis Solignac,"$ 5,769","$ 300,000","$ 309,204",F,26,Argentina,Chicago Fire,Mls,2018
8,Alan Gordon,"$ 2,885","$ 150,000","$ 154,602",F,35,United States,Chicago Fire,Mls,2018
9,Nicolas Hasler,"$ 2,538","$ 132,000","$ 136,050",D,26,Liechtenstein,Chicago Fire,Mls,2018
10,Richard Sanchez,"$ 2,500","$ 130,000","$ 133,989",K,23,Mexico,Chicago Fire,Mls,2018
11,Brandon Vincent,"$ 2,353","$ 122,375","$ 126,130",D,23,United States,Chicago Fire,Mls,2018
12,Jonathan Campbell,"$ 2,311","$ 120,175","$ 123,862",D,24,United States,Chicago Fire,Mls,2018
13,Matt Polster,"$ 2,113","$ 109,890","$ 113,262",M,24,United States,Chicago Fire,Mls,2018
14,Djordje Mihailovic,"$ 1,846","$ 96,000","$ 98,945",M,18,United States,Chicago Fire,Mls,2018
15,Mohammed Adams,"$ 1,731","$ 90,000","$ 92,761",M,22,England,Chicago Fire,Mls,2018
16,Nicolas Del Grecco,"$ 1,731","$ 90,000","$ 92,761",D,23,Argentina,Chicago Fire,Mls,2018
17,Christian Dean,"$ 1,731","$ 90,000","$ 92,761",D,24,United States,Chicago Fire,Mls,2018
18,Grant Lillard,"$ 1,538","$ 80,000","$ 82,455",D,21,United States,Chicago Fire,Mls,2018
19,Drew Conner,"$ 1,325","$ 68,907","$ 71,021",M,23,United States,Chicago Fire,Mls,2018
20,Daniel Johnson,"$ 1,313","$ 68,254","$ 70,348",M,21,United States,Chicago Fire,Mls,2018
21,Brandt Bronico,"$ 1,313","$ 68,254","$ 70,348",M,22,United States,Chicago Fire,Mls,2018
22,Jorge Corrales,"$ 1,298","$ 67,500","$ 69,571",D,26,Cuba,Chicago Fire,Mls,2018
23,Patrick McLain,"$ 1,298","$ 67,500","$ 69,571",K,28,United States,Chicago Fire,Mls,2018
24,Raheem Edwards,"$ 1,070","$ 55,654","$ 57,362",F,21,Canada,Chicago Fire,Mls,2018
25,Stefan Cleveland,"$ 1,070","$ 55,654","$ 57,362",K,23,United States,Chicago Fire,Mls,2018
26,Elliot Collier,"$ 1,048","$ 54,500","$ 56,172",F,22,New Zealand,Chicago Fire,Mls,2018
27,Diego Campos,"$ 1,048","$ 54,500","$ 56,172",M,21,Costa Rica,Chicago Fire,Mls,2018
