,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Borek Dockal,"$ 32,967","$ 1,714,286","$ 1,766,883",M,28,Czech Republic,Philadelphia Union,Mls,2018
1,David Accam,"$ 24,038","$ 1,250,000","$ 1,288,352",F,26,Ghana,Philadelphia Union,Mls,2018
2,Alejandro Bedoya,"$ 23,077","$ 1,200,000","$ 1,236,818",M,30,United States,Philadelphia Union,Mls,2018
3,Jay Simpson,"$ 11,154","$ 580,008","$ 597,804",F,28,England,Philadelphia Union,Mls,2018
4,CJ Sapong,"$ 10,096","$ 525,000","$ 541,108",F,28,United States,Philadelphia Union,Mls,2018
5,Haris Medunjanin,"$ 9,615","$ 500,004","$ 515,345",M,32,Bosnia-Herzegovina,Philadelphia Union,Mls,2018
6,Andre Blake,"$ 8,654","$ 450,000","$ 463,807",K,26,Jamaica,Philadelphia Union,Mls,2018
7,Ilson Dias,"$ 5,769","$ 300,000","$ 309,204",M,33,Brazil,Philadelphia Union,Mls,2018
8,Raymon Gaddis,"$ 3,462","$ 180,000","$ 185,523",D,27,United States,Philadelphia Union,Mls,2018
9,Fabinho Alves Macedo,"$ 2,942","$ 153,000","$ 157,694",D,33,Brazil,Philadelphia Union,Mls,2018
10,Richie Marquez,"$ 2,788","$ 145,000","$ 149,449",D,25,United States,Philadelphia Union,Mls,2018
11,Warren Creavalle,"$ 2,692","$ 140,000","$ 144,295",M,26,Guyana,Philadelphia Union,Mls,2018
12,Joshua Yaro,"$ 2,692","$ 140,000","$ 144,295",D,23,United States,Philadelphia Union,Mls,2018
13,Fafa Picault,"$ 2,596","$ 135,000","$ 139,142",F,26,United States,Philadelphia Union,Mls,2018
14,Keegan Rosenberry,"$ 2,211","$ 114,950","$ 118,477",D,23,United States,Philadelphia Union,Mls,2018
15,Fabian Herbers,"$ 1,923","$ 100,008","$ 103,076",F,23,Germany,Philadelphia Union,Mls,2018
16,John McCarthy,"$ 1,827","$ 95,000","$ 97,915",K,24,United States,Philadelphia Union,Mls,2018
17,Auston Trusty,"$ 1,538","$ 80,000","$ 82,455",D,18,United States,Philadelphia Union,Mls,2018
18,Adam Najem,"$ 1,375","$ 71,500","$ 73,694",M,22,Afghanistan,Philadelphia Union,Mls,2018
19,Derrick Jones,"$ 1,346","$ 70,000","$ 72,148",M,20,United States,Philadelphia Union,Mls,2018
20,Olivier Mbaizo,"$ 1,298","$ 67,500","$ 69,571",D,19,Cameroon,Philadelphia Union,Mls,2018
21,Kacper Przybylko,"$ 1,298","$ 67,500","$ 69,571",F,24,Poland,Philadelphia Union,Mls,2018
22,Cory Burke,"$ 1,298","$ 67,500","$ 69,571",F,25,Jamaica,Philadelphia Union,Mls,2018
23,Anthony Fontana,"$ 1,250","$ 65,004","$ 66,998",M,17,United States,Philadelphia Union,Mls,2018
24,Jack Elliott,"$ 1,147","$ 59,630","$ 61,460",D,21,England,Philadelphia Union,Mls,2018
25,Marcus Epps,"$ 1,070","$ 55,654","$ 57,362",M,22,United States,Philadelphia Union,Mls,2018
26,Jake McGuire,"$ 1,070","$ 55,654","$ 57,362",K,22,United States,Philadelphia Union,Mls,2018
27,Matthew Real,"$ 1,048","$ 54,500","$ 56,172",D,17,United States,Philadelphia Union,Mls,2018
28,Mark McKenzie,"$ 1,048","$ 54,500","$ 56,172",D,18,United States,Philadelphia Union,Mls,2018
