,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Valeri Vako Qazaishvili,"$ 25,481","$ 1,325,004","$ 1,365,657",M,25,Georgia,San Jose Earthquakes,Mls,2018
1,Chris Wondolowski,"$ 15,385","$ 800,000","$ 824,545",F,34,United States,San Jose Earthquakes,Mls,2018
2,Guram Kashia,"$ 10,577","$ 550,000","$ 566,875",D,29,Georgia,San Jose Earthquakes,Mls,2018
3,Florian Jungwirth,"$ 9,615","$ 500,004","$ 515,345",D,28,Germany,San Jose Earthquakes,Mls,2018
4,Jahmir Hyka,"$ 9,423","$ 489,996","$ 505,030",M,29,Albania,San Jose Earthquakes,Mls,2018
5,Danny Hoesen,"$ 8,942","$ 465,000","$ 479,267",F,26,Netherlands,San Jose Earthquakes,Mls,2018
6,Anibal Godoy,"$ 8,173","$ 425,000","$ 438,040",M,27,Panama,San Jose Earthquakes,Mls,2018
7,Magnus Eriksson,"$ 7,692","$ 400,000","$ 412,273",F,27,Sweden,San Jose Earthquakes,Mls,2018
8,Dom Oduro,"$ 6,346","$ 330,000","$ 340,125",F,33,Ghana,San Jose Earthquakes,Mls,2018
9,Yeferson Quintana,"$ 5,769","$ 300,000","$ 309,204",D,21,Uruguay,San Jose Earthquakes,Mls,2018
10,Harold Cummings,"$ 4,808","$ 249,996","$ 257,666",D,25,Panama,San Jose Earthquakes,Mls,2018
11,Shea Salinas,"$ 3,846","$ 200,000","$ 206,136",M,31,United States,San Jose Earthquakes,Mls,2018
12,Francois Affolter,"$ 3,846","$ 200,000","$ 206,136",D,26,Switzerland,San Jose Earthquakes,Mls,2018
13,Tommy Thompson,"$ 3,173","$ 165,000","$ 170,062",M,21,United States,San Jose Earthquakes,Mls,2018
14,Jackson Yueill,"$ 2,596","$ 135,000","$ 139,142",M,20,United States,San Jose Earthquakes,Mls,2018
15,Joel Qwiberg,"$ 2,500","$ 130,000","$ 133,989",D,24,Sweden,San Jose Earthquakes,Mls,2018
16,JT Marcinkowski,"$ 2,308","$ 120,000","$ 123,682",K,20,United States,San Jose Earthquakes,Mls,2018
17,Eric Calvillo,"$ 1,923","$ 100,000","$ 103,068",M,19,United States,San Jose Earthquakes,Mls,2018
18,Nick Lima,"$ 1,808","$ 93,996","$ 96,880",D,22,United States,San Jose Earthquakes,Mls,2018
19,Andrew Tarbell,"$ 1,692","$ 88,000","$ 90,700",K,23,United States,San Jose Earthquakes,Mls,2018
20,Gilbert Fuentes,"$ 1,346","$ 70,000","$ 72,148",M,15,United States,San Jose Earthquakes,Mls,2018
21,Matt Bersano,"$ 1,313","$ 68,254","$ 70,348",K,24,United States,San Jose Earthquakes,Mls,2018
22,Luis Felipe,"$ 1,298","$ 67,500","$ 69,571",M,21,United States,San Jose Earthquakes,Mls,2018
23,Jimmy Ockford,"$ 1,298","$ 67,500","$ 69,571",D,25,United States,San Jose Earthquakes,Mls,2018
24,Kevin Partida,"$ 1,048","$ 54,500","$ 56,172",M,22,United States,San Jose Earthquakes,Mls,2018
25,Jacob Akanyirige,"$ 1,048","$ 54,500","$ 56,172",D,15,United States,San Jose Earthquakes,Mls,2018
26,Mohamed Thiaw,"$ 1,048","$ 54,500","$ 56,172",F,22,United States,San Jose Earthquakes,Mls,2018
27,Paul Marie,"$ 1,048","$ 54,500","$ 56,172",D,22,France,San Jose Earthquakes,Mls,2018
28,Danny Musovski,"$ 1,048","$ 54,500","$ 56,172",F,21,United States,San Jose Earthquakes,Mls,2018
29,Chris Wehan,"$ 1,048","$ 54,492","$ 56,164",M,23,United States,San Jose Earthquakes,Mls,2018
