,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Kei Kamara,"$ 19,231","$ 1,000,000","$ 1,030,681",F,32,Sierra Leone,Vancouver Whitecaps,Mls,2018
1,Brek Shea,"$ 13,462","$ 700,000","$ 721,477",D,27,United States,Vancouver Whitecaps,Mls,2018
2,Aly Ghazal,"$ 11,058","$ 575,000","$ 592,642",M,25,Egypt,Vancouver Whitecaps,Mls,2018
3,Kendall Waston,"$ 11,058","$ 575,000","$ 592,642",D,29,Costa Rica,Vancouver Whitecaps,Mls,2018
4,Efrain Juarez,"$ 10,096","$ 525,000","$ 541,108",D,29,Mexico,Vancouver Whitecaps,Mls,2018
5,Yordy Reyna,"$ 8,462","$ 440,000","$ 453,500",F,23,Peru,Vancouver Whitecaps,Mls,2018
6,Felipe Martins,"$ 8,173","$ 425,000","$ 438,040",M,26,Brazil,Vancouver Whitecaps,Mls,2018
7,Cristian Techera,"$ 7,442","$ 387,000","$ 398,874",M,25,Uruguay,Vancouver Whitecaps,Mls,2018
8,Anthony Blondell,"$ 4,808","$ 250,000","$ 257,670",F,23,Venezuela,Vancouver Whitecaps,Mls,2018
9,Jose Aja,"$ 4,615","$ 240,000","$ 247,364",D,24,Uruguay,Vancouver Whitecaps,Mls,2018
10,Aaron Maund,"$ 3,462","$ 180,000","$ 185,523",D,26,Trinidad and Tobago,Vancouver Whitecaps,Mls,2018
11,Jordon Mutch,"$ 3,000","$ 156,000","$ 160,786",M,25,England,Vancouver Whitecaps,Mls,2018
12,Sean Franklin,"$ 2,885","$ 150,000","$ 154,602",D,32,United States,Vancouver Whitecaps,Mls,2018
13,Stefan Marinovic,"$ 2,885","$ 150,000","$ 154,602",K,25,New Zealand,Vancouver Whitecaps,Mls,2018
14,Erik Hurtado,"$ 2,885","$ 150,000","$ 154,602",F,26,United States,Vancouver Whitecaps,Mls,2018
15,Marcel de Jong,"$ 2,885","$ 150,000","$ 154,602",D,30,Canada,Vancouver Whitecaps,Mls,2018
16,Doneil Henry,"$ 2,692","$ 140,004","$ 144,300",D,24,Canada,Vancouver Whitecaps,Mls,2018
17,Russell Teibert,"$ 2,692","$ 140,000","$ 144,295",M,24,Canada,Vancouver Whitecaps,Mls,2018
18,Brian Rowe,"$ 2,596","$ 135,000","$ 139,142",K,28,United States,Vancouver Whitecaps,Mls,2018
19,Nicolas Mezquida,"$ 2,500","$ 130,000","$ 133,989",F,25,Uruguay,Vancouver Whitecaps,Mls,2018
20,Alphonso Davies,"$ 1,394","$ 72,500","$ 74,724",M,16,Canada,Vancouver Whitecaps,Mls,2018
21,Marvin Emnes,"$ 1,346","$ 69,996","$ 72,144",F,29,Netherlands,Vancouver Whitecaps,Mls,2018
22,Spencer Richey,"$ 1,313","$ 68,254","$ 70,348",K,25,United States,Vancouver Whitecaps,Mls,2018
23,Brett Levis,"$ 1,313","$ 68,250","$ 70,344",D,24,Canada,Vancouver Whitecaps,Mls,2018
24,Jakob Nerwinski,"$ 1,298","$ 67,500","$ 69,571",D,24,United States,Vancouver Whitecaps,Mls,2018
25,Roberto Dominguez,"$ 1,048","$ 54,504","$ 56,176",D,20,El Salvador,Vancouver Whitecaps,Mls,2018
26,David Norman,"$ 1,048","$ 54,500","$ 56,172",M,20,Canada,Vancouver Whitecaps,Mls,2018
27,Michael Baldisimo,"$ 1,048","$ 54,500","$ 56,172",M,17,Canada,Vancouver Whitecaps,Mls,2018
28,Sean Melvin,"$ 1,048","$ 54,500","$ 56,172",K,22,Canada,Vancouver Whitecaps,Mls,2018
29,Simon Colyn,"$ 1,048","$ 54,500","$ 56,172",M,15,Canada,Vancouver Whitecaps,Mls,2018
30,Myer Bevan,"$ 1,048","$ 54,500","$ 56,172",F,20,New Zealand,Vancouver Whitecaps,Mls,2018
