Rank,Club,Country,Level,Elo,From,To
None,Dinamo Brest,BLR,1,1027.56445312,1992-01-01,1992-04-18
None,Dinamo Brest,BLR,1,1024.76318359,1992-04-19,1992-04-25
None,Dinamo Brest,BLR,1,1019.50714111,1992-04-26,1992-04-29
None,Dinamo Brest,BLR,1,1029.58862305,1992-04-30,1992-05-02
None,Dinamo Brest,BLR,1,1043.95629883,1992-05-03,1992-05-06
None,Dinamo Brest,BLR,1,1052.30371094,1992-05-07,1992-05-09
None,Dinamo Brest,BLR,1,1067.73339844,1992-05-10,1992-05-16
None,Dinamo Brest,BLR,1,1075.25390625,1992-05-17,1992-05-23
None,Dinamo Brest,BLR,1,1064.77319336,1992-05-24,1992-05-30
None,Dinamo Brest,BLR,1,1058.41162109,1992-05-31,1992-06-06
None,Dinamo Brest,BLR,1,1065.12194824,1992-06-07,1992-06-10
None,Dinamo Brest,BLR,1,1057.69702148,1992-06-11,1992-06-13
None,Dinamo Brest,BLR,1,1063.00036621,1992-06-14,1992-06-17
None,Dinamo Brest,BLR,1,1067.85974121,1992-06-18,1992-06-20
None,Dinamo Brest,BLR,1,1075.00097656,1992-06-21,1992-06-24
None,Dinamo Brest,BLR,1,1076.43151855,1992-06-25,1992-08-01
None,Dinamo Brest,BLR,1,1079.08544922,1992-08-02,1992-08-06
None,Dinamo Brest,BLR,1,1074.44897461,1992-08-07,1992-08-11
None,Dinamo Brest,BLR,1,1085.28503418,1992-08-12,1992-08-16
None,Dinamo Brest,BLR,1,1088.83642578,1992-08-17,1992-08-21
None,Dinamo Brest,BLR,1,1090.45739746,1992-08-22,1992-08-27
None,Dinamo Brest,BLR,1,1095.50561523,1992-08-28,1992-09-06
None,Dinamo Brest,BLR,1,1091.14855957,1992-09-07,1992-09-11
None,Dinamo Brest,BLR,1,1092.02929688,1992-09-12,1992-09-17
None,Dinamo Brest,BLR,1,1099.0020752,1992-09-18,1992-09-22
None,Dinamo Brest,BLR,1,1090.60510254,1992-09-23,1992-09-26
None,Dinamo Brest,BLR,1,1097.93029785,1992-09-27,1992-10-03
None,Dinamo Brest,BLR,1,1105.84973145,1992-10-04,1992-10-10
None,Dinamo Brest,BLR,1,1100.91125488,1992-10-11,1992-10-17
None,Dinamo Brest,BLR,1,1097.88671875,1992-10-18,1992-10-24
None,Dinamo Brest,BLR,1,1091.53051758,1992-10-25,1992-10-31
