squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,league_name,league_country
vs Atalanta,25.0,44.8,38.0,418.0,3420.0,39.0,29.0,1.0,2.0,81.0,5.0,1.03,0.76,1.79,1.0,1.76,37.1,35.8,26.9,0.98,0.71,1.68,0.94,1.65,38.0,38.0,3420.0,57.0,1.5,196.0,144.0,0.735,10.0,12.0,16.0,6.0,15.8,9.0,5.0,2.0,2.0,38.0,0.0,9.0,0.0,64.6,0.31,7.6,0.2,336.0,729.0,46.1,999.0,139.0,51.7,41.6,324.0,65.7,50.1,331.0,27.0,8.2,26.0,0.68,15.5,406.0,118.0,18.0,29.1,10.68,3.11,0.09,0.32,0.09,1.9,2.2,12845.0,17077.0,75.2,255126.0,101382.0,5076.0,6009.0,84.5,5553.0,6769.0,82.0,2010.0,3722.0,54.0,2.1,296.0,997.0,243.0,71.0,1257.0,15164.0,1913.0,478.0,16.0,3093.0,422.0,374.0,186.0,56.0,34.0,13.0,9981.0,2704.0,4392.0,5108.0,9755.0,716.0,837.0,268.0,48.0,379.0,313.0,494.0,611.0,16.08,443.0,62.0,42.0,30.0,27.0,62.0,1.63,46.0,7.0,3.0,2.0,3.0,0.0,770.0,484.0,404.0,289.0,77.0,217.0,739.0,29.4,522.0,6744.0,1885.0,28.0,2468.0,2962.0,1314.0,674.0,167.0,2.0,507.0,400.0,867.0,10.0,21902.0,2699.0,7588.0,10662.0,5020.0,686.0,20042.0,441.0,703.0,62.7,485.0,24.0,13436.0,80345.0,42517.0,15247.0,12845.0,84.2,542.0,545.0,4.0,508.0,458.0,55.0,0.0,9.0,0.0,3715.0,547.0,567.0,49.1,Serie A,Italy
vs Benevento,41.0,52.3,38.0,418.0,3420.0,82.0,61.0,10.0,13.0,68.0,2.0,2.16,1.61,3.76,1.89,3.5,74.7,64.9,48.6,1.97,1.28,3.24,1.71,2.99,38.0,38.0,3420.0,34.0,0.89,146.0,116.0,0.781,29.0,3.0,6.0,18.0,47.4,3.0,2.0,0.0,1.0,38.0,3.0,8.0,1.0,37.8,0.25,5.8,0.15,209.0,445.0,47.0,705.0,161.0,37.0,35.1,277.0,66.4,49.0,335.0,33.0,9.9,25.0,0.66,15.2,567.0,203.0,27.0,35.8,14.92,5.34,0.13,0.35,0.12,7.3,7.1,16154.0,19853.0,81.4,313987.0,105878.0,6505.0,7382.0,88.1,7086.0,8182.0,86.6,2349.0,3764.0,62.4,12.4,432.0,1418.0,406.0,102.0,1559.0,18117.0,1736.0,455.0,32.0,2638.0,568.0,543.0,200.0,53.0,24.0,16.0,13120.0,2809.0,3924.0,5695.0,12086.0,730.0,738.0,255.0,97.0,334.0,290.0,421.0,955.0,25.13,685.0,83.0,59.0,42.0,61.0,148.0,3.89,98.0,12.0,9.0,9.0,13.0,2.0,702.0,420.0,313.0,265.0,124.0,232.0,747.0,31.1,515.0,6212.0,1736.0,27.9,1709.0,2827.0,1676.0,553.0,122.0,3.0,431.0,266.0,678.0,3.0,24083.0,2025.0,6540.0,12104.0,7011.0,989.0,22392.0,403.0,646.0,62.4,447.0,23.0,16340.0,91044.0,51743.0,18382.0,16154.0,87.9,431.0,436.0,1.0,490.0,475.0,104.0,10.0,3.0,1.0,3313.0,464.0,364.0,56.0,Serie A,Italy
vs Bologna,30.0,52.8,38.0,418.0,3420.0,49.0,36.0,3.0,4.0,67.0,3.0,1.29,0.95,2.24,1.21,2.16,53.7,50.7,38.7,1.41,1.02,2.43,1.33,2.35,38.0,38.0,3420.0,40.0,1.05,120.0,81.0,0.683,21.0,6.0,11.0,11.0,28.9,3.0,2.0,1.0,0.0,38.0,4.0,3.0,3.0,36.4,0.29,-0.6,-0.02,181.0,419.0,43.2,720.0,162.0,37.5,35.4,229.0,65.1,48.1,236.0,20.0,8.5,22.0,0.58,14.7,533.0,164.0,18.0,30.8,14.03,4.32,0.09,0.28,0.1,-4.7,-4.7,15920.0,19917.0,79.9,313604.0,105035.0,6124.0,7041.0,87.0,7230.0,8332.0,86.8,2359.0,3932.0,60.0,-2.7,381.0,1404.0,390.0,112.0,1496.0,18045.0,1872.0,455.0,25.0,2999.0,563.0,594.0,234.0,71.0,40.0,28.0,13032.0,2797.0,4088.0,5926.0,11809.0,696.0,874.0,253.0,77.0,361.0,238.0,525.0,814.0,21.42,591.0,85.0,50.0,44.0,33.0,87.0,2.29,61.0,5.0,7.0,4.0,5.0,3.0,661.0,397.0,281.0,266.0,114.0,202.0,632.0,32.0,430.0,5994.0,1734.0,28.9,1744.0,2765.0,1485.0,563.0,106.0,4.0,457.0,276.0,805.0,10.0,24373.0,1924.0,6887.0,12432.0,6686.0,994.0,22553.0,398.0,688.0,57.8,418.0,20.0,16310.0,95856.0,53700.0,18196.0,15920.0,87.5,481.0,438.0,3.0,488.0,469.0,93.0,3.0,3.0,3.0,3597.0,525.0,583.0,47.4,Serie A,Italy
vs Cagliari,29.0,54.8,38.0,418.0,3420.0,60.0,42.0,8.0,12.0,72.0,3.0,1.58,1.11,2.68,1.37,2.47,58.8,49.7,38.7,1.55,1.02,2.57,1.31,2.33,38.0,38.0,3419.0,34.0,0.89,115.0,84.0,0.739,21.0,6.0,11.0,15.0,39.5,7.0,4.0,2.0,1.0,38.0,1.0,5.0,0.0,36.5,0.28,3.5,0.09,231.0,595.0,38.8,920.0,201.0,44.0,38.8,266.0,71.4,51.6,366.0,17.0,4.6,43.0,1.13,15.4,524.0,162.0,21.0,30.9,13.79,4.26,0.1,0.32,0.1,1.2,2.3,16287.0,20443.0,79.7,321706.0,109874.0,6482.0,7462.0,86.9,6996.0,8156.0,85.8,2594.0,4249.0,61.0,3.3,406.0,1250.0,392.0,97.0,1517.0,18477.0,1966.0,599.0,20.0,2923.0,661.0,532.0,189.0,60.0,51.0,17.0,12557.0,3421.0,4465.0,5917.0,11917.0,943.0,846.0,328.0,83.0,405.0,254.0,446.0,857.0,22.55,637.0,70.0,51.0,37.0,54.0,101.0,2.66,67.0,6.0,5.0,7.0,13.0,0.0,558.0,343.0,255.0,227.0,76.0,165.0,482.0,34.2,317.0,5066.0,1562.0,30.8,1436.0,2327.0,1303.0,542.0,105.0,1.0,437.0,260.0,1034.0,6.0,25131.0,2326.0,7567.0,12375.0,6704.0,990.0,23231.0,385.0,617.0,62.4,419.0,19.0,16533.0,89042.0,48622.0,18578.0,16287.0,87.7,534.0,533.0,1.0,491.0,577.0,94.0,10.0,6.0,0.0,3906.0,666.0,767.0,46.5,Serie A,Italy
vs Chievo,25.0,55.7,38.0,418.0,3420.0,55.0,34.0,4.0,7.0,57.0,6.0,1.45,0.89,2.34,1.34,2.24,54.3,49.3,37.2,1.43,0.98,2.41,1.3,2.28,38.0,38.0,3420.0,36.0,0.95,137.0,102.0,0.745,18.0,10.0,10.0,14.0,36.8,2.0,1.0,1.0,0.0,38.0,1.0,5.0,0.0,34.8,0.24,-1.2,-0.03,276.0,637.0,43.3,939.0,200.0,47.8,40.2,256.0,73.4,53.3,444.0,45.0,10.1,19.0,0.5,14.9,590.0,180.0,19.0,30.5,15.53,4.74,0.09,0.28,0.09,0.7,1.7,17047.0,21257.0,80.2,334563.0,106920.0,6933.0,7927.0,87.5,7275.0,8462.0,86.0,2619.0,4294.0,61.0,-3.2,432.0,1286.0,380.0,97.0,1484.0,19418.0,1839.0,482.0,14.0,2932.0,738.0,563.0,237.0,62.0,50.0,25.0,13407.0,3281.0,4569.0,6262.0,12511.0,900.0,796.0,337.0,63.0,410.0,288.0,504.0,945.0,24.87,689.0,81.0,58.0,55.0,42.0,87.0,2.29,58.0,3.0,8.0,11.0,4.0,3.0,586.0,394.0,259.0,252.0,75.0,169.0,476.0,35.5,307.0,5074.0,1506.0,29.7,1688.0,2193.0,1193.0,504.0,90.0,2.0,414.0,263.0,984.0,6.0,25677.0,2255.0,7610.0,12687.0,7036.0,996.0,23871.0,393.0,640.0,61.4,420.0,21.0,17135.0,101556.0,55217.0,19461.0,17047.0,87.6,467.0,432.0,4.0,478.0,453.0,82.0,4.0,1.0,0.0,3817.0,641.0,614.0,51.1,Serie A,Italy
vs Crotone,29.0,59.9,38.0,418.0,3420.0,66.0,46.0,6.0,8.0,76.0,2.0,1.74,1.21,2.95,1.58,2.79,58.9,52.8,38.7,1.55,1.02,2.57,1.39,2.41,38.0,38.0,3420.0,41.0,1.08,136.0,98.0,0.713,21.0,8.0,9.0,15.0,39.5,3.0,2.0,1.0,0.0,38.0,1.0,3.0,2.0,38.4,0.27,0.4,0.01,255.0,597.0,42.7,881.0,170.0,46.3,39.5,256.0,73.8,53.3,336.0,29.0,8.6,18.0,0.47,13.4,582.0,199.0,30.0,34.2,15.32,5.24,0.1,0.3,0.09,7.1,7.2,18027.0,22590.0,79.8,347713.0,117978.0,7256.0,8394.0,86.4,8050.0,9367.0,85.9,2489.0,4228.0,58.9,7.3,434.0,1474.0,385.0,94.0,1677.0,20722.0,1868.0,479.0,8.0,3253.0,582.0,541.0,254.0,65.0,53.0,25.0,14377.0,3282.0,4931.0,6777.0,13085.0,1078.0,806.0,317.0,42.0,395.0,343.0,522.0,931.0,24.5,662.0,87.0,58.0,56.0,53.0,110.0,2.89,77.0,7.0,8.0,6.0,12.0,0.0,583.0,387.0,260.0,231.0,92.0,184.0,502.0,36.7,318.0,4611.0,1657.0,35.9,1395.0,2143.0,1073.0,570.0,91.0,3.0,479.0,251.0,839.0,8.0,27140.0,2120.0,7707.0,13788.0,7403.0,1081.0,25310.0,460.0,683.0,67.3,494.0,19.0,18316.0,104340.0,57004.0,20587.0,18027.0,87.6,558.0,502.0,0.0,496.0,485.0,59.0,8.0,3.0,2.0,4309.0,680.0,622.0,52.2,Serie A,Italy
vs Fiorentina,27.0,47.4,38.0,418.0,3420.0,46.0,33.0,2.0,3.0,98.0,8.0,1.21,0.87,2.08,1.16,2.03,42.5,40.2,30.1,1.12,0.79,1.91,1.06,1.85,38.0,38.0,3420.0,54.0,1.42,185.0,139.0,0.746,13.0,9.0,16.0,8.0,21.1,8.0,7.0,1.0,0.0,38.0,2.0,5.0,1.0,54.7,0.26,1.7,0.05,300.0,679.0,44.2,879.0,155.0,47.0,39.7,363.0,73.3,51.4,368.0,17.0,4.6,39.0,1.03,15.9,407.0,152.0,24.0,37.3,10.71,4.0,0.11,0.29,0.1,3.5,3.8,13376.0,17582.0,76.1,264199.0,97585.0,5458.0,6418.0,85.0,5581.0,6751.0,82.7,2125.0,3805.0,55.8,2.9,284.0,1079.0,276.0,78.0,1265.0,15611.0,1971.0,514.0,18.0,3044.0,553.0,440.0,185.0,52.0,29.0,20.0,10482.0,2604.0,4496.0,4802.0,10466.0,750.0,820.0,261.0,64.0,389.0,305.0,555.0,609.0,16.03,446.0,51.0,31.0,23.0,40.0,76.0,2.0,55.0,4.0,1.0,8.0,6.0,0.0,711.0,453.0,359.0,284.0,68.0,237.0,653.0,36.3,416.0,5916.0,1702.0,28.8,1959.0,2723.0,1234.0,618.0,156.0,3.0,462.0,283.0,957.0,9.0,22301.0,2489.0,7350.0,10652.0,5719.0,688.0,20380.0,425.0,697.0,61.0,463.0,20.0,13900.0,83997.0,44076.0,15796.0,13376.0,84.7,487.0,548.0,2.0,465.0,536.0,69.0,2.0,7.0,1.0,3625.0,625.0,524.0,54.4,Serie A,Italy
vs Genoa,33.0,53.7,38.0,418.0,3420.0,41.0,30.0,4.0,4.0,72.0,6.0,1.08,0.79,1.87,0.97,1.76,45.5,42.7,32.3,1.2,0.85,2.05,1.12,1.97,38.0,38.0,3420.0,34.0,0.89,125.0,98.0,0.76,19.0,8.0,11.0,16.0,42.1,5.0,4.0,1.0,0.0,38.0,1.0,3.0,2.0,42.1,0.31,11.1,0.29,205.0,500.0,41.0,864.0,167.0,38.3,37.1,273.0,61.9,48.9,354.0,19.0,5.4,25.0,0.66,15.2,504.0,170.0,23.0,33.7,13.26,4.47,0.07,0.22,0.09,-4.5,-5.7,16574.0,20688.0,80.1,326718.0,113684.0,6431.0,7475.0,86.0,7382.0,8617.0,85.7,2528.0,4016.0,62.9,-2.3,376.0,1287.0,322.0,100.0,1625.0,18878.0,1810.0,536.0,22.0,3020.0,670.0,480.0,156.0,43.0,37.0,14.0,13575.0,3134.0,3979.0,5984.0,12156.0,1004.0,774.0,314.0,25.0,402.0,292.0,435.0,804.0,21.16,595.0,72.0,38.0,38.0,46.0,71.0,1.87,52.0,4.0,3.0,7.0,3.0,1.0,602.0,368.0,280.0,240.0,82.0,156.0,536.0,29.1,380.0,5031.0,1543.0,30.7,1603.0,2231.0,1197.0,591.0,110.0,2.0,481.0,302.0,840.0,6.0,25139.0,2293.0,7515.0,12969.0,6321.0,812.0,23369.0,352.0,567.0,62.1,388.0,20.0,16852.0,98120.0,54145.0,19011.0,16574.0,87.2,560.0,425.0,1.0,507.0,534.0,34.0,1.0,3.0,2.0,3781.0,609.0,572.0,51.6,Serie A,Italy
vs Hellas Verona,32.0,58.2,38.0,418.0,3420.0,76.0,52.0,6.0,8.0,66.0,4.0,2.0,1.37,3.37,1.84,3.21,75.9,69.8,52.8,2.0,1.39,3.39,1.84,3.23,38.0,38.0,3420.0,30.0,0.79,92.0,68.0,0.75,27.0,4.0,7.0,19.0,50.0,7.0,7.0,0.0,0.0,38.0,0.0,7.0,0.0,33.2,0.3,3.2,0.08,183.0,466.0,39.3,785.0,157.0,42.5,37.3,233.0,56.7,45.9,331.0,36.0,10.9,34.0,0.89,16.4,719.0,257.0,29.0,35.7,18.92,6.76,0.1,0.27,0.1,0.1,0.2,17670.0,21729.0,81.3,339806.0,114464.0,7171.0,8155.0,87.9,7824.0,9088.0,86.1,2448.0,3934.0,62.2,-0.8,541.0,1502.0,486.0,131.0,1803.0,19861.0,1868.0,493.0,31.0,2983.0,630.0,624.0,236.0,50.0,47.0,30.0,14451.0,2753.0,4525.0,6363.0,12907.0,959.0,840.0,274.0,61.0,358.0,322.0,433.0,1154.0,30.37,883.0,96.0,55.0,48.0,55.0,130.0,3.42,92.0,8.0,5.0,12.0,11.0,0.0,685.0,434.0,325.0,270.0,90.0,222.0,690.0,32.2,468.0,5409.0,1686.0,31.2,1638.0,2382.0,1389.0,566.0,112.0,0.0,454.0,266.0,674.0,6.0,26164.0,1916.0,6965.0,13338.0,7571.0,1230.0,24334.0,403.0,672.0,60.0,447.0,22.0,17601.0,101925.0,59556.0,20052.0,17670.0,88.1,422.0,488.0,0.0,449.0,496.0,73.0,7.0,6.0,0.0,3866.0,531.0,493.0,51.9,Serie A,Italy
vs Inter,22.0,43.1,38.0,418.0,3420.0,27.0,20.0,2.0,2.0,78.0,9.0,0.71,0.53,1.24,0.66,1.18,35.3,33.8,26.3,0.93,0.69,1.62,0.89,1.58,38.0,38.0,3419.0,67.0,1.76,202.0,142.0,0.698,6.0,12.0,20.0,9.0,23.7,7.0,6.0,1.0,0.0,38.0,2.0,11.0,2.0,63.6,0.3,-0.4,-0.01,334.0,722.0,46.3,911.0,181.0,53.3,42.0,305.0,77.4,53.5,546.0,37.0,6.8,21.0,0.55,12.7,451.0,119.0,22.0,26.4,11.87,3.13,0.06,0.21,0.08,-8.3,-8.8,13634.0,17302.0,78.8,278280.0,99231.0,5229.0,5984.0,87.4,5917.0,6955.0,85.1,2329.0,3900.0,59.7,-6.3,317.0,1070.0,295.0,96.0,1206.0,15587.0,1715.0,463.0,21.0,3002.0,612.0,469.0,183.0,42.0,47.0,2.0,10555.0,2512.0,4235.0,5054.0,10198.0,747.0,666.0,282.0,72.0,344.0,251.0,411.0,670.0,17.63,495.0,57.0,37.0,27.0,40.0,47.0,1.24,33.0,1.0,4.0,4.0,3.0,2.0,597.0,385.0,292.0,232.0,73.0,230.0,666.0,34.5,436.0,6430.0,1560.0,24.3,2148.0,2902.0,1380.0,621.0,131.0,4.0,490.0,346.0,942.0,7.0,21842.0,2771.0,7746.0,10115.0,5391.0,685.0,20172.0,392.0,666.0,58.9,424.0,15.0,14063.0,81275.0,44585.0,15886.0,13634.0,85.8,459.0,450.0,3.0,423.0,444.0,77.0,1.0,7.0,2.0,3268.0,449.0,490.0,47.8,Serie A,Italy
